,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Tg_m (¡C),Tg_m (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Database
984,Pakistan,2.94,98.84,33.54,0.45,1.01,52.7,0.11,91210,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,22.0,1.0,cooler,33.7,92.7,33.7,92.7,33.7,92.7,33.7,92.7,33.7,92.7,33.7,92.7,21.44,0.11,21.44,Database 1
985,Pakistan,2.35,89.63,36.91,0.6,1.88,69.0,0.1,91211,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,30.9,87.6,30.9,87.6,31.2,88.1,31.4,88.6,31.4,88.5,31.4,88.5,20.54,0.1,20.54,Database 1
986,Pakistan,1.8,66.83,32.27,0.6,0.77,67.0,0.08,91212,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,31.5,88.7,31.5,88.7,31.3,88.4,31.2,88.1,31.2,88.2,31.2,88.2,15.33,0.08,15.33,Database 1
987,Pakistan,2.41,91.24,35.44,0.96,0.77,69.0,0.14,91213,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,no change,32.3,90.1,32.3,90.1,32.2,89.9,32.1,89.7,32.1,89.8,32.1,89.8,26.7,0.14,26.7,Database 1
988,Pakistan,2.67,96.28,39.23,0.98,1.88,69.0,0.19,91214,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,32.7,90.9,32.7,90.9,32.7,90.9,32.7,90.9,32.7,90.9,32.7,90.9,37.85,0.19,37.85,Database 1
989,Pakistan,2.82,97.97,35.16,0.98,1.01,62.0,0.29,91215,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.0,91.4,33.0,91.4,32.8,91.0,32.5,90.6,32.6,90.7,32.6,90.7,56.78,0.29,56.78,Database 1
990,Pakistan,2.36,90.01,33.56,0.6,0.77,69.0,0.19,91216,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,32.7,90.9,32.7,90.9,32.6,90.7,32.5,90.5,32.5,90.5,32.5,90.5,37.85,0.19,37.85,Database 1
991,Pakistan,2.53,93.98,33.78,0.6,0.77,62.0,0.15,91217,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.1,91.6,33.1,91.6,33.1,91.6,33.1,91.6,33.1,91.6,33.1,91.6,30.15,0.15,30.15,Database 1
992,Pakistan,2.62,95.56,34.22,0.6,0.77,62.0,0.14,91218,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,33.3,91.9,33.3,91.9,33.2,91.8,33.2,91.7,33.2,91.8,33.2,91.8,26.7,0.14,26.7,Database 1
993,Pakistan,3.0,99.12,35.44,0.98,0.89,58.0,0.29,91219,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,34.0,93.2,34.0,93.2,34.0,93.2,34.0,93.2,34.0,93.2,34.0,93.2,56.78,0.29,56.78,Database 1
994,Pakistan,3.0,99.12,36.47,0.98,1.01,58.0,0.21,91220,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,34.3,93.7,34.3,93.7,34.1,93.3,33.9,92.9,33.9,93.0,33.9,93.0,42.12,0.21,42.12,Database 1
995,Pakistan,2.72,97.03,38.28,0.98,1.88,62.0,0.32,91221,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.3,91.9,33.3,91.9,33.4,92.0,33.4,92.1,33.4,92.1,33.4,92.1,62.32,0.32,62.32,Database 1
996,Pakistan,2.68,96.44,38.39,0.98,1.88,62.0,0.26,91222,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.2,91.8,33.2,91.8,33.0,91.5,32.9,91.2,32.9,91.2,32.9,91.2,51.57,0.26,51.57,Database 1
997,Pakistan,2.94,98.81,36.81,0.98,1.01,69.0,0.08,91223,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,32.8,91.0,32.8,91.0,32.8,91.0,32.8,91.0,32.8,91.0,32.8,91.0,15.33,0.08,15.33,Database 1
998,Pakistan,2.71,96.87,36.5,0.98,0.89,69.0,0.14,91224,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,32.6,90.7,32.6,90.7,32.4,90.4,32.3,90.1,32.3,90.1,32.3,90.1,26.7,0.14,26.7,Database 1
999,Pakistan,1.27,38.71,30.84,0.96,0.77,69.0,0.38,91225,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,30.2,86.4,30.2,86.4,29.8,85.6,29.4,84.9,29.5,85.1,29.5,85.1,74.46,0.38,74.46,Database 1
1000,Pakistan,0.81,18.84,29.3,0.96,0.77,68.0,0.57,91226,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,no change,29.2,84.6,29.2,84.6,29.1,84.5,29.1,84.3,29.1,84.4,29.1,84.4,111.85,0.57,111.85,Database 1
1001,Pakistan,2.04,78.62,34.52,0.98,1.88,68.0,0.71,91227,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,29.5,85.1,29.5,85.1,29.6,85.2,29.6,85.3,29.6,85.3,29.6,85.3,139.9,0.71,139.9,Database 1
1002,Pakistan,2.23,86.04,34.66,0.98,0.89,67.0,0.14,91228,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,31.3,88.3,31.3,88.3,31.2,88.1,31.1,87.9,31.1,88.0,31.1,88.0,26.7,0.14,26.7,Database 1
1003,Pakistan,2.32,88.77,34.58,0.98,0.89,67.0,0.17,91229,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,31.5,88.7,31.5,88.7,31.5,88.7,31.5,88.7,31.5,88.7,31.5,88.7,33.86,0.17,33.86,Database 1
1004,Pakistan,2.48,92.92,38.89,0.98,1.88,67.0,0.12,91230,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,31.6,88.9,31.6,88.9,31.7,89.1,31.8,89.3,31.8,89.2,31.8,89.2,23.5,0.12,23.5,Database 1
1005,Pakistan,2.17,83.68,34.46,0.98,0.77,67.0,0.15,91231,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,31.9,89.4,31.9,89.4,31.7,89.0,31.5,88.6,31.5,88.7,31.5,88.7,30.15,0.15,30.15,Database 1
1006,Pakistan,2.55,94.38,32.36,0.6,0.89,69.0,0.49,91232,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,32.7,90.9,32.7,90.9,32.7,90.9,32.7,90.9,32.7,90.9,32.7,90.9,95.6,0.49,95.6,Database 1
1007,Pakistan,2.9,98.57,34.61,0.98,1.01,62.0,0.53,91233,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.1,91.6,33.1,91.6,33.2,91.7,33.2,91.8,33.2,91.8,33.2,91.8,103.5,0.53,103.5,Database 1
1008,Pakistan,2.81,97.87,35.4,0.98,0.89,62.0,0.21,91234,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.1,91.6,33.1,91.6,33.0,91.5,33.0,91.4,33.0,91.4,33.0,91.4,42.12,0.21,42.12,Database 1
1009,Pakistan,2.72,96.96,34.46,0.6,0.77,62.0,0.14,91235,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.4,92.1,33.4,92.1,33.5,92.2,33.5,92.3,33.5,92.3,33.5,92.3,26.7,0.14,26.7,Database 1
1010,Pakistan,3.0,99.12,36.74,0.96,1.01,62.0,0.02,91236,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.7,92.7,33.7,92.7,33.8,92.8,33.8,92.8,33.8,92.8,33.8,92.8,4.65,0.02,4.65,Database 1
1011,Pakistan,3.0,99.12,37.0,0.96,1.13,58.0,0.15,91237,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,34.3,93.7,34.3,93.7,34.3,93.7,34.3,93.7,34.3,93.7,34.3,93.7,30.15,0.15,30.15,Database 1
1012,Pakistan,2.8,97.84,39.37,0.98,1.88,62.0,0.19,91238,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.9,93.0,33.9,93.0,33.8,92.8,33.7,92.6,33.7,92.7,33.7,92.7,37.85,0.19,37.85,Database 1
1013,Pakistan,2.69,96.64,39.46,0.98,1.88,62.0,0.14,91239,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.2,91.8,33.2,91.8,33.2,91.8,33.2,91.8,33.2,91.8,33.2,91.8,26.7,0.14,26.7,Database 1
1014,Pakistan,2.61,95.38,34.59,0.98,1.01,69.0,0.41,91240,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,32.1,89.8,32.1,89.8,31.9,89.5,31.8,89.2,31.8,89.2,31.8,89.2,81.1,0.41,81.1,Database 1
1015,Pakistan,2.01,77.0,33.05,0.98,0.77,67.0,0.32,91241,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,31.6,88.9,31.6,88.9,31.5,88.7,31.4,88.5,31.4,88.5,31.4,88.5,62.32,0.32,62.32,Database 1
1016,Pakistan,2.27,87.46,32.83,0.96,1.01,67.0,0.53,91242,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,1.0,cooler,31.3,88.3,31.3,88.3,31.1,88.0,30.9,87.7,31.0,87.8,31.0,87.8,103.5,0.53,103.5,Database 1
1017,Pakistan,1.19,34.61,30.06,0.98,0.89,73.0,0.45,91243,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,no change,28.8,83.8,28.8,83.8,28.6,83.4,28.3,83.0,28.4,83.1,28.4,83.1,88.14,0.45,88.14,Database 1
1018,Pakistan,1.49,50.34,30.48,0.98,1.01,73.0,0.53,91244,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,no change,28.8,83.8,28.8,83.8,28.6,83.5,28.4,83.2,28.5,83.3,28.5,83.3,103.5,0.53,103.5,Database 1
1019,Pakistan,2.05,78.84,37.03,0.98,1.88,68.0,0.07,91245,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,no change,29.1,84.4,29.1,84.4,28.9,84.0,28.7,83.6,28.7,83.7,28.7,83.7,13.05,0.07,13.05,Database 1
1020,Pakistan,1.09,30.04,30.29,0.98,1.13,77.0,0.26,91246,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,no change,26.6,79.9,26.6,79.9,26.5,79.8,26.5,79.7,26.5,79.7,26.5,79.7,51.57,0.26,51.57,Database 1
1021,Pakistan,1.11,30.91,29.91,0.98,1.01,74.0,0.24,91247,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,1.0,cooler,27.0,80.6,27.0,80.6,27.1,80.8,27.2,81.0,27.2,81.0,27.2,81.0,46.69,0.24,46.69,Database 1
1022,Pakistan,2.2,84.89,37.65,0.98,1.88,69.0,0.15,91248,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,30.0,86.0,30.0,86.0,30.0,86.0,30.0,86.0,30.0,86.0,30.0,86.0,30.15,0.15,30.15,Database 1
1023,Pakistan,2.19,84.54,35.04,0.96,1.13,69.0,0.17,91249,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,30.7,87.3,30.7,87.3,30.6,87.1,30.5,86.9,30.5,86.9,30.5,86.9,33.86,0.17,33.86,Database 1
1024,Pakistan,2.57,94.86,39.34,0.96,1.88,69.0,0.06,91250,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,32.1,89.8,32.1,89.8,32.2,89.9,32.2,90.0,32.2,90.0,32.2,90.0,10.98,0.06,10.98,Database 1
1025,Pakistan,2.57,94.79,35.88,0.98,0.89,69.0,0.09,91251,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,32.0,89.6,32.0,89.6,32.0,89.6,32.0,89.6,32.0,89.6,32.0,89.6,17.82,0.09,17.82,Database 1
1026,Pakistan,2.51,93.61,35.67,0.96,0.77,69.0,0.1,91252,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,32.4,90.3,32.4,90.3,32.4,90.3,32.4,90.3,32.4,90.3,32.4,90.3,20.54,0.1,20.54,Database 1
1027,Pakistan,2.53,94.1,34.16,0.96,0.77,62.0,0.29,91253,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,33.0,91.4,33.0,91.4,32.8,91.1,32.7,90.8,32.7,90.9,32.7,90.9,56.78,0.29,56.78,Database 1
1028,Pakistan,2.71,96.89,37.55,0.96,1.88,69.0,0.71,91254,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,32.9,91.2,32.9,91.2,33.0,91.3,33.0,91.4,33.0,91.4,33.0,91.4,139.9,0.71,139.9,Database 1
1029,Pakistan,2.75,97.29,34.26,0.96,0.89,69.0,0.76,91255,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,2.0,cooler,32.9,91.2,32.9,91.2,32.7,90.9,32.5,90.6,32.6,90.7,32.6,90.7,150.33,0.76,150.33,Database 1
1030,Pakistan,2.35,89.85,33.72,0.96,1.01,67.0,0.32,91256,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,31.3,88.3,31.3,88.3,31.3,88.3,31.3,88.3,31.3,88.3,31.3,88.3,62.32,0.32,62.32,Database 1
1031,Pakistan,2.13,82.43,33.76,0.96,1.13,69.0,0.35,91257,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,30.8,87.4,30.8,87.4,30.5,86.9,30.2,86.4,30.3,86.5,30.3,86.5,68.21,0.35,68.21,Database 1
1032,Pakistan,1.58,55.43,31.17,0.98,0.89,68.0,0.41,91258,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,1.0,cooler,29.9,85.8,29.9,85.8,29.7,85.5,29.5,85.2,29.6,85.3,29.6,85.3,81.1,0.41,81.1,Database 1
1033,Pakistan,1.06,28.72,29.99,0.96,0.77,68.0,0.53,91259,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,29.8,85.6,29.8,85.6,29.6,85.2,29.3,84.8,29.4,84.9,29.4,84.9,103.5,0.53,103.5,Database 1
1034,Pakistan,1.18,34.48,29.7,0.98,0.89,73.0,0.71,91260,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,28.9,84.0,28.9,84.0,28.8,83.9,28.8,83.8,28.8,83.8,28.8,83.8,139.9,0.71,139.9,Database 1
1035,Pakistan,2.08,80.1,37.01,0.96,1.88,68.0,0.03,91261,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,29.1,84.4,29.1,84.4,29.0,84.3,29.0,84.2,29.0,84.2,29.0,84.2,5.95,0.03,5.95,Database 1
1036,Pakistan,1.96,74.89,35.51,0.96,1.88,68.0,0.26,91262,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,29.1,84.4,29.1,84.4,28.7,83.7,28.3,83.0,28.4,83.1,28.4,83.1,51.57,0.26,51.57,Database 1
1037,Pakistan,0.52,10.68,28.11,0.98,0.89,77.0,0.38,91263,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,26.8,80.2,26.8,80.2,26.7,80.0,26.6,79.8,26.6,79.9,26.6,79.9,74.46,0.38,74.46,Database 1
1038,Pakistan,1.49,50.33,33.4,0.98,1.88,77.0,0.38,91264,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,no change,26.0,78.8,26.0,78.8,26.0,78.8,26.0,78.8,26.0,78.8,26.0,78.8,74.46,0.38,74.46,Database 1
1039,Pakistan,1.3,40.32,31.23,0.96,1.01,74.0,0.12,91265,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,27.0,80.6,27.0,80.6,27.4,81.4,27.9,82.2,27.8,82.0,27.8,82.0,23.5,0.12,23.5,Database 1
1040,Pakistan,1.71,62.43,33.04,0.98,1.13,73.0,0.21,91266,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,28.8,83.8,28.8,83.8,28.8,83.8,28.8,83.8,28.8,83.8,28.8,83.8,42.12,0.21,42.12,Database 1
1041,Pakistan,1.73,63.18,32.94,0.98,0.89,68.0,0.12,91267,"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1993.0,Summer,BWh,Hot desert,Multan,Naturally Ventilated,35.0,0.0,cooler,29.7,85.5,29.7,85.5,29.7,85.5,29.7,85.5,29.7,85.5,29.7,85.5,23.5,0.12,23.5,Database 1
