,Country,Clo,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
3773,China,1.43,26.7,0.13,19450,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,2.0,10.7,51.3,25.59,-2.0,28.0,Database 2
3774,China,1.32,21.1,0.28,19451,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,2.0,20.1,68.2,55.12,-2.0,28.0,Database 2
3775,China,1.32,22.4,0.08,19452,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,20.9,69.6,15.75,-2.0,28.0,Database 2
3776,China,1.32,23.4,0.23,19453,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,21.2,70.2,45.28,-2.0,28.0,Database 2
3777,China,1.32,24.2,0.19,19454,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,21.2,70.2,37.4,-2.0,28.0,Database 2
3778,China,1.32,20.7,0.25,19455,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,19.9,67.8,49.21,-2.0,28.0,Database 2
3779,China,1.32,21.8,0.29,19456,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,2.0,20.6,69.1,57.09,-2.0,28.0,Database 2
3780,China,1.32,23.3,0.19,19457,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-2.0,5.0,20.8,69.4,37.4,-2.0,28.0,Database 2
3781,China,1.32,23.9,0.26,19458,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-2.0,5.0,20.8,69.4,51.18,-2.0,28.0,Database 2
3782,China,1.43,27.8,0.13,19459,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,11.8,53.2,25.59,-2.0,28.0,Database 2
3783,China,1.43,28.6,0.13,19460,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,2.0,12.2,54.0,25.59,-2.0,28.0,Database 2
3784,China,1.43,21.9,0.13,19461,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,13.0,55.4,25.59,-2.0,28.0,Database 2
3785,China,1.43,28.8,0.14,19462,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,2.0,13.4,56.1,27.56,-2.0,28.0,Database 2
3786,China,1.48,27.3,0.13,19463,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,5.0,11.6,52.9,25.59,-2.0,28.0,Database 2
3787,China,1.48,27.7,0.13,19464,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,5.0,12.1,53.8,25.59,-2.0,28.0,Database 2
3788,China,1.48,28.5,0.13,19465,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,3.0,12.9,55.2,25.59,-2.0,28.0,Database 2
3789,China,1.48,28.4,0.12,19466,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,3.0,13.1,55.6,23.62,-2.0,28.0,Database 2
3790,China,1.02,21.1,0.16,19467,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,2.0,21.3,70.3,31.5,-2.0,28.0,Database 2
3791,China,1.02,20.3,0.34,19468,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,21.6,70.9,66.93,-2.0,28.0,Database 2
3792,China,1.02,21.9,0.16,19469,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,21.8,71.2,31.5,-2.0,28.0,Database 2
3793,China,1.02,22.1,0.25,19470,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,22.4,72.3,49.21,-2.0,28.0,Database 2
3794,China,1.02,20.7,0.23,19471,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,21.6,70.9,45.28,-2.0,28.0,Database 2
3795,China,1.02,20.2,0.23,19472,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,2.0,22.1,71.8,45.28,-2.0,28.0,Database 2
3796,China,1.02,22.1,0.23,19473,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,-1.0,2.0,22.0,71.6,45.28,-2.0,28.0,Database 2
3797,China,1.02,22.4,0.23,19474,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Air Conditioned,0.0,2.0,23.0,73.4,45.28,-2.0,28.0,Database 2
3798,China,1.11,28.5,0.18,19475,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.6,72.7,35.43,26.0,79.0,Database 2
3799,China,0.8,28.5,0.18,19476,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.6,72.7,35.43,26.0,79.0,Database 2
3800,China,0.81,27.8,0.24,19477,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.7,72.9,47.24,26.0,79.0,Database 2
3801,China,1.02,27.8,0.24,19478,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.7,72.9,47.24,26.0,79.0,Database 2
3802,China,0.9,28.5,0.18,19479,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.6,72.7,35.43,26.0,79.0,Database 2
3803,China,0.78,28.5,0.18,19480,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.6,72.7,35.43,26.0,79.0,Database 2
3804,China,0.58,27.8,0.24,19481,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,5.0,22.7,72.9,47.24,26.0,79.0,Database 2
3805,China,1.05,27.8,0.24,19482,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.7,72.9,47.24,26.0,79.0,Database 2
3806,China,0.31,27.7,0.27,19483,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,2.0,1.0,22.8,73.0,53.15,26.0,79.0,Database 2
3807,China,0.19,29.5,0.2,19484,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,2.0,23.3,73.9,39.37,26.0,79.0,Database 2
3808,China,0.52,29.5,0.2,19485,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,5.0,23.3,73.9,39.37,26.0,79.0,Database 2
3809,China,0.93,28.8,0.16,19486,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.0,73.4,31.5,26.0,79.0,Database 2
3810,China,0.55,29.5,0.2,19487,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,5.0,23.3,73.9,39.37,26.0,79.0,Database 2
3811,China,0.81,29.5,0.2,19488,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,1.0,23.3,73.9,39.37,26.0,79.0,Database 2
3812,China,0.74,28.8,0.16,19489,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.0,73.4,31.5,26.0,79.0,Database 2
3813,China,0.8,33.1,0.38,19490,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,23.5,74.3,74.8,26.0,79.0,Database 2
3814,China,0.45,33.1,0.38,19491,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.5,74.3,74.8,26.0,79.0,Database 2
3815,China,0.81,30.0,0.2,19492,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.8,74.8,39.37,26.0,79.0,Database 2
3816,China,0.75,30.0,0.14,19493,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,5.0,23.9,75.0,27.56,26.0,79.0,Database 2
3817,China,0.47,30.0,0.14,19494,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.9,75.0,27.56,26.0,79.0,Database 2
3818,China,0.55,33.1,0.38,19495,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,2.0,23.5,74.3,74.8,26.0,79.0,Database 2
3819,China,1.16,30.0,0.2,19496,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.8,74.8,39.37,26.0,79.0,Database 2
3820,China,0.96,30.0,0.14,19497,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.9,75.0,27.56,26.0,79.0,Database 2
3821,China,0.5,30.0,0.14,19498,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.9,75.0,27.56,26.0,79.0,Database 2
3822,China,0.65,28.7,0.18,19499,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,5.0,23.9,75.0,35.43,26.0,79.0,Database 2
3823,China,0.39,28.7,0.18,19500,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,5.0,23.9,75.0,35.43,26.0,79.0,Database 2
3824,China,0.73,28.7,0.18,19501,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.9,75.0,35.43,26.0,79.0,Database 2
3825,China,1.06,29.9,0.23,19502,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,23.9,75.0,45.28,26.0,79.0,Database 2
3826,China,0.85,29.9,0.23,19503,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,5.0,23.9,75.0,45.28,26.0,79.0,Database 2
3827,China,0.48,29.9,0.23,19504,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,23.9,75.0,45.28,26.0,79.0,Database 2
3828,China,0.51,37.9,0.2,19505,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,21.8,71.2,39.37,26.0,79.0,Database 2
3829,China,0.63,37.9,0.24,19506,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.1,71.8,47.24,26.0,79.0,Database 2
3830,China,1.11,38.0,0.34,19507,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.0,71.6,66.93,26.0,79.0,Database 2
3831,China,1.08,37.9,0.24,19508,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,5.0,22.1,71.8,47.24,26.0,79.0,Database 2
3832,China,0.75,37.9,0.24,19509,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,22.1,71.8,47.24,26.0,79.0,Database 2
3833,China,0.57,37.0,0.42,19510,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,22.2,72.0,82.68,26.0,79.0,Database 2
3834,China,1.03,37.0,0.46,19511,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.3,72.1,90.55,26.0,79.0,Database 2
3835,China,0.54,36.2,0.73,19512,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.2,72.0,143.7,26.0,79.0,Database 2
3836,China,1.03,35.3,0.5,19513,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.5,72.5,98.43,26.0,79.0,Database 2
3837,China,0.66,32.6,0.32,19514,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,2.0,22.2,72.0,62.99,26.0,79.0,Database 2
3838,China,1.0,34.7,0.29,19515,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,22.3,72.1,57.09,26.0,79.0,Database 2
3839,China,0.64,38.0,0.34,19516,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,5.0,22.0,71.6,66.93,26.0,79.0,Database 2
3840,China,0.93,32.2,0.09,19517,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,25.0,77.0,17.72,26.0,79.0,Database 2
3841,China,1.21,32.4,0.08,19518,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,1.0,2.0,24.7,76.5,15.75,26.0,79.0,Database 2
3842,China,1.18,32.4,0.08,19519,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,24.7,76.5,15.75,26.0,79.0,Database 2
3843,China,0.9,33.9,0.12,19520,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,-1.0,2.0,24.7,76.5,23.62,26.0,79.0,Database 2
3844,China,0.72,32.2,0.09,19521,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,25.0,77.0,17.72,26.0,79.0,Database 2
3845,China,0.71,32.4,0.07,19522,"Cao, Bin, et al. ""Field study of human thermal comfort and thermal adaptability during the summer and winter in Beijing."" Energy and Buildings 43.5 (2011): 1051-1056.",Yufeng Zhang,2004.0,Summer,Dwa,Monsoon-influenced hot-summer humid continental,Beijing,Classroom,Naturally Ventilated,0.0,2.0,25.1,77.2,13.78,26.0,79.0,Database 2
