,Country,Clo,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
66,China,0.72,63.8,0.24,15743,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,2.0,3.0,26.8,80.2,46.59,22.0,72.0,Database 2
67,China,0.33,63.8,0.24,15744,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,3.0,26.8,80.2,46.59,22.0,72.0,Database 2
68,China,0.46,63.8,0.24,15745,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,26.8,80.2,46.59,22.0,72.0,Database 2
69,China,0.63,63.8,0.24,15746,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,26.8,80.2,46.59,22.0,72.0,Database 2
70,China,0.33,60.1,0.1,15747,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,27.8,82.1,19.69,22.0,72.0,Database 2
71,China,0.54,60.1,0.1,15748,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,3.0,27.8,82.1,19.69,22.0,72.0,Database 2
72,China,0.47,60.1,0.1,15749,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,2.0,3.0,27.8,82.1,19.69,22.0,72.0,Database 2
73,China,0.47,64.4,0.4,15750,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,5.0,28.5,83.4,78.74,22.0,72.0,Database 2
74,China,0.49,61.8,0.1,15751,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,5.0,28.4,83.2,19.03,22.0,72.0,Database 2
75,China,0.24,64.3,0.22,15752,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,5.0,28.6,83.5,43.96,22.0,72.0,Database 2
76,China,0.49,58.8,0.04,15753,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,25.7,78.3,8.53,22.0,72.0,Database 2
77,China,0.43,55.2,0.09,15754,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,22.7,72.9,17.06,22.0,72.0,Database 2
78,China,0.55,50.0,0.25,15755,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,23.7,74.6,49.21,22.0,72.0,Database 2
79,China,0.81,62.6,0.25,15756,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,24.0,75.1,49.21,22.0,72.0,Database 2
80,China,0.84,62.6,0.25,15757,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,24.0,75.1,49.21,22.0,72.0,Database 2
81,China,1.06,62.6,0.25,15758,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,24.0,75.1,49.21,22.0,72.0,Database 2
82,China,0.75,59.3,0.25,15759,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,23.8,74.8,49.21,22.0,72.0,Database 2
83,China,0.48,56.9,0.25,15760,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,2.0,3.0,24.7,76.4,49.21,22.0,72.0,Database 2
84,China,0.61,54.8,0.25,15761,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,24.5,76.1,49.21,22.0,72.0,Database 2
85,China,0.8,56.4,0.25,15762,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,24.1,75.3,49.21,22.0,72.0,Database 2
86,China,0.46,55.1,0.25,15763,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,3.0,24.0,75.3,49.21,22.0,72.0,Database 2
87,China,1.18,57.1,0.25,15764,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,2.0,5.0,24.4,76.0,49.21,22.0,72.0,Database 2
88,China,0.77,53.8,0.25,15765,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,24.2,75.5,49.21,22.0,72.0,Database 2
89,China,0.5,56.9,0.25,15766,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,5.0,28.4,83.1,49.21,22.0,72.0,Database 2
90,China,0.53,56.9,0.25,15767,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,28.4,83.1,49.21,22.0,72.0,Database 2
91,China,0.4,56.9,0.25,15768,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,28.4,83.1,49.21,22.0,72.0,Database 2
92,China,0.33,56.9,0.1,15769,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,28.4,83.1,19.69,22.0,72.0,Database 2
93,China,0.65,51.8,0.03,15770,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,1.0,3.0,28.5,83.2,6.56,22.0,72.0,Database 2
94,China,0.65,51.8,0.03,15771,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,5.0,28.5,83.2,6.56,22.0,72.0,Database 2
95,China,0.39,51.7,0.03,15772,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,28.6,83.5,6.56,22.0,72.0,Database 2
96,China,0.4,52.6,0.23,15773,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,28.4,83.1,45.28,22.0,72.0,Database 2
97,China,0.42,52.6,0.23,15774,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,28.4,83.1,45.28,22.0,72.0,Database 2
98,China,0.46,52.7,0.23,15775,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,5.0,28.4,83.1,45.28,22.0,72.0,Database 2
99,China,0.46,61.2,0.23,15776,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,5.0,28.2,82.7,45.28,22.0,72.0,Database 2
100,China,0.59,61.9,0.23,15777,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,28.6,83.4,45.28,22.0,72.0,Database 2
101,China,0.47,63.2,0.42,15778,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,3.0,28.7,83.7,83.33,22.0,72.0,Database 2
102,China,0.31,61.6,0.42,15779,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,3.0,28.6,83.5,83.33,22.0,72.0,Database 2
103,China,0.29,60.5,0.05,15780,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,-1.0,5.0,28.1,82.6,10.5,22.0,72.0,Database 2
104,China,0.5,57.5,0.05,15781,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,5.0,27.2,81.0,10.5,22.0,72.0,Database 2
105,China,0.2,58.9,0.07,15782,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,-1.0,5.0,27.9,82.3,14.44,22.0,72.0,Database 2
106,China,0.5,58.9,0.07,15783,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,27.9,82.3,14.44,22.0,72.0,Database 2
107,China,0.73,58.9,0.07,15784,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,3.0,27.9,82.3,14.44,22.0,72.0,Database 2
108,China,0.75,62.8,0.35,15785,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,21.7,71.0,68.9,22.0,72.0,Database 2
109,China,0.64,62.8,0.35,15786,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,3.0,21.7,71.0,68.9,22.0,72.0,Database 2
110,China,0.46,50.9,0.09,15787,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,-1.0,3.0,22.4,72.3,17.06,22.0,72.0,Database 2
111,China,0.59,50.7,0.09,15788,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,-2.0,5.0,22.1,71.7,17.06,22.0,72.0,Database 2
112,China,0.91,55.2,0.09,15789,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,-1.0,5.0,22.7,72.9,17.06,22.0,72.0,Database 2
113,China,0.55,50.0,0.09,15790,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,23.7,74.6,17.06,22.0,72.0,Database 2
114,China,0.9,50.0,0.25,15791,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,-1.0,3.0,23.7,74.6,49.21,22.0,72.0,Database 2
115,China,0.74,50.0,0.25,15792,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,1.0,5.0,23.7,74.6,49.21,22.0,72.0,Database 2
116,China,0.9,55.2,0.09,15793,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,-1.0,3.0,22.7,72.9,17.06,22.0,72.0,Database 2
117,China,0.53,62.8,0.35,15794,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,3.0,21.7,71.0,68.9,22.0,72.0,Database 2
118,China,0.53,62.8,0.35,15795,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,21.7,71.0,68.9,22.0,72.0,Database 2
119,China,0.53,62.8,0.35,15796,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,21.7,71.0,68.9,22.0,72.0,Database 2
120,China,0.72,64.9,0.35,15797,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,22.0,71.5,68.9,22.0,72.0,Database 2
121,China,0.46,62.8,0.35,15798,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,21.7,71.0,68.9,22.0,72.0,Database 2
122,China,0.67,52.0,0.09,15799,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,17.6,63.7,17.06,22.0,72.0,Database 2
123,China,0.59,52.0,0.09,15800,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,17.6,63.7,17.06,22.0,72.0,Database 2
124,China,0.81,52.0,0.09,15801,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,3.0,17.6,63.7,17.06,22.0,72.0,Database 2
125,China,0.91,42.0,0.09,15802,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,-1.0,5.0,21.8,71.2,17.06,22.0,72.0,Database 2
126,China,0.72,50.9,0.09,15803,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Others,Naturally Ventilated,0.0,5.0,22.4,72.3,17.06,22.0,72.0,Database 2
127,China,0.77,52.5,0.09,15804,"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,Classroom,Naturally Ventilated,0.0,5.0,22.1,71.7,17.06,22.0,72.0,Database 2
