,Country,Clo,Relative humidity (%),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Database
2439,Canada,0.76,33.7,89937,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,0.0,no change,23.0,73.4,23.0,73.4,Database 1
2440,Canada,0.88,19.0,89938,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
2441,Canada,0.7,19.0,89939,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
2442,Canada,0.62,23.0,89940,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.8,74.8,23.8,74.8,Database 1
2443,Canada,0.74,29.8,89941,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,2.0,cooler,23.0,73.4,23.0,73.4,Database 1
2444,Canada,1.1,35.8,89942,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,-2.0,warmer,22.3,72.1,22.3,72.1,Database 1
2445,Canada,0.62,27.2,89943,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.8,74.8,23.8,74.8,Database 1
2446,Canada,0.64,27.2,89944,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,65.0,1.0,no change,23.8,74.8,23.8,74.8,Database 1
2447,Canada,0.7,18.9,89945,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,0.0,no change,24.0,75.2,24.0,75.2,Database 1
2448,Canada,0.8,30.4,89946,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,-1.0,warmer,22.3,72.1,22.3,72.1,Database 1
2449,Canada,0.96,30.3,89947,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,no change,20.6,69.1,20.6,69.1,Database 1
2450,Canada,0.96,37.0,89948,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,warmer,20.2,68.4,20.2,68.4,Database 1
2451,Canada,0.93,37.5,89949,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,-1.0,no change,20.2,68.4,20.2,68.4,Database 1
2452,Canada,0.97,37.2,89950,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,20.9,69.6,20.9,69.6,Database 1
2453,Canada,0.64,29.5,89951,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,65.0,0.0,no change,20.6,69.1,20.6,69.1,Database 1
2454,Canada,0.67,30.3,89952,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,-1.0,warmer,20.6,69.1,20.6,69.1,Database 1
2455,Canada,0.62,34.8,89953,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,-1.0,warmer,19.9,67.8,19.9,67.8,Database 1
2456,Canada,0.63,28.5,89954,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,warmer,20.9,69.6,20.9,69.6,Database 1
2457,Canada,0.7,32.7,89955,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,-2.0,warmer,20.2,68.4,20.2,68.4,Database 1
2458,Canada,0.96,32.7,89956,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,20.2,68.4,20.2,68.4,Database 1
2459,Canada,0.93,31.9,89957,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,0.0,no change,20.9,69.6,20.9,69.6,Database 1
2460,Canada,0.62,31.9,89958,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,-2.0,warmer,20.9,69.6,20.9,69.6,Database 1
2461,Canada,0.62,31.9,89959,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,20.9,69.6,20.9,69.6,Database 1
2462,Canada,0.57,31.1,89960,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,-1.0,warmer,22.0,71.6,22.0,71.6,Database 1
2463,Canada,0.71,31.1,89961,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,-1.0,no change,22.0,71.6,22.0,71.6,Database 1
2464,Canada,0.75,37.8,89962,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,-1.0,warmer,21.3,70.3,21.3,70.3,Database 1
2465,Canada,0.67,37.8,89963,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,-1.0,no change,21.3,70.3,21.3,70.3,Database 1
2466,Canada,0.91,27.6,89964,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,0.0,no change,22.0,71.6,22.0,71.6,Database 1
2467,Canada,0.76,35.1,89965,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,2.0,no change,21.3,70.3,21.3,70.3,Database 1
2468,Canada,1.06,27.6,89966,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,1.0,no change,22.0,71.6,22.0,71.6,Database 1
2469,Canada,0.62,24.3,89967,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,21.3,70.3,21.3,70.3,Database 1
2470,Canada,0.97,35.1,89968,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,-1.0,warmer,21.3,70.3,21.3,70.3,Database 1
2471,Canada,0.6,30.6,89969,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,22.3,72.1,22.3,72.1,Database 1
2472,Canada,0.76,36.8,89970,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,2.0,cooler,22.0,71.6,22.0,71.6,Database 1
2473,Canada,0.6,33.3,89971,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,1.0,no change,22.7,72.9,22.7,72.9,Database 1
2474,Canada,0.97,36.8,89972,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,22.0,71.6,22.0,71.6,Database 1
2475,Canada,0.64,33.3,89973,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,65.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
2476,Canada,0.83,35.0,89974,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,0.0,no change,22.0,71.6,22.0,71.6,Database 1
2477,Canada,0.69,32.2,89975,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,1.0,no change,22.7,72.9,22.7,72.9,Database 1
2478,Canada,0.55,33.8,89976,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,1.0,no change,22.7,72.9,22.7,72.9,Database 1
2479,Canada,0.96,20.9,89977,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
2480,Canada,0.64,20.9,89978,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,no change,22.7,72.9,22.7,72.9,Database 1
2481,Canada,0.25,21.4,89979,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,no change,22.3,72.1,22.3,72.1,Database 1
2482,Canada,0.72,20.9,89980,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
2483,Canada,0.41,19.0,89981,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
2484,Canada,1.29,19.0,89982,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
2485,Canada,0.56,19.0,89983,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
2486,Canada,0.72,19.0,89984,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,-1.0,no change,23.6,74.5,23.6,74.5,Database 1
2487,Canada,0.72,19.0,89985,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
2488,Canada,0.64,18.0,89986,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,1.0,no change,23.6,74.5,23.6,74.5,Database 1
2489,Canada,0.7,18.9,89987,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,1.0,no change,24.0,75.2,24.0,75.2,Database 1
2490,Canada,0.64,24.3,89988,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,21.3,70.3,21.3,70.3,Database 1
2491,Canada,0.77,35.0,89989,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,cooler,22.0,71.6,22.0,71.6,Database 1
2492,Canada,1.04,29.4,89990,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,-2.0,warmer,21.3,70.3,21.3,70.3,Database 1
2493,Canada,1.04,24.3,89991,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,warmer,22.0,71.6,22.0,71.6,Database 1
2494,Canada,0.75,36.8,89992,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,22.0,71.6,22.0,71.6,Database 1
2495,Canada,1.09,36.2,89993,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,,1.0,no change,21.6,70.9,21.6,70.9,Database 1
2496,Canada,1.19,10.5,89994,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,-1.0,warmer,22.3,72.1,22.3,72.1,Database 1
2497,Canada,0.64,27.2,89995,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.8,74.8,23.8,74.8,Database 1
2498,Canada,1.07,31.4,89996,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,1.0,no change,22.3,72.1,22.3,72.1,Database 1
2499,Canada,0.73,21.4,89997,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.3,72.1,22.3,72.1,Database 1
2500,Canada,0.72,20.9,89998,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
2501,Canada,0.51,19.0,89999,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,23.6,74.5,23.6,74.5,Database 1
2502,Canada,0.63,20.7,90000,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,23.2,73.8,23.2,73.8,Database 1
2503,Canada,1.16,19.0,90001,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,1.0,no change,23.6,74.5,23.6,74.5,Database 1
2504,Canada,0.62,27.6,90002,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,warmer,22.0,71.6,22.0,71.6,Database 1
2505,Canada,1.06,31.9,90003,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,1.0,cooler,22.3,72.1,22.3,72.1,Database 1
2506,Canada,0.93,27.9,90004,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.0,71.6,22.0,71.6,Database 1
2507,Canada,1.06,31.4,90005,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,-1.0,no change,21.6,70.9,21.6,70.9,Database 1
2508,Canada,0.57,33.8,90006,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
2509,Canada,1.0,30.8,90007,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,23.8,74.8,23.8,74.8,Database 1
2510,Canada,0.75,36.8,90008,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,22.0,71.6,22.0,71.6,Database 1
2511,Canada,1.07,31.4,90009,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,no change,22.3,72.1,22.3,72.1,Database 1
2512,Canada,0.85,10.5,90010,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,22.3,72.1,22.3,72.1,Database 1
2513,Canada,0.56,19.0,90011,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,no change,23.6,74.5,23.6,74.5,Database 1
2514,Canada,1.06,19.0,90012,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,-2.0,warmer,23.6,74.5,23.6,74.5,Database 1
2515,Canada,0.7,19.0,90013,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,-1.0,no change,23.6,74.5,23.6,74.5,Database 1
2516,Canada,0.43,32.7,90014,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,no change,23.0,73.4,23.0,73.4,Database 1
2517,Canada,1.09,29.4,90015,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,-2.0,warmer,21.3,70.3,21.3,70.3,Database 1
2518,Canada,0.76,32.2,90016,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,25.0,0.0,warmer,22.7,72.9,22.7,72.9,Database 1
2519,Canada,0.77,33.3,90017,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,65.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
2520,Canada,0.7,18.4,90018,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,cooler,24.1,75.4,24.1,75.4,Database 1
2521,Canada,0.83,20.9,90019,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
2522,Canada,0.62,21.4,90020,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,1.0,cooler,22.3,72.1,22.3,72.1,Database 1
2523,Canada,0.62,20.9,90021,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,35.0,0.0,no change,22.7,72.9,22.7,72.9,Database 1
2524,Canada,0.7,19.0,90022,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,45.0,2.0,cooler,23.6,74.5,23.6,74.5,Database 1
2525,Canada,0.62,18.9,90023,"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Office,Air Conditioned,55.0,0.0,no change,24.0,75.2,24.0,75.2,Database 1
