,Country,Clo,Relative humidity (%),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Database
533,Canada,0.9,22.6,84493,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,51.0,0.0,no change,23.6,74.5,23.8,74.8,Database 1
534,Canada,0.9,22.3,84494,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,43.0,1.0,no change,24.2,75.6,24.3,75.7,Database 1
535,Canada,0.6,23.1,84495,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,44.0,0.0,no change,24.0,75.2,24.4,75.9,Database 1
536,Canada,1.3,25.3,84496,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,44.0,0.0,no change,23.3,73.9,23.6,74.5,Database 1
537,Canada,0.7,22.8,84497,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,40.0,-2.0,warmer,23.0,73.4,23.3,73.9,Database 1
538,Canada,1.2,22.9,84498,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,37.0,0.0,no change,23.0,73.4,23.4,74.1,Database 1
539,Canada,0.8,23.8,84499,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,45.0,-1.0,no change,22.0,71.6,22.6,72.7,Database 1
540,Canada,0.8,23.0,84500,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,40.0,0.0,no change,23.6,74.5,23.9,75.0,Database 1
541,Canada,0.9,21.5,84501,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,42.0,-1.0,no change,23.7,74.7,24.1,75.4,Database 1
542,Canada,0.7,25.0,84502,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,42.0,0.0,no change,23.7,74.7,23.8,74.8,Database 1
543,Canada,0.7,23.5,84503,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,40.0,-1.0,no change,22.8,73.0,23.1,73.6,Database 1
544,Canada,0.8,23.5,84504,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,36.0,0.0,no change,22.6,72.7,23.0,73.4,Database 1
545,Canada,1.2,24.6,84505,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,46.0,-1.0,no change,23.8,74.8,23.8,74.8,Database 1
546,Canada,1.4,23.6,84506,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,44.0,2.0,cooler,24.0,75.2,24.2,75.6,Database 1
547,Canada,0.6,22.7,84507,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,38.0,1.0,cooler,22.7,72.9,22.7,72.9,Database 1
548,Canada,0.6,22.2,84508,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,40.0,-1.0,no change,23.0,73.4,23.6,74.5,Database 1
549,Canada,0.5,23.0,84509,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,44.0,1.0,cooler,22.7,72.9,22.8,73.0,Database 1
550,Canada,0.8,22.5,84510,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,50.0,0.0,no change,23.5,74.3,23.8,74.8,Database 1
551,Canada,1.1,23.4,84511,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,41.0,0.0,no change,22.7,72.9,22.6,72.7,Database 1
552,Canada,1.5,24.8,84512,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,37.0,0.0,no change,21.9,71.4,22.9,73.2,Database 1
553,Canada,0.9,23.9,84513,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,32.0,1.0,no change,23.6,74.5,24.1,75.4,Database 1
554,Canada,1.0,24.9,84514,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,44.0,0.0,no change,23.3,73.9,23.4,74.1,Database 1
555,Canada,1.7,26.7,84515,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,49.0,0.0,no change,23.2,73.8,23.3,73.9,Database 1
556,Canada,1.2,25.8,84516,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,37.0,1.0,cooler,23.4,74.1,23.5,74.3,Database 1
557,Canada,0.6,19.7,84517,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,47.0,-2.0,warmer,21.3,70.3,21.7,71.1,Database 1
558,Canada,0.7,19.6,84518,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,37.0,0.0,no change,23.2,73.8,23.8,74.8,Database 1
559,Canada,0.7,19.8,84519,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,36.0,0.0,no change,23.4,74.1,23.7,74.7,Database 1
560,Canada,1.0,18.4,84520,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,34.0,0.0,no change,23.7,74.7,23.9,75.0,Database 1
561,Canada,0.7,19.4,84521,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,41.0,2.0,cooler,23.2,73.8,23.7,74.7,Database 1
562,Canada,0.8,20.0,84522,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,45.0,-2.0,warmer,23.2,73.8,23.6,74.5,Database 1
563,Canada,0.5,20.7,84523,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,31.0,0.0,no change,23.0,73.4,23.0,73.4,Database 1
564,Canada,0.6,19.3,84524,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,42.0,2.0,cooler,23.1,73.6,23.4,74.1,Database 1
565,Canada,0.8,19.3,84525,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,32.0,0.0,no change,23.0,73.4,23.0,73.4,Database 1
566,Canada,0.7,19.7,84526,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,28.0,1.0,cooler,23.1,73.6,23.6,74.5,Database 1
567,Canada,0.7,19.9,84527,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,38.0,0.0,no change,23.0,73.4,23.4,74.1,Database 1
568,Canada,1.0,19.0,84528,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,42.0,1.0,cooler,23.2,73.8,23.5,74.3,Database 1
569,Canada,0.7,19.2,84529,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,36.0,-2.0,warmer,23.6,74.5,23.9,75.0,Database 1
570,Canada,0.9,19.9,84530,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,48.0,0.0,no change,23.4,74.1,23.6,74.5,Database 1
571,Canada,1.4,21.4,84531,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,42.0,-1.0,no change,22.6,72.7,23.0,73.4,Database 1
572,Canada,1.1,22.9,84532,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,44.0,0.0,no change,22.1,71.8,23.0,73.4,Database 1
573,Canada,1.3,19.6,84533,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,55.0,-2.0,warmer,22.6,72.7,22.7,72.9,Database 1
574,Canada,1.2,19.2,84534,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,45.0,0.0,no change,22.5,72.5,22.7,72.9,Database 1
575,Canada,0.9,18.7,84535,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,45.0,-1.0,warmer,23.0,73.4,23.3,73.9,Database 1
576,Canada,0.5,18.9,84536,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,50.0,1.0,cooler,22.8,73.0,23.0,73.4,Database 1
577,Canada,0.5,19.2,84537,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,49.0,-2.0,no change,22.7,72.9,23.0,73.4,Database 1
578,Canada,0.5,20.2,84538,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,36.0,2.0,cooler,22.2,72.0,22.4,72.3,Database 1
579,Canada,0.5,19.3,84539,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,58.0,1.0,cooler,22.7,72.9,22.7,72.9,Database 1
580,Canada,0.9,19.4,84540,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,32.0,-2.0,warmer,22.2,72.0,22.6,72.7,Database 1
581,Canada,1.0,19.2,84541,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,46.0,-1.0,warmer,22.3,72.1,22.8,73.0,Database 1
582,Canada,0.5,18.5,84542,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,42.0,1.0,cooler,22.3,72.1,22.4,72.3,Database 1
583,Canada,1.1,16.9,84543,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,54.0,-2.0,no change,23.3,73.9,23.4,74.1,Database 1
584,Canada,0.7,18.4,84544,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,50.0,-2.0,warmer,22.0,71.6,22.6,72.7,Database 1
585,Canada,1.8,19.7,84545,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,59.0,-2.0,no change,21.8,71.2,22.0,71.6,Database 1
586,Canada,0.7,19.4,84546,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,34.0,-1.0,no change,22.9,73.2,23.3,73.9,Database 1
587,Canada,1.0,18.6,84547,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,50.0,-2.0,warmer,22.7,72.9,23.0,73.4,Database 1
588,Canada,0.7,18.9,84548,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,37.0,0.0,no change,22.5,72.5,22.6,72.7,Database 1
589,Canada,1.4,19.5,84549,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,41.0,-2.0,warmer,21.8,71.2,22.5,72.5,Database 1
590,Canada,0.8,19.1,84550,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,40.0,-2.0,warmer,23.1,73.6,23.2,73.8,Database 1
591,Canada,1.0,18.7,84551,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,42.0,-1.0,warmer,22.9,73.2,23.3,73.9,Database 1
592,Canada,1.0,19.1,84552,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,50.0,-2.0,no change,22.0,71.6,22.6,72.7,Database 1
593,Canada,0.8,19.8,84553,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,53.0,0.0,no change,22.7,72.9,23.0,73.4,Database 1
594,Canada,1.0,19.2,84554,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,58.0,0.0,no change,23.3,73.9,23.5,74.3,Database 1
595,Canada,0.7,19.3,84555,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,31.0,1.0,no change,23.1,73.6,23.7,74.7,Database 1
596,Canada,0.5,21.8,84556,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Spring,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,34.0,1.0,cooler,22.0,71.6,22.4,72.3,Database 1
597,Canada,0.5,10.0,84557,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,47.0,1.0,cooler,23.9,75.0,24.4,75.9,Database 1
598,Canada,0.9,10.9,84558,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,49.0,-1.0,warmer,23.1,73.6,23.6,74.5,Database 1
599,Canada,0.8,11.3,84559,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,51.0,-2.0,warmer,23.9,75.0,23.9,75.0,Database 1
600,Canada,0.8,12.1,84560,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,51.0,-2.0,warmer,22.3,72.1,22.5,72.5,Database 1
601,Canada,1.7,14.4,84561,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,50.0,1.0,no change,23.9,75.0,24.2,75.6,Database 1
602,Canada,1.4,12.1,84562,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,40.0,-1.0,warmer,22.0,71.6,22.2,72.0,Database 1
603,Canada,1.1,14.6,84563,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,50.0,1.0,no change,23.3,73.9,23.4,74.1,Database 1
604,Canada,1.3,15.0,84564,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,58.0,-2.0,warmer,22.4,72.3,22.2,72.0,Database 1
605,Canada,0.6,14.7,84565,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,46.0,0.0,no change,23.7,74.7,23.8,74.8,Database 1
606,Canada,0.5,15.5,84566,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,51.0,0.0,no change,22.8,73.0,23.0,73.4,Database 1
607,Canada,0.7,14.8,84567,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,32.0,0.0,no change,22.7,72.9,23.3,73.9,Database 1
608,Canada,0.7,10.4,84568,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,40.0,-1.0,warmer,23.7,74.7,23.9,75.0,Database 1
609,Canada,1.3,15.6,84569,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,54.0,-1.0,no change,22.1,71.8,22.3,72.1,Database 1
610,Canada,0.9,11.0,84570,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,52.0,0.0,no change,22.9,73.2,23.4,74.1,Database 1
611,Canada,0.8,13.3,84571,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",Giovanna Donnini,1995.0,Winter,Dfb,Warm-summer humid continental,Montreal,Others,Air Conditioned,30.0,-1.0,no change,23.3,73.9,23.4,74.1,Database 1
