,Country,Clo,Met,Relative humidity (%),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal preference,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
663,Japan,0.33,1.0,46.3,62763,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,29.7,85.4,17.0,62.6,Database 2
664,Japan,0.53,1.2,74.7,62764,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,17.8,64.0,17.0,62.6,Database 2
665,Japan,0.36,1.0,71.3,62765,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,20.6,69.1,17.0,62.6,Database 2
666,Japan,0.6,1.9,73.7,62766,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,20.3,68.6,17.0,62.6,Database 2
667,Japan,0.41,1.0,53.7,62767,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,22.4,72.4,17.0,62.6,Database 2
668,Japan,0.36,1.0,65.0,62768,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,16.5,61.6,17.0,62.6,Database 2
669,Japan,0.88,1.2,44.3,62769,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,25.0,76.9,17.0,62.6,Database 2
670,Japan,0.83,1.2,44.7,62770,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,1.7,28.7,83.7,17.0,62.6,Database 2
671,Japan,0.41,1.2,90.7,62771,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,16.5,61.6,17.0,62.6,Database 2
672,Japan,0.9,1.2,49.0,62772,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,warmer,3.4,27.7,81.8,17.0,62.6,Database 2
673,Japan,0.25,1.6,82.7,62773,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,warmer,3.4,23.0,73.4,17.0,62.6,Database 2
674,Japan,0.73,1.6,59.0,62774,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,warmer,3.4,27.8,82.0,17.0,62.6,Database 2
675,Japan,0.68,1.2,46.0,62775,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,5.1,23.7,74.7,17.0,62.6,Database 2
676,Japan,0.68,1.2,57.0,62776,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,25.5,77.9,17.0,62.6,Database 2
677,Japan,1.0,1.2,42.0,62777,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,2.6,26.2,79.2,17.0,62.6,Database 2
678,Japan,0.93,1.2,45.0,62778,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,3.4,25.3,77.6,17.0,62.6,Database 2
679,Japan,1.0,1.2,60.0,62779,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,no change,5.1,24.9,76.9,17.0,62.6,Database 2
680,Japan,0.53,1.2,36.0,62780,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,5.1,24.3,75.8,17.0,62.6,Database 2
681,Japan,0.42,1.2,43.0,62781,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,5.1,23.5,74.3,17.0,62.6,Database 2
682,Japan,0.42,1.2,42.0,62782,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,3.4,26.6,79.9,17.0,62.6,Database 2
683,Japan,0.42,1.2,69.3,62783,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,4.3,20.2,68.4,17.0,62.6,Database 2
684,Japan,0.65,1.2,50.0,62784,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,25.4,77.7,17.0,62.6,Database 2
685,Japan,0.65,1.6,81.0,62785,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,5.1,19.4,66.9,17.0,62.6,Database 2
686,Japan,0.21,1.6,77.0,62786,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,4.3,21.0,69.8,17.0,62.6,Database 2
687,Japan,0.65,1.2,44.0,62787,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,5.1,23.6,74.4,17.0,62.6,Database 2
688,Japan,0.65,1.2,81.0,62788,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,no change,4.3,18.9,66.0,17.0,62.6,Database 2
689,Japan,0.65,1.6,86.0,62789,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,3.4,17.5,63.5,17.0,62.6,Database 2
690,Japan,1.0,1.2,85.0,62790,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,1.0,no change,3.4,17.5,63.6,17.0,62.6,Database 2
691,Japan,1.1,1.6,90.0,62791,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,3.4,18.2,64.8,17.0,62.6,Database 2
692,Japan,0.68,1.2,73.3,62792,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,4.3,18.5,65.2,17.0,62.6,Database 2
693,Japan,1.03,1.2,80.0,62793,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,17.9,64.3,17.0,62.6,Database 2
694,Japan,0.33,1.6,63.0,62794,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,2.6,26.0,78.7,17.0,62.6,Database 2
695,Japan,0.53,1.6,67.3,62795,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,2.6,21.8,71.3,17.0,62.6,Database 2
696,Japan,0.49,1.6,74.0,62796,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,2.6,21.1,70.0,17.0,62.6,Database 2
697,Japan,0.53,1.6,55.3,62797,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,4.3,26.8,80.2,17.0,62.6,Database 2
698,Japan,0.24,1.6,80.3,62798,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,4.3,22.7,72.9,17.0,62.6,Database 2
699,Japan,0.7,1.2,60.7,62799,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,3.4,19.5,67.1,17.0,62.6,Database 2
700,Japan,0.7,1.2,50.0,62800,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,21.9,71.4,17.0,62.6,Database 2
701,Japan,0.56,1.2,48.0,62801,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,22.9,73.2,17.0,62.6,Database 2
702,Japan,0.56,1.6,46.7,62802,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,25.9,78.6,17.0,62.6,Database 2
703,Japan,0.56,1.2,46.3,62803,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,28.1,82.5,17.0,62.6,Database 2
704,Japan,0.56,1.2,48.7,62804,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,27.7,81.9,17.0,62.6,Database 2
705,Japan,0.49,1.6,88.0,62805,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,20.6,69.1,17.0,62.6,Database 2
706,Japan,0.49,1.0,81.0,62806,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,19.6,67.3,17.0,62.6,Database 2
707,Japan,0.56,1.2,37.3,62807,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,26.5,79.8,17.0,62.6,Database 2
708,Japan,0.38,1.2,35.3,62808,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,28.5,83.3,17.0,62.6,Database 2
709,Japan,1.13,1.2,40.0,62809,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,2.0,cooler,2.6,27.9,82.2,17.0,62.6,Database 2
710,Japan,1.0,1.2,43.0,62810,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,27.2,81.0,17.0,62.6,Database 2
711,Japan,0.65,1.2,44.7,62811,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,28.4,83.1,17.0,62.6,Database 2
712,Japan,0.65,1.2,88.0,62812,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,no change,3.4,19.9,67.8,17.0,62.6,Database 2
713,Japan,1.2,1.2,42.0,62813,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,2.6,22.7,72.8,17.0,62.6,Database 2
714,Japan,0.59,1.6,60.0,62814,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,warmer,3.4,23.4,74.1,17.0,62.6,Database 2
715,Japan,0.57,1.2,39.3,62815,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,3.4,26.9,80.4,17.0,62.6,Database 2
716,Japan,0.94,1.9,54.7,62816,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-1.0,no change,3.4,23.2,73.8,17.0,62.6,Database 2
717,Japan,0.79,2.0,55.3,62817,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,2.6,24.1,75.3,17.0,62.6,Database 2
718,Japan,0.76,1.6,48.0,62818,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,-2.0,warmer,4.3,26.1,79.0,17.0,62.6,Database 2
719,Japan,0.71,1.9,73.7,62819,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A.,  Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",Kazuyo Tsuzuki ,2005.0,Autumn,Cfa,Humid subtropical,Tsukuba,Multifamily housing,Mixed Mode,0.0,warmer,3.4,20.3,68.6,17.0,62.6,Database 2
