,Country,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal preference,Air temperature (¡C),Air temperature (¡F),Air velocity (fpm),Blind (curtain),Window,Door,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
844,Germany,0.45,1.2,48.3,0.05,78041,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,25.2,77.4,9.84,1.0,1.0,0.0,23.5,74.3,Database 2
845,Germany,0.45,1.2,50.5,0.05,78042,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,23.6,74.5,9.84,1.0,1.0,1.0,23.9,75.0,Database 2
846,Germany,0.44,1.2,47.4,0.05,78043,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,warmer,23.1,73.5,9.84,1.0,1.0,1.0,17.7,63.9,Database 2
847,Germany,0.44,1.2,47.5,0.05,78044,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,23.1,73.6,9.84,1.0,1.0,1.0,17.7,63.9,Database 2
848,Germany,0.47,1.2,46.5,0.05,78045,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,23.4,74.2,9.84,1.0,1.0,1.0,17.9,64.3,Database 2
849,Germany,0.63,1.2,46.6,0.2,78046,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,-1.0,no change,23.4,74.2,39.37,1.0,1.0,1.0,18.0,64.3,Database 2
850,Germany,0.45,1.2,42.1,0.05,78047,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.7,76.4,9.84,1.0,1.0,1.0,19.5,67.1,Database 2
851,Germany,0.53,1.2,48.7,0.05,78048,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,23.1,73.5,9.84,1.0,1.0,0.0,18.8,65.8,Database 2
852,Germany,0.47,1.2,52.1,0.05,78049,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,22.9,73.2,9.84,1.0,1.0,1.0,18.1,64.5,Database 2
853,Germany,0.79,1.2,45.3,0.05,78050,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,23.6,74.4,9.84,1.0,1.0,1.0,19.2,66.6,Database 2
854,Germany,0.5,1.2,55.8,0.05,78051,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,cooler,21.3,70.4,9.84,1.0,1.0,1.0,18.2,64.8,Database 2
855,Germany,0.63,1.2,48.7,0.05,78052,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,no change,23.0,73.5,9.84,1.0,1.0,0.0,18.7,65.7,Database 2
856,Germany,0.53,1.2,47.2,0.05,78053,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.8,78.5,9.84,1.0,1.0,1.0,24.3,75.7,Database 2
857,Germany,0.45,1.2,47.3,0.05,78054,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,25.8,78.5,9.84,1.0,1.0,1.0,24.3,75.7,Database 2
858,Germany,0.47,1.2,51.8,0.05,78055,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,23.2,73.8,9.84,1.0,1.0,1.0,24.3,75.8,Database 2
859,Germany,0.25,1.2,50.3,0.15,78056,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,23.8,74.8,29.53,1.0,1.0,0.0,24.6,76.3,Database 2
860,Germany,0.5,1.2,50.2,0.15,78057,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,23.8,74.8,29.53,1.0,1.0,0.0,24.5,76.0,Database 2
861,Germany,0.4,1.2,58.0,0.15,78058,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,23.0,73.5,29.53,1.0,1.0,0.0,18.5,65.3,Database 2
862,Germany,0.42,1.2,55.7,0.05,78059,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.0,75.2,9.84,1.0,1.0,1.0,19.0,66.2,Database 2
863,Germany,0.4,1.2,55.8,0.05,78060,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,24.0,75.3,9.84,1.0,1.0,1.0,19.3,66.7,Database 2
864,Germany,0.62,1.2,60.3,0.05,78061,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,-1.0,warmer,22.1,71.8,9.84,1.0,1.0,1.0,19.6,67.3,Database 2
865,Germany,0.4,1.2,54.7,0.05,78062,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.1,75.3,9.84,1.0,1.0,1.0,18.5,65.4,Database 2
866,Germany,0.4,1.2,62.5,0.05,78063,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,22.5,72.4,9.84,1.0,1.0,1.0,19.8,67.7,Database 2
867,Germany,0.4,1.2,62.6,0.05,78064,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,-1.0,warmer,22.5,72.4,9.84,1.0,1.0,1.0,19.9,67.8,Database 2
868,Germany,0.5,1.2,54.7,0.15,78065,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.1,75.3,29.53,1.0,1.0,0.0,18.5,65.4,Database 2
869,Germany,0.42,1.2,55.4,0.05,78066,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.2,75.5,9.84,1.0,1.0,1.0,25.2,77.3,Database 2
870,Germany,0.44,1.2,57.5,0.01,78067,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,23.8,74.9,1.97,1.0,1.0,0.0,26.0,78.9,Database 2
871,Germany,0.3,1.2,49.7,0.01,78068,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,25.2,77.3,1.97,1.0,1.0,1.0,25.4,77.7,Database 2
872,Germany,0.65,1.2,59.2,0.05,78069,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,23.9,75.0,9.84,1.0,1.0,1.0,24.9,76.8,Database 2
873,Germany,0.57,1.2,55.5,0.05,78070,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,24.2,75.5,9.84,1.0,1.0,1.0,25.2,77.3,Database 2
874,Germany,0.85,1.2,51.0,0.01,78071,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,25.3,77.5,1.97,1.0,1.0,1.0,25.7,78.3,Database 2
875,Germany,0.39,1.2,55.7,0.05,78072,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.3,75.7,9.84,1.0,1.0,1.0,25.8,78.5,Database 2
876,Germany,0.58,1.2,59.7,0.05,78073,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,23.5,74.3,9.84,1.0,1.0,0.0,18.5,65.2,Database 2
877,Germany,0.4,1.2,62.4,0.05,78074,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,22.9,73.3,9.84,1.0,1.0,1.0,18.7,65.6,Database 2
878,Germany,0.48,1.2,59.7,0.05,78075,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,23.5,74.3,9.84,1.0,1.0,0.0,18.5,65.2,Database 2
879,Germany,0.48,1.2,61.1,0.05,78076,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,-1.0,warmer,22.1,71.8,9.84,1.0,1.0,1.0,18.5,65.2,Database 2
880,Germany,0.4,1.2,55.1,0.05,78077,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.4,76.0,9.84,1.0,1.0,1.0,18.4,65.1,Database 2
881,Germany,0.58,1.2,55.1,0.05,78078,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.0,75.2,9.84,1.0,1.0,1.0,18.4,65.2,Database 2
882,Germany,0.48,1.2,60.6,0.05,78079,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,22.6,72.6,9.84,1.0,1.0,0.0,18.7,65.7,Database 2
883,Germany,0.64,1.2,58.8,0.05,78080,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.0,75.2,9.84,1.0,1.0,1.0,26.1,79.0,Database 2
884,Germany,0.47,1.2,52.0,0.01,78081,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,no change,24.7,76.4,1.97,1.0,1.0,1.0,25.2,77.4,Database 2
885,Germany,0.48,1.2,52.0,0.01,78082,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,24.7,76.4,1.97,1.0,1.0,1.0,25.0,77.0,Database 2
886,Germany,0.62,1.2,49.0,0.01,78083,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,25.1,77.2,1.97,1.0,1.0,1.0,24.9,76.8,Database 2
887,Germany,0.46,1.2,55.5,0.01,78084,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,23.8,74.9,1.97,1.0,1.0,0.0,25.2,77.3,Database 2
888,Germany,0.54,1.2,56.9,0.05,78085,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,1.0,cooler,23.2,73.7,9.84,1.0,1.0,1.0,24.7,76.5,Database 2
889,Germany,0.5,1.2,55.6,0.01,78086,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Office,Mixed Mode,0.0,no change,23.8,74.9,1.97,1.0,1.0,0.0,25.0,77.0,Database 2
890,Germany,0.68,1.2,47.0,0.15,78087,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,0.0,cooler,29.4,84.9,29.53,1.0,1.0,0.0,18.0,64.4,Database 2
891,Germany,0.58,1.2,47.0,0.01,78088,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,0.0,no change,25.6,78.2,1.97,1.0,1.0,,18.0,64.4,Database 2
892,Germany,0.77,1.2,47.0,0.05,78089,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,0.0,warmer,25.9,78.5,9.84,1.0,1.0,0.0,18.0,64.4,Database 2
893,Germany,0.74,1.2,47.0,0.05,78090,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,0.0,no change,25.8,78.4,9.84,1.0,1.0,,21.0,69.8,Database 2
894,Germany,0.48,1.2,47.0,0.05,78091,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,0.0,no change,26.2,79.1,9.84,1.0,1.0,0.0,24.0,75.2,Database 2
895,Germany,0.68,1.2,41.7,0.01,78092,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,1.0,no change,26.1,79.0,1.97,1.0,1.0,,18.0,64.4,Database 2
896,Germany,0.72,1.2,47.0,0.05,78093,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,0.0,no change,28.6,83.6,9.84,1.0,1.0,0.0,18.0,64.4,Database 2
897,Germany,0.29,1.2,36.0,0.05,78094,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,1.0,no change,27.7,81.9,9.84,1.0,1.0,,21.0,69.8,Database 2
898,Germany,,1.2,36.2,0.05,78095,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,1.0,no change,25.5,77.9,9.84,1.0,1.0,0.0,24.0,75.2,Database 2
899,Germany,0.42,1.2,49.6,0.05,78096,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-2.0,warmer,28.8,83.8,9.84,1.0,1.0,0.0,18.0,64.4,Database 2
900,Germany,0.39,1.2,48.0,0.05,78097,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-1.0,warmer,26.5,79.7,9.84,1.0,1.0,0.0,18.0,64.4,Database 2
901,Germany,0.45,1.2,49.8,0.05,78098,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-1.0,warmer,26.1,79.0,9.84,1.0,1.0,0.0,18.0,64.4,Database 2
902,Germany,0.61,1.2,41.4,0.05,78099,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-1.0,warmer,25.8,78.5,9.84,1.0,1.0,0.0,21.0,69.8,Database 2
903,Germany,0.45,1.2,53.7,0.01,78100,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-2.0,warmer,26.7,80.1,1.97,1.0,1.0,0.0,18.0,64.4,Database 2
904,Germany,0.69,1.2,50.6,0.05,78101,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-2.0,warmer,23.1,73.6,9.84,1.0,1.0,0.0,18.0,64.4,Database 2
905,Germany,0.64,1.2,43.3,0.05,78102,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-2.0,warmer,23.6,74.5,9.84,1.0,1.0,0.0,21.0,69.8,Database 2
906,Germany,0.47,1.2,42.9,0.05,78103,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-2.0,warmer,24.4,76.0,9.84,1.0,1.0,0.0,24.0,75.2,Database 2
907,Germany,0.4,1.2,49.0,0.01,78104,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-1.0,warmer,25.6,78.2,1.97,1.0,1.0,0.0,18.0,64.4,Database 2
908,Germany,0.25,1.2,51.0,0.05,78105,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-1.0,warmer,28.0,82.4,9.84,1.0,1.0,0.0,18.0,64.4,Database 2
909,Germany,0.5,1.2,43.5,0.05,78106,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,0.0,warmer,30.2,86.3,9.84,1.0,1.0,0.0,21.0,69.8,Database 2
910,Germany,0.58,1.2,49.6,0.05,78107,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-2.0,warmer,30.0,85.9,9.84,1.0,1.0,0.0,18.0,64.4,Database 2
911,Germany,0.42,1.2,48.9,0.05,78108,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-1.0,warmer,23.8,74.9,9.84,1.0,1.0,1.0,18.0,64.4,Database 2
912,Germany,0.72,1.2,47.0,0.05,78109,"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2012.0,Summer,Cfb,Temperate oceanic,Stuttgart,Office,Mixed Mode,-1.0,warmer,23.7,74.6,9.84,1.0,1.0,0.0,21.0,69.8,Database 2
