,Country,PMV,PPD,SET,Clo,Met,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal preference,Air movement preference,Air temperature (¡C),Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity preference,Humidity sensation,Air velocity (fpm),Database
398,France,0.1,5.0,25.25,0.57,1.2,51.5,0.03,53172,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,no change,no change,24.2,75.6,24.8,76.6,24.7,76.4,more humid,2.0,5.91,Database 2
399,France,0.9,21.0,29.26,0.85,1.3,49.9,0.04,53173,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,no change,no change,24.7,76.4,26.0,78.8,25.6,78.1,no change,-1.0,7.87,Database 2
400,France,0.1,5.0,25.94,0.78,1.0,53.4,0.08,53174,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,warmer,no change,24.1,75.4,25.3,77.5,24.8,76.7,no change,0.0,15.75,Database 2
401,France,0.2,6.0,25.98,0.65,1.2,54.9,0.06,53175,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,2.0,cooler,no change,24.2,75.5,25.1,77.2,24.7,76.5,more humid,1.0,11.81,Database 2
402,France,0.4,8.0,26.57,0.59,1.2,51.7,0.03,53176,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,less,24.9,76.9,25.8,78.4,25.5,77.9,no change,0.0,5.91,Database 2
403,France,0.3,6.0,25.76,0.47,1.2,50.7,0.07,53177,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,2.0,cooler,no change,25.3,77.5,26.1,79.0,25.8,78.4,no change,0.0,13.78,Database 2
404,France,0.7,15.0,28.04,0.58,1.5,48.7,0.05,53178,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,no change,no change,24.3,75.8,25.6,78.1,25.1,77.2,no change,0.0,9.84,Database 2
405,France,0.7,16.0,28.06,0.6,1.3,55.1,0.04,53739,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,-1.0,no change,no change,25.6,78.1,26.0,78.8,25.8,78.5,no change,0.0,7.87,Database 2
406,France,0.2,6.0,26.14,0.51,1.6,57.8,0.06,53740,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,22.1,71.8,24.0,75.2,23.3,74.0,no change,0.0,11.81,Database 2
407,France,0.1,5.0,25.75,0.59,1.4,55.1,0.03,53741,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,22.9,73.2,23.6,74.5,23.4,74.1,no change,0.0,5.91,Database 2
408,France,0.0,5.0,25.2,0.58,1.0,46.1,0.06,53742,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,no change,25.4,77.6,25.8,78.4,25.7,78.2,no change,1.0,11.81,Database 2
409,France,0.5,11.0,27.06,0.5,1.4,47.2,0.03,53743,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,less,24.6,76.3,26.6,79.9,26.0,78.8,no change,0.0,5.91,Database 2
410,France,0.5,10.0,26.69,0.36,1.4,43.1,0.13,53744,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,26.1,78.9,27.0,80.6,26.6,79.8,no change,-1.0,25.59,Database 2
411,France,1.4,45.0,31.39,0.63,1.8,40.6,0.08,53745,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,no change,26.8,80.3,27.8,82.0,27.4,81.3,more humid,1.0,15.75,Database 2
412,France,0.8,19.0,28.01,0.6,1.2,40.2,0.16,53746,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,more,26.7,80.0,28.4,83.1,27.6,81.7,more humid,1.0,31.5,Database 2
413,France,1.2,33.0,29.69,0.61,1.5,41.5,0.04,53747,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,2.0,no change,no change,27.1,80.7,27.4,81.3,27.3,81.1,no change,0.0,7.87,Database 2
414,France,1.1,28.0,28.53,0.57,1.2,35.9,0.09,53748,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,2.0,cooler,no change,27.7,81.8,28.6,83.5,28.2,82.8,no change,0.0,17.72,Database 2
415,France,0.5,11.0,27.38,0.67,1.1,42.6,0.14,53749,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,less,25.5,77.9,27.9,82.2,26.8,80.2,no change,0.0,27.56,Database 2
416,France,0.5,11.0,27.03,0.53,1.2,41.0,0.12,53750,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,26.2,79.1,27.7,81.9,27.0,80.7,no change,0.0,23.62,Database 2
417,France,0.9,21.0,28.2,0.54,1.4,40.2,0.05,53751,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,no change,26.1,79.1,27.3,81.1,26.9,80.5,no change,0.0,9.84,Database 2
418,France,0.2,6.0,25.79,0.58,1.2,42.8,0.06,53752,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,24.5,76.2,26.0,78.8,25.5,77.8,no change,0.0,11.81,Database 2
419,France,-0.2,6.0,24.43,0.35,1.0,44.3,0.05,53753,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,no change,26.0,78.7,26.8,80.2,26.5,79.8,no change,0.0,9.84,Database 2
420,France,1.1,33.0,29.32,0.68,1.2,42.8,0.06,53754,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,no change,26.1,79.1,29.5,85.1,28.3,82.9,no change,0.0,11.81,Database 2
421,France,0.5,11.0,27.32,0.57,1.2,42.5,0.13,53755,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,no change,no change,25.6,78.0,27.4,81.3,26.6,79.9,no change,0.0,25.59,Database 2
422,France,0.7,16.0,27.61,0.68,1.1,46.1,0.03,53756,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,no change,25.8,78.4,27.3,81.1,26.9,80.4,no change,0.0,5.91,Database 2
423,France,0.8,19.0,27.66,0.54,1.2,44.6,0.03,53757,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,less,26.5,79.8,27.8,82.0,27.5,81.4,no change,0.0,5.91,Database 2
424,France,0.7,15.0,26.98,0.49,1.2,39.6,0.06,53758,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,less,27.0,80.5,27.6,81.7,27.4,81.3,more humid,3.0,11.81,Database 2
425,France,0.8,17.0,27.03,0.43,1.2,37.5,0.06,53759,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,no change,27.0,80.7,28.4,83.1,27.9,82.2,more humid,2.0,11.81,Database 2
426,France,1.3,42.0,29.41,0.29,1.8,42.1,0.04,53760,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,less,27.6,81.7,28.4,83.1,28.1,82.6,no change,0.0,7.87,Database 2
427,France,1.0,28.0,28.47,0.51,1.4,36.8,0.08,53761,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,no change,27.7,81.8,27.9,82.2,27.8,82.1,no change,0.0,15.75,Database 2
428,France,,,,0.51,1.5,,0.02,53762,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,2.0,cooler,less,,,,,,,no change,2.0,3.94,Database 2
429,France,0.5,10.0,26.54,0.53,1.0,55.9,0.05,53860,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,less,26.5,79.7,27.1,80.8,26.9,80.5,no change,0.0,9.84,Database 2
430,France,0.4,8.0,27.09,0.57,1.2,60.2,0.13,53861,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,0.0,cooler,no change,25.1,77.1,26.8,80.2,26.0,78.7,more humid,1.0,25.59,Database 2
431,France,0.8,18.0,26.36,0.4,1.5,53.3,0.4,53862,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,no change,27.2,81.0,28.5,83.3,27.8,82.0,no change,1.0,78.74,Database 2
432,France,1.0,27.0,28.5,0.64,1.1,51.7,0.01,53863,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,no change,less,27.3,81.1,28.0,82.4,27.9,82.2,more humid,1.0,1.97,Database 2
433,France,0.7,17.0,27.79,0.32,1.4,56.0,0.12,53864,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Office,Mechanically Ventilated,Mechanical Heating,1.0,cooler,more,26.2,79.2,27.8,82.0,27.1,80.8,no change,0.0,23.62,Database 2
434,France,0.8,19.0,28.73,0.77,1.3,51.3,0.03,53871,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Others,Air Conditioned,Mechanical Heating,1.0,cooler,less,25.0,77.1,26.5,79.7,26.1,79.0,more humid,2.0,5.91,Database 2
435,France,0.4,8.0,26.43,0.61,1.2,52.1,0.05,53872,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Others,Air Conditioned,Mechanical Heating,0.0,no change,no change,24.8,76.6,26.1,79.0,25.7,78.2,no change,0.0,9.84,Database 2
436,France,0.5,10.0,27.06,0.53,1.4,50.6,0.05,53875,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Others,Air Conditioned,Mechanical Heating,-1.0,no change,no change,24.5,76.0,25.8,78.4,25.3,77.6,no change,0.0,9.84,Database 2
437,France,1.1,33.0,29.37,0.63,1.2,52.8,0.08,53955,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,27.2,80.9,28.3,82.9,27.9,82.2,more humid,1.0,15.75,Database 2
438,France,1.2,33.0,29.16,0.57,1.2,52.3,0.04,53956,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,less,27.7,81.8,28.3,82.9,28.1,82.6,no change,-1.0,7.87,Database 2
439,France,1.1,29.0,28.58,0.6,1.1,49.1,0.02,53957,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,less,27.5,81.5,28.4,83.1,28.2,82.7,more humid,1.0,3.94,Database 2
440,France,1.1,31.0,28.39,0.32,1.4,49.8,0.06,53958,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,28.0,82.4,28.6,83.5,28.4,83.1,drier,-2.0,11.81,Database 2
441,France,1.5,52.0,29.93,0.57,1.2,46.1,0.05,53959,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,29.3,84.8,29.7,85.5,29.6,85.2,more humid,2.0,9.84,Database 2
442,France,1.5,53.0,31.96,0.48,2.0,51.8,0.06,53960,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,25.9,78.5,29.0,84.2,27.8,82.1,no change,-1.0,11.81,Database 2
443,France,1.1,33.0,29.07,0.47,1.3,51.3,0.06,53961,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,no change,27.3,81.2,28.6,83.5,28.2,82.7,more humid,1.0,11.81,Database 2
444,France,0.5,11.0,26.56,0.36,1.0,52.4,0.1,53962,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,27.2,80.9,28.8,83.8,28.1,82.5,more humid,1.0,19.69,Database 2
445,France,0.9,21.0,27.68,0.52,1.1,52.9,0.07,53963,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,27.2,81.0,28.3,82.9,27.9,82.2,no change,1.0,13.78,Database 2
446,France,1.6,58.0,30.8,0.4,1.5,43.8,0.14,53964,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,29.4,84.8,31.0,87.8,30.2,86.4,drier,-1.0,27.56,Database 2
447,France,1.8,65.0,30.81,0.5,1.3,41.4,0.06,53965,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,30.0,86.0,30.8,87.4,30.5,87.0,drier,-1.0,11.81,Database 2
448,France,1.9,70.0,30.45,0.32,1.3,38.4,0.12,53966,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,31.0,87.7,31.8,89.2,31.4,88.5,no change,-1.0,23.62,Database 2
449,France,1.9,72.0,30.44,0.46,1.2,35.2,0.05,53967,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,30.7,87.3,31.8,89.2,31.4,88.5,no change,0.0,9.84,Database 2
450,France,1.8,67.0,30.0,0.42,1.1,39.3,0.1,53968,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,30.5,86.9,31.8,89.2,31.2,88.2,drier,-2.0,19.69,Database 2
451,France,1.9,70.0,30.28,0.35,1.3,38.2,0.06,53969,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,no change,30.6,87.1,31.6,88.9,31.2,88.2,no change,0.0,11.81,Database 2
452,France,1.7,59.0,29.84,0.43,1.3,35.6,0.16,53970,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,30.3,86.5,31.3,88.3,30.8,87.5,more humid,2.0,31.5,Database 2
453,France,1.7,64.0,29.58,0.34,1.2,37.5,0.05,53971,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,30.4,86.7,31.3,88.3,31.0,87.8,more humid,3.0,9.84,Database 2
454,France,2.1,81.0,31.17,0.48,1.6,31.2,0.24,53972,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,no change,31.1,87.9,33.2,91.8,32.1,89.7,no change,1.0,47.24,Database 2
455,France,1.9,72.0,29.93,0.27,1.6,30.7,0.18,53973,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Summer,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,less,30.8,87.4,32.4,90.3,31.6,88.8,more humid,2.0,35.43,Database 2
456,France,1.0,28.0,28.66,0.57,1.1,50.9,0.09,54131,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,27.5,81.6,28.4,83.1,28.1,82.5,no change,-1.0,17.72,Database 2
457,France,1.1,33.0,29.66,0.58,1.3,51.0,0.11,54132,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,2.0,cooler,no change,27.3,81.2,28.5,83.3,28.0,82.4,drier,-2.0,21.65,Database 2
458,France,0.9,20.0,27.93,0.44,1.3,50.7,0.06,54133,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,0.0,no change,no change,26.3,79.4,27.9,82.2,27.3,81.1,more humid,1.0,11.81,Database 2
459,France,0.9,24.0,28.34,0.5,1.3,48.9,0.05,54134,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,1.0,cooler,no change,26.7,80.1,27.7,81.9,27.4,81.3,more humid,2.0,9.84,Database 2
460,France,0.6,12.0,27.46,0.51,1.3,56.9,0.08,54135,"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Autumn,Cfb,Temperate oceanic,Lyon,Classroom,Naturally Ventilated,Mechanical Heating,-1.0,no change,no change,24.3,75.8,27.7,81.9,26.3,79.4,no change,0.0,15.75,Database 2
