,Country,Relative humidity (%),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Age,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement preference,Thermal comfort,Air temperature (¡C),Air temperature (¡F),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
143,Denmark,40.1,26998,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,no change,more,4.0,23.4,74.1,0.8,33.5,Database 2
144,Denmark,40.1,26999,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,1.0,1.0,cooler,more,3.0,23.4,74.1,0.8,33.5,Database 2
145,Denmark,40.1,27000,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,1.0,cooler,,3.0,23.4,74.1,0.8,33.5,Database 2
146,Denmark,40.1,27001,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,-2.0,0.0,cooler,more,3.0,23.4,74.1,0.8,33.5,Database 2
147,Denmark,40.1,27002,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,-1.0,1.0,no change,no change,4.0,23.4,74.1,0.8,33.5,Database 2
148,Denmark,40.1,27003,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,-2.0,1.0,warmer,more,3.0,23.4,74.1,0.8,33.5,Database 2
149,Denmark,40.1,27004,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,1.0,warmer,no change,4.0,23.4,74.1,0.8,33.5,Database 2
150,Denmark,40.5,27005,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,1.0,cooler,more,4.0,23.4,74.2,0.8,33.5,Database 2
151,Denmark,47.7,27006,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,0.0,1.0,no change,more,4.0,22.2,71.9,0.8,33.5,Database 2
152,Denmark,41.3,27007,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,0.0,1.0,no change,more,4.0,25.9,78.6,0.8,33.5,Database 2
153,Denmark,35.3,27008,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,20.0,-2.0,1.0,no change,no change,4.0,25.3,77.5,0.8,33.5,Database 2
154,Denmark,41.8,27009,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-0.0,1.0,no change,more,4.0,24.2,75.6,0.8,33.5,Database 2
155,Denmark,40.4,27010,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,1.0,1.0,no change,more,4.0,22.8,73.0,0.8,33.5,Database 2
156,Denmark,41.0,27011,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,-2.0,0.0,warmer,no change,3.0,22.3,72.1,0.8,33.5,Database 2
157,Denmark,42.2,27012,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,1.0,1.0,cooler,more,4.0,24.3,75.8,0.8,33.5,Database 2
158,Denmark,42.4,27013,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,16.0,1.0,1.0,no change,more,4.0,24.4,75.9,0.8,33.5,Database 2
159,Denmark,41.2,27014,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,0.0,1.0,no change,more,4.0,23.0,73.4,0.8,33.5,Database 2
160,Denmark,40.5,27015,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,1.0,cooler,more,3.0,23.9,75.0,0.8,33.5,Database 2
161,Denmark,41.2,27016,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,47.0,-1.0,0.0,warmer,no change,3.0,21.9,71.4,0.8,33.5,Database 2
162,Denmark,37.5,27017,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,0.0,1.0,cooler,more,3.0,21.0,69.9,0.8,33.5,Database 2
163,Denmark,41.1,27018,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,19.0,0.0,1.0,warmer,more,3.0,23.8,74.8,0.8,33.5,Database 2
164,Denmark,37.5,27019,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,1.0,1.0,cooler,more,4.0,23.8,74.9,0.8,33.5,Database 2
165,Denmark,38.2,27020,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,,1.0,no change,more,4.0,26.2,79.1,0.8,33.5,Database 2
166,Denmark,43.2,27021,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,1.0,1.0,cooler,no change,4.0,23.3,73.9,0.8,33.5,Database 2
167,Denmark,43.2,27022,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,-1.0,1.0,no change,more,3.0,23.3,73.9,0.8,33.5,Database 2
168,Denmark,43.0,27023,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,18.0,-1.0,1.0,no change,no change,6.0,23.5,74.3,0.8,33.5,Database 2
169,Denmark,48.9,27024,Indoor Climate Survey at Esperg¾rde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,Pedersen and Toftum,2012.0,Winter,Cfb,Temperate oceanic,Elsinore,Classroom,Naturally Ventilated,Mechanical Heating,17.0,,1.0,no change,more,4.0,21.9,71.4,0.8,33.5,Database 2
