,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
93973,53,1,1.16,17.8,17.4,37.3,1.04,1.01,13.4,-2
93974,53,1,1.16,16.8,16.3,39.5,1.59,0.89,13.4,-2
93975,53,1,1.31,16.2,16.1,40.6,1.04,1.01,13.4,-2
93976,53,1,1.16,15.7,15.7,40.6,1.59,1.01,13.4,-2
93977,53,1,1.47,15.7,15.3,40,1.04,1.01,13.4,-2
93978,53,1,0.16,15.7,15.4,38.9,1.04,1.01,13.4,-2
93979,53,1,0.16,15.1,15.4,38.9,1.14,0.89,13.4,-2
93983,18,1,0.05,18.3,17.8,34,1.04,1.01,13.4,-2
93984,18,1,0.07,18.8,18.2,34,1.04,0.77,13.4,-2
93986,18,1,0.02,18.3,18.2,31.7,0.78,1.88,13.4,-1
93989,18,1,0.03,15.7,15,43.7,1.8,1.01,13.4,-2
93991,18,1,0.01,14.6,14.6,45.3,1.8,1.01,13.4,-2
93992,18,1,0.02,14.6,14.3,46.3,1.8,0.65,13.4,-2
93993,18,1,0.03,14,13.9,45.8,1.8,0.77,13.4,-2
93994,18,1,0.11,11,10.8,55.6,1.76,0.77,13.4,-2
93995,18,1,0.04,10.4,10.4,48.8,1.8,0.77,13.4,-2
93997,18,1,0.08,10.4,10,50.8,1.04,1.88,13.4,-2
93998,18,1,0.04,10.4,10.4,50.8,1.04,1.01,13.4,-2
93999,18,1,0.03,11,10.8,50.3,1.04,1.01,13.4,-2
94000,18,1,0.01,11,10.8,50.3,1.59,1.01,13.4,-1
94001,18,1,0.02,11.6,11.6,49.8,1.04,1.01,13.4,-1
94003,18,1,0.02,12.8,12.4,48.8,1.04,1.13,13.4,-2
94004,18,1,0.01,12.8,12.8,48.8,1.04,0.65,13.4,-2
94005,18,1,0.02,12.8,12.8,48.8,0.78,1.01,13.4,-2
94006,18,1,0.02,12.8,12.8,48.8,1.8,1.01,13.4,-2
94008,18,1,0.01,12.2,12.4,48.3,1.8,0.77,13.4,-2
94009,18,1,0.01,12.2,12,47.8,1.8,0.77,13.4,-2
94011,18,1,0.06,11,10.8,49.3,1.92,0.77,13.4,-2
94012,18,1,0.06,11,10.8,49.8,1.89,0.77,13.4,-2
94013,18,1,0.06,11,10.8,49.3,0.94,1.01,13.4,-2
94014,18,1,0.06,11,10.8,50.3,1.01,1.01,13.4,-2
94015,18,1,0.06,11,10.8,51.3,1.04,1.01,13.4,-2
94016,18,1,0.06,11,10.8,50.8,1.04,1.01,13.4,-2
94017,18,1,0.06,11,10.8,50.3,1.04,1.01,13.4,-1
94018,18,1,0.03,11,10.8,50.8,1.04,0.77,13.4,-1
94019,18,1,0.03,11,11.2,51.3,1.04,1.01,13.4,-1
94020,18,1,0.05,11.6,10.8,51.3,1.04,1.01,13.4,-2
94022,18,1,0.02,11.6,11.2,50.8,1.04,1.88,13.4,-2
94023,18,1,0.02,11.6,11.2,50.8,0.94,1.88,13.4,-2
94024,18,1,0.01,11,11.2,50.3,0.94,1.01,13.4,-2
94025,18,1,0.01,11,11.2,50.3,1.76,0.77,13.4,-2
94026,18,1,0.03,11,10.8,51.8,1.76,0.77,13.4,-2
94027,18,1,0.03,11,10.4,51.8,1.04,1.01,13.4,-2
94028,18,1,0.06,11,10.8,51.8,1.76,0.77,13.4,-2
94029,18,1,0.08,8.4,8.4,56,1.01,0.77,13.4,-2
94030,18,1,0.08,8.4,8.4,56.5,0.99,0.77,13.4,-2
94031,18,1,0.05,7.7,7.9,56.5,1.8,1.01,13.4,-2
94032,18,1,0.08,8.4,7.9,56,1.04,1.01,13.4,-2
94033,18,1,0.04,8.4,8.4,55.1,1.04,1.01,13.4,-2
94034,18,1,0.06,9,8.4,55.6,1.04,1.01,13.4,-2
94035,18,1,0.05,9.7,9.2,54.6,1.01,0.77,13.4,-1
94037,18,1,0.01,10.4,10.4,54.6,1.04,1.01,13.4,-1
94038,18,1,0.01,11,10.8,53.2,1.04,1.88,13.4,-1
94045,18,1,0.02,11.6,11.6,60.5,1.76,0.77,13.4,-2
94046,18,1,0.03,11,10.8,66.1,1.01,0.77,13.4,-2
94047,18,1,0.11,11,10.8,64,1.04,0.77,13.4,-2
94048,18,1,0.02,9.7,10,55.6,1.04,1.01,13.4,-2
94049,18,1,0.11,11,10.8,51.3,1.04,1.01,13.4,-2
94050,18,1,0.1,11.6,11.6,48.8,1.04,1.01,13.4,-1
94051,18,1,0.01,12.2,12.4,40.6,1.04,1.01,13.4,-1
94052,18,1,0.1,12.8,12.4,38.9,0.78,0.77,13.4,0
94053,18,1,0.08,13.4,13.2,38.4,0.78,1.01,13.4,0
94058,18,1,0.06,12.8,12.4,53.2,1.04,1.01,13.4,-2
94059,18,1,0.03,12.2,12.4,57.9,1.04,1.01,13.4,-2
94060,18,1,0.03,12.2,12.4,59.2,1.04,1.01,13.4,-2
94061,18,1,0.03,12.2,12.4,59.2,1.76,0.77,13.4,-2
94062,18,1,0.07,12.2,12,59.7,1.8,0.77,13.4,-2
94063,18,1,0.07,12.2,12.4,59.2,1.76,0.77,13.4,-2
94064,18,1,0.28,12.2,11.5,67.3,1.8,0.89,13.4,-2
94065,18,1,0.23,11.6,11.6,67.3,1.76,0.77,13.4,-2
94066,18,1,0.65,11.6,11.6,66.9,1.8,1.01,13.4,-2
94067,18,1,0.65,10.4,10.4,71.2,1.8,1.01,13.4,-2
94068,18,1,0.65,10.4,9.9,70.8,1.04,1.01,13.4,-2
94069,18,1,0.47,10.4,10.4,68.1,1.04,1.01,13.4,-2
94070,18,1,0.87,11.6,11.1,66.9,1.59,1.01,13.4,-2
94071,18,1,0.56,12.2,12.4,61.4,1.59,1.01,13.4,-2
94074,18,1,0.25,12.8,12.8,56.5,1.04,1.01,13.4,-1
94075,18,1,0.37,12.8,12.8,57.9,1.04,1.01,13.4,-1
94076,18,1,0.4,12.2,12.4,60.1,1.59,1.01,13.4,-2
94077,18,1,0.87,12.8,11.7,59.2,1.59,1.01,13.4,-2
94078,18,1,0.75,12.2,11.9,59.2,1.59,1.01,13.4,-2
94079,18,1,0.65,11.6,11.6,59.2,1.59,1.01,13.4,-2
94080,18,1,0.56,11,10.8,59.7,1.59,1.01,13.4,-2
94081,18,1,0.75,11,10.7,59.2,1.59,1.01,13.4,-2
94082,18,1,0.16,9.7,8.2,64.4,1.59,0.89,13.4,-2
94084,18,1,1.4,7.7,8,63.1,1.59,1.01,13.4,-2
94085,18,1,0.16,7.7,7.5,64.4,1.59,1.01,13.4,-2
94086,18,1,0.16,7.7,7.5,64,1.59,1.01,13.4,-2
94087,18,1,0.16,7.7,7.9,62.3,1.59,1.01,13.4,-1
94088,18,1,0.16,8.4,8.8,61.8,1.59,1.01,13.4,0
94089,18,1,0.16,9,9.2,60.5,1.59,1.01,13.4,0
94090,18,1,0.16,9.7,10,60.1,1.59,1.88,13.4,0
94091,18,1,0.16,10.4,10.8,59.2,1.59,0.89,13.4,0
94092,18,1,0.16,11,11.2,57.9,1.59,1.88,13.4,-1
94093,18,1,0.16,11.6,12,57.9,1.59,1.01,13.4,-2
94094,18,1,0.16,12.2,12,56,1.59,1.01,13.4,-2
94096,18,1,0.16,11.6,11.6,56,1.59,1.01,13.4,-2
94097,18,1,0.16,11.6,11.6,55.6,1.59,1.01,13.4,-2
94098,18,1,0.16,11,11.2,55.6,1.59,1.01,13.4,-2
94099,18,1,0.16,11,11.2,57.4,1.59,1.01,13.4,-2
94100,18,1,0.16,9,8.8,61,1.59,0.89,13.4,-2
94101,18,1,0.16,8.4,9.3,61,1.59,0.89,13.4,-2
94102,20,2,0.02,18.3,18.2,35.6,1.48,0.89,13.4,-1
94104,20,2,0.03,17.8,17.4,31.7,1.48,1.13,13.4,-2
94105,20,2,0.04,18.8,18.2,34,1.48,1.13,13.4,-1
94109,20,2,0.01,15.1,15,51.3,1.55,1.88,13.4,-2
94110,20,2,0.01,14.6,14.6,50.8,1.55,0.89,13.4,-2
94113,20,2,0.03,13.4,13.3,51.8,1.55,1.01,13.4,-2
94114,20,2,0.04,11.6,11.6,57.9,1.55,1.01,13.4,-2
94115,20,2,0.04,11.6,11.1,57.9,1.55,1.01,13.4,-2
94116,20,2,0.04,11,11.1,56.9,1.53,1.01,13.4,-2
94117,20,2,0.04,11,10.7,59.7,1.55,1.13,13.4,-2
94118,20,2,0.03,10.4,10.2,52.7,1.55,0.89,13.4,-2
94119,20,2,0.03,10.4,10.2,54.2,1.55,1.88,13.4,-2
94120,20,2,0.03,10.4,10.2,54.2,1.55,1.13,13.4,-2
94121,20,2,0.01,11,10.7,54.2,1.55,1.01,13.4,-2
94122,20,2,0.01,11,11.1,53.7,1.55,1.13,13.4,-2
94123,20,2,0.01,11.6,11.6,53.2,1.53,1.88,13.4,-2
94131,20,2,0.01,12.8,12.5,51.8,1.55,0.77,13.4,-2
94132,20,2,0.01,11,11.1,53.7,1.55,1.01,13.4,-2
94133,20,2,0.02,11,11.1,53.7,1.55,1.01,13.4,-2
94134,20,2,0.02,11,10.7,53.2,1.55,1.13,13.4,-2
94135,20,2,0.02,11,10.7,53.7,1.55,1.01,13.4,-2
94136,20,2,0.02,11,10.7,54.6,1.55,1.01,13.4,-2
94137,20,2,0.02,11,10.7,54.6,1.55,1.13,13.4,-2
94139,20,2,0.08,11,11.1,54.6,1.55,1.13,13.4,-1
94140,20,2,0.01,11,11.1,54.6,1.55,1.88,13.4,-1
94142,20,2,0.01,11.6,11.1,54.6,1.46,1.01,13.4,-1
94143,20,2,0.01,10.4,11.6,53.7,1.55,1.01,13.4,-2
94144,20,2,0.01,11.6,11.6,54.2,1.55,1.88,13.4,-2
94145,20,2,0.01,11.6,11.6,54.2,1.55,1.01,13.4,-2
94146,20,2,0.06,12.2,11.6,54.6,1.55,1.13,13.4,-2
94147,20,2,0.01,11,11.1,55.6,1.53,1.01,13.4,-2
94148,20,2,0.01,11,11.1,55.6,1.53,0.77,13.4,-2
94149,20,2,0.02,11,10.7,56.5,1.53,1.01,13.4,-2
94150,20,2,0.05,9,8.8,58.3,1.55,1.13,13.4,-2
94151,20,2,0.01,8.4,8.8,58.8,1.55,1.01,13.4,-2
94152,20,2,0.06,8.4,8.3,58.8,1.55,1.88,13.4,-2
94153,20,2,0.09,8.4,8.3,58.8,1.55,1.01,13.4,-2
94155,20,2,0.05,9,8.3,58.8,1.55,1.88,13.4,-2
94158,20,2,0.01,10.4,10.2,56.5,1.55,0.89,13.4,-1
94163,20,2,0.01,11.6,12,59.7,1.55,1.01,13.4,-2
94166,20,2,0.01,11.6,11.6,62.7,1.55,1.01,13.4,-2
94167,20,2,0.02,11,10.7,68.9,1.55,1.13,13.4,-2
94168,20,2,0.24,11,10.7,66.9,1.55,1.88,13.4,-1
94169,20,2,0.01,10.4,9.8,59.2,1.55,1.13,13.4,-1
94170,20,2,0.05,10.4,10.2,56.5,1.35,1.01,13.4,-1
94171,20,2,0.07,11.6,11.6,53.2,1.48,1.01,13.4,-1
94172,20,2,0.13,13.4,12.8,45.8,1.48,1.88,13.4,-2
94175,20,2,0.08,14.6,14.6,38.9,1.48,1.13,13.4,-1
94176,20,2,0.08,14.6,14.2,37.8,1.48,1.13,13.4,-1
94177,20,2,0.05,14,14.2,39.5,1.48,1.01,13.4,-2
94178,20,2,0.16,14,13.8,38.9,1.48,1.13,13.4,-1
94179,20,2,0.06,12.8,12.5,58.3,1.48,1.01,13.4,-1
94180,20,2,0.03,12.8,12.5,63.1,1.48,0.89,13.4,-2
94181,20,2,0.06,12.8,12.5,63.6,1.35,0.89,13.4,-2
94183,20,2,0.01,11.6,11.6,62.7,1.48,1.01,13.4,-2
94184,20,2,0.37,12.2,12,69.7,1.55,1.01,13.4,-2
94185,20,2,0.65,11.6,12.1,70.4,1.55,1.13,13.4,-2
94186,20,2,0.29,11.6,11.6,69.7,1.55,1.01,13.4,-2
94187,20,2,0.61,12.2,11.4,69.7,1.55,1.01,13.4,-2
94188,20,2,0.46,9.7,9.8,74.2,1.55,1.13,13.4,-2
94189,20,2,0.57,10.4,10.1,72.7,1.55,1.13,13.4,-2
94190,20,2,0.84,11,10.6,71.6,1.55,1.88,13.4,-2
94191,20,2,0.65,11.6,11,69.7,1.55,0.89,13.4,-1
94192,20,2,0.61,12.2,11.9,65.7,1.55,1.01,13.4,-1
94193,20,2,0.16,19.8,22.1,39.5,1.55,1.88,13.4,-1
94195,20,2,0.34,12.8,12.9,60.1,1.55,1.01,13.4,0
94196,20,2,0.46,12.8,12.9,61.8,1.55,1.88,13.4,-1
94197,20,2,0.57,12.8,12.4,64.8,1.55,0.89,13.4,-1
94198,20,2,0.57,12.8,12.4,63.6,1.55,1.01,13.4,-1
94199,20,2,0.61,12.2,11.9,63.1,1.55,1.13,13.4,-2
94200,20,2,0.29,11.6,11.6,62.7,1.55,1.01,13.4,-2
94201,20,2,0.79,11.6,10.9,63.1,1.55,1.01,13.4,-2
94202,20,2,0.16,9,8.8,67.3,1.55,1.01,13.4,-2
94203,20,2,0.16,8.4,8.3,67.7,1.55,1.01,13.4,-2
94204,20,2,0.16,8.4,7.8,67.3,1.55,1.88,13.4,-2
94205,20,2,0.05,10.4,10.2,56.5,1.55,1.13,13.4,-2
94206,20,2,0.07,11.6,11.6,53.2,1.53,1.01,13.4,-2
94207,20,2,0.16,8.4,7.8,66.5,1.55,0.89,13.4,-2
94208,20,2,0.16,8.4,8.8,65.7,1.17,1.13,13.4,-1
94209,20,2,0.16,9,9.3,64.8,1.55,1.01,13.4,-1
94210,20,2,0.16,9.7,9.8,64,1.55,1.01,13.4,-1
94211,20,2,0.16,11.6,10.6,63.6,1.55,0.89,13.4,-1
94212,20,2,0.16,12.2,11.5,63.1,1.55,1.13,13.4,-2
94213,20,2,0.16,14,13.8,38.9,1.55,1.01,13.4,-1
94214,20,2,0.16,12.2,12,61.4,1.55,0.89,13.4,-1
94215,20,2,0.16,11.6,12,61.4,1.55,1.88,13.4,-2
94216,20,2,0.16,12.2,12,60.5,1.55,1.01,13.4,-2
94217,20,2,0.16,12.2,12,59.7,1.55,1.01,13.4,-2
94218,20,2,0.16,11.6,11,59.7,1.53,0.77,13.4,-2
94219,20,2,0.16,9,8.8,64.4,1.55,1.01,13.4,-2
94220,17,2,0.16,17.3,17.4,54.6,1.46,0.89,13.4,-2
94223,17,2,0.02,21.7,21.9,38.4,1.26,0.89,13.4,-2
94224,17,2,0.06,22.7,22.6,40,1.26,0.89,13.4,-2
94225,17,2,0.01,21.7,21.9,39.5,1.26,0.89,13.4,-2
94227,17,2,0.02,21.3,21.1,41.6,1.26,0.89,13.4,-2
94228,17,2,0.02,15.1,14.6,52.2,1.26,0.89,13.4,-2
94229,17,2,0.01,14.6,14.2,58.8,1.24,0.89,13.4,-2
94230,17,2,0.01,14.6,14.2,58.3,1.24,0.77,13.4,-2
94231,17,2,0.01,14.6,14.6,61.4,1.24,0.77,13.4,-2
94232,17,2,0.04,13.4,13.3,66.5,1.63,1.88,13.4,-2
94234,17,2,0.05,12.2,11.6,66.1,1.63,0.89,13.4,-2
94235,17,2,0.01,11.6,11.6,64.4,1.65,1.88,13.4,-2
94236,17,2,0.02,11.6,11.6,58.3,1.65,1.88,13.4,-2
94237,17,2,0.01,11.6,11.6,61.8,1.28,1.88,13.4,-2
94238,17,2,0.01,11.6,11.6,62.3,1.28,0.89,13.4,-2
94239,17,2,0.01,11.6,11.6,58.3,1.28,1.88,13.4,-2
94241,17,2,0.02,12.2,12,60.1,1.24,0.77,13.4,-2
94242,17,2,0.02,12.2,12,62.7,1.65,1.88,13.4,-2
94243,17,2,0.02,12.2,12,63.1,1.65,1.88,13.4,-2
94244,17,2,0.02,12.2,12,66.5,1.28,0.89,13.4,-2
94245,17,2,0.02,12.2,12,67.3,1.28,0.89,13.4,-2
94246,17,2,0.02,12.2,12,67.7,1.65,0.89,13.4,-2
94247,17,2,0.02,12.2,12,67.7,1.26,0.89,13.4,-2
94248,17,2,0.01,11.6,11.6,70.4,1.65,0.89,13.4,-2
94249,17,2,0.01,11.6,11.6,71.2,1.65,0.89,13.4,-2
94250,17,2,0.01,11.6,11.6,71.6,1.28,1.01,13.4,-2
94251,17,2,0.01,11.6,11.6,72.3,1.65,1.01,13.4,-2
94252,17,2,0.01,11.6,11.6,72.7,1.65,1.01,13.4,-2
94254,17,2,0.02,12.2,12,73.4,1.26,0.89,13.4,-2
94255,17,2,0.02,12.2,12,74.2,1.26,1.01,13.4,-2
94256,17,2,0.02,12.2,12,73.4,1.26,1.88,13.4,-2
94257,17,2,0.02,12.2,12,72.7,1.63,1.88,13.4,-2
94258,17,2,0.02,12.2,12,72.7,1.63,0.77,13.4,-2
94260,17,2,0.02,12.2,12,72,1.61,1.88,13.4,-2
94261,17,2,0.02,12.2,12,74.2,1.63,1.88,13.4,-2
94262,17,2,0.02,11.6,11.6,70.1,1.63,1.01,13.4,-2
94263,17,2,0.01,11.6,11.6,70.8,1.63,1.01,13.4,-2
94265,17,2,0.02,12.2,12,69.7,1.63,0.89,13.4,-2
94266,17,2,0.02,12.2,12,67.7,1.63,1.88,13.4,-2
94267,17,2,0.25,11.6,12.1,72,1.63,1.88,13.4,-2
94268,17,2,0.23,12.2,12,70.1,1.63,1.13,13.4,-2
94271,17,2,0.02,12.8,12.9,64,1.63,1.01,13.4,-2
94272,17,2,0.01,13.4,12.9,67.7,1.63,1.88,13.4,-2
94275,17,2,0.01,13.4,13.8,61,1.63,0.89,13.4,-2
94276,17,2,0.02,12.8,12.5,59.2,1.63,1.88,13.4,-2
94277,17,2,0.04,12.8,12.5,56.9,1.63,1.01,13.4,-2
94278,17,2,0.04,12.8,12.5,59.2,1.26,1.88,13.4,-2
94279,17,2,0.04,12.8,12.5,61,1.63,0.89,13.4,-2
94280,17,2,0.02,12.8,12.5,59.7,1.63,1.88,13.4,-2
94281,17,2,0.02,12.8,12.9,60.5,1.63,1.01,13.4,-2
94282,17,2,0.02,12.8,12.9,61.4,1.63,1.88,13.4,-2
94283,17,2,0.04,13.4,13.3,56,1.63,0.89,13.4,-2
94284,17,2,0.02,12.8,12.9,55.1,1.63,1.88,13.4,-2
94285,17,2,0.07,13.4,13.3,59.2,1.63,1.01,13.4,-2
94286,17,2,0.07,13.4,13.3,61.4,1.63,0.89,13.4,-2
94287,17,2,0.07,13.4,13.3,60.1,1.63,1.88,13.4,-2
94288,17,2,0.07,13.4,13.3,59.2,1.63,1.88,13.4,-2
94289,17,2,0.12,13.4,13.3,60.1,1.63,0.89,13.4,-2
94290,17,2,0.2,12.8,12.9,65.2,1.63,1.01,13.4,-2
94291,17,2,0.31,12.8,12.9,64.8,1.63,1.88,13.4,-2
94292,17,2,0.31,12.8,12.9,65.7,1.63,0.89,13.4,-2
94293,17,2,0.42,12.8,12.4,66.5,1.63,1.88,13.4,-2
94294,17,2,0.42,12.8,12.4,66.1,1.63,1.88,13.4,-2
94295,17,2,0.42,12.8,12.9,64.4,1.63,1.01,13.4,-2
94296,17,2,0.55,13.4,13.3,67.3,1.63,1.13,13.4,-2
94297,17,2,0.38,13.4,13.3,65.2,1.63,0.89,13.4,-2
94298,17,2,0.55,13.4,13.3,64.4,1.63,1.88,13.4,-2
94299,17,2,0.55,13.4,13.3,66.5,1.63,1.88,13.4,-2
94300,17,2,0.42,12.8,12.9,67.3,1.63,1.01,13.4,-2
94301,17,2,0.42,12.8,12.4,66.5,1.63,0.89,13.4,-2
94302,17,2,0.35,12.2,12.6,65.7,1.63,1.88,13.4,-2
94303,17,2,0.42,12.8,12.9,66.1,1.61,0.77,13.4,-2
94304,17,2,1.22,11.6,10.9,60.1,1.63,1.01,13.4,-2
94305,17,2,0.77,11,11.1,59.2,1.63,1.01,13.4,-2
94306,17,2,1.41,12.2,11.9,57.9,1.63,1.88,13.4,-2
94307,17,2,1.41,12.2,11.9,56.9,1.63,0.89,13.4,-2
94308,17,2,0.16,12.2,12,59.7,1.63,1.88,13.4,-2
94309,17,2,1.41,12.2,11.9,58.8,1.63,1.01,13.4,-2
94310,17,2,1.41,12.2,12.6,61.8,1.63,1.88,13.4,-2
94311,17,2,0.16,12.8,12.5,60.5,1.63,1.01,13.4,-2
94312,17,2,0.16,12.8,12.5,59.7,1.63,1.88,13.4,-2
94313,17,2,0.16,12.2,12.5,61.4,1.63,1.01,13.4,-2
94314,17,2,0.16,12.8,12.5,59.2,1.63,0.89,13.4,-2
94315,17,2,0.16,12.2,12,58.3,1.63,1.88,13.4,-2
94316,17,2,0.16,12.2,12,57.4,1.63,1.13,13.4,-2
94317,17,2,0.16,12.2,12.5,54.6,1.63,1.88,13.4,-2
94318,17,2,0.16,11.6,11.6,53.7,1.63,0.89,13.4,-2
94319,17,2,0.16,11.6,11.6,50.3,1.63,1.01,13.4,-2
94325,16,1,0.02,20.3,19.9,31.1,1.04,1.01,13.4,-2
94328,16,1,0.01,21.7,21.5,29.4,1.45,1.01,13.4,-2
94329,16,1,0.02,21.3,20.9,33.4,1.59,1.01,13.4,-2
94330,16,1,0.05,21.3,20.9,31.1,0.94,0.89,13.4,-2
94331,16,1,0.01,15.1,15,46.3,0.76,0.89,13.4,-2
94332,16,1,0.02,14.6,14.3,55.6,1.01,0.89,13.4,-2
94338,16,1,0.05,13.4,13.2,49.8,1.04,1.88,13.4,-2
94339,16,1,0.05,13.4,13.2,58.8,1.04,1.88,13.4,-2
94340,16,1,0.02,13.4,13.2,52.2,1.25,0.89,13.4,-2
94341,16,1,0.02,13.4,13.2,52.2,1.28,1.88,13.4,-2
94342,16,1,0.02,13.4,13.2,52.7,1.28,1.88,13.4,-2
94347,16,1,0.01,14,13.5,58.3,1.28,1.88,13.4,-2
94348,16,1,0.01,14,13.5,57.4,1.28,1.88,13.4,-2
94351,16,1,0.01,14,13.9,56,0.99,0.77,13.4,-2
94352,16,1,0.01,14,13.9,57.9,0.99,0.77,13.4,-2
94353,16,1,0.01,14,13.9,60.5,1.25,0.89,13.4,-2
94354,16,1,0.01,14,13.5,63.1,1.28,0.89,13.4,-2
94356,16,1,0.02,13.4,13.5,61.8,0.78,1.01,13.4,-2
94359,16,1,0.01,12.8,13.2,67.7,1.28,1.88,13.4,-2
94360,16,1,0.02,13.4,13.2,66.5,1.25,0.89,13.4,-2
94361,16,1,0.05,13.4,13.2,66.5,1.25,0.89,13.4,-2
94362,16,1,0.05,13.4,12.8,66.5,1.16,0.89,13.4,-2
94363,16,1,0.02,12.8,12.4,67.7,1.16,0.89,13.4,-2
94364,16,1,0.01,12.8,13.2,67.7,1.16,0.89,13.4,-2
94365,16,1,0.06,12.8,12.4,67.7,1.25,0.89,13.4,-2
94366,16,1,0.02,12.8,12.4,67.7,0.76,0.89,13.4,-2
94368,16,1,0.02,11.6,11.2,68.9,1.25,0.89,13.4,-2
94371,16,1,0.01,12.2,12,67.7,1.25,0.89,13.4,-2
94372,16,1,0.01,12.2,12,66.1,1.25,0.89,13.4,-2
94373,16,1,0.18,11.6,11.6,70.4,1.22,1.88,13.4,-2
94374,16,1,0.23,12.2,12,68.1,0.76,0.89,13.4,-2
94375,16,1,0.23,12.2,12,64.8,1.25,1.88,13.4,-2
94376,16,1,0.01,12.2,12,67.3,1.25,1.88,13.4,-2
94377,16,1,0.23,12.2,12.4,63.1,1.25,0.65,13.4,-2
94378,16,1,0.02,13.4,13.2,62.3,1.25,1.88,13.4,-2
94379,16,1,0.01,12.8,12.8,66.5,1.25,0.89,13.4,-2
94380,16,1,0.01,12.8,12.8,67.3,1.25,0.89,13.4,-2
