,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
90930,29,1,0.09,28.6,28.5,80,0.24,1.01,13.4,0
90931,29,1,0.09,28.8,28.8,80.6,0.24,1.01,13.4,0
90932,29,1,0.29,29.1,28.9,81.2,0.24,1.01,13.4,-1
90933,29,1,1.35,29.5,29.4,80.9,0.5,1.01,13.4,-1
90934,29,1,0.1,28.6,28.5,74.5,0.58,1.13,13.4,0
90935,29,1,0.12,28.6,28.3,76.3,0.58,0.89,13.4,0
90936,29,1,0.44,28.3,28.1,78.3,0.58,1.01,13.4,0
90937,29,1,0.24,26.6,26.6,78.3,0.58,1.01,13.4,0
90938,29,1,0.52,26.6,26.2,82.5,0.5,1.01,13.4,-1
90939,29,1,0.71,25.3,25.3,83.4,0.5,0.77,13.4,-1
90940,29,1,0.09,24.7,24.5,85.7,0.5,0.77,13.4,-1
90941,29,1,0.24,23.7,23.6,87,0.5,0.77,13.4,-1
90942,29,1,0.14,23.8,23.7,87.2,0.5,1.88,13.4,-1
90943,29,1,0.18,24.3,24.2,86.1,0.45,1.88,13.4,0
90944,29,1,0.15,25,24.8,85.1,0.45,1.88,13.4,0
90945,29,1,0.4,25.4,24.9,84.6,0.5,0.89,13.4,-1
90946,29,1,1.25,26.3,26,82.9,0.5,1.01,13.4,-1
90947,29,1,0.1,26.7,26.5,84,0.5,1.01,13.4,0
90948,29,1,0.05,28.4,28.5,76.1,0.24,0.77,13.4,0
90949,29,1,0.12,28.8,28.8,76.3,0.58,0.89,13.4,1
90950,29,1,0.04,29,28.9,75.2,0.6,1.88,13.4,1
90951,29,1,0.03,28.6,28.7,78.8,0.6,1.88,13.4,1
90952,29,1,0.4,27.8,27.7,75.9,0.5,1.01,13.4,0
90953,29,1,1.02,26.6,27,75.5,0.5,1.01,13.4,-1
90954,29,1,0.52,24,23.6,76.3,0.5,1.01,13.4,-1
90955,29,1,0.44,23.5,22.8,77,0.5,1.01,13.4,-1
90956,29,1,0.48,23.1,22.7,78,0.5,0.77,13.4,-1
90957,29,1,0.04,24.7,24.8,77.7,0.5,0.77,13.4,0
90958,29,1,0.22,25.6,25.5,71.2,0.5,0.89,13.4,0
90959,29,1,0.18,25.9,25.7,68.9,0.5,0.77,13.4,0
90960,29,1,0.4,27.6,27.6,75.2,0.5,0.89,13.4,0
90961,29,1,0.24,28.4,28.4,73,0.5,1.88,13.4,0
90962,29,1,0.12,28.9,28.8,65.7,0.39,1.88,13.4,0
90963,29,1,0.3,29.5,29.3,62.3,0.39,0.89,13.4,0
90964,29,1,0.96,30.8,30.5,58.2,0.5,1.01,13.4,0
90965,55,1,0.05,30.1,29.8,76.6,0.6,1.01,13.4,2
90966,55,1,0.07,30.3,30,76.6,0.6,1.88,13.4,2
90967,55,1,0.05,30.4,30.1,76.6,0.58,1.88,13.4,1
90968,55,1,0.05,30.4,30.1,76.2,0.58,0.89,13.4,1
90969,55,1,0.04,30.5,30.5,75.1,0.58,0.77,13.4,1
90970,55,1,0.06,30.8,30.6,72.3,0.58,0.77,13.4,1
90971,55,1,0.05,31,30.9,73.1,0.5,0.77,13.4,1
90972,55,1,0.04,31.1,31.1,75.7,0.52,1.88,13.4,2
90973,55,1,0.04,31.1,31,75.2,0.5,1.88,13.4,2
90974,55,1,0.03,31,30.9,70.9,0.6,1.13,13.4,1
90975,55,1,0.19,31.8,31.7,71.2,0.5,0.89,13.4,1
90976,55,1,0.52,30.7,30.5,75.2,0.5,0.89,13.4,0
90977,55,1,0.77,28.7,28.6,58.8,0.5,0.89,13.4,0
90978,55,1,0.83,29.2,28.8,57.9,0.5,1.01,13.4,0
90979,55,1,0.12,29,28.7,53.7,0.39,1.88,13.4,0
90980,55,1,0.05,29.1,28.8,59.7,0.5,1.01,13.4,0
90981,55,1,0.02,29,28.9,60.3,0.39,1.88,13.4,0
90985,55,1,0.44,29.5,29.4,68.8,0.5,0.89,13.4,0
90989,55,1,1.02,31.1,30.7,59.2,0.5,0.89,13.4,0
90990,55,1,1.02,31.3,30.9,60.5,0.5,0.77,13.4,0
90991,55,1,0.14,30.7,30.5,67,0.5,0.77,13.4,0
90992,55,1,0.56,31.4,31.4,66.1,0.5,0.89,13.4,0
90993,55,1,1.35,31.7,31.2,66.9,0.5,1.88,13.4,0
90994,22,1,0.3,30,29.9,79.4,0.29,1.01,13.4,0
90995,22,1,0.56,30.7,30.6,79.1,0.48,0.77,13.4,0
90996,22,1,0.52,32.2,32.6,71.2,0.52,1.88,13.4,0
90997,22,1,0.37,30.9,31,75.9,0.5,1.01,13.4,0
90998,22,1,1.12,31.2,31.5,74.2,0.48,1.01,13.4,0
90999,22,1,0.62,31.7,32.2,73.2,0.48,0.77,13.4,0
91001,22,1,0.32,32.2,32.2,71.2,0.5,0.77,13.4,2
91002,22,1,0.35,32.2,32.2,70.8,0.52,0.89,13.4,0
91003,22,1,0.05,33,33.1,67,0.5,1.01,13.4,0
91004,22,1,0.05,32.4,32.2,74.9,0.58,1.01,13.4,2
91005,22,1,0.29,32.9,32.8,71.9,0.58,0.89,13.4,0
91006,22,1,0.85,32.2,32.2,73.7,0.58,0.89,13.4,0
91007,22,1,0.29,32.1,32.1,73.4,0.31,0.77,13.4,0
91008,22,1,0.18,32.3,32.3,74.6,0.58,0.89,13.4,1
91009,22,1,0.3,32.6,32.5,73.5,0.58,0.89,13.4,0
91010,22,1,0.21,32.6,32.6,73.4,0.58,0.89,13.4,1
91011,22,1,0.21,32.2,32.2,75.2,0.52,1.88,13.4,2
91012,22,1,0.4,33.3,33.8,73.4,0.52,1.88,13.4,2
91013,22,1,0.42,34.4,34.4,68.1,0.52,0.89,13.4,2
91014,22,1,1.46,34.3,34.7,66.5,0.52,0.89,13.4,1
91015,22,1,1.37,33.4,33.4,72.8,0.52,0.89,13.4,1
91016,22,1,0.37,34.4,34.6,68.9,0.52,1.88,13.4,2
91017,22,1,0.62,33.7,33.7,74.2,0.52,0.89,13.4,2
91018,22,1,0.67,32.6,32.2,78.1,0.52,0.89,13.4,1
91019,22,1,0.79,32.6,32.1,75.9,0.5,1.01,13.4,2
91020,22,1,0.9,33.2,33.3,73,0.48,0.89,13.4,0
91021,22,1,0.12,32.2,32.2,69.3,0.21,1.13,13.4,0
91022,22,1,0.14,29.1,28.7,79.7,0.6,1.88,13.4,0
91024,22,1,0.2,30.9,30.8,72.7,0.62,1.01,13.4,0
91025,22,1,0.67,31.8,32.3,67.7,0.62,0.89,13.4,1
91026,22,1,0.3,31.1,31.3,71.9,0.5,0.89,13.4,0
91027,22,1,0.14,31.5,31.7,70.1,0.62,1.88,13.4,0
91028,22,1,0.23,32,32.3,70.8,0.62,0.89,13.4,0
91029,22,1,0.37,32.9,32.7,68.5,0.62,0.77,13.4,0
91030,22,1,0.23,32.4,32.4,68.1,0.6,0.89,13.4,0
91031,22,1,0.2,32.1,32.3,70.4,0.62,1.01,13.4,0
91032,22,1,0.28,32,32.1,70.4,0.58,0.77,13.4,0
91033,22,1,0.26,31.8,31.8,69.7,0.58,0.77,13.4,0
91034,22,1,0.2,31.7,31.7,70.2,0.58,0.77,13.4,0
91035,22,1,0.01,31.2,31.4,72,0.6,0.77,13.4,0
91036,22,1,0.37,30.5,30.5,73.5,0.58,0.89,13.4,0
91037,22,1,0.35,30.2,30.4,74.2,0.58,0.77,13.4,0
91038,22,1,0.32,30.2,30.4,75.1,0.6,0.89,13.4,0
91039,22,1,0.23,29.7,29.8,74.2,0.62,0.89,13.4,0
91040,22,1,0.08,28.4,28,79,0.62,0.89,13.4,0
91041,22,1,0.37,29.1,29.3,73.8,0.58,0.77,13.4,-1
91042,22,1,1.23,30.2,30.2,72.3,0.58,0.89,13.4,0
91043,22,1,0.2,29.8,29.8,75.5,0.6,0.89,13.4,0
91044,22,1,0.35,29.6,29.6,76,0.58,1.01,13.4,0
91045,22,1,0.17,29.4,29.2,77.3,0.5,0.77,13.4,0
91046,22,1,0.26,30.8,31,74.5,0.58,0.89,13.4,0
91047,22,1,0.26,30.8,30.8,73.4,0.24,0.77,13.4,0
91048,22,1,0.17,30.2,30.2,72,0.24,0.77,13.4,0
91049,22,1,0.2,30.1,29.8,71.8,0.6,0.89,13.4,0
91050,22,1,0.18,29.2,29.3,73.8,0.58,0.77,13.4,0
91051,22,1,0.21,29.6,29.6,74.5,0.58,0.77,13.4,0
91052,22,1,0.21,29,28.7,69.7,0.58,1.01,13.4,0
91053,22,1,0.05,25.3,25.3,80.9,0.58,0.77,13.4,-2
91055,22,1,0.03,26.2,27,79,0.58,0.89,13.4,-1
91056,22,1,0.08,26.8,26.7,77.7,0.58,0.77,13.4,0
91057,22,1,0.1,26.1,26,78.7,0.58,0.77,13.4,0
91058,22,1,0.08,26.6,26.3,79.3,0.58,0.77,13.4,0
91059,22,1,0.18,28.1,28.1,76.6,0.6,1.01,13.4,0
91060,22,1,0.28,28.8,28.9,70.1,0.58,1.01,13.4,0
91061,22,1,0.18,29.4,29.2,70.2,0.58,1.01,13.4,0
91062,22,1,0.4,30,29.9,68.9,0.58,1.01,13.4,0
91063,22,1,0.17,29.5,29.6,69.8,0.6,1.01,13.4,0
91064,22,1,0.11,29.9,29.9,69.7,0.58,0.77,13.4,0
91065,22,1,0.08,29.9,29.9,69.7,0.58,0.77,13.4,0
91066,22,1,0.1,30.3,29.8,68.5,0.52,1.13,13.4,0
91067,22,1,0.08,29.2,29.4,74.2,0.23,0.89,13.4,0
91068,22,1,0.05,26.2,26.1,70.4,0.48,1.01,13.4,0
91069,22,1,0.01,24.7,24.6,75.6,0.53,0.77,13.4,0
91070,22,1,0.02,24.6,24.4,78,0.53,0.77,13.4,0
91071,22,1,0.79,26.2,25.9,72.3,0.52,1.88,13.4,0
91072,22,1,0.62,28.2,28.2,68.9,0.58,0.77,13.4,0
91073,22,1,0.07,27.5,27.4,66.1,0.58,0.77,13.4,0
91074,22,1,0.62,28.8,29,63.9,0.5,0.89,13.4,0
91075,22,1,0.85,29.2,29.1,64.4,0.21,0.89,13.4,0
91076,22,1,0.42,29.3,29.7,62.7,0.23,0.89,13.4,0
91077,22,1,0.04,28.9,29.1,65.7,0.52,1.88,13.4,0
91078,22,1,0.01,31,32.3,58.8,0.52,1.88,13.4,0
91079,22,1,0.18,30.2,30.1,64,0.52,0.89,13.4,0
91080,22,1,0.08,28.9,29.1,73.7,0.32,0.89,13.4,0
91081,22,1,0.15,28.6,28.3,74.9,0.5,0.89,13.4,0
91082,22,1,0.01,29.1,29,73.1,0.23,1.01,13.4,0
91083,22,1,0.01,29.1,29,72,0.32,1.01,13.4,0
91084,22,1,0.79,30,30.2,70.8,0.31,0.77,13.4,0
91085,22,1,0.12,29.8,29.8,70.7,0.24,0.77,13.4,-1
91086,22,1,0.14,29.8,29.6,71.7,0.24,0.77,13.4,0
91087,22,1,0.15,29.9,29.7,71.2,0.24,0.77,13.4,0
91088,22,1,0.12,29.8,29.7,70.8,0.24,0.89,13.4,0
91089,22,1,0.15,29.8,29.8,69.6,0.24,0.89,13.4,-1
91090,22,1,0.14,29.9,29.7,67.6,0.24,0.77,13.4,0
91091,22,1,0.12,29.9,29.9,68.9,0.2,1.01,13.4,0
91092,22,1,0.12,29.9,29.9,67.6,0.2,1.01,13.4,0
91094,22,1,0.23,33.3,33.2,59.7,0.31,1.01,13.4,0
91095,22,1,0.2,34.1,34,55.7,0.62,1.88,13.4,1
91096,22,1,0.15,34.2,34.1,59.2,0.62,1.88,13.4,1
91097,22,1,0.23,34.6,34.7,58.3,0.58,0.89,13.4,1
91098,22,1,0.23,34.6,34.5,55.7,0.31,0.77,13.4,1
91099,22,1,0.17,34.1,34.2,57.9,0.31,0.77,13.4,1
91100,22,1,0.17,34,34,59.1,0.62,1.01,13.4,0
91101,22,1,0.37,29.9,29.7,70,0.6,1.01,13.4,0
91102,22,1,1.17,30.7,30.4,68.5,0.6,0.89,13.4,0
91103,22,1,0.29,34.1,34,57.9,0.6,1.13,13.4,0
91104,22,1,0.1,31.1,31.7,67.7,0.58,0.77,13.4,0
91105,22,1,0.94,32.2,31.3,66.1,0.6,1.88,13.4,2
91106,22,1,0.29,31.4,31.5,66.5,0.58,0.89,13.4,0
91107,22,1,0.21,32.5,32.4,61.8,0.6,0.89,13.4,0
91108,22,1,0.21,32.7,32.5,62.2,0.6,0.89,13.4,2
91109,22,1,0.32,34.8,33.8,53.7,0.58,0.89,13.4,2
91110,22,1,1.17,34.8,34.5,50.8,0.58,0.89,13.4,2
91112,22,1,0.17,35.2,35.3,54.6,0.6,0.89,13.4,1
91113,22,1,0.14,34.4,34.3,55.6,0.6,0.89,13.4,1
91114,22,1,0.04,33.1,33.2,59.2,0.58,0.89,13.4,0
91115,22,1,0.32,30.7,30.6,66.9,0.58,0.89,13.4,-1
91116,22,1,0.29,30.7,31.3,66.5,0.6,0.89,13.4,-1
91117,22,1,0.29,31.6,31.8,65.2,0.58,0.89,13.4,0
91118,22,1,0.62,33.7,33.3,57.4,0.58,1.01,13.4,1
91119,22,1,0.29,32.6,32.5,62.7,0.6,1.01,13.4,0
91120,22,1,0.29,33,32.8,62.7,0.58,0.77,13.4,0
91121,22,1,0.62,34.3,34.3,55.6,0.6,1.13,13.4,2
91122,22,1,0.29,33.8,33.8,62.3,0.6,0.89,13.4,1
91123,22,1,0.4,34.8,34.6,57.9,0.6,1.88,13.4,1
91124,22,1,0.52,35.2,34.8,58.9,0.6,0.89,13.4,2
91125,22,1,0.28,34.3,34.2,59.8,0.6,1.01,13.4,2
91126,22,1,0.32,34,33.9,59.8,0.6,1.88,13.4,2
91127,22,1,0.2,33.2,33.4,62.7,0.6,1.88,13.4,2
91128,22,1,0.32,32.1,32,67.3,0.6,1.88,13.4,2
91129,22,1,0.49,31.8,31.4,68.1,0.58,0.89,13.4,2
91130,22,1,0.29,33,32.8,66.1,0.58,0.77,13.4,1
91131,22,1,0.56,28.8,28.6,71.7,0.58,0.89,13.4,-2
91132,22,1,0.56,28.8,28.3,70.7,0.58,0.77,13.4,0
91133,22,1,0.07,29.1,28.7,70.8,0.6,1.01,13.4,0
91134,22,1,0.17,26.6,26.7,73.4,0.6,0.89,13.4,0
91135,22,1,0.29,27.4,27.3,71.6,0.62,1.88,13.4,0
91136,22,1,0.29,30.9,30.7,65.7,0.62,0.89,13.4,1
91137,22,1,0.15,31.5,31.3,61.8,0.62,1.13,13.4,2
91138,22,1,0.08,31.9,31.7,62.3,0.62,1.13,13.4,2
91139,22,1,0.08,32.2,32.2,59.7,0.58,1.01,13.4,2
91140,22,1,0.32,32.9,32.8,57.8,0.6,1.01,13.4,2
91141,22,1,0.85,32.8,32.8,56.7,0.37,1.13,13.4,1
91142,22,1,0.71,31.6,31.2,55.6,0.45,1.88,13.4,0
91143,22,1,0.49,30.6,30.4,60.1,0.34,1.01,13.4,0
91144,22,1,0.62,30.1,29.7,64.1,0.37,1.01,13.4,0
91145,22,1,0.59,29.8,29.3,66.1,0.6,1.13,13.4,0
91146,22,1,1,31.1,31.4,62.7,0.34,1.01,13.4,0
91147,22,1,1.23,31,31.3,63.1,0.34,0.77,13.4,0
91148,22,1,0.2,28.9,28.9,69.7,0.37,1.01,13.4,-1
91149,22,1,0.23,28.8,28.8,69.8,0.34,0.77,13.4,0
91150,22,1,0.18,29.1,29.1,69.9,0.34,1.01,13.4,0
91151,22,1,0.11,29.5,29.3,69.3,0.37,1.13,13.4,0
91152,22,1,0.59,26.9,26.7,73.1,0.37,1.01,13.4,0
91153,22,1,0.11,27.7,27.6,69.2,0.39,1.01,13.4,0
91154,22,1,0.37,29.1,29,63.6,0.39,1.01,13.4,0
91155,22,1,1.06,30.2,30.2,63.6,0.39,1.01,13.4,0
91156,22,1,0.26,29.8,29.5,66.8,0.39,1.01,13.4,0
91157,22,1,0.15,29.4,29.4,67.6,0.26,1.01,13.4,0
91158,22,1,0.21,29.3,29.2,68.9,0.26,0.89,13.4,0
91159,22,1,0.23,30.3,30.7,66.5,0.26,1.01,13.4,0
91160,22,1,0.23,30.8,30.5,64.4,0.26,0.77,13.4,-1
91161,22,1,0.23,30.3,30.2,63.1,0.26,1.01,13.4,-1
91162,22,1,0.15,29.7,29.4,62.4,0.47,1.01,13.4,0
91163,22,1,0.15,29.2,29,65.2,0.47,0.77,13.4,0
91164,22,1,0.21,29.2,29.3,66.1,0.47,1.88,13.4,0
91165,22,1,0.17,29,28.9,62.3,0.26,0.77,13.4,0
91166,22,1,0.1,24.9,24.7,71.6,0.26,0.77,13.4,-1
91167,22,1,0.03,25.9,26.3,70.2,0.29,1.13,13.4,0
91168,22,1,0.11,26.2,26.3,70.1,0.26,1.01,13.4,0
91169,22,1,0.18,26.2,25.6,71.2,0.26,0.89,13.4,0
91170,22,1,0.11,26.6,26.7,70.4,0.45,1.01,13.4,0
91171,22,1,0.15,27.9,27.9,66.9,0.42,0.77,13.4,0
91172,22,1,0.23,28.4,28.5,64,0.45,1.01,13.4,0
91173,22,1,0.17,29,28.9,61.1,0.42,0.77,13.4,0
91174,22,1,0.3,29.9,29.6,59.7,0.42,0.89,13.4,1
91175,22,1,0.23,29.7,29.6,60.4,0.42,0.77,13.4,0
91176,22,1,0.2,30.3,30.3,59.2,0.45,0.89,13.4,0
91177,22,1,0.28,30.5,30.7,58.3,0.42,0.77,13.4,0
91178,22,1,0.1,30.3,29.9,59.2,0.47,1.88,13.4,0
91179,22,1,0.04,29.4,29.3,62.8,0.47,1.13,13.4,0
91180,22,1,0.04,29.5,29.2,63.6,0.47,1.88,13.4,0
91181,22,1,0.03,29.4,29.2,63.2,0.47,1.88,13.4,0
91182,22,1,0.23,25.1,25.3,68.5,0.34,0.77,13.4,-1
91183,22,1,0.05,26.2,26,62.7,0.47,1.88,13.4,0
91184,22,1,0.26,28.3,28,60.5,0.47,1.01,13.4,0
91187,22,1,0.76,31.4,31.5,42.7,0.47,1.88,13.4,1
91188,22,1,0.17,29.6,29.5,51.7,0.37,1.01,13.4,0
91189,22,1,0.15,30.1,30.1,48.8,0.45,1.88,13.4,0
91190,22,1,0.08,31,31.1,50.3,0.42,0.77,13.4,1
91192,22,1,1.17,33.3,32.1,36.7,0.45,1.01,13.4,2
91193,22,1,0.32,34.1,34.3,32.3,0.62,1.13,13.4,1
91194,22,1,0.21,30.1,30.1,56,0.62,0.89,13.4,0
91195,22,1,0.14,29,29.1,64,0.6,1.01,13.4,0
91196,22,1,0.12,28.6,28.6,65.7,0.6,1.88,13.4,1
91197,22,1,0.46,29.8,29.4,61.6,0.42,0.77,13.4,-1
91198,22,1,0.42,29.6,29.5,61.8,0.42,0.89,13.4,0
91199,22,1,0.46,29.7,29.5,62.7,0.45,1.13,13.4,0
91200,22,1,0.46,29.8,29.4,62.3,0.45,1.88,13.4,0
91201,22,1,0.2,29.3,29.1,60.1,0.45,1.01,13.4,0
91202,22,1,0.26,30,29.7,57.9,0.35,0.77,13.4,0
91203,22,1,0.26,30.9,30.7,56,0.47,1.88,13.4,0
91204,22,1,0.4,31,30.9,54.6,0.6,1.13,13.4,0
91206,22,1,0.14,32.3,32.3,54.6,0.42,1.01,13.4,1
91207,22,1,0.1,33.4,33.5,53.2,0.45,1.01,13.4,1
91208,22,1,0.1,33.8,33.9,53.7,0.42,0.77,13.4,1
91209,22,1,0.23,33.7,33.9,52.7,0.42,1.01,13.4,1
91210,22,1,0.11,33.7,33.7,52.7,0.45,1.01,13.4,1
91211,35,2,0.1,30.9,31.4,69,0.6,1.88,13.4,2
91212,35,2,0.08,31.5,31.2,67,0.6,0.77,13.4,2
91213,35,2,0.14,32.3,32.1,69,0.96,0.77,13.4,0
91214,35,2,0.19,32.7,32.7,69,0.98,1.88,13.4,2
91215,35,2,0.29,33,32.5,62,0.98,1.01,13.4,2
91216,35,2,0.19,32.7,32.5,69,0.6,0.77,13.4,2
91217,35,2,0.15,33.1,33.1,62,0.6,0.77,13.4,2
91218,35,2,0.14,33.3,33.2,62,0.6,0.77,13.4,0
91219,35,2,0.29,34,34,58,0.98,0.89,13.4,2
91220,35,2,0.21,34.3,33.9,58,0.98,1.01,13.4,2
91221,35,2,0.32,33.3,33.4,62,0.98,1.88,13.4,2
91222,35,2,0.26,33.2,32.9,62,0.98,1.88,13.4,2
91223,35,2,0.08,32.8,32.8,69,0.98,1.01,13.4,2
91224,35,2,0.14,32.6,32.3,69,0.98,0.89,13.4,2
91225,35,2,0.38,30.2,29.4,69,0.96,0.77,13.4,2
91226,35,2,0.57,29.2,29.1,68,0.96,0.77,13.4,0
91227,35,2,0.71,29.5,29.6,68,0.98,1.88,13.4,0
91228,35,2,0.14,31.3,31.1,67,0.98,0.89,13.4,2
91229,35,2,0.17,31.5,31.5,67,0.98,0.89,13.4,2
91230,35,2,0.12,31.6,31.8,67,0.98,1.88,13.4,2
91231,35,2,0.15,31.9,31.5,67,0.98,0.77,13.4,0
91232,35,2,0.49,32.7,32.7,69,0.6,0.89,13.4,0
91233,35,2,0.53,33.1,33.2,62,0.98,1.01,13.4,2
91234,35,2,0.21,33.1,33,62,0.98,0.89,13.4,2
91235,35,2,0.14,33.4,33.5,62,0.6,0.77,13.4,2
91236,35,2,0.02,33.7,33.8,62,0.96,1.01,13.4,2
91237,35,2,0.15,34.3,34.3,58,0.96,1.13,13.4,2
91238,35,2,0.19,33.9,33.7,62,0.98,1.88,13.4,2
91239,35,2,0.14,33.2,33.2,62,0.98,1.88,13.4,2
91240,35,2,0.41,32.1,31.8,69,0.98,1.01,13.4,2
91241,35,2,0.32,31.6,31.4,67,0.98,0.77,13.4,2
91242,35,2,0.53,31.3,30.9,67,0.96,1.01,13.4,1
91243,35,2,0.45,28.8,28.3,73,0.98,0.89,13.4,0
91244,35,2,0.53,28.8,28.4,73,0.98,1.01,13.4,0
91245,35,2,0.07,29.1,28.7,68,0.98,1.88,13.4,0
91246,35,2,0.26,26.6,26.5,77,0.98,1.13,13.4,0
91247,35,2,0.24,27,27.2,74,0.98,1.01,13.4,1
91248,35,2,0.15,30,30,69,0.98,1.88,13.4,2
91249,35,2,0.17,30.7,30.5,69,0.96,1.13,13.4,2
91250,35,2,0.06,32.1,32.2,69,0.96,1.88,13.4,2
91251,35,2,0.09,32,32,69,0.98,0.89,13.4,2
91252,35,2,0.1,32.4,32.4,69,0.96,0.77,13.4,2
91253,35,2,0.29,33,32.7,62,0.96,0.77,13.4,2
91254,35,2,0.71,32.9,33,69,0.96,1.88,13.4,2
91255,35,2,0.76,32.9,32.5,69,0.96,0.89,13.4,2
91256,35,2,0.32,31.3,31.3,67,0.96,1.01,13.4,0
91257,35,2,0.35,30.8,30.2,69,0.96,1.13,13.4,0
91258,35,2,0.41,29.9,29.5,68,0.98,0.89,13.4,1
91259,35,2,0.53,29.8,29.3,68,0.96,0.77,13.4,0
91260,35,2,0.71,28.9,28.8,73,0.98,0.89,13.4,0
91261,35,2,0.03,29.1,29,68,0.96,1.88,13.4,0
91262,35,2,0.26,29.1,28.3,68,0.96,1.88,13.4,0
91263,35,2,0.38,26.8,26.6,77,0.98,0.89,13.4,0
91264,35,2,0.38,26,26,77,0.98,1.88,13.4,0
91265,35,2,0.12,27,27.9,74,0.96,1.01,13.4,0
91266,35,2,0.21,28.8,28.8,73,0.98,1.13,13.4,0
91267,35,2,0.12,29.7,29.7,68,0.98,0.89,13.4,0
91268,35,2,0.19,30.3,30.2,69,0.96,0.89,13.4,0
91269,35,2,0.26,30.5,30.3,69,0.96,0.77,13.4,0
91270,35,2,0.19,30.6,30.5,69,0.96,0.77,13.4,0
91271,35,2,0.71,30.3,29.4,69,0.96,1.13,13.4,1
91272,35,2,0.45,29,28.5,68,0.98,1.88,13.4,0
91273,35,2,0.38,28.5,28.3,73,0.98,1.13,13.4,0
91274,35,2,0.38,28.1,27.6,73,0.98,1.13,13.4,0
91275,35,2,0.66,27.9,27.8,74,0.98,1.88,13.4,1
91276,35,2,0.04,24.2,24,79,0.98,1.88,13.4,0
91277,35,2,0.03,24.7,24.6,79,1.06,1.13,13.4,0
91278,35,2,0.02,26.4,26.4,77,1.06,1.01,13.4,1
91279,35,2,0.06,26.8,26.7,77,1.04,1.01,13.4,1
91280,35,2,0.02,27.1,27,74,1.04,1.13,13.4,1
91281,35,2,0.03,28.3,28.8,73,0.98,1.01,13.4,2
91282,35,2,0.02,28.4,28.2,73,1.06,0.89,13.4,1
91283,35,2,0.02,28.9,28.9,73,0.98,1.01,13.4,1
91284,35,2,0.14,29.6,29.3,68,1.04,0.77,13.4,0
91285,35,2,0.03,31.4,31.1,67,0.98,1.13,13.4,2
91286,35,2,0.38,30.6,30.4,69,1.04,1.01,13.4,2
91287,35,2,0.01,30.1,29.9,69,1.06,1.88,13.4,1
91288,35,2,0.12,28.6,28,73,1.04,1.88,13.4,1
91289,35,2,0.38,28.1,27.2,73,1.06,1.01,13.4,0
91290,35,2,0.38,27.3,27.2,74,0.96,0.77,13.4,0
91291,35,2,0.05,24.7,24.7,79,1.06,1.88,13.4,-1
91292,35,2,0.19,26.3,26.4,77,1.06,1.88,13.4,0
91293,35,2,0.09,27.1,27.1,74,1.04,0.89,13.4,0
91294,35,2,0.19,27.7,27.7,74,1.06,1.01,13.4,0
91295,35,2,0.01,27.9,27.7,74,1.06,0.89,13.4,1
91296,35,2,0.01,28.5,28.5,73,1.06,1.01,13.4,2
91297,35,2,0.08,28.9,28.7,73,1.04,1.13,13.4,2
91298,35,2,0.26,30,30,69,1.04,0.77,13.4,0
91299,35,2,0.21,30.8,30.7,69,1.04,0.77,13.4,0
91300,35,2,0.24,31,30.9,67,1.04,0.89,13.4,0
91301,35,2,0.02,31.2,31.2,67,1.04,1.13,13.4,2
91302,35,2,0.01,31.4,31.1,67,1.04,1.01,13.4,2
91303,35,2,0.14,29.9,29.2,68,1.04,1.88,13.4,0
91304,35,2,0.17,28.2,27.5,73,1.04,1.01,13.4,1
91305,35,2,0.19,27.6,26.9,74,0.98,0.89,13.4,1
91306,35,2,0.19,27.2,26.8,74,0.96,0.77,13.4,0
91307,35,2,0.12,25.4,25.2,77,1.06,0.89,13.4,0
91308,35,2,0.15,25.4,25.1,77,0.96,1.01,13.4,0
91309,35,2,0.03,26.2,26.6,77,1.04,0.77,13.4,0
91310,35,2,0.08,28,28,73,0.96,1.13,13.4,0
91311,35,2,0.03,28.8,28.7,73,1.06,1.88,13.4,0
91312,35,2,0.07,29.1,29.3,68,1.04,1.13,13.4,2
91313,35,2,0.19,29.9,29.6,68,1.04,1.01,13.4,2
91314,35,2,0.05,31,31.1,67,1.04,1.01,13.4,2
91315,35,2,0.15,33.3,33.5,62,1.06,1.88,13.4,2
91316,35,2,0.04,31.5,31.9,67,1.06,1.13,13.4,2
91317,35,2,0.15,32.7,32.7,69,1.04,0.77,13.4,2
91318,35,2,0.1,33.1,33.3,62,1.04,0.77,13.4,0
91319,35,2,0.02,33.5,33.6,62,0.98,1.13,13.4,2
91320,35,2,0.02,33.6,33.8,62,1.06,1.88,13.4,1
91321,35,2,0.02,33.5,33.7,62,1.06,1.01,13.4,2
91322,35,2,0.01,33.2,33.5,62,1.06,1.13,13.4,2
91323,30,1,0.48,32.5,32.3,57.9,0.6,0.89,13.4,0
91324,30,1,0.41,33,33.1,57.4,0.6,1.01,13.4,2
91326,30,1,0.03,31.3,31.3,52.6,0.6,1.01,13.4,0
91327,30,1,0.11,31,30.9,53.4,0.6,1.01,13.4,0
91328,30,1,0.11,31.1,30.9,51.8,0.6,1.01,13.4,0
91329,30,1,0.08,31.1,31.2,53.2,0.6,1.01,13.4,0
91330,30,1,0.55,31,30.8,55.1,0.6,1.01,13.4,0
91331,30,1,0.24,29.9,29.2,49.3,0.6,0.89,13.4,-2
