,City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
50134,London,UK,31.0,2.0,0.1,24.6,24.6,58.1,0.64,1.5,17.7,1.0
50139,London,UK,31.0,2.0,0.4,24.6,25.9,45.7,0.51,1.2,17.7,0.0
50140,London,UK,31.0,2.0,0.2,25.2,26.1,45.2,0.88,1.2,17.7,0.0
50141,London,UK,31.0,1.0,0.1,25.2,26.3,45.4,0.78,1.2,17.7,2.0
50143,London,UK,31.0,1.0,0.1,26.3,26.3,44.4,0.69,1.4,17.7,2.0
50145,London,UK,31.0,1.0,0.2,25.1,25.5,46.7,0.74,1.2,17.7,0.0
50147,London,UK,31.0,2.0,0.2,25.0,25.6,45.8,0.54,1.3,17.7,-2.0
50149,London,UK,31.0,2.0,0.1,22.2,22.9,60.5,0.73,1.5,16.1,1.0
50150,London,UK,31.0,1.0,0.1,22.4,22.7,59.9,0.75,1.2,16.1,-2.0
50151,London,UK,31.0,1.0,0.1,22.5,23.0,59.8,0.76,1.0,16.1,1.0
50152,London,UK,31.0,1.0,0.1,22.9,23.1,59.0,0.59,2.7,16.1,1.0
50153,London,UK,31.0,2.0,0.2,22.9,23.4,58.4,0.91,1.2,16.1,1.0
50154,London,UK,31.0,2.0,0.1,22.9,23.7,58.5,0.55,1.8,16.1,0.0
50156,London,UK,31.0,2.0,0.1,23.5,24.3,56.2,0.67,1.2,16.1,1.0
50157,London,UK,31.0,1.0,0.1,22.5,22.1,60.8,0.88,1.7,16.1,-2.0
50158,London,UK,31.0,1.0,0.1,23.8,24.1,56.3,1.01,1.4,16.1,-2.0
50159,London,UK,31.0,2.0,0.1,23.6,24.0,56.8,0.52,1.7,16.1,-1.0
50161,London,UK,31.0,1.0,0.1,22.9,23.1,57.4,1.04,1.2,16.1,-2.0
50162,London,UK,31.0,2.0,0.1,22.4,23.0,59.5,0.59,1.6,16.1,-1.0
50163,London,UK,31.0,1.0,0.1,21.7,21.9,61.9,0.61,1.4,16.1,0.0
50164,London,UK,31.0,2.0,0.1,23.1,23.4,57.2,0.75,1.6,16.1,1.0
50165,London,UK,31.0,1.0,0.1,22.7,23.8,60.0,0.64,1.0,16.1,-1.0
50166,London,UK,31.0,1.0,0.1,23.3,23.9,58.1,0.54,1.6,16.1,1.0
50167,London,UK,31.0,2.0,0.1,23.4,23.6,55.7,0.7,1.7,16.1,0.0
50168,London,UK,31.0,2.0,0.1,24.0,24.7,54.0,0.92,1.2,16.1,1.0
50169,London,UK,31.0,1.0,0.1,25.0,24.8,52.0,0.64,1.0,16.1,1.0
50170,London,UK,31.0,1.0,0.1,24.5,24.6,53.4,1.03,1.3,16.1,1.0
50171,London,UK,31.0,1.0,0.1,24.7,25.3,52.8,0.59,1.2,16.1,0.0
50172,London,UK,31.0,2.0,0.1,24.9,25.5,51.3,0.7,1.1,16.1,1.0
50173,London,UK,31.0,2.0,0.1,25.2,25.4,51.1,0.78,2.1,16.1,1.0
50174,London,UK,31.0,2.0,0.1,25.2,26.0,50.4,0.6,1.2,16.1,1.0
50175,London,UK,31.0,1.0,0.1,23.3,24.2,54.6,0.67,1.4,16.1,1.0
50176,London,UK,31.0,2.0,0.1,23.5,23.9,54.8,0.51,1.9,16.1,2.0
50177,Lyon,France,31.0,1.0,0.1,23.4,25.0,60.1,0.56,1.4,13.3,0.0
50178,Lyon,France,31.0,1.0,0.1,23.2,25.4,61.1,0.56,1.5,13.3,-1.0
50179,Lyon,France,31.0,1.0,0.1,24.5,25.6,57.2,0.88,1.3,13.3,0.0
50180,Lyon,France,31.0,2.0,0.1,26.3,26.6,52.4,0.9,1.1,13.3,1.0
50182,Lyon,France,31.0,1.0,0.1,26.4,27.1,51.4,0.59,1.3,13.3,1.0
50183,Lyon,France,31.0,2.0,0.1,25.7,27.3,53.8,0.57,1.5,13.3,1.0
50184,Lyon,France,31.0,2.0,0.1,26.1,26.6,52.0,0.57,1.2,13.3,2.0
50185,Lyon,France,31.0,1.0,0.1,24.1,26.5,55.2,0.58,1.2,13.3,0.0
50186,Lyon,France,31.0,2.0,0.1,26.3,26.8,47.3,0.65,1.0,13.3,0.0
50187,Lyon,France,31.0,2.0,0.1,25.9,27.2,48.3,0.72,1.2,13.3,1.0
50188,Lyon,France,31.0,1.0,0.1,26.2,27.6,48.6,0.56,1.3,13.3,1.0
50189,Lyon,France,31.0,2.0,0.1,26.8,27.0,48.0,0.64,1.2,13.3,2.0
50190,Lyon,France,31.0,2.0,0.1,26.6,28.1,47.6,0.39,1.0,13.3,2.0
50191,Lyon,France,31.0,1.0,0.1,26.4,27.5,49.3,0.58,1.3,13.3,1.0
50192,Lyon,France,31.0,1.0,0.1,26.3,26.7,49.6,0.59,1.1,13.3,2.0
50193,Lyon,France,31.0,2.0,0.1,24.2,27.1,55.5,0.77,1.4,13.3,1.0
50194,Lyon,France,31.0,2.0,0.1,26.1,26.9,50.2,0.61,1.1,13.3,-1.0
50195,Lyon,France,31.0,1.0,0.1,25.2,26.1,55.4,0.6,1.4,13.3,1.0
50198,Porto,Portugal,31.0,1.0,0.1,25.6,27.2,59.7,0.67,1.1,18.3,0.0
50200,Porto,Portugal,31.0,2.0,0.1,24.8,27.0,60.5,0.67,1.2,18.3,1.0
50201,Porto,Portugal,31.0,1.0,0.1,24.9,26.6,60.9,0.73,1.2,18.3,0.0
50202,Porto,Portugal,31.0,1.0,0.1,24.7,26.9,60.7,0.88,1.4,18.3,0.0
50203,Porto,Portugal,31.0,2.0,0.1,25.1,26.6,59.4,0.61,1.2,18.3,0.0
50204,Porto,Portugal,31.0,1.0,0.1,25.0,27.0,59.6,0.63,1.5,18.3,1.0
50205,Porto,Portugal,31.0,1.0,0.1,24.5,27.2,60.9,0.96,1.5,18.3,0.0
50206,Porto,Portugal,31.0,2.0,0.1,24.6,27.5,60.7,0.75,1.2,18.3,0.0
50207,Porto,Portugal,31.0,1.0,0.1,25.1,27.3,60.4,0.56,1.4,18.3,0.0
50209,Porto,Portugal,31.0,1.0,0.1,25.5,26.7,61.5,0.66,1.3,18.3,1.0
50239,Porto,Portugal,31.0,1.0,0.1,25.3,26.8,56.1,0.63,1.2,18.9,0.0
50240,Porto,Portugal,31.0,2.0,0.1,26.0,27.0,54.1,0.56,1.2,18.9,0.0
50241,Porto,Portugal,31.0,1.0,0.1,25.8,26.6,50.8,0.73,1.2,18.9,2.0
50242,Porto,Portugal,31.0,2.0,0.1,24.8,28.2,53.4,0.56,1.2,18.9,1.0
50258,London,UK,31.0,1.0,0.1,22.8,24.1,40.2,0.65,2.0,13.1,1.0
50260,London,UK,31.0,2.0,0.1,24.6,25.5,36.6,0.61,1.2,13.1,0.0
50262,London,UK,31.0,1.0,0.2,22.0,21.1,43.2,1.07,1.2,13.1,-1.0
50265,London,UK,31.0,2.0,0.1,25.3,25.6,36.5,0.45,1.4,13.1,0.0
50267,London,UK,31.0,1.0,0.1,24.5,24.8,39.2,0.66,1.3,13.1,0.0
50269,London,UK,31.0,2.0,0.1,25.1,25.2,36.3,0.53,1.2,13.1,2.0
50270,London,UK,31.0,1.0,0.1,22.4,22.0,41.6,0.86,1.3,13.1,-2.0
50276,London,UK,31.0,2.0,0.1,24.6,24.7,37.1,0.64,1.2,13.1,1.0
50279,London,UK,31.0,2.0,0.1,25.2,25.5,37.4,0.94,1.2,13.1,1.0
50281,London,UK,31.0,2.0,0.3,24.7,25.6,37.7,0.81,1.2,13.1,-2.0
50282,London,UK,31.0,2.0,0.1,25.4,26.5,41.3,0.77,1.3,13.1,1.0
50284,London,UK,31.0,2.0,0.1,24.7,26.0,38.7,0.64,2.5,13.1,1.0
50292,Gothenburg,Sweden,31.0,1.0,0.1,21.0,22.7,50.0,0.64,1.3,11.7,0.0
50294,Lyon,France,31.0,1.0,0.1,22.8,26.7,45.2,0.7,1.6,15.5,1.0
50295,London,UK,31.0,1.0,0.1,25.4,25.2,35.8,0.74,1.0,13.1,0.0
50296,London,UK,31.0,2.0,0.1,24.7,25.0,36.5,0.6,1.7,13.1,0.0
50299,London,UK,31.0,1.0,0.1,24.2,25.6,38.4,0.66,1.1,13.1,0.0
50301,London,UK,31.0,1.0,0.1,25.7,26.0,36.0,0.51,2.0,13.1,2.0
50302,Lyon,France,31.0,2.0,0.1,23.7,27.5,40.9,0.62,1.3,15.5,-1.0
50304,London,UK,31.0,2.0,0.1,25.1,26.0,39.9,0.55,2.2,13.1,0.0
50305,Lyon,France,31.0,1.0,0.1,25.0,27.1,39.0,0.61,1.2,15.5,-1.0
50307,London,UK,31.0,2.0,0.1,24.2,25.2,37.5,0.54,1.2,13.1,1.0
50308,London,UK,31.0,1.0,0.1,24.8,25.4,40.7,0.6,1.6,13.1,1.0
50310,London,UK,31.0,2.0,0.1,25.1,26.5,40.6,0.48,1.8,13.1,0.0
50311,Porto,Portugal,31.0,1.0,1.4,23.9,28.4,58.8,0.61,1.6,17.9,0.0
50312,Porto,Portugal,31.0,1.0,0.7,24.8,26.1,57.7,0.68,1.2,17.9,0.0
50313,Porto,Portugal,31.0,1.0,0.7,24.9,27.4,57.5,0.58,1.4,17.9,-1.0
50314,Porto,Portugal,31.0,1.0,1.5,25.1,28.7,57.0,0.59,1.2,17.9,0.0
50315,Porto,Portugal,31.0,1.0,1.4,25.0,28.5,56.9,0.63,1.2,17.9,-1.0
50316,Athens,Greece,31.0,1.0,0.2,26.3,26.8,42.7,0.6,1.2,25.9,0.0
50317,Porto,Portugal,31.0,1.0,1.4,25.4,28.6,55.1,0.58,1.2,17.9,0.0
50318,Athens,Greece,31.0,2.0,0.1,26.8,27.2,41.9,0.84,1.2,25.9,0.0
50319,Athens,Greece,31.0,1.0,0.4,25.9,28.6,42.3,0.6,1.1,25.9,-1.0
50320,Athens,Greece,31.0,2.0,0.2,26.4,27.5,41.2,0.57,1.3,25.9,0.0
50321,Porto,Portugal,31.0,2.0,1.3,25.8,30.0,53.8,0.58,1.2,17.9,2.0
50322,Athens,Greece,31.0,1.0,0.1,27.0,27.5,39.6,0.64,1.2,25.9,1.0
50323,Athens,Greece,31.0,1.0,0.1,26.6,26.3,39.3,0.61,1.2,25.9,-1.0
50324,Athens,Greece,31.0,2.0,0.2,25.7,26.7,40.7,0.61,1.0,25.9,0.0
50325,Athens,Greece,31.0,2.0,0.1,27.1,27.1,37.4,0.71,1.2,25.9,-1.0
50326,Athens,Greece,31.0,2.0,0.1,27.6,27.1,38.9,0.61,1.2,25.9,0.0
50327,Athens,Greece,31.0,1.0,0.1,27.7,27.6,35.9,0.63,1.2,25.9,1.0
50328,Athens,Greece,31.0,1.0,0.1,27.9,27.6,36.2,0.56,1.0,25.9,-1.0
50329,Athens,Greece,31.0,1.0,0.1,27.3,28.4,38.0,0.63,1.2,25.9,1.0
50330,Athens,Greece,31.0,1.0,0.1,27.7,28.8,37.0,0.62,1.2,25.9,1.0
50331,Athens,Greece,31.0,1.0,0.1,25.2,27.4,45.4,0.63,1.2,25.9,-1.0
50332,Athens,Greece,31.0,1.0,0.2,28.4,26.9,35.9,0.51,1.2,25.9,0.0
50333,Athens,Greece,31.0,1.0,0.1,28.5,27.2,37.0,0.61,1.2,25.9,1.0
50334,Athens,Greece,31.0,1.0,0.1,28.1,28.2,38.3,0.64,1.3,25.9,2.0
50335,Athens,Greece,31.0,1.0,0.1,28.4,28.7,36.6,0.54,1.6,25.9,1.0
50336,Athens,Greece,31.0,2.0,0.1,28.7,29.0,35.5,0.5,1.2,25.9,1.0
50337,Porto,Portugal,31.0,1.0,0.8,25.3,27.1,56.1,0.63,1.1,17.9,1.0
50338,Porto,Portugal,31.0,1.0,0.8,25.5,27.5,55.8,0.82,1.6,17.9,0.0
50339,Porto,Portugal,31.0,1.0,1.6,25.7,29.7,55.8,0.57,1.3,17.9,0.0
50340,Porto,Portugal,31.0,1.0,2.1,27.0,27.8,59.4,0.65,1.2,17.9,1.0
50341,London,UK,31.0,1.0,0.2,21.0,22.2,61.3,0.64,1.5,16.4,-1.0
50343,Athens,Greece,31.0,2.0,0.1,24.2,24.9,43.3,0.95,1.2,19.3,-1.0
50346,Athens,Greece,31.0,1.0,0.1,23.7,25.3,43.7,0.93,1.2,19.3,0.0
50347,Athens,Greece,31.0,2.0,0.1,23.8,25.7,44.1,0.57,1.2,19.3,0.0
50348,London,UK,31.0,2.0,0.1,22.7,23.3,55.9,0.6,1.3,16.4,2.0
50349,Athens,Greece,31.0,2.0,0.1,24.3,25.6,42.2,0.64,1.2,19.3,0.0
50350,Athens,Greece,31.0,2.0,0.2,24.6,26.1,45.3,0.77,1.2,19.3,0.0
50351,Athens,Greece,31.0,2.0,0.1,25.8,25.6,40.4,0.61,1.2,19.3,-1.0
50352,London,UK,31.0,1.0,0.1,23.0,23.5,55.0,0.69,1.2,16.4,0.0
50353,London,UK,31.0,1.0,0.1,19.8,21.2,66.0,0.59,1.4,16.4,0.0
50354,London,UK,31.0,2.0,0.1,23.1,23.2,55.5,0.54,1.2,16.4,-1.0
50355,London,UK,31.0,2.0,0.1,23.2,23.6,55.5,0.37,1.2,16.4,-1.0
50356,London,UK,31.0,2.0,0.1,24.5,24.3,51.2,0.69,1.2,16.4,0.0
50357,London,UK,31.0,2.0,0.1,24.5,24.9,52.8,0.56,1.2,16.4,0.0
50358,London,UK,31.0,2.0,0.1,24.3,24.5,52.5,0.42,1.5,16.4,-1.0
50359,Athens,Greece,31.0,2.0,0.1,24.7,25.7,45.5,0.54,1.2,19.3,-1.0
50360,Athens,Greece,31.0,1.0,0.1,24.9,25.8,45.2,0.73,1.2,19.3,0.0
50361,Athens,Greece,31.0,2.0,0.1,25.2,26.1,44.5,0.81,1.2,19.3,1.0
50362,Athens,Greece,31.0,2.0,0.1,25.2,26.2,44.1,0.66,1.2,19.3,-1.0
50363,Athens,Greece,31.0,1.0,0.1,25.7,26.6,44.1,0.58,1.2,19.3,0.0
50364,Athens,Greece,31.0,1.0,0.1,26.0,26.9,42.9,0.91,1.2,19.3,-1.0
50365,Athens,Greece,31.0,1.0,0.1,25.4,27.0,43.9,1.41,1.2,19.3,2.0
50366,Athens,Greece,31.0,1.0,0.1,26.1,26.6,41.9,0.82,2.5,19.3,0.0
50367,Athens,Greece,31.0,2.0,0.1,26.0,27.4,42.7,0.81,1.0,19.3,0.0
50368,Athens,Greece,31.0,1.0,0.1,26.6,27.1,41.2,0.65,1.2,19.3,0.0
50369,Athens,Greece,31.0,2.0,0.1,26.0,27.4,42.8,0.76,1.2,19.3,-1.0
50370,Athens,Greece,31.0,2.0,0.1,26.4,27.2,40.8,0.76,1.0,19.3,0.0
50371,London,UK,31.0,2.0,0.2,25.6,26.1,47.7,0.51,2.0,16.4,2.0
50372,London,UK,31.0,2.0,0.1,25.2,26.0,48.1,0.66,1.1,16.4,2.0
50373,London,UK,31.0,2.0,0.8,26.2,27.2,44.1,0.5,2.0,16.4,2.0
50374,London,UK,31.0,2.0,0.2,26.3,26.8,44.2,0.44,1.4,16.4,2.0
50375,Porto,Portugal,31.0,1.0,0.11,22.5,23.8,63.2,0.77,1.2,16.1,1.0
50376,Porto,Portugal,31.0,2.0,0.12,23.8,24.9,60.0,0.73,1.2,16.1,2.0
50377,Porto,Portugal,31.0,2.0,0.11,24.0,25.2,59.8,1.03,1.2,16.1,0.0
50378,Porto,Portugal,31.0,2.0,0.22,22.5,24.3,63.3,1.03,1.2,16.1,0.0
50379,Porto,Portugal,31.0,1.0,0.12,24.5,25.1,61.2,0.64,1.2,16.1,0.0
50380,Porto,Portugal,31.0,1.0,0.17,24.6,25.4,58.8,0.66,1.4,16.1,2.0
50381,Porto,Portugal,31.0,2.0,0.13,24.6,25.6,58.7,0.59,1.6,16.1,0.0
50382,Porto,Portugal,31.0,1.0,0.21,21.5,23.1,64.2,0.58,2.0,16.1,-1.0
50383,Porto,Portugal,31.0,1.0,0.24,24.6,25.3,59.2,0.63,1.7,16.1,0.0
50384,Porto,Portugal,31.0,1.0,0.07,25.9,26.0,58.7,0.59,1.9,16.1,2.0
50385,Porto,Portugal,31.0,1.0,0.16,24.4,24.9,58.9,0.58,2.0,16.1,0.0
50386,Porto,Portugal,31.0,2.0,0.12,24.7,25.0,58.2,0.61,1.2,16.1,2.0
50387,Porto,Portugal,31.0,1.0,0.08,26.0,26.4,55.8,0.63,1.2,16.1,2.0
50388,Porto,Portugal,31.0,1.0,0.1,24.7,25.8,58.4,0.73,1.2,16.1,0.0
50392,Porto,Portugal,31.0,1.0,0.09,24.5,25.0,58.2,0.71,1.4,16.1,2.0
50393,Porto,Portugal,31.0,2.0,0.1,23.9,24.4,54.3,0.72,1.2,16.1,-1.0
50394,Porto,Portugal,31.0,1.0,0.13,24.1,25.3,60.6,0.61,1.9,16.1,0.0
50395,Porto,Portugal,31.0,2.0,0.21,24.9,25.2,57.0,0.73,1.2,16.1,-1.0
50396,Porto,Portugal,31.0,2.0,0.07,24.7,25.0,56.4,0.58,1.6,16.1,0.0
50397,Porto,Portugal,31.0,1.0,0.1,24.2,24.5,57.6,0.63,1.2,16.1,0.0
50398,Porto,Portugal,31.0,2.0,0.11,23.6,24.7,60.3,0.73,1.2,16.1,0.0
50399,Porto,Portugal,31.0,2.0,0.07,24.2,24.5,59.3,0.55,1.2,16.1,1.0
50400,Porto,Portugal,31.0,1.0,0.14,25.2,25.4,56.3,0.69,1.5,16.1,0.0
50401,Porto,Portugal,31.0,1.0,0.12,25.5,26.0,57.6,0.66,1.6,16.1,0.0
50402,Porto,Portugal,31.0,1.0,0.21,24.4,25.4,56.0,0.73,1.2,16.1,0.0
50403,Porto,Portugal,31.0,2.0,0.11,24.5,25.2,57.6,0.62,1.2,16.1,0.0
50404,Porto,Portugal,31.0,2.0,0.11,23.4,24.7,59.3,0.61,1.9,18.1,0.0
50405,Porto,Portugal,31.0,2.0,0.06,23.8,24.5,58.5,0.54,1.5,18.1,0.0
50406,Porto,Portugal,31.0,1.0,0.07,24.3,25.0,57.5,0.73,1.2,18.1,0.0
50407,Porto,Portugal,31.0,1.0,0.22,25.1,26.1,53.4,0.63,1.2,18.1,1.0
50408,Porto,Portugal,31.0,1.0,0.08,25.2,26.0,58.5,0.72,1.3,18.1,0.0
50409,Porto,Portugal,31.0,1.0,0.09,25.3,26.3,43.7,0.68,1.2,18.1,0.0
50410,Porto,Portugal,31.0,2.0,0.12,25.1,26.3,44.3,0.73,1.2,18.1,2.0
50411,Porto,Portugal,31.0,1.0,0.13,25.9,26.6,47.1,0.73,1.2,18.1,0.0
50412,Porto,Portugal,31.0,2.0,0.11,25.6,27.5,44.7,0.68,1.2,18.1,0.0
50413,Lyon,France,31.0,1.0,0.1,23.2,24.0,59.4,0.51,1.0,14.9,0.0
50414,Lyon,France,31.0,1.0,0.1,23.2,24.3,59.2,0.43,1.0,14.9,-2.0
50415,Porto,Portugal,31.0,1.0,0.1,24.4,25.2,57.1,0.71,2.0,18.1,0.0
50416,Porto,Portugal,31.0,1.0,0.1,24.9,25.9,42.4,0.63,1.8,18.1,2.0
50417,Porto,Portugal,31.0,1.0,0.04,25.7,26.7,43.5,0.72,1.4,18.1,1.0
50418,Porto,Portugal,31.0,1.0,0.13,24.6,26.0,48.1,0.62,1.3,18.1,0.0
50419,Porto,Portugal,31.0,1.0,0.13,25.2,26.1,50.8,0.74,1.2,18.1,0.0
50420,Porto,Portugal,31.0,1.0,0.13,25.2,25.7,49.1,0.74,1.2,18.1,-1.0
50421,Porto,Portugal,31.0,1.0,0.07,25.5,26.1,52.0,0.69,1.4,18.1,0.0
50422,Porto,Portugal,31.0,2.0,0.1,25.4,26.4,53.3,0.75,1.2,18.1,1.0
50423,Porto,Portugal,31.0,2.0,0.1,23.2,24.5,52.8,0.93,1.2,18.1,0.0
50424,Porto,Portugal,31.0,2.0,0.09,23.7,24.8,56.0,0.98,1.2,18.1,0.0
50425,Porto,Portugal,31.0,1.0,0.09,23.4,24.4,49.4,0.68,1.2,18.1,-2.0
50426,Porto,Portugal,31.0,1.0,0.09,23.7,24.5,48.0,0.66,1.2,18.1,-2.0
50427,Porto,Portugal,31.0,2.0,0.07,25.6,26.2,47.5,0.6,1.2,18.1,1.0
50428,Porto,Portugal,31.0,2.0,0.04,25.7,26.8,48.3,0.73,1.2,18.1,1.0
50429,Porto,Portugal,31.0,1.0,0.09,25.9,26.9,46.4,0.68,1.2,18.1,1.0
50430,Porto,Portugal,31.0,2.0,0.08,25.0,26.3,46.8,0.69,1.4,18.1,0.0
50431,Porto,Portugal,31.0,1.0,0.14,25.6,26.0,44.4,0.63,1.7,18.1,0.0
50440,Gothenburg,Sweden,31.0,1.0,0.1,22.2,23.8,47.4,0.78,1.4,13.1,0.0
50445,Porto,Portugal,31.0,1.0,0.1,23.0,24.0,75.3,0.74,1.2,18.0,0.0
50446,Porto,Portugal,31.0,1.0,0.08,23.6,24.7,69.6,0.64,1.2,18.0,0.0
50449,Porto,Portugal,31.0,2.0,0.11,23.6,24.8,72.4,0.67,1.2,18.0,-1.0
50451,Porto,Portugal,31.0,2.0,0.1,24.4,25.3,70.7,0.4,1.6,18.0,0.0
50452,Porto,Portugal,31.0,1.0,0.12,24.5,25.5,70.0,0.57,2.2,18.0,2.0
50453,Athens,Greece,31.0,2.0,0.1,26.4,27.8,65.8,0.65,1.0,24.5,1.0
50454,Porto,Portugal,31.0,1.0,0.1,24.5,26.2,71.1,0.65,1.3,18.0,0.0
50455,Athens,Greece,31.0,2.0,0.1,26.6,28.0,64.9,0.61,1.2,24.5,1.0
50456,Athens,Greece,31.0,1.0,0.1,26.8,28.4,64.2,0.63,1.2,24.5,1.0
50457,Porto,Portugal,31.0,1.0,0.12,24.8,25.8,68.2,0.73,1.2,18.0,0.0
50458,Athens,Greece,31.0,2.0,0.1,26.8,28.4,62.4,0.7,1.2,24.5,1.0
50459,Porto,Portugal,31.0,1.0,0.09,25.4,26.8,65.7,0.68,1.2,18.0,0.0
50460,Athens,Greece,31.0,2.0,0.1,27.0,28.0,62.2,0.63,1.2,24.5,0.0
50461,Athens,Greece,31.0,2.0,0.1,25.9,28.0,63.4,0.61,1.2,24.5,-1.0
50462,Porto,Portugal,31.0,2.0,0.1,25.8,26.8,63.7,0.56,1.2,18.0,0.0
50463,Athens,Greece,31.0,2.0,0.1,26.1,27.9,65.3,0.61,1.0,24.5,2.0
50464,Athens,Greece,31.0,2.0,0.2,25.9,28.6,63.9,0.71,1.2,24.5,0.0
50465,Porto,Portugal,31.0,1.0,0.13,26.4,27.5,63.2,0.64,1.4,18.0,1.0
50466,Athens,Greece,31.0,1.0,0.1,27.9,27.5,66.0,0.66,1.2,24.5,1.0
50467,Porto,Portugal,31.0,2.0,0.12,26.2,27.6,62.9,0.68,1.2,18.0,0.0
50468,Porto,Portugal,31.0,2.0,0.05,26.0,26.9,61.5,0.63,1.2,18.0,0.0
50477,Porto,Portugal,31.0,1.0,0.13,23.7,24.4,64.9,0.63,1.7,18.0,0.0
50479,Porto,Portugal,31.0,1.0,0.1,24.3,24.8,66.7,0.58,1.2,18.0,0.0
50481,Porto,Portugal,31.0,2.0,0.11,25.1,25.7,62.2,0.43,1.4,18.0,0.0
50484,Porto,Portugal,31.0,2.0,0.13,24.7,25.6,63.1,0.89,1.2,18.0,0.0
50485,Porto,Portugal,31.0,1.0,0.08,26.1,26.8,58.8,0.73,1.2,18.0,0.0
50486,Porto,Portugal,31.0,2.0,0.11,27.0,27.6,55.8,0.62,1.6,18.0,0.0
50487,Porto,Portugal,31.0,1.0,0.12,23.9,26.2,50.6,0.73,1.2,18.0,0.0
50488,Porto,Portugal,31.0,2.0,0.18,23.9,25.0,50.6,0.68,1.2,18.0,0.0
50489,Porto,Portugal,31.0,2.0,0.15,23.8,25.0,54.8,1.01,1.3,18.0,-2.0
50490,Porto,Portugal,31.0,1.0,0.27,22.6,25.0,52.5,0.68,1.2,18.0,0.0
50491,Porto,Portugal,31.0,1.0,0.06,25.4,26.1,54.8,0.72,1.3,18.0,1.0
50500,Porto,Portugal,31.0,1.0,0.12,23.1,23.7,46.4,0.64,1.4,16.5,0.0
50503,Athens,Greece,31.0,2.0,0.1,27.1,28.8,38.0,0.61,1.2,23.9,1.0
50504,Athens,Greece,31.0,2.0,0.1,26.1,28.8,40.0,0.8,1.2,23.9,-2.0
50505,Athens,Greece,31.0,2.0,0.2,27.0,28.4,40.5,0.65,1.0,23.9,0.0
50506,Athens,Greece,31.0,2.0,0.1,26.6,27.9,40.8,0.56,1.2,23.9,1.0
50514,London,UK,31.0,1.0,0.1,24.6,25.3,44.7,0.99,1.2,10.5,0.0
50515,London,UK,31.0,2.0,0.1,23.4,23.8,40.8,0.6,1.3,10.5,1.0
50517,London,UK,31.0,1.0,0.1,25.4,25.4,42.2,0.67,1.6,10.5,0.0
50518,London,UK,31.0,1.0,0.1,23.9,24.4,48.5,0.78,1.2,10.5,0.0
50519,Porto,Portugal,31.0,1.0,0.06,23.2,24.5,43.7,0.73,1.2,13.3,0.0
50521,Porto,Portugal,31.0,1.0,0.23,20.4,23.0,52.3,0.53,1.7,13.3,0.0
50523,Porto,Portugal,31.0,1.0,0.09,23.1,23.9,44.4,0.7,1.4,13.3,0.0
50524,Porto,Portugal,31.0,1.0,0.08,24.2,24.6,43.3,0.96,1.6,13.3,0.0
50525,Porto,Portugal,31.0,1.0,0.07,23.8,24.8,44.2,0.66,1.6,13.3,0.0
50526,London,UK,31.0,2.0,0.1,23.2,23.2,46.7,0.95,1.0,10.7,0.0
50528,Porto,Portugal,31.0,1.0,0.07,22.7,24.0,45.3,0.64,1.7,13.3,0.0
50529,London,UK,31.0,1.0,0.1,24.0,23.4,44.8,0.74,1.2,10.7,0.0
50530,London,UK,31.0,2.0,0.1,23.9,23.6,45.4,0.82,1.8,10.7,0.0
50531,Porto,Portugal,31.0,1.0,0.18,21.6,22.3,50.9,0.88,2.0,13.3,0.0
50532,London,UK,31.0,1.0,0.1,23.6,24.1,45.1,0.49,1.8,10.7,0.0
50534,London,UK,31.0,1.0,0.1,21.4,22.2,51.7,1.18,1.2,10.7,0.0
50535,London,UK,31.0,2.0,0.1,22.5,22.7,49.3,0.99,1.1,10.7,-2.0
50536,London,UK,31.0,1.0,0.1,23.1,22.2,48.0,1.02,1.6,10.7,-2.0
50537,Porto,Portugal,31.0,1.0,0.05,24.2,25.1,45.9,0.74,1.2,13.3,0.0
50538,London,UK,31.0,2.0,0.1,23.0,23.3,45.6,0.83,1.0,10.7,0.0
50539,London,UK,31.0,1.0,0.1,22.5,23.1,47.6,0.74,1.1,10.7,2.0
50541,London,UK,31.0,1.0,0.1,23.8,24.4,45.8,0.44,1.2,10.7,1.0
50542,London,UK,31.0,2.0,0.1,23.5,23.6,45.7,0.71,1.9,10.7,1.0
50543,London,UK,31.0,1.0,0.1,23.2,23.7,46.4,1.07,1.0,10.7,1.0
50544,London,UK,31.0,2.0,0.1,24.2,24.1,44.5,0.73,1.2,10.7,1.0
50545,Porto,Portugal,31.0,1.0,0.2,24.7,26.7,38.6,0.68,1.2,13.3,0.0
50546,Porto,Portugal,31.0,1.0,0.09,26.2,26.5,38.2,0.64,1.2,13.3,0.0
50547,Porto,Portugal,31.0,1.0,0.09,26.1,26.9,39.1,0.67,1.3,13.3,2.0
50548,London,UK,31.0,1.0,0.1,22.7,22.8,47.5,0.61,1.0,10.7,0.0
50549,Porto,Portugal,31.0,1.0,0.1,26.2,27.4,36.4,0.72,1.3,13.3,1.0
50550,Porto,Portugal,31.0,1.0,0.02,24.5,26.1,43.2,0.59,2.7,13.3,0.0
50551,Porto,Portugal,31.0,1.0,0.01,24.5,26.1,44.3,0.71,1.3,13.3,0.0
