,City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
53638,Gothenburg,Sweden,31.0,2.0,0.03,22.4,22.7,49.1,0.57,1.6,16.2,-1.0
53639,Gothenburg,Sweden,31.0,1.0,0.04,21.8,22.7,51.4,0.84,1.8,16.2,0.0
53640,Gothenburg,Sweden,31.0,1.0,0.04,23.8,24.0,45.9,0.58,1.2,16.2,1.0
53641,Gothenburg,Sweden,31.0,1.0,0.05,23.9,23.8,46.7,0.63,1.2,16.2,0.0
53642,Gothenburg,Sweden,31.0,1.0,0.03,24.1,24.2,46.7,0.57,1.6,16.2,1.0
53643,Gothenburg,Sweden,31.0,1.0,0.06,23.9,24.9,46.7,0.73,1.2,16.2,1.0
53644,Gothenburg,Sweden,31.0,2.0,0.05,24.3,24.8,44.9,0.65,1.2,16.2,0.0
53645,Gothenburg,Sweden,31.0,1.0,0.04,24.0,24.7,46.4,0.51,1.6,16.2,0.0
53646,Gothenburg,Sweden,31.0,2.0,0.03,24.3,24.6,46.4,0.46,1.6,16.2,-1.0
53647,Gothenburg,Sweden,31.0,1.0,0.03,22.2,22.3,56.1,0.83,1.2,17.1,0.0
53648,Gothenburg,Sweden,31.0,1.0,0.04,22.5,23.0,54.3,0.83,1.2,17.1,1.0
53649,Gothenburg,Sweden,31.0,1.0,0.02,23.1,23.8,51.1,0.67,1.2,17.1,0.0
53650,Gothenburg,Sweden,31.0,2.0,0.04,23.3,24.2,51.5,0.63,1.2,17.1,-1.0
53651,Gothenburg,Sweden,31.0,1.0,0.03,23.1,24.0,51.1,0.63,1.2,17.1,0.0
53652,Gothenburg,Sweden,31.0,2.0,0.06,23.2,24.3,50.9,0.62,1.2,17.1,1.0
53653,Gothenburg,Sweden,31.0,1.0,0.03,23.0,23.9,50.2,0.64,1.2,17.1,0.0
53654,Gothenburg,Sweden,31.0,1.0,0.02,22.6,23.1,50.2,0.61,1.5,17.1,0.0
53655,Gothenburg,Sweden,31.0,2.0,0.05,22.4,24.1,52.4,0.86,1.2,17.1,-1.0
53656,Gothenburg,Sweden,31.0,1.0,0.03,22.8,24.2,52.6,0.58,1.2,17.1,0.0
53657,Gothenburg,Sweden,31.0,1.0,0.04,22.8,23.3,48.1,0.58,1.2,19.0,-1.0
53658,Gothenburg,Sweden,31.0,1.0,0.03,22.9,23.4,47.0,0.58,1.2,19.0,0.0
53659,Gothenburg,Sweden,31.0,1.0,0.04,22.7,23.0,49.7,0.68,1.2,19.0,0.0
53660,Gothenburg,Sweden,31.0,1.0,0.07,22.7,23.1,48.0,0.58,1.6,19.0,0.0
53661,Gothenburg,Sweden,31.0,1.0,0.04,22.9,23.2,47.6,0.51,1.8,19.0,1.0
53662,Gothenburg,Sweden,31.0,2.0,0.05,22.7,23.6,47.6,0.59,1.6,19.0,0.0
53663,Gothenburg,Sweden,31.0,1.0,0.04,23.2,23.1,47.9,0.75,1.6,19.0,-2.0
53664,Gothenburg,Sweden,31.0,1.0,0.04,23.5,23.8,47.3,0.86,1.2,19.0,1.0
53665,Gothenburg,Sweden,31.0,1.0,0.05,23.5,24.1,46.9,0.58,1.8,19.0,0.0
53666,Gothenburg,Sweden,31.0,1.0,0.03,23.0,23.5,48.3,0.67,1.6,19.0,0.0
53667,Gothenburg,Sweden,31.0,1.0,0.04,23.6,23.6,46.2,0.55,1.6,19.0,0.0
53668,Porto,Portugal,31.0,1.0,0.04,26.5,27.5,32.2,0.43,2.8,20.7,0.0
53669,Porto,Portugal,31.0,1.0,0.04,25.7,25.6,34.8,0.48,2.2,20.7,-1.0
53670,Porto,Portugal,31.0,1.0,0.06,22.9,24.0,31.7,0.47,2.3,20.7,-1.0
53671,Porto,Portugal,31.0,1.0,0.01,27.1,27.4,37.1,0.58,1.2,20.7,2.0
53672,Porto,Portugal,31.0,1.0,0.07,26.5,27.6,38.3,0.56,1.2,20.7,0.0
53673,Porto,Portugal,31.0,1.0,0.08,23.6,27.4,29.1,0.61,1.1,20.7,0.0
53674,Porto,Portugal,31.0,2.0,0.25,21.7,27.4,31.9,0.53,1.4,20.7,0.0
53675,Porto,Portugal,31.0,2.0,0.13,22.2,25.4,33.4,0.5,1.4,20.7,-2.0
53676,Porto,Portugal,31.0,1.0,0.08,24.5,26.0,35.4,0.51,2.5,20.7,0.0
53677,Porto,Portugal,31.0,2.0,0.03,26.5,28.0,34.6,0.63,1.0,20.7,1.0
53678,Porto,Portugal,31.0,1.0,0.04,26.7,28.6,31.5,0.58,1.0,20.7,2.0
53679,Porto,Portugal,31.0,1.0,0.03,26.5,27.5,34.9,0.58,1.2,20.7,2.0
53680,Porto,Portugal,31.0,1.0,0.05,25.6,28.9,33.7,0.56,1.0,20.7,0.0
53681,Halmstad,Sweden,31.0,1.0,0.02,22.2,22.5,42.0,0.68,1.6,15.8,0.0
53682,Halmstad,Sweden,31.0,2.0,0.03,22.7,23.2,40.3,0.55,1.2,15.8,0.0
53683,Halmstad,Sweden,31.0,1.0,0.03,22.8,23.0,39.4,0.57,1.2,15.8,0.0
53684,Halmstad,Sweden,31.0,2.0,0.03,22.0,22.9,40.6,0.48,1.6,15.8,0.0
53685,Halmstad,Sweden,31.0,1.0,0.04,22.2,23.1,40.6,0.32,1.9,15.8,0.0
53686,Halmstad,Sweden,31.0,1.0,0.03,22.8,23.3,37.5,0.47,2.4,15.8,0.0
53687,Porto,Portugal,31.0,1.0,0.12,25.6,26.2,41.8,0.56,1.3,18.2,0.0
53688,Porto,Portugal,31.0,1.0,0.04,26.3,27.0,47.2,0.63,1.2,18.2,0.0
53689,Porto,Portugal,31.0,2.0,0.06,25.3,26.3,38.4,0.55,1.5,18.2,0.0
53690,Porto,Portugal,31.0,1.0,0.03,25.0,26.3,39.2,0.53,1.4,18.2,2.0
53691,Porto,Portugal,31.0,1.0,0.02,24.8,25.9,43.2,0.53,1.6,18.2,-1.0
53692,Porto,Portugal,31.0,1.0,0.04,24.8,26.1,49.0,0.72,1.3,18.2,0.0
53693,Porto,Portugal,31.0,1.0,0.08,25.5,26.9,50.3,0.54,1.4,18.2,0.0
53694,Porto,Portugal,31.0,1.0,0.12,22.7,28.3,56.8,0.58,1.2,18.2,0.0
53695,Athens,Greece,31.0,2.0,0.2,26.9,28.2,32.4,0.53,2.0,27.2,1.0
53696,Athens,Greece,31.0,2.0,0.1,27.1,27.5,32.6,0.61,1.2,27.2,1.0
53697,Athens,Greece,31.0,2.0,0.1,26.7,28.5,33.2,0.61,1.2,27.2,1.0
53698,Athens,Greece,31.0,1.0,0.1,26.6,28.1,32.2,0.68,1.2,27.2,1.0
53699,Athens,Greece,31.0,2.0,0.1,26.2,28.0,34.0,0.69,1.2,27.2,0.0
53700,Athens,Greece,31.0,2.0,0.1,26.6,28.2,31.8,0.61,1.2,27.2,-1.0
53701,Athens,Greece,31.0,1.0,0.1,29.6,30.8,33.9,0.68,1.2,27.2,1.0
53702,Athens,Greece,31.0,1.0,0.1,29.5,30.9,35.2,0.63,1.2,27.2,2.0
53703,Lisbon,Portugal,31.0,2.0,0.05,24.7,25.8,47.7,0.5,1.5,21.5,0.0
53704,Lisbon,Portugal,31.0,2.0,0.2,25.4,27.3,46.8,0.65,1.2,21.5,0.0
53705,Lisbon,Portugal,31.0,1.0,0.1,25.1,27.3,42.2,0.64,1.5,21.5,0.0
53706,Lisbon,Portugal,31.0,1.0,0.12,25.0,27.3,43.7,0.53,1.7,21.5,0.0
53707,Lisbon,Portugal,31.0,1.0,0.09,25.5,27.6,42.7,0.56,1.6,21.5,1.0
53708,Lisbon,Portugal,31.0,1.0,0.25,25.1,27.5,38.6,0.51,2.5,21.5,0.0
53709,Lisbon,Portugal,31.0,1.0,0.11,25.2,26.8,40.2,0.63,1.2,21.5,-2.0
53710,Lisbon,Portugal,31.0,1.0,0.08,25.8,26.9,38.6,0.63,1.2,21.5,0.0
53711,Lisbon,Portugal,31.0,1.0,0.09,25.8,28.9,39.0,0.58,1.5,21.5,1.0
53712,Lisbon,Portugal,31.0,1.0,0.23,27.1,28.4,36.6,0.58,2.4,21.5,1.0
53713,Lisbon,Portugal,31.0,2.0,0.35,27.3,28.9,36.1,0.47,2.4,21.5,0.0
53714,Lisbon,Portugal,31.0,1.0,0.13,25.6,28.0,42.6,0.61,1.6,21.5,-2.0
53715,Lisbon,Portugal,31.0,2.0,0.04,26.1,27.7,42.8,0.68,1.2,21.5,1.0
53716,Lisbon,Portugal,31.0,1.0,0.13,25.7,28.0,44.2,0.53,2.7,21.5,1.0
53717,Lisbon,Portugal,31.0,2.0,0.06,25.2,27.2,46.4,0.7,1.2,21.5,0.0
53718,Lisbon,Portugal,31.0,2.0,0.1,25.7,27.9,44.0,0.5,1.2,21.5,0.0
53719,Lisbon,Portugal,31.0,2.0,0.08,25.5,28.0,44.9,0.48,1.5,21.5,0.0
53720,Lisbon,Portugal,31.0,1.0,0.05,26.0,27.1,46.1,0.75,1.2,21.5,1.0
53721,Lisbon,Portugal,31.0,2.0,0.09,26.2,27.3,46.0,0.58,1.2,21.5,1.0
53722,Malmo,Sweden,31.0,1.0,0.07,23.1,23.6,56.0,0.58,1.2,21.7,0.0
53723,Malmo,Sweden,31.0,1.0,0.05,23.1,23.5,56.2,0.58,1.2,21.7,-1.0
53724,Malmo,Sweden,31.0,1.0,0.03,24.2,24.1,54.2,0.56,1.6,21.7,1.0
53725,Malmo,Sweden,31.0,1.0,0.04,24.7,24.6,52.5,0.58,1.2,21.7,1.0
53726,Malmo,Sweden,31.0,1.0,0.11,24.0,23.6,53.5,0.51,1.4,21.7,0.0
53727,Malmo,Sweden,31.0,1.0,0.09,22.2,22.9,58.0,0.47,1.2,21.7,-1.0
53728,Malmo,Sweden,31.0,1.0,0.06,23.9,24.4,56.7,0.58,1.2,21.7,1.0
53729,Malmo,Sweden,31.0,1.0,0.07,24.0,24.0,55.2,0.61,1.3,21.7,0.0
53730,Malmo,Sweden,31.0,1.0,0.09,23.5,23.1,53.9,0.51,2.0,21.7,2.0
53731,Malmo,Sweden,31.0,1.0,0.09,23.2,23.5,54.7,0.54,1.6,21.7,0.0
53732,Malmo,Sweden,31.0,1.0,0.06,23.5,23.6,57.8,0.56,1.8,21.7,1.0
53733,Malmo,Sweden,31.0,1.0,0.07,23.2,23.8,60.0,0.55,2.0,21.7,0.0
53734,Malmo,Sweden,31.0,2.0,0.05,24.3,24.2,58.4,0.54,1.4,21.7,2.0
53735,Malmo,Sweden,31.0,1.0,0.05,23.6,23.9,55.3,0.68,1.2,21.7,-1.0
53736,Malmo,Sweden,31.0,1.0,0.1,24.0,24.1,53.8,0.65,1.2,21.7,0.0
53737,Malmo,Sweden,31.0,2.0,0.09,23.5,23.8,55.9,0.53,1.6,21.7,0.0
53738,Malmo,Sweden,31.0,1.0,0.07,24.1,25.2,56.0,0.63,1.2,21.7,0.0
53739,Lyon,France,31.0,1.0,0.04,25.6,26.0,55.1,0.6,1.3,22.2,-1.0
53740,Lyon,France,31.0,1.0,0.06,22.1,24.0,57.8,0.51,1.6,22.2,0.0
53741,Lyon,France,31.0,1.0,0.03,22.9,23.6,55.1,0.59,1.4,22.2,0.0
53742,Lyon,France,31.0,1.0,0.06,25.4,25.8,46.1,0.58,1.0,22.2,1.0
53743,Lyon,France,31.0,1.0,0.03,24.6,26.6,47.2,0.5,1.4,22.2,1.0
53744,Lyon,France,31.0,2.0,0.13,26.1,27.0,43.1,0.36,1.4,22.2,0.0
53745,Lyon,France,31.0,2.0,0.08,26.8,27.8,40.6,0.63,1.8,22.2,1.0
53746,Lyon,France,31.0,2.0,0.16,26.7,28.4,40.2,0.6,1.2,22.2,1.0
53747,Lyon,France,31.0,2.0,0.04,27.1,27.4,41.5,0.61,1.5,22.2,2.0
53748,Lyon,France,31.0,1.0,0.09,27.7,28.6,35.9,0.57,1.2,22.2,2.0
53749,Lyon,France,31.0,1.0,0.14,25.5,27.9,42.6,0.67,1.1,22.2,1.0
53750,Lyon,France,31.0,1.0,0.12,26.2,27.7,41.0,0.53,1.2,22.2,0.0
53751,Lyon,France,31.0,1.0,0.05,26.1,27.3,40.2,0.54,1.4,22.2,1.0
53752,Lyon,France,31.0,1.0,0.06,24.5,26.0,42.8,0.58,1.2,22.2,0.0
53753,Lyon,France,31.0,2.0,0.05,26.0,26.8,44.3,0.35,1.0,22.2,1.0
53754,Lyon,France,31.0,1.0,0.06,26.1,29.5,42.8,0.68,1.2,22.2,1.0
53755,Lyon,France,31.0,1.0,0.13,25.6,27.4,42.5,0.57,1.2,22.2,0.0
53756,Lyon,France,31.0,1.0,0.03,25.8,27.3,46.1,0.68,1.1,22.2,1.0
53757,Lyon,France,31.0,1.0,0.03,26.5,27.8,44.6,0.54,1.2,22.2,1.0
53758,Lyon,France,31.0,2.0,0.06,27.0,27.6,39.6,0.49,1.2,22.2,1.0
53759,Lyon,France,31.0,1.0,0.06,27.0,28.4,37.5,0.43,1.2,22.2,1.0
53760,Lyon,France,31.0,2.0,0.04,27.6,28.4,42.1,0.29,1.8,22.2,1.0
53761,Lyon,France,31.0,2.0,0.08,27.7,27.9,36.8,0.51,1.4,22.2,1.0
53763,Porto,Portugal,31.0,2.0,0.07,25.6,25.5,51.3,0.44,1.6,19.8,-1.0
53764,Porto,Portugal,31.0,2.0,0.06,25.7,27.2,43.0,0.43,1.6,19.8,0.0
53765,Athens,Greece,31.0,1.0,0.1,26.0,28.4,39.1,0.68,1.2,27.0,2.0
53766,Athens,Greece,31.0,1.0,0.2,24.4,27.8,39.1,0.68,1.2,27.0,0.0
53767,Porto,Portugal,31.0,2.0,0.02,26.7,27.5,41.9,0.57,1.2,19.8,1.0
53768,Athens,Greece,31.0,2.0,0.2,25.1,26.9,35.8,0.51,2.0,27.0,2.0
53769,Porto,Portugal,31.0,1.0,0.05,27.2,28.3,46.0,0.44,2.0,19.8,1.0
53770,Athens,Greece,31.0,1.0,0.1,26.2,26.6,43.8,0.66,1.2,27.0,-2.0
53771,Porto,Portugal,31.0,1.0,0.06,24.7,27.2,45.0,0.56,1.6,19.8,0.0
53772,Athens,Greece,31.0,2.0,0.2,26.7,28.1,45.3,0.61,1.2,27.0,-1.0
53773,Athens,Greece,31.0,1.0,0.1,27.0,28.0,45.6,0.61,1.2,27.0,1.0
53774,Porto,Portugal,31.0,1.0,0.06,27.1,27.9,44.3,0.57,1.3,19.8,2.0
53775,Athens,Greece,31.0,2.0,0.1,27.2,28.1,44.5,0.61,1.2,27.0,1.0
53776,Porto,Portugal,31.0,1.0,0.07,25.2,27.9,39.7,0.48,2.0,19.8,1.0
53777,Athens,Greece,31.0,2.0,0.1,27.4,28.8,39.8,0.68,1.2,27.0,1.0
53778,Porto,Portugal,31.0,1.0,0.04,24.4,27.9,40.3,0.77,1.2,19.8,0.0
53779,Athens,Greece,31.0,2.0,0.1,27.9,28.8,39.5,0.61,1.2,27.0,1.0
53780,Porto,Portugal,31.0,1.0,0.04,23.3,27.8,37.7,0.43,2.0,19.8,0.0
53781,Athens,Greece,31.0,2.0,0.1,27.6,29.2,39.3,0.66,1.2,27.0,1.0
53782,Porto,Portugal,31.0,2.0,0.13,24.7,26.8,44.9,0.53,1.3,19.8,-2.0
53783,Porto,Portugal,31.0,1.0,0.03,27.3,27.8,45.6,0.68,1.2,19.8,1.0
53784,Porto,Portugal,31.0,2.0,0.03,27.2,28.4,46.7,0.56,1.2,19.8,2.0
53785,Porto,Portugal,31.0,1.0,0.04,27.5,28.6,45.8,0.52,1.2,19.8,1.0
53786,Porto,Portugal,31.0,2.0,0.07,25.8,28.3,45.3,0.47,1.2,19.8,0.0
53787,Porto,Portugal,31.0,1.0,0.04,26.1,27.8,48.4,0.58,1.5,19.8,1.0
53788,Porto,Portugal,31.0,1.0,0.02,25.9,27.6,42.9,0.59,1.2,19.8,1.0
53789,Porto,Portugal,31.0,1.0,0.11,24.1,26.7,52.3,0.53,1.5,17.7,0.0
53790,Porto,Portugal,31.0,1.0,0.09,24.2,26.7,47.5,0.68,1.2,17.7,0.0
53791,Porto,Portugal,31.0,1.0,0.05,24.7,25.8,43.5,0.64,1.2,17.7,0.0
53792,Porto,Portugal,31.0,2.0,0.05,25.2,27.3,49.9,0.48,1.2,17.7,0.0
53793,Porto,Portugal,31.0,1.0,0.06,23.9,27.9,43.5,0.58,1.2,17.7,0.0
53794,Porto,Portugal,31.0,2.0,0.05,24.1,26.7,41.3,0.51,1.2,17.7,-1.0
53795,Porto,Portugal,31.0,2.0,0.07,23.7,26.1,42.6,0.49,1.3,17.7,-2.0
53796,Porto,Portugal,31.0,1.0,0.05,25.8,26.7,48.6,0.53,1.5,17.7,0.0
53797,Porto,Portugal,31.0,1.0,0.06,26.5,28.4,45.4,0.56,1.3,17.7,1.0
53798,Porto,Portugal,31.0,1.0,0.12,23.0,27.1,48.2,0.56,1.3,17.7,-1.0
53799,Athens,Greece,31.0,2.0,0.1,26.5,28.4,33.2,0.57,2.0,26.1,2.0
53801,Athens,Greece,31.0,2.0,0.1,25.5,28.0,36.0,0.56,1.2,26.1,-2.0
53802,Porto,Portugal,31.0,1.0,0.04,25.4,26.1,44.0,0.59,1.2,17.7,-2.0
53803,Porto,Portugal,31.0,2.0,0.06,25.5,26.0,46.1,0.54,1.6,17.7,-2.0
53804,Porto,Portugal,31.0,1.0,0.07,25.7,27.0,43.8,0.59,1.2,17.7,0.0
53805,Porto,Portugal,31.0,1.0,0.05,24.6,27.0,36.0,0.58,1.2,17.7,0.0
53806,Porto,Portugal,31.0,2.0,0.03,24.0,24.1,55.5,0.5,1.3,17.5,0.0
53807,Porto,Portugal,31.0,1.0,0.02,23.1,24.3,59.7,0.56,1.6,17.5,0.0
53808,Porto,Portugal,31.0,1.0,0.09,21.8,24.3,45.5,0.43,2.0,17.5,-2.0
53809,Porto,Portugal,31.0,2.0,0.07,22.1,23.9,44.3,0.69,1.7,17.5,-1.0
53810,Porto,Portugal,31.0,1.0,0.1,21.8,23.9,45.6,0.53,1.5,17.5,-1.0
53811,Porto,Portugal,31.0,1.0,0.15,21.5,24.7,45.6,0.56,1.3,17.5,0.0
53812,Porto,Portugal,31.0,2.0,0.15,24.8,26.5,54.6,0.63,1.2,17.5,0.0
53813,Porto,Portugal,31.0,2.0,0.11,24.1,27.4,55.0,0.56,1.2,17.5,0.0
53814,Porto,Portugal,31.0,1.0,0.05,25.6,26.6,54.3,0.51,1.6,17.5,0.0
53815,Porto,Portugal,31.0,1.0,0.04,25.8,26.6,52.8,0.58,1.2,17.5,0.0
53816,Porto,Portugal,31.0,1.0,0.05,24.6,26.3,55.5,0.49,1.7,17.5,0.0
53817,Porto,Portugal,31.0,1.0,0.05,23.8,25.6,52.6,0.58,1.2,17.5,0.0
53818,Porto,Portugal,31.0,2.0,0.02,25.0,26.2,60.1,0.75,1.2,17.5,0.0
53819,Porto,Portugal,31.0,2.0,0.04,25.2,26.9,57.8,0.44,1.6,17.5,0.0
53820,Porto,Portugal,31.0,1.0,0.06,26.6,27.7,48.9,0.44,2.6,17.5,1.0
53821,Athens,Greece,31.0,1.0,0.1,27.9,30.5,45.0,0.66,1.2,26.6,0.0
53822,Athens,Greece,31.0,2.0,0.1,28.1,29.7,44.2,0.72,1.2,26.6,1.0
53823,Athens,Greece,31.0,1.0,0.1,27.9,29.6,43.9,0.68,1.2,26.6,1.0
53824,Athens,Greece,31.0,1.0,0.1,27.0,29.3,43.8,0.66,1.2,26.6,0.0
53825,Athens,Greece,31.0,2.0,0.2,26.7,28.8,44.8,0.45,1.2,26.6,-1.0
53826,Athens,Greece,31.0,2.0,0.2,26.6,27.8,45.2,0.6,1.0,26.6,-1.0
53827,Athens,Greece,31.0,2.0,0.2,28.6,29.3,41.9,0.69,1.0,26.6,-2.0
53828,Athens,Greece,31.0,2.0,0.2,28.9,29.8,41.4,0.6,1.2,26.6,-1.0
53829,Athens,Greece,31.0,2.0,0.2,28.8,30.2,41.3,0.66,1.2,26.6,-2.0
53830,Porto,Portugal,31.0,1.0,0.07,23.3,23.5,53.6,0.64,1.2,18.2,0.0
53831,Porto,Portugal,31.0,1.0,0.03,23.8,24.6,55.5,0.63,1.2,18.2,1.0
53832,Porto,Portugal,31.0,1.0,0.04,24.3,24.8,53.8,0.47,2.5,18.2,0.0
53833,Porto,Portugal,31.0,2.0,0.05,25.9,26.3,52.7,0.6,1.2,18.2,0.0
53834,Porto,Portugal,31.0,1.0,0.05,26.1,27.2,51.1,0.63,1.2,18.2,0.0
53835,Porto,Portugal,31.0,1.0,0.06,24.7,26.9,48.7,0.62,1.3,18.2,0.0
53836,Porto,Portugal,31.0,1.0,0.12,22.5,25.5,52.0,0.54,1.4,18.2,-1.0
53837,Athens,Greece,31.0,2.0,0.1,28.3,29.1,42.3,0.53,2.0,31.6,-1.0
53838,Athens,Greece,31.0,2.0,0.1,28.4,29.9,43.0,0.49,1.2,31.6,2.0
53839,Athens,Greece,31.0,2.0,0.2,28.2,29.8,45.9,0.58,1.2,31.6,-1.0
53840,Athens,Greece,31.0,1.0,0.1,28.7,29.9,43.3,0.66,1.2,31.6,2.0
53841,Athens,Greece,31.0,2.0,0.5,28.1,31.0,44.9,0.61,1.2,31.6,-1.0
53842,Athens,Greece,31.0,2.0,0.1,29.8,28.9,39.4,0.66,1.2,31.6,-1.0
53843,Athens,Greece,31.0,1.0,0.2,30.8,31.5,38.4,0.68,1.2,31.6,1.0
53844,Athens,Greece,31.0,1.0,0.1,31.0,31.6,38.4,0.66,1.2,31.6,1.0
53845,Athens,Greece,31.0,1.0,0.1,30.8,31.7,37.6,0.68,1.2,31.6,1.0
53846,Porto,Portugal,31.0,1.0,0.01,25.2,25.6,48.9,0.68,1.2,18.2,1.0
53847,Porto,Portugal,31.0,1.0,0.15,24.7,25.6,47.9,0.68,1.2,18.2,0.0
53848,Porto,Portugal,31.0,1.0,0.09,25.5,26.8,60.0,0.73,1.2,18.2,0.0
53849,Porto,Portugal,31.0,1.0,0.05,25.0,26.9,46.0,0.48,1.7,18.2,-1.0
53850,London,UK,31.0,1.0,0.03,29.1,29.2,50.0,0.61,1.8,21.8,2.0
53851,London,UK,31.0,1.0,0.02,31.1,28.7,50.0,0.69,1.0,21.8,2.0
53852,London,UK,31.0,1.0,1.04,28.7,30.0,52.1,0.64,1.2,21.8,2.0
53854,London,UK,31.0,1.0,0.43,26.3,26.8,51.6,0.64,1.2,21.8,-2.0
53857,London,UK,31.0,2.0,0.02,26.8,24.4,51.9,0.64,1.2,21.8,-1.0
53858,London,UK,31.0,2.0,0.01,26.6,24.0,51.9,0.39,1.2,21.8,-2.0
53859,London,UK,31.0,2.0,0.01,37.2,24.1,60.5,0.52,1.3,21.8,-1.0
53860,Lyon,France,31.0,2.0,0.05,26.5,27.1,55.9,0.53,1.0,24.0,1.0
53861,Lyon,France,31.0,1.0,0.13,25.1,26.8,60.2,0.57,1.2,24.0,0.0
53862,Lyon,France,31.0,1.0,0.4,27.2,28.5,53.3,0.4,1.5,24.0,1.0
53863,Lyon,France,31.0,1.0,0.01,27.3,28.0,51.7,0.64,1.1,24.0,1.0
53864,Lyon,France,31.0,2.0,0.12,26.2,27.8,56.0,0.32,1.4,24.0,1.0
53865,Porto,Portugal,31.0,1.0,0.1,26.1,27.8,55.5,0.58,1.0,19.5,2.0
53866,Porto,Portugal,31.0,1.0,0.07,26.4,27.7,55.3,0.46,2.5,19.5,2.0
53867,Porto,Portugal,31.0,1.0,0.08,27.1,28.5,54.8,0.58,1.0,19.5,0.0
53868,Porto,Portugal,31.0,1.0,0.17,25.9,27.8,55.6,0.54,2.1,19.5,0.0
53869,Porto,Portugal,31.0,2.0,0.09,26.4,27.8,53.8,0.48,1.4,19.5,0.0
53870,Porto,Portugal,31.0,1.0,0.13,26.5,27.6,54.3,0.47,1.9,19.5,0.0
53871,Lyon,France,31.0,2.0,0.03,25.0,26.5,51.3,0.77,1.3,25.2,1.0
53872,Lyon,France,31.0,2.0,0.05,24.8,26.1,52.1,0.61,1.2,25.2,0.0
53873,Porto,Portugal,31.0,1.0,0.06,26.5,27.8,54.5,0.75,1.5,19.5,1.0
53874,Porto,Portugal,31.0,1.0,0.12,25.8,27.9,55.9,0.49,1.9,19.5,0.0
53875,Lyon,France,31.0,1.0,0.05,24.5,25.8,50.6,0.53,1.4,25.2,-1.0
53876,Porto,Portugal,31.0,1.0,0.04,27.2,29.2,52.6,0.63,1.2,19.5,1.0
53877,Athens,Greece,31.0,1.0,0.1,24.9,27.7,21.6,0.68,1.2,30.5,1.0
53878,Athens,Greece,31.0,2.0,0.1,24.7,27.5,20.8,0.51,2.0,30.5,0.0
53879,Athens,Greece,31.0,1.0,0.1,25.0,27.6,22.0,0.56,1.2,30.5,-1.0
53880,Athens,Greece,31.0,1.0,0.2,24.9,27.2,20.9,0.53,2.0,30.5,0.0
53881,Athens,Greece,31.0,1.0,0.1,26.1,28.2,30.9,0.66,1.2,30.5,0.0
53883,Athens,Greece,31.0,2.0,0.1,25.7,27.2,27.8,0.66,1.2,30.5,-1.0
53884,Athens,Greece,31.0,2.0,0.1,25.5,28.0,17.2,0.37,1.6,30.5,-1.0
53885,Athens,Greece,31.0,2.0,0.2,28.2,29.4,26.9,0.66,1.2,30.5,0.0
53886,Athens,Greece,31.0,1.0,0.2,28.2,29.8,25.9,0.57,1.4,30.5,-1.0
53887,Athens,Greece,31.0,2.0,0.1,28.5,28.6,24.7,0.47,1.8,30.5,0.0
53888,Athens,Greece,31.0,2.0,0.1,27.9,28.9,26.0,0.68,1.2,30.5,0.0
53889,Porto,Portugal,31.0,2.0,0.1,27.1,28.4,46.7,0.6,1.2,19.5,1.0
53890,Porto,Portugal,31.0,2.0,0.1,27.1,28.7,46.3,0.43,1.3,19.5,2.0
53891,Porto,Portugal,31.0,1.0,0.11,26.6,28.8,49.1,0.69,1.4,19.5,1.0
53892,Porto,Portugal,31.0,1.0,0.18,26.9,28.6,47.4,0.57,1.3,19.5,1.0
53893,Porto,Portugal,31.0,1.0,0.08,27.5,28.9,48.3,0.65,1.2,19.5,2.0
53894,Porto,Portugal,31.0,1.0,0.06,27.1,29.6,47.3,0.56,1.6,19.5,1.0
53895,Porto,Portugal,31.0,1.0,0.15,27.7,30.7,47.2,0.56,1.6,19.5,2.0
53896,Porto,Portugal,31.0,2.0,0.07,27.2,29.3,47.8,0.58,1.2,19.5,1.0
53897,Porto,Portugal,31.0,1.0,0.18,26.3,29.9,50.3,0.48,2.0,19.5,2.0
53898,Athens,Greece,31.0,2.0,0.1,28.8,31.1,20.7,0.66,1.3,29.6,-1.0
53899,Porto,Portugal,31.0,2.0,0.05,27.6,29.4,47.3,0.45,1.6,19.5,2.0
53900,Athens,Greece,31.0,2.0,0.1,27.4,31.4,23.4,0.65,1.2,29.6,0.0
53901,Athens,Greece,31.0,2.0,0.1,27.4,30.8,22.6,0.42,1.3,29.6,-1.0
53902,Porto,Portugal,31.0,2.0,0.05,27.4,29.4,48.4,0.28,2.0,19.5,0.0
53903,Porto,Portugal,31.0,1.0,0.05,26.8,26.7,50.5,0.51,1.2,20.2,2.0
53904,Porto,Portugal,31.0,2.0,0.06,27.3,28.1,50.1,0.49,1.7,20.2,2.0
53905,Porto,Portugal,31.0,2.0,0.03,27.4,28.1,48.7,0.36,2.7,20.2,2.0
53906,Porto,Portugal,31.0,2.0,0.02,27.5,28.1,47.7,0.43,1.4,20.2,1.0
53907,Porto,Portugal,31.0,1.0,0.17,27.1,29.4,49.6,0.58,2.0,20.2,0.0
53908,Porto,Portugal,31.0,1.0,0.29,27.2,30.1,49.1,0.57,1.4,20.2,1.0
53909,Porto,Portugal,31.0,1.0,0.09,27.4,29.5,49.6,0.51,1.6,20.2,2.0
