,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Tg_h (¡C),Outdoor monthly air temperature (¡F)
1447,-0.1,5,24.98,0.95,1.1,22.3,48,0.1,1,22.3,39
1448,-0.5,10,23.73,0.85,1,22.7,46.4,0.11,0,22.7,39
1449,-0.5,10,24.05,0.85,1.1,22.3,46.8,0.14,0,22.3,39
1450,0.3,6,26.94,1.28,1.1,22.7,44.7,0.09,-1,22.7,39
1451,0.8,20,30.67,1.28,1.5,22.9,43.1,0.05,1,22.9,39
1452,-0.3,7,23.91,0.75,1.2,22.4,44.2,0.07,0,22.4,39
1453,-0.2,6,24.27,0.75,1.2,22.3,46.2,0.08,0,22.3,39
1454,-0.2,6,24.76,0.9,1.2,22.1,31.8,0.11,1,22.1,39
1455,-0.3,6,24.36,0.83,1.2,21.4,50.1,0.07,-2,21.6,39
1456,0,5,25.15,0.83,1.2,22.4,48.3,0.08,0,22.3,39
1457,0.2,6,26.36,0.83,1.4,22.1,46.8,0.11,0,22.1,39
1458,0.2,6,26.52,0.83,1.4,22.3,47.2,0.1,2,22.3,39
1459,0.5,11,28.09,0.83,1.6,22.5,44.9,0.06,0,22.5,39
1460,0.2,6,26.39,0.83,1.3,23,42.2,0.06,1,23,39
1461,0.2,6,26.4,0.83,1.4,22.3,44.3,0.07,-1,22.3,39
1462,-0.5,10,23.5,0.83,1.1,22.3,46.2,0.08,1,22.3,39
1463,-0.2,6,24.8,0.83,1.3,22.1,31.8,0.11,1,22.1,39
1464,-0.8,18,22.33,0.62,1.2,21.4,50.1,0.07,-2,21.6,39
1465,-0.8,18,22.28,0.62,1.2,21.8,46.9,0.06,1,21.8,39
1466,-0.6,13,23.02,0.62,1.2,22.3,47,0.11,-2,22.3,39
1467,-0.6,13,22.81,0.62,1.2,22.3,44.8,0.06,-2,22.3,39
1468,-0.4,9,23.5,0.62,1.2,23,42,0.07,-2,23,39
1469,-0.4,9,23.54,0.75,1.2,22.2,44,0.08,0,22.1,39
1470,-0.4,8,23.79,0.75,1.2,22.3,46.2,0.08,0,22.3,39
1471,-0.6,12,23.33,0.75,1.2,22.1,31.8,0.11,0,22.1,39
1472,-0.4,9.666666667,24.01333333,0.803333333,1.2,21.4,50.1,0.07,-2,21.6,39
1473,-0.3,7,23.96,0.7,1.2,22.4,48.3,0.08,0,22.3,39
1474,-0.4,8.666666667,23.65,0.68,1.4,22.5,46.6,0.09,0,22.5,39
1475,-0.333333333,8.333333333,23.89333333,0.68,1.4,22.3,47.2,0.1,0,22.3,39
1476,-0.033333333,8.666666667,25.40333333,0.68,1.366666667,22.5,44.9,0.06,1,22.5,39
1477,3.70E-17,9.156666667,25.59666667,0.68,1.4,23,42.2,0.06,0,23,39
1478,-0.366666667,8,23.77,0.78,1.366666667,22.3,44.3,0.07,0,22.3,39
1479,-0.2,7,24.48666667,0.78,1.6,22.5,45.8,0.06,0,22.4,39
1480,-0.6,14.33333333,23.13666667,0.62,1.533333333,22.1,31.8,0.11,0,22.1,39
1481,-0.4,9,23.69,0.79,1.1,22,48.8,0.08,1,22,39
1482,-0.3,6,24.22,0.8,1.2,22.2,48.9,0.09,1,22.2,39
1483,0.466666667,12.33333333,27.87333333,0.66,2,22.1,38.3,0.076666667,1,19.56666667,39
1484,0.1,5,25.85,0.84,1.3,22,48.8,0.08,2,22,39
1485,0.1,5,26.16,0.84,1.4,22.1,47.5,0.13,0,22.1,39
1486,-0.4,8,23.7,0.84,1.2,21.1,47.7,0.07,1,21.2,39
1487,0.1,5,25.51,0.75,1.3,23.1,42.6,0.07,-1,23.1,39
1488,-0.5,11,23.02,0.75,1.3,20.6,46.3,0.07,-1,20.7,39
1489,-0.1,5,24.75,0.75,1.3,22.3,46.2,0.08,-2,22.3,39
1490,-0.6,13,22.89,0.75,1.2,21.2,32.9,0.1,-2,21.2,39
1491,0,5,25.12,0.75,1.3,21.9,48.6,0.09,-1,21.9,39
1492,-0.2,6,24.43,0.75,1.2,22.3,48,0.1,-2,22.3,39
1493,-0.2,6,24.29,0.75,1.2,22.5,46.6,0.09,-1,22.5,39
1494,-0.2,6,24.39,0.75,1.2,22.3,47.2,0.1,0,22.3,39
1495,-0.1,5,24.87,0.75,1.2,22.7,44.7,0.09,0,22.7,39
1496,0.1,5,25.72,0.75,1.3,23.2,42.7,0.07,0,23.2,39
1497,-0.1,5,24.93,0.9,1.2,22.2,44,0.08,0,22.1,39
1498,0,5,25.18,0.9,1.2,22.3,46.2,0.08,0,22.3,39
1499,-0.5,9,23.7,0.75,1.2,22.1,31.8,0.11,-2,22.1,39
1500,-0.4,9,23.35,0.58,1.3,21.4,50.1,0.07,-2,21.6,39
1501,-0.2,6,24.14,0.58,1.4,22.4,48.3,0.08,-2,22.3,39
1502,0.1,5,26.15,0.9,1.4,21.1,47.7,0.07,0,21.2,39
1503,-0.52,12.37,23.33333333,0.883333333,1.4,23,41.7,0.09,2,23,39
1504,0.3,7,26.91,0.9,1.4,22.2,44,0.08,-1,22.1,39
1505,0.5,10,28.01,0.9,1.5,22.7,45.4,0.06,2,22.6,39
1506,-0.2,6,24.3,0.7,1.3,21.7,48.9,0.09,-1,21.8,39
1507,-0.3,8,23.54,0.5,1.4,22.3,48,0.1,-2,22.3,39
1508,-0.3,7,24.04,0.7,1.2,22.7,46.4,0.11,0,22.7,39
1509,-0.2,6,24.4,0.7,1.3,22.3,47.2,0.1,1,22.3,39
1510,-0.1,5,24.91,0.7,1.3,22.5,44.9,0.06,-2,22.5,39
1511,-0.3,7,23.92,0.7,1.2,22.9,43,0.05,-2,22.9,39
1512,-0.5,10,23.38,0.7,1.2,22.3,44.3,0.07,0,22.3,39
1513,-0.5,11,22.99,0.6,1.2,22.2,46.4,0.09,0,22.2,39
1514,-0.2,6,24.35,0.7,1.4,22.1,31.8,0.11,1,22.1,39
1515,-1.1,29,21.48,0.51,1.2,21.4,50.1,0.07,-1,21.7,39
1516,-1.3,41,21.5,0.51,1,22.2,48.9,0.09,0,22.7,39
1517,-1.2,36,20.95,0.51,1.2,21.4,46.3,0.05,1,21.3,39
1518,-0.486666667,11.89,23.57,0.6,1.1,22.7,44.7,0.09,1,23.2,39
1519,0.033333333,5,25.34,0.696666667,1.2,23.1,42.6,0.07,0,23.5,39
1520,-0.033333333,7.333333333,25.12666667,0.87,1,22.3,44.3,0.07,-1,22.9,39
1521,-0.166666667,7.333333333,24.64333333,0.813333333,1.1,22.5,45.8,0.06,0,22.5,39
1522,-0.2,6,24.63666667,0.6,1,22.1,31.8,0.11,1,22.5,39
1523,-0.8,20,22.05,0.51,1.2,21.4,50.1,0.07,2,21.7,39
1524,-0.3,7,23.72,0.51,1.4,22.4,48.3,0.08,1,22.7,39
1525,-0.3,7,23.78,0.51,1.4,22.7,46.4,0.11,2,22.7,39
1526,-0.8,17,22.3,0.51,1.2,22.3,47.2,0.1,1,22.2,39
1527,-0.5,10,23.19,0.51,1.2,22.7,44.7,0.09,0,23.2,39
1528,0.3,7,26.19,0.51,1.6,23.2,42.7,0.07,2,23.9,39
1529,0,5,24.71,0.51,1.5,22.4,44.2,0.07,1,23,39
1530,0,5,25.01,0.51,1.6,22.7,45.4,0.06,2,22.9,39
1531,-0.4,9,23.74,0.88,1.1,21.4,50.1,0.07,-1,21.6,39
1532,0.3,7,27.09,0.87,1.4,22.3,48,0.1,0,22.6,39
1533,0.2,5,26.13,0.91,1.3,22.8,45.5,0.09,-1,22.6,39
1534,0.3,7,26.97,0.9,1.4,22.7,46.6,0.08,1,22.2,39
1535,0.5,10,27.3,0.63,1.7,22.7,44.7,0.09,-2,23.2,39
1536,0.6,13,27.93,0.63,1.8,23.1,42.6,0.07,-2,23.5,39
1537,-0.2,6,24.24,0.63,1.3,22.4,44.2,0.07,-2,23,39
1538,-0.4,8,23.6,0.63,1.3,22.3,46.2,0.08,-1,22.3,39
1539,0.4,9,27.18,0.63,1.9,22.1,31.8,0.11,-2,22.5,39
1540,-0.1,5,25.35,0.96,1.2,21.4,50.1,0.07,-2,21.6,39
1541,0.2,6,26.58,0.96,1.2,22.2,48.9,0.09,-2,22.7,39
1542,-0.8,19,22.13,0.68,1.2,21,45.4,0.07,-2,20.9,39
1543,-0.2,6,24.33,0.71,1.2,22.3,47.2,0.1,-1,22.2,39
1544,-0.2,6,24.59,0.71,1.2,22.5,44.9,0.06,-2,22.9,39
1545,0,5,25.1,0.71,1.2,23.1,42.6,0.07,-2,23.5,39
1546,-0.5,11,23.47,0.71,1.2,22.1,31.8,0.11,-2,22.5,39
1547,0.2,6,26.62,0.9,1.4,21.4,50.1,0.07,1,21.6,39
1548,0,6,25.17333333,0.9,1.533333333,22.4,48.3,0.08,0,22.7,39
1549,-1.083333333,36.18333333,21.92333333,0.9,1.166666667,20.6,45.8,0.08,-1,20.4,39
1550,-0.033333333,5.333333333,25.13666667,0.9,1.6,22.8,45.5,0.09,0,22.6,39
1551,-0.1,5,24.76,0.62,1.4,22.2,45.5,0.06,1,22.3,39
1552,-0.1,5,25.22,0.62,1.4,21,42.6,0.07,1,23.5,39
1553,-0.1,5,24.43,0.62,1.4,22.2,44,0.08,-1,22.7,39
1554,-0.1,5,24.55,0.62,1.4,22.5,45.8,0.06,-1,22.5,39
1555,-0.1,5,25.22,0.84,1.3,22.1,31.8,0.11,0,22.5,39
1556,0.1,5,25.94,0.79,1.4,21.4,50.1,0.07,-1,21.6,39
1557,0.2,6,26.3,0.79,1.4,22.2,48.9,0.09,-1,22.7,39
1558,-0.6,13,23.27,0.81,1,22.8,46.1,0.09,1,22.6,39
1559,-0.5,10,23.36,0.66,1.2,22.2,45.5,0.06,1,22.3,39
1560,0,5,25.01,0.66,1.2,23.2,42.7,0.07,0,23.9,39
1561,0.133333333,7,26,0.663333333,1.2,22.3,44.3,0.07,-1,22.9,39
1562,-0.306666667,8.43,24.06666667,0.716666667,1.2,22.2,46.4,0.09,-2,22.2,39
1563,-0.9,24,21.98,0.51,1.2,22.1,31.8,0.11,0,22.5,39
1564,-0.2,8.333333333,24.50666667,0.723333333,1.2,22.8,46.1,0.09,-1,22.6,39
1565,-0.433333333,10.33333333,23.46,0.663333333,1.2,22.4,47.1,0.09,-1,22.1,39
1566,0.1,5,25.93,1.05,1.2,21.4,50.1,0.07,-1,21.6,39
1567,-0.1,5.666666667,25.03666667,0.66,1.3,22.4,48.6,0.1,-1,22.8,39
1568,-1,28,21.56,0.58,1.1,21.8,46.9,0.06,0,21.7,39
1569,-0.6,13,22.89,0.58,1.2,22.3,47.2,0.1,-1,22.2,39
1570,-0.8,17,22.39,0.68,1.1,21.6,46.7,0.07,0,21.6,39
1571,0,5,25.29,0.68,1.3,23.1,42.6,0.07,0,23.5,39
1572,-0.2,6,24.44,0.68,1.3,21.9,44.3,0.07,0,22.4,39
1573,-0.3,7,23.98,0.58,1.3,22.5,43.5,0.06,-1,23.2,39
1574,-0.6,11,22.93,0.68,1.3,21.2,32.9,0.1,-1,21.1,39
1575,0.6,13,29.53,1.59,1.2,21.4,50.1,0.07,-2,21.6,39
1576,0.1,5,25.95,0.94,1.2,22.3,48,0.1,-2,22.6,39
1577,0.5,11,28.62,1.3,1.3,22.3,46.8,0.06,-1,22.4,39
1578,0.5,10,28.58,1.3,1.2,22.3,47,0.11,-1,22.2,39
1579,1,25,32.17,1.59,1.5,22.3,44.8,0.06,0,22.6,39
1580,0.9,20,30.66,1.59,1.2,23,42.2,0.06,1,23.4,39
1581,0.6,12,29.01,1.59,1.1,22.2,44,0.08,-1,22.7,39
1582,0.2,6,26.57,1.31,1,22.5,45.8,0.06,0,22.5,39
1583,0.3,6,27.36,1.33,1.2,22.1,31.8,0.11,-1,22.5,39
1584,-0.9,20,22.27,0.72,1.1,21.4,50.1,0.07,-2,21.6,39
1585,-0.2,6,24.73,0.72,1.2,22.4,48.6,0.1,-2,22.8,39
1586,-0.4,9,23.5,0.72,1.2,22.1,46.8,0.07,-1,22,39
1587,-0.5,10,23.32,0.72,1.1,22.8,45.7,0.08,-1,22.5,39
1588,-0.3,7,23.94,0.72,1.2,22.2,45.5,0.06,0,22.3,39
1589,0.1,5,25.59,0.72,1.2,23.1,42.2,0.07,0,23.8,39
1590,-0.4,8,23.66,0.72,1.2,21.5,45.1,0.06,0,22,39
1591,-0.78,21.25,22.43666667,0.72,1.233333333,22.5,43.7,0.06,0,23,39
1592,0.5,10,28.81,1.58,1.2,21.8,32.1,0.1,0,22.1,39
1593,-0.4,9,23.78,0.63,1.4,20.6,46.2,0.15,0,21,39
1594,-0.2,6,24.59,0.63,1.4,21.3,44.9,0.09,1,21.5,39
1595,-0.1,5,24.83,0.75,1.4,21.7,27.5,0.09,1,21.8,39
1596,-0.4,8,24.18,0.96,1.1,21,45.4,0.1,-2,21.1,39
1597,-0.2,6,24.62,0.96,1.1,21.5,45.1,0.07,-2,21.5,39
1598,-0.2,6,25.15,1.01,1.1,21.7,44.7,0.11,-2,21.8,39
1599,-0.6,11,23.36,0.73,1.1,21.5,44,0.1,-2,21.5,39
1600,-0.2,6,24.99,0.98,1.1,22.1,43.2,0.1,0,22.1,39
1601,0.1,5,25.82,0.98,1.1,22.3,42.5,0.07,1,22.5,39
1602,-0.3,6,24.68,1.01,1.1,21.9,43.5,0.21,-2,22,39
1603,-0.1,5,25.02,1.01,1.1,21.2,44.8,0.09,-2,21.2,39
1604,-0.2,6,24.78,0.98,1.2,21.7,27.5,0.09,-1,21.8,39
1605,-0.8,18,22.94,0.75,1.2,20.6,46.2,0.15,-2,21,39
1606,-0.6,13,23.1,0.75,1.1,21.5,45.1,0.07,-1,21.5,39
1607,-0.4,9,23.76,0.73,1.2,21.7,44.7,0.11,-1,21.8,39
1608,-0.7,14,23.03,0.73,1.1,21.5,44.5,0.1,-2,21.5,39
1609,-0.2,6,24.92,0.83,1.3,22,43.1,0.15,0,22,39
1610,-0.3,7,24.31,0.83,1.1,22.2,41.9,0.07,0,22.3,39
1611,-0.4,8,24.33,0.81,1.2,21.8,42.9,0.13,-1,21.9,39
1612,0,5,25.7,0.81,1.4,21.3,44.8,0.12,0,21.4,39
1613,-0.5,10,23.48,0.75,1.2,21.7,27.5,0.09,0,21.8,39
1614,-0.8,17,23.12,0.83,1.1,20.6,46.2,0.15,-2,21,39
1615,-0.5,9,23.69,0.83,1.1,21.5,45.1,0.07,-1,21.5,39
1616,0.3,7,28,1.42,1.2,21.6,44.5,0.13,-1,21.6,39
1617,0.4,8,28.22,1.42,1.2,21.5,44,0.11,-1,21.6,39
1618,-0.5,11,23.6,0.75,1.2,22,43.1,0.15,-1,22,39
1619,-0.4,9,23.74,0.75,1.1,22.2,41.9,0.07,0,22.3,39
1620,-0.5,11,23.71,0.75,1.2,21.8,42.9,0.13,0,21.9,39
1621,-0.4,9,23.83,0.84,1.2,21.7,27.5,0.09,-1,21.8,39
1622,-0.8,17,23.08,0.78,1.1,20.6,46.2,0.15,-1,21,39
1623,-0.5,10,23.52,0.78,1.1,21.5,45.2,0.09,-2,21.5,39
1624,-0.4,8,24.26,0.78,1.2,21.6,44.5,0.13,-1,21.6,39
1625,-0.4,9,23.91,0.78,1.2,21.5,44,0.11,-1,21.6,39
1626,-0.5,10,23.57,0.78,1.1,22.1,43.2,0.1,-1,22.1,39
1627,-0.2,6,24.78,0.78,1.1,22.3,42.5,0.07,-1,22.5,39
1628,-0.5,11,23.41,0.78,1.2,21.7,27.5,0.09,-1,21.8,39
1629,-0.7,14,23.32,0.75,1.2,20.6,46.2,0.15,-1,21,39
1630,-0.3,7,24.09,0.75,1.2,21.3,44.9,0.09,0,21.5,39
1631,-0.3,7,24.18,0.9,1.2,20.9,44.5,0.07,-2,21,39
1632,-0.1,5,25.29,0.9,1.2,21.5,44,0.11,-2,21.6,39
1633,0.1,5,27.46,1.48,1.3,19.5,43.9,0.15,1,19.9,39
1634,0.7,14,29.35,1.48,1.2,22.2,41.9,0.07,1,22.3,39
1635,0,5,25.98,1.3,1.2,20.4,44.6,0.1,2,20.5,39
1636,0.3,7,27.51,1.3,1.2,21.2,44.6,0.09,-2,21.2,39
1637,-0.1,5,26.02,1.3,1.2,20.9,28,0.13,-2,21,39
1638,-0.5,10,24.2,0.98,1.1,20.6,46.2,0.15,-2,21,39
1639,-0.2,6,24.76,0.98,1.1,21.5,45.1,0.07,-2,21.5,39
1640,-0.3,6,24.76,0.98,1.1,21.7,44.7,0.11,-2,21.8,39
1641,-0.3,7,24.55,0.94,1.1,21.5,44.5,0.1,-2,21.5,39
1642,-0.7,14,22.98,0.7,1.1,22.1,43.2,0.1,-2,22.1,39
1643,-0.1,5,25.06,0.98,1.1,22,41.8,0.07,-2,22,39
1644,-0.8,18,22.89,0.73,1.1,21.8,42.9,0.13,-2,21.9,39
1645,-0.3,7,24.44,0.98,1.1,21.2,44.8,0.09,-2,21.2,39
1646,-0.3,7,24.29,0.98,1.1,21.7,27.5,0.09,-2,21.8,39
1647,-0.6,14,22.81,0.7,1.2,21.4,50.1,0.07,-2,21.6,39
1648,-0.4,9,23.66,0.7,1.2,22.3,48,0.1,-2,22.2,39
1649,-0.3,7,24.71,0.7,1,22.9,42.6,0.09,0,23.1,39
1650,0,5,25.35,0.7,1.2,23.2,42.7,0.07,-1,24.4,39
1651,0.4,9,27.36,0.7,1.6,22.4,44.2,0.07,-1,23.2,39
1652,1.1,29,30.1,0.7,1.5,22.1,31.8,0.11,0,24.8,39
1653,0.1,5,25.97,0.98,1.4,21.8,43.5,0.03,0,20.3,39
1654,0.1,5,25.84,0.98,1.2,22.7,42.6,0.04,0,21.7,39
1655,0.1,5,25.35,0.7,1.3,23,42.7,0.03,0,23.2,39
1656,0.3,8,27.12,0.98,1.3,22.9,43.3,0.04,1,22,39
1657,0.3,7,26.93,0.96,1.3,22.8,44.3,0.04,0,22.3,39
1658,0.2,6,26.48,0.98,1.4,22,45.5,0.05,0,20.4,39
1659,0.4,8,27.12,0.98,1.2,23,42.1,0.04,2,23.1,39
1660,0,5,25.68,1,1.2,21.6,44.7,0.05,-1,21.6,39
1661,0.3,7,26.65,0.98,1.2,23,40.8,0.04,1,23.1,39
1662,-0.1,5,24.9,1.05,1.1,22.1,42.9,0.03,-1,21.3,39
1663,0.2,6,26.31,1.03,1.2,22.5,42.1,0.04,0,21.6,39
1664,-0.2,6,24.55,0.75,1.1,22.9,42.3,0.06,0,24.6,39
1665,-0.6,12,22.93,0.75,1.1,23,43,0.05,1,21.7,39
1666,-0.3,7,23.99,0.75,1.2,22.8,44.3,0.04,1,22.3,39
1667,-0.7,17,21.93,0.53,1.3,21.8,45.7,0.05,-1,19.8,39
1668,0.2,6,25.92,0.52,1.6,22.8,43.3,0.04,1,23.3,39
1669,-0.5,10,23.63,0.8,1.1,21.4,44.9,0.05,-1,21.5,39
1670,-0.5,10,23.78,0.52,1.1,22.8,40.7,0.04,1,25.9,39
1671,-0.4,8,23.68,0.78,1.2,22.1,42.9,0.03,-2,20.7,39
1672,0.5,9,27.5,0.78,1.6,22.7,42.3,0.03,0,22.8,39
1673,-0.3,7,23.93,0.78,1.1,22.9,43.5,0.04,1,23,39
1674,-0.2,6,24.51,0.78,1.1,23,43.2,0.05,0,23.3,39
1675,-0.2,6,24.35,0.78,1.2,22.6,44.6,0.05,1,22.8,39
1676,-0.6,11,23.34,0.78,1,22.3,45.1,0.06,0,22.6,39
1677,-0.3,7,24.17,0.78,1,23.1,41.6,0.04,1,23.3,39
1678,-0.2,6,24.47,0.78,1.1,22.7,43.8,0.03,0,22.9,39
1679,-0.4,8,24.06,0.78,1,23,40.8,0.04,0,23.1,39
1680,-0.6,12,22.98,0.71,1.1,22.4,42.6,0.04,-2,22.6,39
1681,-0.5,10,23.64,0.86,1,22.7,42.6,0.04,-1,22.9,39
1682,-0.4,8,23.87,0.86,1.1,23.1,42.1,0.05,-1,23,39
1683,0.2,6,26.31,0.86,1.3,22.8,43,0.04,0,23,39
1684,0,5,25.5,1.01,1.1,22.8,44.3,0.04,0,23.1,39
1685,1,24,31.31,1.01,1.9,22.3,45.1,0.06,0,22.6,39
1686,0.9,21,30.7,1.44,1.3,23,42.5,0.04,0,23.2,39
1687,0.5,10,28.62,1.44,1.2,21.6,44.7,0.05,0,21.8,39
1688,0.3,6,26.39,0.76,1.4,22.9,40.7,0.03,0,23,39
1689,0.1,5,25.87,0.9,1.4,21.8,43.5,0.03,0,22.2,39
1690,0.2,6,26.25,0.9,1.3,22.8,42.8,0.04,0,22.9,39
1691,0.4,8,27.42,1,1.3,22.8,42.9,0.07,0,23,39
1692,0.4,8,27.39,1,1.3,23,43.2,0.05,0,23.3,39
1693,0.5,10,27.72,1,1.3,22.9,43,0.05,0,23,39
1694,0.4,9,27.58,1,1.3,22.9,40.7,0.03,0,23,39
1695,0.1,5,26.32,1.08,1.2,21.8,43.6,0.03,0,22.2,39
1696,0.8,20,30.35,1.08,1.6,22.8,42.8,0.04,1,22.9,39
1697,0.2,6,26.31,0.95,1.3,23,43.3,0.03,0,23.2,39
1698,0.4,9,27.49,0.95,1.4,22.9,43.1,0.05,-1,23.1,39
1699,0.5,9,27.78,1.08,1.3,22.9,44,0.05,1,23.2,39
1700,0.4,8,27.78,1.08,1.3,21.8,45.7,0.05,-2,22,39
1701,0.3,7,27.09,1.08,1.2,22.9,43,0.05,1,23,39
1702,0.4,8,27.84,1.08,1.4,21.4,44.9,0.05,-2,21.6,39
1703,0.5,10,27.91,1.08,1.4,22.8,40.7,0.04,1,23,39
1704,0.1,5,26.18,0.97,1.3,22.1,42.9,0.03,0,22.4,39
1705,0.1,5,25.99,0.97,1.2,22.8,42.7,0.04,1,22.8,39
1706,-0.3,7,24.01,0.72,1.2,23,43.3,0.03,1,23.2,39
1707,0,5,25.09,0.72,1.3,22.9,43.3,0.04,1,23.1,39
1708,-0.1,5,24.68,0.72,1.3,22.8,44.3,0.06,-1,23,39
1709,0.1,5,25.53,0.72,1.3,22.5,45,0.05,-1,22.8,39
1710,0.1,5,25.9,0.97,1.2,22.9,43,0.05,1,23,39
1711,0,5,25.51,0.9,1.2,22.1,42.9,0.03,0,22.4,39
1712,0.6,12,28.3,0.9,1.6,22.7,42.3,0.03,1,22.8,39
1713,0.4,9,27.51,0.9,1.5,22.9,42.3,0.06,0,23.1,39
1714,0.2,6,26.14,0.9,1.2,22.9,43.1,0.05,0,23.1,39
1715,0.2,6,25.94,0.75,1.3,23,44.2,0.04,-1,23.3,39
1716,-0.1,5,24.95,0.75,1.3,22,45.5,0.05,-2,22.3,39
1717,0.8,18,29.7,0.9,1.8,22.9,43,0.05,-1,23,39
1718,-0.2,6,24.57,0.9,1.2,21.4,44.9,0.05,-2,21.6,39
1719,0.1,5,25.65,0.75,1.4,22.8,40.7,0.04,-2,23,39
1720,-0.1,5,24.84,0.86,1.3,21.3,38.9,0.04,-2,21.6,39
1721,0.7,16,29.32,0.86,2,21.6,37,0.03,-1,21.7,39
1722,0.1,5,26.09,0.86,1.5,21.3,40.3,0.02,0,21.5,39
1723,-0.6,14,23.05,0.86,1.1,21.7,36.3,0.02,-1,21.9,39
1724,0.8,18,29.59,0.86,1.9,22.2,36.6,0.03,0,22.3,39
1725,-0.3,7,24.05,0.86,1.1,22.1,36.5,0.04,-1,22.3,39
1726,-0.2,6,24.62,0.86,1.3,21.6,36.3,0.04,-2,21.7,39
1727,0,5,25.4,0.86,1.2,22.3,34.6,0.03,-1,22.4,39
1728,-0.3,7,24.46,1.11,1,21.6,38.6,0.04,-2,21.8,39
1729,0,5,25.82,1.11,1.2,21.9,36.5,0.03,0,22.1,39
1730,-0.8,18,22.68,0.86,1,21.6,35.9,0.02,-1,21.8,39
1731,-0.4,9,23.77,0.86,1.2,21.5,36.8,0.03,-1,21.6,39
1732,-0.2,6,24.56,0.86,1.2,22.4,34.7,0.05,0,22.6,39
1733,-0.3,7,24.05,0.86,1.2,22.1,32.9,0.02,0,22.1,39
1734,-0.2,6,24.62,0.86,1.2,22.5,33.8,0.02,-1,22.6,39
1735,-0.3,7,24.04,0.86,1.2,21.8,35.8,0.04,-1,21.9,39
1736,-0.3,7,24.13,0.86,1.2,21.3,38.9,0.04,-1,21.6,39
1737,0,5,25.37,0.86,1.3,22.1,37.7,0.04,-1,22.3,39
1738,-0.1,5,24.86,0.86,1.3,21.7,36.9,0.03,1,21.9,39
1739,-0.066666667,5,25.32666667,1.073333333,1.3,21.9,36,0.03,1,21.9,39
1740,-1.85E-17,10,25.66666667,0.743333333,1.3,21.9,35,0.03,0,22.1,39
1741,-0.6,13,22.98,0.76,1.2,21.3,38.9,0.04,1,21.6,39
1742,0,5,25.58,1.01,1.2,22.1,36.8,0.03,0,22.3,39
1743,-0.4,9,23.53,0.76,1.2,21.6,39.7,0.02,1,21.8,39
1744,0.1,5,26.03,1.01,1.2,22.1,38,0.02,0,22.2,39
1745,0.1,5,25.78,1.01,1.2,22.8,32.4,0.03,0,22.8,39
1746,0.1,5,25.83,1.01,1.2,22.5,35.1,0.04,1,22.7,39
1747,0.1,5,25.93,1.01,1.2,22.1,35.3,0.01,0,22.3,39
1748,0.1,5,25.94,1.01,1.2,22.3,34.6,0.03,0,22.4,39
1749,-0.3,7,24.07,0.78,1.2,22.2,37.6,0.03,0,22.4,39
1750,-0.2,6,24.38,0.78,1.3,22.1,36.8,0.03,-1,22.3,39
1751,-0.8,20,22.35,0.78,1.1,21.6,35.9,0.02,-2,21.8,39
1752,-0.3,7,24.1,0.78,1.3,21.5,36.8,0.03,-2,21.6,39
1753,-0.3,7,24.02,0.78,1.2,22,38.1,0.03,-2,22.2,39
1754,-0.2,6,24.39,0.78,1.2,22.8,32.4,0.03,-1,22.8,39
1755,0,5,25.32,0.78,1.3,22.3,34.6,0.03,-1,22.4,39
1756,-0.3,6,24.27,0.83,1.3,21.5,38.5,0.04,1,21.7,39
1757,-0.2,6,24.45,0.83,1.2,22.1,36.8,0.03,2,22.3,39
1758,-0.4,9,23.55,0.75,1.2,21.9,39.3,0.03,-2,22,39
1759,-1.1,30,21.15,0.47,1.3,21.3,37.3,0.02,-2,21.4,39
1760,-1.2,36,21.23,0.47,1.1,22.4,34.7,0.05,0,22.6,39
1761,-0.9,21,21.91,0.47,1.2,22.8,32.4,0.03,1,22.8,39
1762,-1.1,30,21.41,0.47,1.2,22.5,35.1,0.04,-1,22.7,39
1763,-1.2,36,20.89,0.47,1.2,21.6,36.3,0.04,1,21.7,39
1764,-0.9,22,22.1,0.47,1.2,22.3,34.6,0.03,0,22.4,39
1765,0.3,7,27.3,1.05,1.3,21.8,38.5,0.04,-1,22.3,39
1766,-0.3,6,24.5,1.05,1.1,21.6,36.7,0.02,-1,21.2,39
1767,-0.1,5,25.08,0.95,1.2,21.8,39.5,0.03,0,21.7,39
1768,-0.2,6,24.68,0.95,1.2,21.5,40.1,0.04,0,21.3,39
1769,-0.3,7,24.75,0.96,1,21.4,39.8,0.03,1,23.4,39
1770,-0.2,6,24.6,0.84,1.3,21.3,38.9,0.04,-1,21.6,39
1771,-0.3,7,24.26,0.84,1.2,21.9,36.5,0.03,-2,22.1,39
1772,0.6,12,28.73,1.33,1.3,22.5,35.1,0.04,-1,22.7,39
1773,-0.4,9,23.5,0.69,1.3,21.8,35.8,0.04,-1,21.9,39
1774,0.2,6,26.48,0.88,1.4,22.3,34.6,0.03,0,22.4,39
1775,-0.5,10,23.49,0.78,1.2,21.4,42.5,0.03,0,21.5,39
1776,-0.4,9,23.54,0.78,1.2,22,40.5,0.03,0,21.4,39
1777,-0.6,12,23.05,0.76,1.2,21.3,42,0.02,-1,21.2,39
1778,-0.5,10,23.25,0.78,1.2,21.7,40.5,0.03,-1,21.2,39
1779,-0.5,11,23.33,0.78,1.1,21.8,39.5,0.03,0,21.7,39
