,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Tg_h (¡C),Outdoor monthly air temperature (¡F)
1780,-0.3,7,24.02,0.78,1.3,21.5,40.1,0.04,0,21.3,39
1781,0.1,5,26.14,0.78,1.4,21.4,39.8,0.03,-2,23.4,39
1782,0.6,13,29.38,1.36,1.4,21.6,40.8,0.04,-1,21.8,39
1783,0.4,9,28.16,1.64,1.1,21.5,40.1,0.04,1,21.3,39
1784,0.4,8,27.87,1.36,1.1,21.4,39.8,0.03,-1,23.4,39
1785,-0.3,7,23.88,0.75,1.3,21.4,42.5,0.03,0,21.5,39
1786,-0.4,8,23.62,0.75,1.2,22,40.5,0.03,0,21.4,39
1787,-0.5,11,23.15,0.75,1.2,21.3,40.3,0.02,0,21,39
1788,-0.2,6,24.44,0.75,1.3,21.5,42.8,0.02,-1,21.7,39
1789,-0.033333333,5,25.42,0.833333333,1.3,21.9,36.8,0.03,0,21.7,39
1790,-0.1,5,25.25,0.97,1.2,21.4,42.5,0.03,-2,21.5,39
1791,-1.133333333,38,20.66666667,0.93,1.266666667,22,40.5,0.03,2,21.4,39
1792,-0.3,7,24.29,0.97,1.1,20.8,44.4,0.02,-2,21.3,39
1793,-0.2,6,24.72,0.97,1.2,21.6,39.9,0.05,1,21,39
1794,-0.69,27.22666667,23.24666667,0.74,1.3,21.5,41.9,0.04,-1,21.8,39
1795,-0.6,12,23.02,0.75,1.2,21,43,0.04,-2,20.9,39
1796,-0.3,7,24.1,0.75,1.3,21.8,41.9,0.04,-2,21.5,39
1797,-0.1,5,25.08,0.75,1.4,21,44.3,0.02,-2,21.4,39
1798,-0.3,8,23.72,0.75,1.3,21.8,40.2,0.02,-2,21,39
1799,0.2,7.666666667,26.96666667,0.75,1.233333333,21.1,44.4,0.05,-2,21.5,39
1800,0.3,7,26.86,0.75,1.6,21.8,36.7,0.05,-2,22.2,39
1801,-0.7,14,22.88,0.75,1.1,21.6,40.8,0.04,-1,21.8,39
1802,-0.3,7,24.1,0.75,1.3,21.3,40.5,0.01,-2,21.5,39
1803,0,5,25.9,0.75,1.3,20.5,41.8,0.03,-2,24.2,39
1804,-0.596666667,19.05666667,23.27,1.36,1.3,21,44.3,0.02,-2,21.4,39
1805,-0.4,9,23.33,0.73,1.3,21.6,39.9,0.05,-1,21,39
1806,0.2,6,26.34,0.73,1.6,21.2,43.6,0.04,0,21.7,39
1807,0,5,25.19,0.73,1.4,22,37.2,0.04,0,22.2,39
1808,-0.5,10,23.46,0.73,1.2,21.6,40.8,0.04,0,21.8,39
1809,0.233333333,8.666666667,27.31,0.886666667,1.6,21.8,40.1,0.03,-2,21.1,39
1810,0.2,6,26.39,0.73,1.4,21.2,40,0.03,-1,23.7,39
1811,-0.3,7,23.94,0.68,1.4,21,43,0.04,0,20.9,39
1812,-0.5,11,23.11,0.68,1.2,21.5,42.1,0.02,0,21.5,39
1813,-0.4,8,23.75,0.68,1.3,21,44.3,0.02,1,21.4,39
1814,0,5,25,0.68,1.6,21.5,39.7,0.06,2,21,39
1815,-0.6,14,22.93,0.68,1.2,21.2,43.6,0.04,-2,21.7,39
1816,-0.1,5,24.71,0.68,1.4,21.8,36.7,0.05,1,22.2,39
1817,-0.4,9,23.49,0.68,1.3,21.3,42.4,0.04,1,21.6,39
1818,-0.4,8,23.7,0.68,1.3,21.8,38.8,0.04,1,21.7,39
1819,0.1,5,25.73,0.68,1.4,21.2,40,0.03,1,23.7,39
1820,-0.4,8,23.69,0.78,1.3,21,43,0.06,-2,21.2,39
1821,0.1,5,25.83,0.81,1.4,22,40.5,0.05,0,22.1,39
1822,-0.7,16,22.63,0.75,1.1,21,44.3,0.04,-2,21.1,39
1823,-0.433333333,10.66666667,23.69,0.77,1.2,21.1,44.4,0.07,-2,21.2,39
1824,-0.8,17,22.59,0.75,1.1,21.9,36.8,0.05,-2,22,39
1825,0.7,14,30,1.41,1.4,21.3,42.4,0.06,-2,21.4,39
1826,0.2,6,26.7,1.41,1.1,21.7,40,0.06,-2,21.7,39
1827,-0.3,7,24.29,0.8,1.2,21.2,40,0.05,-2,21.3,39
1828,0.2,6,26.77,1.36,1.1,21,43,0.06,-2,21.2,39
1829,0.5,10,28.54,1.56,1.2,21.4,42.5,0.05,-2,21.5,39
1830,0.4,9,28.49,1.57,1.2,21.1,44.3,0.05,-2,21.3,39
1831,0.5,11,28.81,1.57,1.2,21.7,40.5,0.05,-1,21.7,39
1832,0.5,9,28.5,1.57,1.1,21.2,43.6,0.06,-2,21.4,39
1833,0.5,10,28.61,1.57,1.2,21.6,36.7,0.04,-1,21.7,39
1834,-0.8,20,22.22,0.74,1.1,20.8,42.5,0.04,-1,21,39
1835,-0.5,10,23.31,0.74,1.2,21.8,39.1,0.05,-1,21.8,39
1836,-0.3,6,24.4,0.74,1.3,20.9,40.8,0.05,-1,21,39
1837,-0.9,24,21.9,0.72,1.1,21,43,0.06,-2,21.2,39
1838,-0.3,7,23.83,0.72,1.2,22,41.3,0.06,2,22.1,39
1839,-0.2,6,24.64,0.9,1.2,21,44.3,0.04,-2,21.1,39
1840,-0.7,15,22.43,0.62,1.2,21.8,40.2,0.04,2,21.8,39
1841,-0.1,5,24.99,0.83,1.3,21.3,43,0.05,-1,21.5,39
1842,-0.2,6,24.62,0.83,1.2,22,37.2,0.06,0,22.1,39
1843,0.1,5,25.91,0.98,1.3,21.3,42.4,0.06,-2,21.4,39
1844,-0.1,5,24.99,0.98,1.2,21.7,40,0.06,0,21.7,39
1845,0.1,5,25.93,0.84,1.4,21.4,39.8,0.05,-1,21.5,39
1846,-0.2,6,24.36,0.77,1.3,21.5,42.1,0.04,0,21.7,39
1847,-0.6,12,22.84,0.57,1.3,22,40.5,0.05,1,22.1,39
1848,-0.3,7,24.39,1.15,1.1,20.5,45.3,0.03,-1,20.7,39
1849,-0.3,7,24.22,0.9,1.2,21.5,39.7,0.08,0,21.6,39
1850,-0.3,7,24.36,0.9,1.3,20.4,45.5,0.08,0,20.5,39
1851,0.2,6,26.68,1.48,1.1,21.4,37.4,0.05,1,21.4,39
1852,-0.8,18,22.34,0.8,1.2,19.8,43.7,0.06,1,20.1,39
1853,-1,25,21.74,0.62,1.1,21.8,39.6,0.06,0,21.8,39
1854,-0.2,6,24.79,1,1.2,19.6,42.8,0.03,0,19.9,39
1855,-0.2,6,24.25,0.72,1.4,21,43,0.06,0,21.2,39
1856,-0.3,7,23.9,0.72,1.3,22,41.3,0.06,0,22.1,39
1857,-0.6,12,23.14,0.75,1.2,21,44.3,0.04,0,21.1,39
1858,-0.6,11,23.07,0.75,1.2,21.5,39.7,0.08,0,21.6,39
1859,-0.5,10,23.51,0.75,1.2,21.2,43.6,0.06,0,21.4,39
1860,-0.4,8,23.72,0.75,1.2,21.8,36.7,0.07,0,21.9,39
1861,-0.1,5,25.07,0.87,1.3,21.3,42.4,0.06,-1,21.4,39
1862,-0.2,6,24.45,0.87,1.2,21.8,39.1,0.05,0,21.8,39
1863,-0.4,9,23.93,0.84,1.1,21.2,40,0.05,0,21.3,39
1864,0.7,15,30.48,1.53,1.4,21,43,0.06,-2,21.2,39
1865,0.8,18,30.68,1.48,1.4,22,40.5,0.05,-2,22.1,39
1866,0.6,13,30.06,1.48,1.4,20.5,45.3,0.03,-2,20.7,39
1867,0.7,16,30.4,1.48,1.4,21.7,40.5,0.05,-2,21.7,39
1868,0.7,17,30.62,1.48,1.4,21.3,43,0.05,-2,21.5,39
1869,0.7,14,30.08,1.48,1.4,21.4,37.4,0.05,-2,21.4,39
1870,0.6,12,29.82,1.48,1.4,20.4,42.7,0.06,-2,20.6,39
1871,0.7,15,30.31,1.48,1.4,21.3,40.5,0.03,-2,21.3,39
1872,0.7,14,30.26,1.48,1.4,20.1,42.2,0.04,-2,20.4,39
1873,-0.133333333,6,24.76666667,0.86,1.3,20.53333333,40.66666667,0.18,-2,20.8,39
1874,0.1,5,25.84,0.86,1.4,21.7,42,0.05,1,21.8,39
1875,-0.3,8,23.99,0.86,1.3,20.2,46.1,0.03,-2,20.3,39
1876,-0.1,5,24.77,0.86,1.3,21.4,39.7,0.05,1,21.5,39
1877,0.1,5,25.83,0.86,1.4,21.3,43,0.05,0,21.5,39
1878,0.1,5,25.74,0.86,1.3,22,37.2,0.06,2,22.1,39
1879,0.2,6,26.35,0.86,1.5,21.3,42.4,0.06,-2,21.4,39
1880,-0.1,5,25.01,0.86,1.3,21.5,40.1,0.06,2,21.5,39
1881,0,5,25.47,0.86,1.3,20.9,40.8,0.05,-2,21,39
1882,-0.6,12,23.11,0.81,1.2,21,43,0.06,-2,21.2,39
1883,-0.7,17,22.71,0.84,1,21.4,42.5,0.05,-1,21.5,39
1884,-0.4,9,23.77,0.84,1.2,21.1,44.3,0.05,-1,21.3,39
1885,-0.5,10,23.49,0.84,1.2,21.4,39.7,0.05,-1,21.5,39
1886,-0.2,6,24.53,0.84,1.2,21.2,43.6,0.06,-2,21.4,39
1887,-0.3,6,24.32,0.84,1.2,21.9,36.9,0.08,-2,22,39
1888,-0.6,12,23.16,0.84,1.2,20.4,42.7,0.06,-1,20.6,39
1889,-0.2,6,24.54,0.84,1.2,21.8,39.1,0.05,0,21.8,39
1890,-0.6,12,23.42,0.84,1.2,19.6,42.8,0.03,-1,19.9,39
1891,0.2,6,26.7,1.11,1.3,21,43,0.06,-1,21.2,39
1892,0.2,6,26.44,1.11,1.3,21.8,39.9,0.05,1,21.9,39
1893,0,5,25.56,1.11,1.2,21.2,43.9,0.04,0,21.3,39
1894,-0.1,5,25.27,1.11,1.1,21.6,40.7,0.04,0,21.5,39
1895,0.1,5,26.23,1.11,1.2,21.3,43,0.05,1,21.5,39
1896,0,5,25.68,1.11,1.2,21.4,37.4,0.05,1,21.4,39
1897,0.1,5,26.03,1.11,1.2,21.8,39.5,0.05,0,21.8,39
1898,0.2,6,26.74,1.11,1.3,21.3,40.5,0.03,0,21.3,39
1899,0.2,6,26.62,1.11,1.2,21.4,39.8,0.05,-2,21.5,39
1900,-0.5,11,23.22,0.75,1.2,21,43,0.06,1,21.2,39
1901,-0.4,8,23.72,0.75,1.2,22,40.1,0.05,0,22,39
1902,0,5,25.48,1,1.2,21.1,44.3,0.05,-1,21.3,39
1903,-0.2,5,24.55,0.75,1.4,21.7,40.5,0.05,0,21.7,39
1904,-0.1,5,24.8,0.75,1.4,21.3,43,0.05,0,21.5,39
1905,-0.4,8,23.64,0.75,1.2,21.6,36.7,0.04,0,21.7,39
1906,-0.3,7,23.9,0.75,1.2,21.8,39.5,0.05,-1,21.8,39
1907,-0.5,10,23.37,0.75,1.2,21.5,40.1,0.06,0,21.5,39
1908,-0.3,6,24.37,0.75,1.2,21.4,39.8,0.05,1,21.5,39
1909,-0.633333333,14.66666667,22.9,0.69,1.2,21,43,0.06,-2,21.2,39
1910,-0.6,12,23.04,0.71,1.2,21.6,40.7,0.04,-1,21.5,39
1911,-0.5,10,23.33,0.75,1.2,21.1,44.4,0.07,0,21.2,39
1912,-0.4,8,23.87,0.75,1.2,22,37.2,0.06,-1,22.1,39
1913,-0.4,9,23.57,0.75,1.2,21.5,41.9,0.06,-2,21.7,39
1914,-0.5,11,23.1,0.73,1.2,21.7,40,0.06,-1,21.7,39
1915,0,5,25.87,1,1.2,21.4,39.8,0.05,0,21.5,39
1916,-0.1,5,25.28,1.05,1.2,21,43,0.06,-2,21.2,39
1917,0.7,15,30.4,1.77,1.3,21,43,0.06,-2,21.2,39
1918,0.8,19,30.99,1.77,1.3,22,40.1,0.05,-2,22,39
1919,0.166666667,14.66666667,27.29,1.03,1.3,21.3,43,0.05,-2,21.5,39
1920,-0.1,5,25.04,1.03,1.2,21.6,36.7,0.04,-1,21.7,39
1921,-0.2,6,24.55,0.97,1.1,21.6,40.8,0.06,-1,21.8,39
1922,-0.3,7,24.3,0.97,1.1,21.3,40.5,0.03,-1,21.3,39
1923,-0.1,5,25.14,1.1,1,21.4,39.8,0.05,1,21.5,39
1924,0.4,8,28.1,1.48,1.2,21.3,42.7,0.06,1,21.3,39
1925,0.4,9,28.21,1.48,1.2,21.8,39.9,0.05,0,21.9,39
1926,0.3,6,27.11,1.3,1.2,21.6,40.8,0.06,-2,21.8,39
1927,0.2,6,26.97,1.3,1.2,21.3,40.5,0.03,-2,21.3,39
1928,0.1,5,25.98,1.04,1.2,21.4,39.8,0.05,-1,21.5,39
1929,-0.3,7,24.26,0.86,1.1,22.8,41.7,0.09,-1,22.9,39
1930,-0.3,6,24.65,0.86,1.2,22.5,43.2,0.12,0,22.6,39
1931,-0.1,5,25.32,0.86,1.2,22.8,42.7,0.14,0,23,39
1932,-0.1,5,25.23,0.86,1.2,23,42.5,0.11,0,23,39
1933,-0.1,5,25.2,0.86,1.2,22.3,43.9,0.1,-1,22.4,39
1934,-0.1,5,25.15,0.86,1.2,22.3,44.3,0.12,0,22.5,39
1935,0,5,25.72,0.86,1.2,22.6,41,0.11,0,22.7,39
1936,-0.1,5,24.81,0.86,1.2,22.8,42.4,0.08,0,22.8,39
1937,-0.1,5,25.48,0.86,1.2,22.5,38.6,0.15,0,22.6,39
1938,-0.4,9,23.58,0.78,1.1,22.8,41.7,0.09,-1,22.9,39
1939,-0.1,5,25.3,0.78,1.4,22.3,43.3,0.15,-1,22.4,39
1940,-0.3,7,24.21,0.78,1.1,22.9,42,0.11,-1,22.9,39
1941,-0.2,6,24.96,0.78,1.2,22.7,43.3,0.13,-1,22.8,39
1942,-0.2,6,24.86,0.78,1.2,22.4,43.7,0.12,2,22.6,39
1943,-0.3,6,24.55,0.78,1.2,22.3,44.3,0.12,-1,22.5,39
1944,-0.3,7,24.21,0.78,1.1,22.6,42.5,0.1,-1,22.7,39
1945,-0.4,8,23.72,0.78,1.1,22.8,42.4,0.08,-1,22.8,39
1946,-0.4,9,24.3,0.78,1.1,22.6,38.8,0.15,0,22.6,39
1947,-0.1,5,24.56,0.75,1.3,22.8,41.7,0.09,1,22.9,39
1948,-0.2,6,24.65,0.75,1.2,22.8,42.3,0.13,1,23,39
1949,-0.1,5,24.96,0.75,1.2,22.9,42.6,0.08,0,22.9,39
1950,-0.2,6,24.55,0.75,1.2,23,42.5,0.11,1,23,39
1951,-0.4,8,24.27,0.71,1.2,22.5,38.6,0.15,2,22.6,39
1952,-0.3,7,23.74,0.68,1.2,22.8,41.7,0.09,-1,22.9,39
1953,-0.5,9,23.66,0.68,1.2,22.5,43.2,0.12,-1,22.6,39
1954,-0.3,7,24.27,0.68,1.2,22.7,43.3,0.13,1,22.8,39
1955,-0.4,8,23.92,0.68,1.2,23,42.5,0.11,1,23,39
1956,-0.3,7,24,0.68,1.2,22.3,43.9,0.1,2,22.4,39
1957,-0.4,9,23.78,0.68,1.2,22.3,44.3,0.12,0,22.5,39
1958,-0.3,7,24.58,0.68,1.2,23,39.3,0.13,2,23,39
1959,-0.3,7,23.78,0.68,1.2,22.8,43.9,0.07,-1,22.8,39
1960,-0.2,6,24.86,0.68,1.3,22.5,38.6,0.15,-1,22.6,39
1961,0,5,25.16,0.8,1.3,22.9,41.5,0.09,-2,22.9,39
1962,-0.6,13,23.19,0.7,1.1,22.5,43.2,0.12,-1,22.6,39
1963,0.1,5,26.24,0.98,1.2,22.7,43.3,0.13,0,22.8,39
1964,-0.5,10,23.76,0.7,1.2,22.6,43.6,0.14,-2,22.8,39
1965,-0.533333333,10.66666667,23.50333333,0.716666667,1.2,22.4,43.7,0.12,-2,22.6,39
1966,-0.25,6.75,24.52,0.606666667,1.6,22.3,44.3,0.12,0,22.5,39
1967,-0.2,6,24.38,0.7,1.3,22.8,41.7,0.09,-1,22.9,39
1968,-0.3,6,24.31,0.7,1.3,22.6,42.9,0.11,-1,22.8,39
1969,-0.8,19,22.35,0.7,1.1,22.1,43.3,0.09,1,22.1,39
1970,-0.7,16,22.86,0.7,1.1,23,42.5,0.11,1,23,39
1971,-0.8,20,22.74,0.7,1,22.5,43,0.11,0,22.5,39
1972,-0.8,20,22.45,0.7,1,22.4,43.9,0.08,2,22.5,39
1973,-0.5,11,23.82,0.7,1.1,22.8,40,0.13,-2,22.9,39
1974,-0.5,11,23.18,0.7,1.1,22.8,42.8,0.08,-2,22.9,39
1975,-0.6,11,23.13,0.72,1.1,22.8,41.7,0.09,-2,22.9,39
1976,-0.6,13,23.2,0.72,1.1,22.6,42.9,0.11,0,22.8,39
1977,-0.9,22,22.6,0.57,1.1,22.9,42.4,0.15,2,23,39
1978,-0.9,22,22.21,0.57,1.1,23,42.5,0.11,1,23,39
1979,0.3,8,27.6,1.33,1.1,22.3,43.9,0.1,0,22.4,39
1980,0.3,7,27.42,1.33,1.1,22.3,44.3,0.12,1,22.5,39
1981,-0.5,10,24.11,0.75,1.1,22.5,38.6,0.15,2,22.6,39
1982,-0.3,7,24.08,0.75,1.2,22.9,41.5,0.09,-2,22.9,39
1983,0.166666667,9,26.67666667,0.69,1.2,22.6,42.9,0.11,-2,22.8,39
1984,-0.466666667,9.333333333,23.8,0.846666667,1.3,22.4,43.7,0.12,-1,22.6,39
1985,0.7,14,29.54,1.33,1.3,22.6,42.5,0.1,1,22.7,39
1986,0.6,13,29.25,1.33,1.3,22.8,42.8,0.08,2,22.9,39
1987,-0.2,6,24.36,0.86,1.2,22.8,41.7,0.09,-2,21.5,39
1988,-0.3,7,24.3,0.82,1.2,22.9,41.9,0.13,-1,22.1,39
1989,0.6,12,28.7,0.89,1.6,22.8,42.7,0.12,-1,23.4,39
1990,-0.7,14,22.96,0.61,1.2,22.6,43.6,0.14,0,22.3,39
1991,-0.1,5,25.27,0.86,1.2,22.5,43.5,0.11,-1,23.2,39
1992,-0.7,15,23.42,0.86,1,22.2,44.8,0.14,1,22.3,39
1993,0.1,5,26.05,0.86,1.2,22.8,40,0.13,0,23.8,39
1994,-0.4,9,23.58,0.86,1.1,22.7,43.5,0.1,1,21.8,39
1995,0,5,25.98,0.86,1.2,22.5,38.6,0.15,-2,23.4,39
1996,-0.5,11,23.08,0.88,1.1,22.8,41.7,0.09,-1,21.5,39
1997,-0.5,10,23.63,0.88,1.1,22.9,42.4,0.12,1,22.1,39
1998,0.2,6,26.66,0.88,1.3,22.8,42.7,0.12,0,23.4,39
1999,-1.1,32,21.78,0.6,1,22.5,44.2,0.12,1,22.4,39
2000,-0.4,9,24.1,0.88,1,22.5,43.3,0.12,0,22.7,39
2001,-0.9,22,22.42,0.7,1,22.4,43.7,0.12,2,22.3,39
2002,-0.3,8,24.49,0.84,1,22.7,40.5,0.12,0,23.5,39
2003,-1.3,41,20.72,0.56,1,22.6,44.6,0.07,2,21.7,39
2004,-0.4,8,24.59,0.88,1,22.5,38.6,0.15,0,23.4,39
2005,-0.1,5,24.39,0.73,1.4,22.8,41.7,0.09,-1,21.5,39
2006,-0.2,6,24.6,0.78,1.3,22.9,42.5,0.13,-2,22.2,39
2007,0.1,5,25.78,0.78,1.2,22.9,42,0.11,1,24.3,39
2008,-0.166666667,7,24.72,1.2,1.2,22.9,43,0.12,-2,22.2,39
2009,0.4,8,27.28,0.96,1.3,22.6,43,0.09,0,23.3,39
2010,-0.1,5,25.64,0.96,1.2,22.2,44.8,0.14,0,22.3,39
2011,0.5,10,28.25,0.94,1.4,23,39.3,0.13,0,24.4,39
2012,-0.1,5,24.9,0.94,1.2,22.7,43.5,0.1,-2,21.8,39
2013,0.2,6,26.73,0.96,1.2,22.6,38.8,0.15,0,24.2,39
2014,-0.7,15,21.66,0.96,1.2,22.8,41.7,0.09,-1,15,39
2015,0,5,25.56,0.96,1.2,22.5,43.2,0.12,-1,21.9,39
2016,-0.2,6,24.92,0.75,1.2,22.7,43.3,0.13,-1,22.9,39
2017,-0.3,7,23.98,0.75,1.2,23,42.5,0.11,-2,22.1,39
2018,-0.5,11,23.37,0.62,1.2,22.4,43.7,0.12,-2,22.3,39
2019,-0.6,13,22.98,0.62,1.2,22.3,44.3,0.12,-2,22,39
2020,-0.2,6,24.62,0.72,1.2,22.6,41.8,0.11,-2,22.9,39
2021,-0.4,8,23.44,0.72,1.2,22.8,43.9,0.07,-2,21.5,39
2022,-0.4,8,24.2,0.62,1.2,22.5,38.6,0.15,-2,23.4,39
2023,0.3,7,27.31,1.35,1.2,22.8,41.7,0.09,0,21.5,39
2024,0.4,8,27.85,1.35,1.2,22.6,42.9,0.11,-2,22.1,39
2025,-0.2,6,24.59,0.72,1.1,22.9,42.6,0.08,-1,23.7,39
2026,-0.5,10,23.66,0.72,1.2,22.5,44.2,0.12,-2,22.4,39
2027,-0.2,6,24.37,0.72,1.2,22.6,43,0.09,-1,23.3,39
2028,-0.6,13,23.41,0.72,1.2,22.1,44.9,0.14,-1,22.2,39
2029,-0.3,7,24.34,0.72,1.2,22.6,41,0.11,-2,23.2,39
2030,-0.7,16,22.27,0.72,1.1,22.8,43.9,0.07,0,21.5,39
2031,-0.2,6,24.94,0.72,1.2,22.7,38.2,0.13,0,23.7,39
2032,-0.2,6,24.68,0.8,1.1,22.9,41.9,0.13,-2,22.1,39
2033,-0.333333333,8.666666667,24.16666667,1.053333333,1.3,22.5,43.2,0.12,-2,21.9,39
2034,0.4,8,27.64,1.15,1.2,22.9,42.4,0.15,2,23.1,39
2035,0.1,5,26.57,1.15,1.2,22.7,42.6,0.13,2,21.7,39
2036,-0.3,7,24.07,0.72,1.2,22.3,43.9,0.1,1,22.3,39
2037,-0.5,10,23.57,0.72,1.2,22.3,44.3,0.12,-2,22,39
2038,0.5,10,28.41,1.3,1.2,22.6,41.8,0.11,-2,22.9,39
2039,0.3,7,27.18,1.3,1.2,22.8,42.8,0.08,-2,21.3,39
2040,-0.2,6,24.82,0.72,1.2,22.5,38.6,0.15,-2,23.4,39
2041,0.5,11,28.88,1.45,1.3,22.8,41.7,0.09,-2,21.5,39
2042,0.5,11,29.07,1.45,1.3,22.9,42.5,0.13,-2,22.2,39
2043,0.8,17,30.42,1.41,1.4,22.1,43.3,0.09,2,23.2,39
2044,0.7,16,30.49,1.41,1.4,22.9,43,0.12,2,22.2,39
2045,0,5,25.59,0.93,1.2,22.3,43.9,0.1,2,22.3,39
2046,0,5,25.87,0.93,1.4,22.1,44.8,0.11,-2,21.3,39
2047,0.3,7,27.37,1.05,1.2,22.8,39.4,0.11,2,24.2,39
2048,0.1,5,25.89,1.05,1.2,22.7,43.5,0.1,-2,21.8,39
2049,0.2,6,26.81,1.03,1.2,22.1,40.3,0.12,1,23.3,39
2050,-1.583333333,54.76666667,19.94666667,0.78,1.4,19,52.4,0.08,-2,19.4,39
2051,0.2,12.66666667,27.18333333,0.663333333,1.8,21,37.53333333,0.076666667,1,20.8,39
2052,-0.293333333,9.1,24.41,0.78,2,22,44,0.09,-2,21.7,39
2053,-1.3,42.71,20.85333333,0.67,1.4,21.3,46,0.04,2,21.3,39
2054,-0.51,11.78,22.58666667,0.42,2,21.5,47.4,0.073333333,0,21.2,39
2055,-0.466666667,15.66666667,23.58,0.506666667,2,21.4,45.8,0.093333333,1,21.2,39
2056,-1.02,28.54333333,22.01,0.94,1.4,21.8,43.4,0.1,0,21.5,39
2057,-1.053333333,32.18666667,21.50333333,0.94,1.8,19.8,49.5,0.08,-1,19.8,39
2058,-0.133333333,9,24.76,0.94,2,22.6,40.9,0.073333333,0,22.2,39
2059,-1.583333333,54.76666667,19.94666667,1.41,1.7,19,52.4,0.08,-2,19.4,39
2060,-0.473333333,13.91666667,23.64666667,1.41,1.7,21.6,46.6,0.08,-2,21.4,39
2061,-0.033333333,6.666666667,25.91666667,1.33,1.7,21.8,45,0.08,-2,21.6,39
2062,-0.266666667,6.666666667,24.54666667,0.73,1.2,21.3,45.4,0.08,-2,21.1,39
2063,-0.473333333,13.91666667,23.64666667,1.41,1.4,21.6,46.5,0.08,-2,21.4,39
2064,-0.166666667,6.333333333,25.05,1.41,1.8,21.4,45.8,0.08,-2,21.2,39
2065,0.033333333,7.666666667,26.16,1.41,1.8,22.7,42.1,0.096666667,-2,22.4,39
2066,-0.78,21.66333333,22.91666667,1.16,1.8,20.6,46.9,0.113333333,-2,20.5,39
2067,-0.706666667,24.16333333,22.96666667,1.05,1.1,21,47.9,0.08,-2,20.8,39
2068,9.25E-18,6.666666667,25.62,1.23,1.2,22.1,45.4,0.08,-2,21.9,39
2069,-0.273333333,7.863333333,24.54333333,1.23,1.3,21.3,46,0.08,-2,21.3,39
2070,-0.603333333,18.67333333,23.51,0.95,1.2,21.2,47.4,0.08,-2,21,39
2071,-0.833333333,24.82666667,22.57333333,0.95,1.3,20.1,46.5,0.08,-2,19.9,39
2072,-0.033333333,6.333333333,25.69333333,1.05,1.2,21.4,44.2,0.08,-2,21.3,39
2073,-0.773333333,18.02666667,22.36333333,1.05,1.2,19.4,48.7,0.08,-2,19.2,39
2074,-0.166666667,6.333333333,24.5,0.8,1.2,22.6,40.9,0.08,-2,22.2,39
2075,-0.473333333,13.91666667,23.64666667,1.59,1.4,21.6,46.6,0.08,-2,21.4,39
2076,-0.756666667,18.52333333,22.44666667,1.59,1.4,20.8,49.9,0.08,-2,20.6,39
2077,-0.826666667,24.34333333,22.52666667,1.59,1.4,19.9,46.6,0.08,-2,19.9,39
2078,-0.266666667,7,24.43333333,1.59,1.4,21.5,45.6,0.08,-2,21.2,39
2079,0.333333333,8.666666667,27.54666667,1.59,1.4,23,41.8,0.08,-2,22.6,39
2080,-0.433333333,10.66666667,23.77666667,0.903333333,1.4,21.2,45.5,0.08,-2,21,39
2081,-0.166666667,6.333333333,24.5,0.946666667,1.4,22.6,40.9,0.08,-2,22.2,39
2082,-1.423333333,47.13333333,20.16,1.48,1.3,20.3,49.7,0.083333333,-1,20.2,39
2083,-0.896666667,25.01,22.08,1.48,1.3,20.5,50,0.093333333,1,20.2,39
2084,-0.576666667,11.95,23.34666667,0.9,1.3,22,45.6,0.1,0,21.7,39
2085,-0.426666667,15.02666667,24.01,0.9,1.2,21.1,45,0.1,1,20.9,39
2086,0.133333333,6,26.17,1.48,1.3,22.5,44.2,0.083333333,-1,22.3,39
2087,-0.27,8.823333333,24.57333333,1.48,1.3,20.1,46.5,0.1,1,19.9,39
2088,0,5.333333333,25.75333333,1.48,1.3,21.3,44.9,0.09,1,21.1,39
2089,-0.63,14.26,22.97333333,1.48,1.2,19.4,37.46666667,0.063333333,1,19.2,39
2090,0.133333333,7.333333333,26.11333333,1.48,1.3,22.6,40.9,0.07,1,22.2,39
2091,-1.553333333,53.69666667,19.77,0.716666667,1.2,20.3,49.7,0.08,-2,20.2,39
2092,-0.666666667,16,22.81666667,0.796666667,1.2,20,49.9,0.1,1,19.8,39
2093,-0.333333333,13.66666667,24.41666667,0.756666667,1.2,21.8,45,0.1,1,21.6,39
2094,-0.893333333,32.02666667,22.33,0.74,1.2,21.1,45,0.1,1,20.9,39
2095,-0.433333333,11,24.09,0.83,1.2,21.2,47.8,0.076666667,0,20.9,39
2096,-1.066666667,33,21.19333333,0.83,1.2,20.9,46.3,0.1,1,20.7,39
2097,-0.4,10.66666667,24.01,0.83,1.2,21.3,44.9,0.1,1,21.1,39
2098,-1.583333333,56.52333333,20.22333333,0.83,1.2,19.8,49.5,0.1,-1,19.8,39
2099,0.133333333,7.333333333,26.11333333,1.66,1.2,22.6,40.9,0.07,1,22.2,39
2100,-0.706666667,24.16333333,22.96666667,0.896666667,1,21,47.9,0.063333333,-2,20.8,39
2101,-1.25,42.76333333,20.97333333,0.623333333,1.2,20.5,50,0.19,1,20.2,39
2102,-0.853333333,25.03333333,22.89666667,0.743333333,1.233333333,22.1,44.2,0.1,-1,21.8,39
2103,-1.3,42.71,20.85333333,0.536666667,1.2,21.3,46,0.04,2,21.3,39
2104,-0.433333333,11,24.09,0.753333333,1.2,21.2,47.8,0.08,0,20.9,39
