Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Thermal sensation
2,1,0.03,26.45,23.1,54,24,-1
2,1,0.01,26.2,23.1,54,23.6,0
3,2,0.01,26.2,23.1,54,23.6,0
2,1,0.01,26.2,23.1,54,23.6,-1
2,1,0.01,26.2,23.1,54,23.6,1
1,1,0.01,26.2,23.1,54,23.6,-1
2,2,0.01,26.2,23.1,54,23.6,0
2,1,0,25.75,23.1,54,18.5,0
3,1,0,25.75,23.1,54,18.5,0
3,1,0,25.75,23.1,54,18.5,2
2,1,0,25.75,23.1,54,18.5,-1
4,1,0,25.75,23.1,54,18.5,0
5,1,0,25.75,23.1,54,18.5,0
1,1,0.1,25.6,23.1,54,24.7,-1
2,2,0.1,25.6,23.1,54,24.7,-1
2,1,0.1,25.6,23.1,54,24.7,-1
2,1,0.1,25.6,23.1,54,24.7,0
1,1,0.1,25.6,23.1,54,24.7,0
1,2,0.1,25.6,23.1,54,24.7,-1
2,1,0.1,25.6,23.1,54,24.7,1
3,2,0.1,25.2,23.1,54,23.9,-1
4,1,0.1,25.2,23.1,54,23.9,-1
3,1,0.1,25.2,23.1,54,23.9,1
3,1,0.1,25.2,23.1,54,23.9,0
3,1,0.1,25.2,23.1,54,23.9,-1
3,2,0.1,25.2,23.1,54,23.9,0
6,1,0.1,25.2,23.1,54,23.9,0
4,1,0.1,25.2,23.1,54,23.9,0
2,1,0.05,22.4,23.1,38,13.7,-1
2,1,0.05,22.4,23.1,38,13.7,0
1,1,0.05,22.4,23.1,38,13.7,-1
2,2,0.05,22.4,23.1,38,13.7,-1
2,2,0.05,22.4,23.1,38,13.7,0
3,1,0.05,22.4,23.1,38,13.7,-1
3,1,0.06,23.7,23.1,44,20.9,-1
2,1,0.06,23.7,23.1,44,20.9,-2
4,1,0.06,23.7,23.1,44,20.9,-1
2,1,0.06,23.7,23.1,44,20.9,-1
3,1,0.06,23.7,23.1,44,20.9,-2
3,2,0.06,23.7,23.1,44,20.9,0
2,1,0.09,23.3,23.1,39,21.7,0
2,1,0.09,23.3,23.1,39,21.7,-2
2,2,0.09,23.3,23.1,39,21.7,-1
2,1,0.09,23.3,23.1,39,21.7,-1
3,1,0.09,23.3,23.1,39,21.7,0
3,2,0.09,23.3,23.1,39,21.7,-1
1,2,0.09,23.3,23.1,39,21.7,-1
2,2,0.06,22.2,23.1,97,11.6,0
2,1,0.06,22.2,23.1,97,11.6,-1
2,2,0.06,22.2,23.1,97,11.6,-1
3,1,0.06,22.2,23.1,97,11.6,0
2,1,0.06,22.2,23.1,97,11.6,0
3,2,0.06,22.2,23.1,97,11.6,-1
2,1,0.09,22.6,23.1,98,10.4,-1
1,1,0.09,22.6,23.1,98,10.4,-1
2,1,0.02,22.85,23.1,39,6.5,-1
2,1,0.02,22.85,23.1,39,6.5,0
3,2,0.02,22.85,23.1,39,6.5,-1
3,1,0.02,22.85,23.1,39,6.5,0
2,2,0.02,22.85,23.1,39,6.5,-1
1,1,0.02,22.85,23.1,39,6.5,-1
3,1,0.02,22.85,23.1,39,6.5,-1
2,2,0.02,22.85,23.1,39,6.5,0
2,1,0.1,30.01,23.1,73.4,30.17,1
2,2,0.1,30.01,23.1,73.4,30.17,0
2,2,0.1,30.01,23.1,73.4,30.17,-1
2,1,0.1,30.01,23.1,73.4,30.17,-1
2,1,0.1,30.01,23.1,73.4,30.17,0
1,1,0.1,30.01,23.1,73.4,30.17,0
2,2,0.1,30.01,23.1,73.4,30.17,2
1,2,0.1,30.01,23.1,73.4,30.17,0
1,1,0.1,30.01,23.1,73.4,30.17,-1
1,1,0.1,30.01,23.1,73.4,30.17,1
2,2,0.1,30.01,23.1,73.4,30.17,1
1,1,0.1,30.01,23.1,73.4,30.17,2
2,1,0.1,30.01,23.1,73.4,30.17,2
1,1,0.27,30.01625,30,77,29.72,0
2,1,0.27,30.01625,30,77,29.72,0
2,1,0.27,30.01625,30,77,29.72,1
2,2,0.27,30.01625,30,77,29.72,0
2,2,0.27,30.01625,30,77,29.72,-1
2,2,0.27,30.01625,30,77,29.72,1
2,1,0.27,30.01625,30,77,29.72,-1
1,1,0.27,30.01625,30,77,29.72,1
1,2,0.27,30.01625,30,77,29.72,1
2,2,0.1,26.8,23.1,69,29.4,-2
1,1,0.1,26.8,23.1,69,29.4,-1
2,1,0.1,26.8,23.1,69,29.4,-1
1,1,0.1,26.8,23.1,69,29.4,0
2,2,0.1,26.8,23.1,69,29.4,-1
1,2,0.1,26.8,23.1,69,29.4,0
2,2,0.1,26.8,23.1,69,29.4,0
1,2,0.1,26.8,23.1,69,29.4,-1
1,2,0.1,26.8,23.1,69,29.4,-2
1,2,0.1,23.7,23.1,79,27.8,0
3,2,0.1,23.7,23.1,79,27.8,-1
1,2,0.1,23.7,23.1,79,27.8,-1
4,1,0.1,23.7,23.1,79,27.8,-1
1,1,0.1,23.7,23.1,79,27.8,-1
1,1,0.1,23.7,23.1,79,27.8,0
2,2,0.1,23.7,23.1,79,27.8,-1
2,2,0.1,23.7,23.1,79,27.8,0
2,1,0.1,23.7,23.1,79,27.8,0
2,1,0.1,23.7,23.1,79,27.8,-1
2,2,0.1,28.5,23.1,86.5,27.5,0
3,2,0.1,28.5,23.1,86.5,27.5,-1
2,2,0.1,28.5,23.1,86.5,27.5,-1
2,2,0.1,28.5,23.1,86.5,27.5,1
2,1,0.1,28.5,23.1,86.5,27.5,0
3,1,0.1,28.5,23.1,86.5,27.5,1
3,1,0.1,28.5,23.1,86.5,27.5,0
5,1,0.1,28.5,23.1,86.5,27.5,1
3,2,0.1,28.5,23.1,86.5,27.5,0
2,1,0.1,28.5,23.1,86.5,27.5,2
2,2,0.15,25.7,23.1,81.5,27.8,-1
2,1,0.15,25.7,23.1,81.5,27.8,-1
2,1,0.15,25.7,23.1,81.5,27.8,0
3,1,0.15,25.7,23.1,81.5,27.8,0
1,1,0.15,25.7,23.1,81.5,27.8,-1
3,2,0.15,25.7,23.1,81.5,27.8,-1
2,2,0.15,25.7,23.1,81.5,27.8,0
3,2,0.15,25.7,23.1,81.5,27.8,0
2,1,0.15,25.7,23.1,81.5,27.8,1
2,1,0.1,27.4,23.1,68,31.7,-1
1,1,0.1,27.4,23.1,68,31.7,-1
1,2,0.1,27.4,23.1,68,31.7,-1
1,1,0.1,27.4,23.1,68,31.7,0
2,2,0.1,27.4,23.1,68,31.7,-1
3,1,0.1,27.4,23.1,68,31.7,0
1,1,0.1,27.4,23.1,68,31.7,-2
1,2,0.1,27.4,23.1,68,31.7,0
2,1,0.1,27.4,23.1,68,31.7,0
2,2,0.1,23.7,23.1,32,33,0
2,1,0.1,23.7,23.1,32,33,1
2,1,0.1,23.7,23.1,32,33,0
3,2,0.1,23.7,23.1,32,33,0
1,2,0.1,23.7,23.1,32,33,2
4,2,0.1,23.7,23.1,32,33,0
5,2,0.1,23.7,23.1,32,33,0
3,2,0.1,23.7,23.1,32,33,1
2,1,0.1,23.7,23.1,32,33,-1
2,2,0.1,23.7,23.1,32,33,-1
1,2,0.1,23.7,23.1,32,33,1
2,2,0.1,23.7,23.1,32,33,1
2,1,0.1,23.7,23.1,32,33,2
3,1,0.1,23.7,23.1,32,33,0
2,2,0.1,23.7,23.1,32,33,2
3,2,0.1,23.7,23.1,32,33,-1
4,2,0.1,23.7,23.1,32,33,2
2,2,0.1,23.7,23.1,22,36.9,2
2,1,0.1,23.7,23.1,22,36.9,0
2,2,0.1,23.7,23.1,22,36.9,1
4,2,0.1,23.7,23.1,22,36.9,0
2,2,0.1,23.7,23.1,22,36.9,0
3,2,0.1,23.7,23.1,22,36.9,-2
1,2,0.1,23.7,23.1,22,36.9,1
3,2,0.1,23.7,23.1,22,36.9,0
3,2,0.1,23.7,23.1,22,36.9,-1
3,2,0.1,23.7,23.1,90,24.5,0
1,1,0.1,23.7,23.1,90,24.5,-1
2,1,0.1,23.7,23.1,90,24.5,-1
1,2,0.1,23.7,23.1,90,24.5,0
1,2,0.1,23.7,23.1,90,24.5,-1
1,1,0.1,23.7,23.1,90,24.5,0
2,2,0.1,23.7,23.1,90,24.5,-1
2,2,0.1,23.7,23.1,90,24.5,0
2,1,0.1,23.7,23.1,90,24.5,0
1,1,0.1,23.7,23.1,90,24.5,-2
1,2,0.1,23.7,23.1,90,24.5,1
5,2,0.1,23.7,23.1,90,24.5,-1
2,1,0.1,23.7,23.1,62.5,19.94,0
1,1,0.1,23.7,23.1,62.5,19.94,0
1,1,0.1,23.7,23.1,62.5,19.94,-1
1,2,0.1,23.7,23.1,62.5,19.94,0
4,1,0.1,23.7,23.1,62.5,19.94,0
1,2,0.1,23.7,23.1,62.5,19.94,1
1,2,0.1,23.7,23.1,62.5,19.94,-1
2,2,0.1,23.7,23.1,62.5,19.94,0
2,2,0.1,23.7,23.1,62.5,19.94,1
2,2,0.1,23.7,23.1,62.5,19.94,-1
3,2,0.1,23.7,23.1,62.5,19.94,0
3,2,0.1,23.7,23.1,62.5,19.94,-1
2,2,0.1,23.7,23.1,62.5,19.94,2
1,2,0.1,23.7,23.1,72,31,0
1,2,0.1,23.7,23.1,72,31,-1
1,1,0.1,23.7,23.1,72,31,-1
2,2,0.1,23.7,23.1,72,31,-1
2,2,0.1,23.7,23.1,72,31,0
2,2,0.1,23.7,23.1,72,31,1
4,1,0.1,23.7,23.1,72,31,-1
2,1,0.1,23.7,23.1,72,31,-2
3,2,0.1,23.7,23.1,72,31,1
3,2,0.1,23.7,23.1,72,31,2
3,2,0.1,23.7,23.1,72,31,0
2,1,0.1,23.7,23.1,72,31,0
2,1,0.1,23.7,23.1,72,31,-1
3,2,0.1,23.7,23.1,72,31,-1
2,2,0.1,23.7,23.1,72,31,-2
2,2,0.1,23.7,23.1,83,24,0
2,2,0.1,23.7,23.1,83,24,-1
3,2,0.1,23.7,23.1,83,24,0
3,2,0.1,23.7,23.1,83,24,-1
2,2,0.1,23.7,23.1,83,24,2
1,2,0.1,23.7,23.1,83,24,2
2,1,0.1,23.7,23.1,83,24,-1
3,1,0.1,23.7,23.1,83,24,0
2,1,0.1,23.7,23.1,83,24,0
2,2,0.1,23.7,23.1,83,24,1
3,2,0.1,23.7,23.1,83,24,1
1,1,0.1,23.7,23.1,100,7,0
1,2,0.1,23.7,23.1,100,7,-1
2,1,0.1,23.7,23.1,100,7,0
3,2,0.1,23.7,23.1,100,7,-1
2,2,0.1,23.7,23.1,100,7,0
1,2,0.1,23.7,23.1,100,7,0
1,1,0.1,23.7,23.1,100,7,-1
2,1,0.1,23.7,23.1,100,7,-1
1,1,0.1,23.7,23.1,100,7,-2
3,2,0.1,23.7,23.1,100,7,0
2,2,0.1,23.7,23.1,100,7,-1
2,2,0.1,23.7,23.1,100,7,1
6,2,0.1,23.7,23.1,100,7,0
1,1,0.1,23.7,23.1,100,7,1
1,2,0.1,23.7,23.1,100,7,1
4,2,0.1,23.7,23.1,100,7,0
1,1,0.1,23.7,23.1,69,22,-1
2,1,0.1,23.7,23.1,69,22,-1
1,1,0.1,23.7,23.1,69,22,0
2,2,0.1,23.7,23.1,69,22,-1
2,2,0.1,23.7,23.1,69,22,-2
2,1,0.1,23.7,23.1,69,22,0
1,2,0.1,23.7,23.1,69,22,0
1,2,0.1,23.7,23.1,69,22,-1
2,2,0.1,23.7,23.1,69,22,0
1,1,0.1,23.7,23.1,69,14,0
1,1,0.1,23.7,23.1,69,14,-1
1,2,0.1,23.7,23.1,69,14,-1
2,2,0.1,23.7,23.1,69,14,-1
2,1,0.1,23.7,23.1,69,14,-1
2,1,0.1,23.7,23.1,69,14,-2
2,1,0.1,23.7,23.1,69,14,0
2,1,0.1,23.7,23.1,75,32,-1
2,1,0.1,23.7,23.1,75,32,0
2,2,0.1,23.7,23.1,75,32,-1
2,1,0.1,23.7,23.1,75,32,-2
1,1,0.1,23.7,23.1,75,32,-1
2,1,0.1,23.7,23.1,75,32,2
2,1,0.1,23.7,23.1,63,32.8,0
2,1,0.1,23.7,23.1,63,32.8,-1
2,2,0.1,23.7,23.1,63,32.8,-1
2,1,0.1,23.7,23.1,63,32.8,2
2,2,0.1,23.7,23.1,63,32.8,0
2,2,0.1,23.7,23.1,20,35,0
2,1,0.1,23.7,23.1,20,35,0
1,1,0.1,23.7,23.1,20,35,0
2,1,0.1,23.7,23.1,20,35,-1
1,1,0.1,23.7,23.1,20,35,2
2,2,0.1,23.7,23.1,20,35,-1
2,2,0.1,23.7,23.1,89,27.8,-1
2,1,0.1,23.7,23.1,89,27.8,2
2,2,0.1,23.7,23.1,89,27.8,0
1,1,0.1,23.7,23.1,89,27.8,-1
2,1,0.1,23.7,23.1,89,27.8,1
2,1,0.1,23.7,23.1,89,27.8,0
2,2,0.1,23.7,23.1,61,27.2,0
2,2,0.1,23.7,23.1,61,27.2,-1
1,1,0.1,23.7,23.1,61,27.2,0
2,1,0.1,23.7,23.1,61,27.2,0
1,1,0.1,23.7,23.1,61,27.2,-1
2,1,0.1,23.7,23.1,61,27.2,2
2,1,0.1,23.7,23.1,61,27.2,-1
1,1,0.1,23.7,23.1,61,27.2,2
1,1,0.02,26.725,26.6,58.3,19.8,0
1,1,0.02,26.725,26.6,58.3,19.8,2
1,2,0.02,26.725,26.6,58.3,19.8,0
1,1,0.02,26.725,26.6,58.3,19.8,1
2,2,0.02,26.725,26.6,58.3,19.8,0
2,1,0.02,26.725,26.6,58.3,19.8,0
2,2,0.11,25.095,24.9,47.2,22.7,-1
1,1,0.11,25.095,24.9,47.2,22.7,-1
2,2,0.11,25.095,24.9,47.2,22.7,0
1,1,0.11,25.095,24.9,47.2,22.7,0
2,1,0.11,25.095,24.9,47.2,22.7,-2
1,1,0.13,24.75,24.7,39.5,25.8,1
1,1,0.13,24.75,24.7,39.5,25.8,0
1,2,0.13,24.75,24.7,39.5,25.8,-1
2,2,0.13,24.75,24.7,39.5,25.8,0
1,2,0.13,24.75,24.7,39.5,25.8,0
1,2,0.29,28.15,27.7,35.1,30.6,1
1,1,0.29,28.15,27.7,35.1,30.6,0
2,2,0.29,28.15,27.7,35.1,30.6,0
1,1,0.29,28.15,27.7,35.1,30.6,1
1,1,0.29,28.15,27.7,35.1,30.6,2
2,2,0.29,28.15,27.7,35.1,30.6,1
2,1,0.29,28.15,27.7,35.1,30.6,1
1,2,0.29,28.15,27.7,35.1,30.6,0
1,2,0.29,28.15,27.7,35.1,30.6,2
1,1,0.1,24.72,23.1,50.4,22.5,1
2,2,0.1,24.72,23.1,50.4,22.5,0
1,2,0.1,24.72,23.1,50.4,22.5,0
1,1,0.1,24.72,23.1,50.4,22.5,0
1,2,0.1,24.72,23.1,50.4,22.5,1
1,1,0.1,24.72,23.1,50.4,22.5,-1
2,2,0.1,24.72,23.1,50.4,22.5,-1
1,2,0.1,24.72,23.1,50.4,22.5,-1
1,2,0.1,25.11,23.1,54.2,22.2,1
1,2,0.1,25.11,23.1,54.2,22.2,0
2,2,0.1,25.11,23.1,54.2,22.2,0
1,1,0.1,25.11,23.1,54.2,22.2,0
1,2,0.1,25.11,23.1,54.2,22.2,-1
2,1,0.1,25.11,23.1,54.2,22.2,0
2,2,0.1,25.11,23.1,54.2,22.2,1
1,1,0.1,25.11,23.1,54.2,22.2,1
1,1,0.1,25.11,23.1,54.2,22.2,2
1,1,0.1,25.11,23.1,54.2,22.2,-1
3,2,0.1,25.11,23.1,54.2,22.2,0
1,1,0.1,23.7,23.1,34,16,0
2,2,0.1,23.7,23.1,34,16,0
1,1,0.1,23.7,23.1,34,16,1
2,2,0.1,23.7,23.1,34,16,-1
1,2,0.1,23.7,23.1,34,16,0
2,1,0.1,23.7,23.1,34,16,0
3,1,0.1,23.7,23.1,34,16,-1
2,1,0.1,23.7,23.1,34,16,-1
2,2,0.1,23.7,23.1,34,16,1
1,1,0.1,23.7,23.1,34,16,-1
3,2,0.1,23.7,23.1,34,16,0
3,2,0.1,23.7,23.1,34,16,1
1,2,0.1,23.7,23.1,63,14,-1
2,2,0.1,23.7,23.1,63,14,0
1,2,0.1,23.7,23.1,63,14,0
2,2,0.1,23.7,23.1,63,14,-1
1,1,0.1,23.7,23.1,63,14,0
5,2,0.1,23.7,23.1,63,14,0
2,1,0.1,23.7,23.1,63,14,0
1,1,0.1,23.7,23.1,63,14,-1
2,2,0.1,23.7,23.1,93,-2,-1
1,1,0.1,23.7,23.1,93,-2,-1
4,2,0.1,23.7,23.1,93,-2,0
1,2,0.1,23.7,23.1,93,-2,-1
2,1,0.1,23.7,23.1,93,-2,-1
2,2,0.1,23.7,23.1,93,-2,0
6,2,0.1,23.7,23.1,93,-2,-1
1,2,0.1,23.7,23.1,93,-2,0
3,2,0.1,23.7,23.1,93,-2,0
2,1,0.1,23.7,23.1,93,-2,0
1,2,0.1,23.7,23.1,67,-10,0
2,2,0.1,23.7,23.1,67,-10,0
4,1,0.1,23.7,23.1,67,-10,0
3,2,0.1,23.7,23.1,67,-10,0
1,2,0.1,23.7,23.1,67,-10,1
2,2,0.1,23.7,23.1,67,-10,-1
4,2,0.1,23.7,23.1,67,-10,0
5,2,0.1,23.7,23.1,67,-10,0
3,1,0.1,23.7,23.1,67,-10,-1
1,2,0.1,23.7,23.1,67,-10,-1
3,2,0.1,23.7,23.1,67,-10,-1
2,1,0.1,23.7,23.1,67,-10,0
2,1,0.1,23.7,23.1,67,-10,-1
3,1,0.1,23,23.1,67,15,-1
3,2,0.1,23,23.1,67,15,-1
2,1,0.1,23,23.1,67,15,0
2,2,0.1,23,23.1,67,15,0
1,1,0.1,23,23.1,67,15,-1
1,2,0.1,23,23.1,67,15,0
6,1,0.1,23,23.1,67,15,0
2,2,0.1,23,23.1,67,15,-1
3,1,0.1,23,23.1,67,15,0
4,2,0.1,23,23.1,67,15,-1
3,2,0.1,23,23.1,67,15,0
2,2,0.1,23,23.1,67,15,1
2,1,0.1,23,23.1,67,15,-1
3,1,0.1,23,23.1,67,15,1
2,1,0.1,19,23.1,78,8,-1
6,2,0.1,19,23.1,78,8,-1
3,1,0.1,19,23.1,78,8,-1
1,1,0.1,19,23.1,78,8,-1
1,1,0.1,19,23.1,78,8,0
2,2,0.1,19,23.1,78,8,0
1,2,0.1,19,23.1,78,8,-1
2,1,0.1,19,23.1,78,8,0
2,2,0.1,19,23.1,78,8,-1
4,1,0.1,19,23.1,78,8,-1
3,1,0.1,19,23.1,78,8,0
3,2,0.1,19,23.1,78,8,-1
1,2,0.1,19,23.1,78,8,0
2,1,0.1,19,23.1,78,8,-2
6,1,0.1,19,23.1,78,8,-2
3,2,0.1,19,23.1,78,8,0
4,2,0.1,19,23.1,78,8,-1
1,1,0.3,27.36,27.55,60.912,27.65,-1
1,1,0.3,27.36,27.55,60.912,27.65,0
1,2,0.3,27.36,27.55,60.912,27.65,-1
2,1,0.3,27.36,27.55,60.912,27.65,-1
1,1,0.3,27.36,27.55,60.912,27.65,-2
1,1,0.3,27.36,27.55,60.912,27.65,1
6,1,0.3,27.36,27.55,60.912,27.65,-1
3,1,0.3,27.36,27.55,60.912,27.65,-1
2,2,0.3,27.36,27.55,60.912,27.65,-1
2,1,0.3,27.36,27.55,60.912,27.65,-2
2,1,0.7,27.267,27.41,59.4,26.27,-1
2,1,0.7,27.267,27.41,59.4,26.27,0
1,1,0.7,27.267,27.41,59.4,26.27,0
2,1,0.7,27.267,27.41,59.4,26.27,-2
1,2,0.7,27.267,27.41,59.4,26.27,-1
2,2,0.7,27.267,27.41,59.4,26.27,-1
2,1,0.7,27.267,27.41,59.4,26.27,1
1,1,0.7,27.267,27.41,59.4,26.27,-1
1,2,0.7,27.267,27.41,59.4,26.27,0
2,2,0.7,27.267,27.41,59.4,26.27,0
2,2,0.7,27.267,27.41,59.4,26.27,1
1,1,0.7,27.267,27.41,59.4,26.27,1
1,1,0.6,25.9,26.72,60.7,25.08,0
1,1,0.6,25.9,26.72,60.7,25.08,-2
1,1,0.6,25.9,26.72,60.7,25.08,-1
2,2,0.6,25.9,26.72,60.7,25.08,-1
2,1,0.6,25.9,26.72,60.7,25.08,0
2,2,0.6,25.9,26.72,60.7,25.08,0
1,2,0.6,25.9,26.72,60.7,25.08,0
2,1,0.6,25.9,26.72,60.7,25.08,-1
1,2,0.6,25.9,26.72,60.7,25.08,-2
2,1,0.6,25.9,26.72,60.7,25.08,-2
1,2,0.6,25.9,26.72,60.7,25.08,-1
2,1,0.4,19.29,25.4,49,13.18,0
2,2,0.4,19.29,25.4,49,13.18,-1
2,1,0.4,19.29,25.4,49,13.18,-1
2,2,0.4,19.29,25.4,49,13.18,0
4,1,0.4,19.29,25.4,49,13.18,0
3,1,0.4,19.29,25.4,49,13.18,-1
2,1,0.4,19.29,25.4,49,13.18,-2
6,1,0.4,19.29,25.4,49,13.18,-1
2,2,0.4,19.29,25.4,49,13.18,-2
1,1,0.04,29.85,23.1,75,24,-1
2,2,0.04,29.85,23.1,75,24,0
2,1,0.04,29.85,23.1,75,24,-1
2,2,0.04,29.85,23.1,75,24,2
3,1,0.04,29.85,23.1,75,24,2
1,1,0.04,29.85,23.1,75,24,0
1,2,0.04,29.85,23.1,75,24,2
1,2,0.04,29.85,23.1,75,24,0
1,2,0.04,29.85,23.1,75,24,-1
1,1,0.04,29.85,23.1,75,24,2
2,1,0.04,29.85,23.1,75,24,0
3,1,0.04,29.85,23.1,75,24,0
2,2,0.04,29.85,23.1,75,24,1
1,2,0.04,29.85,23.1,75,24,1
2,2,0.04,25.65,23.1,78,24,-1
2,1,0.04,25.65,23.1,78,24,-2
2,1,0.04,25.65,23.1,78,24,-1
2,2,0.04,25.65,23.1,78,24,0
2,2,0.04,25.65,23.1,78,24,-2
1,1,0.04,25.65,23.1,78,24,-1
4,2,0.04,25.65,23.1,78,24,0
3,1,0.04,25.65,23.1,78,24,0
3,2,0.04,25.65,23.1,78,24,1
1,1,0.04,25.65,23.1,78,24,-2
1,2,0.04,25.65,23.1,78,24,-1
2,1,0.04,25.65,23.1,78,24,0
2,2,0.04,25.65,23.1,78,24,1
1,1,0.04,25.65,23.1,78,24,0
3,2,0.1,23.7,23.1,72,20.4,0
2,1,0.1,23.7,23.1,72,20.4,1
1,1,0.1,23.7,23.1,72,20.4,0
1,1,0.1,23.7,23.1,72,20.4,-1
2,1,0.1,23.7,23.1,72,20.4,-1
2,1,0.1,23.7,23.1,72,20.4,0
1,2,0.1,23.7,23.1,72,20.4,-1
2,2,0.1,23.7,23.1,72,20.4,-1
2,2,0.1,23.7,23.1,72,20.4,0
3,2,0.1,23.7,23.1,72,20.4,-1
4,2,0.1,23.7,23.1,72,20.4,-1
2,1,0.1,23.7,23.1,72,20.4,-2
3,1,0.1,23.7,23.1,72,20.4,0
4,2,0.1,23,23.1,48,7.1,0
3,1,0.1,23,23.1,48,7.1,0
4,1,0.1,23,23.1,48,7.1,-1
5,2,0.1,23,23.1,48,7.1,-1
3,2,0.1,23,23.1,48,7.1,-1
2,1,0.1,23,23.1,48,7.1,0
2,1,0.1,23,23.1,48,7.1,-1
2,2,0.1,23,23.1,48,7.1,-2
3,2,0.1,23,23.1,48,7.1,0
2,2,0.1,23,23.1,48,7.1,-1
3,1,0.1,23,23.1,48,7.1,-1
2,2,0.1,23,23.1,48,7.1,0
2,2,0.1,23,23.1,48,7.1,1
4,2,0.1,24.5,23.1,76,23,0
1,1,0.1,24.5,23.1,76,23,-1
1,2,0.1,24.5,23.1,76,23,-1
3,1,0.1,24.5,23.1,76,23,0
2,1,0.1,24.5,23.1,76,23,0
2,2,0.1,24.5,23.1,76,23,-1
2,1,0.1,24.5,23.1,76,23,-1
2,2,0.1,24.5,23.1,76,23,0
3,2,0.1,24.5,23.1,76,23,-1
3,1,0.1,24.5,23.1,76,23,-1
3,2,0.1,24.5,23.1,76,23,0
1,2,0.1,28.3,23.1,62.5,26.4,2
2,2,0.1,28.3,23.1,62.5,26.4,2
1,1,0.1,28.3,23.1,62.5,26.4,0
2,1,0.1,28.3,23.1,62.5,26.4,0
1,2,0.1,28.3,23.1,62.5,26.4,0
2,2,0.1,28.3,23.1,62.5,26.4,1
1,1,0.1,28.3,23.1,62.5,26.4,1
2,1,0.1,28.3,23.1,62.5,26.4,1
1,1,0.1,28.3,23.1,62.5,26.4,2
1,2,0.1,28.3,23.1,62.5,26.4,1
4,1,0.1,28.3,23.1,62.5,26.4,2
2,1,0.1,28.3,23.1,62.5,26.4,2
3,2,0.1,28.3,23.1,62.5,26.4,1
3,2,0.1,28.3,23.1,62.5,26.4,2
6,2,0.1,28.3,23.1,62.5,26.4,0
3,1,0.1,23.7,23.1,80,16,-1
2,1,0.1,23.7,23.1,80,16,0
2,2,0.1,23.7,23.1,80,16,-1
1,1,0.1,23.7,23.1,80,16,-1
4,2,0.1,23.7,23.1,80,16,0
2,1,0.1,23.7,23.1,80,16,-1
2,2,0.1,23.7,23.1,80,16,0
1,2,0.1,23.7,23.1,80,16,-1
1,1,0.1,23.7,23.1,80,16,0
2,2,0.1,23.7,23.1,80,16,-2
2,1,0.1,23.7,23.1,80,16,-2
1,2,0.1,23.7,23.1,80,16,0
4,1,0.1,23.7,23.1,80,16,-1
3,2,0.1,23.7,23.1,80,16,-1
4,2,0.1,23.7,23.1,80,16,-2
3,2,0.1,23.7,23.1,80,16,0
3,1,0.1,23.7,23.1,80,16,0
1,1,0.1,23.7,23.1,80,16,-2
4,2,0.1,23.7,23.1,80,16,-1
3,2,0.1,21.315,20.3,99,7.6,-1
2,2,0.1,21.315,20.3,99,7.6,-1
2,2,0.1,21.315,20.3,99,7.6,0
4,1,0.1,21.315,20.3,99,7.6,1
3,2,0.1,21.315,20.3,99,7.6,0
1,1,0.1,21.315,20.3,99,7.6,0
1,1,0.1,21.315,20.3,99,7.6,-1
2,1,0.1,21.315,20.3,99,7.6,-1
1,2,0.1,21.315,20.3,99,7.6,0
2,1,0.1,21.315,20.3,99,7.6,0
4,1,0.1,21.315,20.3,99,7.6,-2
4,2,0.1,21.315,20.3,99,7.6,-1
1,2,0.1,21.315,20.3,99,7.6,-1
2,2,0.1,21.315,20.3,99,7.6,-2
4,2,0.1,21.315,20.3,99,7.6,0
2,1,0.1,21.315,20.3,99,7.6,-2
3,1,0.1,21.315,20.3,99,7.6,0
6,1,0.1,21.315,20.3,99,7.6,-1
5,2,0.1,21.315,20.3,99,7.6,0
6,2,0.1,21.315,20.3,99,7.6,-1
2,2,0.1,21.8,20.5,83,12.8,-1
3,2,0.1,21.8,20.5,83,12.8,-1
3,1,0.1,21.8,20.5,83,12.8,-1
2,2,0.1,21.8,20.5,83,12.8,0
1,2,0.1,21.8,20.5,83,12.8,0
6,2,0.1,21.8,20.5,83,12.8,-1
3,1,0.1,21.8,20.5,83,12.8,0
1,1,0.1,21.8,20.5,83,12.8,1
6,1,0.1,21.8,20.5,83,12.8,-1
3,2,0.1,21.8,20.5,83,12.8,0
2,1,0.1,21.8,20.5,83,12.8,-1
2,1,0.1,21.8,20.5,83,12.8,0
1,2,0.1,21.8,20.5,83,12.8,1
1,1,0.1,21.8,20.5,83,12.8,0
1,1,0.1,21.8,20.5,83,12.8,-1
4,1,0.1,21.8,20.5,83,12.8,-1
1,2,0.1,21.8,20.5,83,12.8,-1
1,2,0.1,21.8,20.5,83,12.8,2
6,2,0.1,21.8,20.5,83,12.8,0
4,1,0.1,21.8,20.5,83,12.8,0
3,1,0.1,23.7,23.1,50,29.2,0
2,1,0.1,23.7,23.1,50,29.2,0
2,2,0.1,23.7,23.1,50,29.2,0
4,1,0.1,23.7,23.1,50,29.2,0
2,1,0.1,23.7,23.1,50,29.2,-1
2,2,0.1,23.7,23.1,50,29.2,-1
6,2,0.1,23.7,23.1,50,29.2,-1
4,2,0.1,23.7,23.1,50,29.2,-1
2,1,0.1,23.7,23.1,50,29.2,-2
