City,Country,Age,Sex,Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,Thermal sensation
Lyon,France,31,2,0.1,23.2,24.3,28.8,13.3,0.69,1.3,2
Lyon,France,31,2,0.1,23,24.1,27.5,13.3,1.2,1.2,0
Lyon,France,31,1,0.1,21.6,22.6,36.4,13.3,0.9,1.6,1
Lyon,France,31,1,0.1,21.7,22.5,30,13.3,0.59,1.4,-1
Lyon,France,31,1,5,20.2,24.3,40.6,7.4,1.06,1.1,-1
Lyon,France,31,2,5,20.5,23.8,41.2,7.4,0.8,1.3,0
Lyon,France,31,2,5,20.4,24.8,40.8,7.4,0.99,1.2,-1
Lyon,France,31,2,5,21.6,23.3,35.9,7.4,1.04,1.4,2
Lyon,France,31,2,5,25.1,24.9,28.3,7.4,0.55,1.2,1
Lyon,France,31,2,5,22.9,28.2,32.3,7.4,0.96,1.3,0
Lyon,France,31,2,0.2,22,22.4,33.7,7.4,0.55,1.5,-2
Lyon,France,31,1,0.2,22.1,24,35.5,7.4,1.14,1.2,-1
Lyon,France,31,2,0.3,23.5,24.4,30.3,7.4,0.71,1.2,0
Lyon,France,31,2,1.8,23.5,26.2,30.6,7.4,0.83,1.5,2
Lyon,France,31,2,2.3,22.5,27,31,7.4,0.94,1.4,-1
Lyon,France,31,2,5,23.7,26.5,29.7,7.4,0.74,1.3,0
Lyon,France,31,1,5,21.2,29,34.8,7.4,0.98,1.1,-2
Lyon,France,31,2,5,24.2,25.6,33.5,7.4,0.91,1.3,0
Lyon,France,31,1,5,22.8,25.6,31.9,7.4,1.04,1.3,1
Lyon,France,31,2,5,23.5,26.3,30.8,7.4,0.61,1.3,1
Lyon,France,31,1,5,22.2,25.9,33.8,7.4,0.73,1.7,-2
Lyon,France,31,1,5,23.8,24.7,33.4,7.4,1.05,1.3,0
Lyon,France,31,2,5,23.4,26.8,34.6,7.4,1.21,1.2,2
Lyon,France,31,2,0.1,21.5,22.5,45.9,4.7,0.53,1.5,0
Lyon,France,31,1,0.1,19.8,20,34,2.7,0.72,1.8,1
Lyon,France,31,2,0.1,23.3,23.3,23.2,13.3,0.88,1.7,2
Lyon,France,31,2,0.1,22.9,23.9,23.3,13.3,0.7,1.9,2
Lyon,France,31,1,0.1,23.2,24.4,22.8,13.3,0.99,1.1,0
Lyon,France,31,1,0.1,23.4,24.4,22.6,13.3,0.57,1.2,1
