City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Clo,Met,Thermal sensation
Peshawar,Pakistan,57,1,0.01,23.6,24.4,49.8,13.3,1.59,1.88,-1
Peshawar,Pakistan,57,1,0.26,17.8,17,44.8,13.3,1.04,1.01,0
Peshawar,Pakistan,57,1,0.06,19.3,19.2,53.2,13.3,1.04,1.01,0
Peshawar,Pakistan,57,1,0.09,19.8,19.5,51.3,13.3,1.04,1.01,0
Peshawar,Pakistan,57,1,0.06,19.8,19.9,50.8,13.3,1.04,1.88,0
Peshawar,Pakistan,57,1,0.04,19.3,19.2,42.7,13.3,1.04,1.01,0
Peshawar,Pakistan,57,1,0.01,18.8,19.2,44.2,13.3,1.04,1.01,0
Peshawar,Pakistan,57,1,0.06,19.3,19.2,48.8,13.3,1.04,1.01,0
Peshawar,Pakistan,57,1,0.46,20.8,18.9,39.5,13.3,1.59,1.88,0
Peshawar,Pakistan,57,1,0.03,22.7,23.1,48.3,13.3,0.73,0.77,0
Peshawar,Pakistan,57,1,0.13,23.6,23.8,44.8,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,0.06,24,24.7,41.6,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,0.13,23.6,23.1,52.7,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,0.18,23.6,23,50.8,13.3,0.73,0.77,0
Peshawar,Pakistan,57,1,0.04,22.2,22.8,51.8,13.3,0.73,0.77,0
Peshawar,Pakistan,57,1,0.13,22.7,22.5,52.7,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,0.01,23.1,23.5,48.8,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,0.05,23.6,24.1,48.8,13.3,0.78,1.88,0
Peshawar,Pakistan,57,1,0.09,23.6,23.8,42.7,13.3,0.76,0.89,0
Peshawar,Pakistan,57,1,0.09,21.7,21.5,54.2,13.3,0.73,1.01,1
Peshawar,Pakistan,57,1,0.06,20.8,20.9,48.3,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,0.01,21.7,23.5,50.8,13.3,0.78,1.88,0
Peshawar,Pakistan,57,1,0.26,22.7,22.5,32.8,13.3,0.76,1.13,0
Peshawar,Pakistan,57,1,0.11,21.3,21.2,46.8,13.3,0.76,0.89,0
Peshawar,Pakistan,57,1,0.19,20.8,20.5,49.8,13.3,0.73,0.77,0
Peshawar,Pakistan,57,1,0.21,20.3,20.2,49.8,13.3,0.73,0.77,0
Peshawar,Pakistan,57,1,0.53,24.9,25.4,32.3,13.3,0.73,0.89,1
Peshawar,Pakistan,57,1,0.34,20.8,20.9,49.3,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,0.24,24.9,25,38.9,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,0.31,24.5,24,50.8,13.3,0.73,0.77,0
Peshawar,Pakistan,57,1,0.75,22.2,22.6,57.9,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,1.03,24,24.5,53.2,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,0.66,22.7,23.7,49.8,13.3,0.73,1.13,0
Peshawar,Pakistan,57,1,0.97,23.6,24.2,46.3,13.3,0.73,0.89,0
Peshawar,Pakistan,57,1,0.57,19.8,20.3,53.7,13.3,1.28,1.88,0
Peshawar,Pakistan,57,1,1.23,20.3,20.2,53.7,13.3,0.76,0.89,0
Peshawar,Pakistan,57,1,1.31,20.8,20.9,54.2,13.3,0.73,0.77,0
Peshawar,Pakistan,57,1,0.15,20.8,20.9,49.8,13.3,1.04,1.88,0
Peshawar,Pakistan,57,1,0.15,21.3,21.5,46.8,13.3,0.73,1.01,0
Peshawar,Pakistan,57,1,1.31,20.8,21.3,46.3,13.3,0.73,0.89,0
Peshawar,Pakistan,16,1,0.74,16.2,16.1,53.7,13.3,0.82,1.01,-2
Peshawar,Pakistan,16,1,0.03,16.2,15.4,71.6,13.3,0.96,1.01,-2
Peshawar,Pakistan,16,1,0.01,15.7,16.1,73.4,13.3,0.96,1.01,-2
Peshawar,Pakistan,16,1,0.01,16.2,16.4,71.2,13.3,0.93,0.89,-2
Peshawar,Pakistan,16,1,0.01,16.2,16.4,69.7,13.3,1.78,1.13,-2
Peshawar,Pakistan,16,1,0.03,16.2,16.1,67.7,13.3,1.04,0.77,-2
Peshawar,Pakistan,16,1,0.01,16.2,16.4,74.5,13.3,1.19,1.88,-2
Peshawar,Pakistan,16,1,0.03,16.2,16.4,74.5,13.3,1.19,1.88,-2
Peshawar,Pakistan,16,1,0.03,16.2,16.1,74.5,13.3,1.19,1.13,-2
Peshawar,Pakistan,16,1,0.01,15.7,16.1,71.6,13.3,1.19,1.13,-2
Peshawar,Pakistan,16,1,0.02,15.7,15.7,68.9,13.3,0.78,1.01,-2
Peshawar,Pakistan,16,1,0.02,15.7,15.7,72.3,13.3,1.28,1.88,0
Peshawar,Pakistan,16,1,0.04,15.7,15.4,71.6,13.3,0.76,1.01,0
Peshawar,Pakistan,16,1,0.04,15.7,15.4,70.1,13.3,0.76,1.13,0
Peshawar,Pakistan,16,1,0.04,15.7,15.7,67.7,13.3,0.76,1.88,0
Peshawar,Pakistan,16,1,0.02,15.7,15.7,68.5,13.3,0.76,1.88,0
Peshawar,Pakistan,16,1,0.05,16.2,16.1,66.9,13.3,1.04,1.01,-1
Peshawar,Pakistan,16,1,0.03,16.2,16.8,70.8,13.3,1.04,1.13,-1
Peshawar,Pakistan,16,1,0.01,15.7,15.4,71.2,13.3,1.04,1.01,-1
Peshawar,Pakistan,16,1,0.03,16.2,15.7,72,13.3,1.19,0.89,-1
Peshawar,Pakistan,16,1,0.03,16.2,16.4,73.4,13.3,1.19,1.01,-2
Peshawar,Pakistan,16,1,0.02,15.7,15.7,68.9,13.3,1.01,0.77,-2
Peshawar,Pakistan,16,1,0.01,16.2,16.4,75.2,13.3,1.19,1.01,-2
Peshawar,Pakistan,16,1,0.03,16.2,16.1,68.1,13.3,1.19,1.88,-2
Peshawar,Pakistan,16,1,0.02,15.7,15.4,65.2,13.3,1.01,0.89,-2
Peshawar,Pakistan,16,1,0.01,15.7,16.1,67.7,13.3,0.78,1.01,-2
Peshawar,Pakistan,16,1,0.12,16.8,16.8,52.7,13.3,0.78,0.89,-2
Peshawar,Pakistan,16,1,0.15,23.1,23.9,19.2,13.3,0.76,1.88,0
Peshawar,Pakistan,16,1,0.74,20.3,21.1,31.7,13.3,0.73,0.89,0
Peshawar,Pakistan,16,1,0.15,21.7,18.2,21.6,13.3,0.76,1.88,0
Peshawar,Pakistan,16,1,1.01,18.8,17.1,35.1,13.3,1.22,1.01,0
Peshawar,Pakistan,16,1,0.89,18.3,16.3,40,13.3,1.28,0.89,0
Peshawar,Pakistan,16,1,0.57,16.2,14.2,51.8,13.3,1.28,1.01,-1
Peshawar,Pakistan,16,1,0.53,14.6,11.9,60.5,13.3,1.59,0.89,-1
Peshawar,Pakistan,16,1,0.46,13.4,10.7,65.2,13.3,1.78,1.01,-2
Peshawar,Pakistan,16,1,0.57,12.2,9.4,72.7,13.3,1.19,1.01,-2
Peshawar,Pakistan,16,1,0.43,11,8.3,73.8,13.3,1.19,0.89,-2
Peshawar,Pakistan,16,1,0.49,10.4,7.3,74.9,13.3,1.78,1.01,-2
Peshawar,Pakistan,16,1,0.43,7,3.7,78.7,13.3,1.19,1.01,-2
Peshawar,Pakistan,16,1,0.22,6.2,4,79.7,13.3,1.19,1.01,-2
Peshawar,Pakistan,16,1,0.65,10.4,7.8,73.4,13.3,1.19,1.01,-2
Peshawar,Pakistan,16,1,1.2,18.8,17,40,13.3,1.04,1.01,-2
Peshawar,Pakistan,16,1,1.13,24,24.5,14.8,13.3,1.04,1.01,-2
Peshawar,Pakistan,16,1,0.61,27.4,29,11.6,13.3,1.04,1.01,-2
Peshawar,Pakistan,16,1,0.74,25.8,28.3,11.6,13.3,1.01,0.89,0
Peshawar,Pakistan,16,1,0.15,24.9,26.4,11.6,13.3,1.01,1.01,0
Peshawar,Pakistan,16,1,0.15,24.5,23.7,10.9,13.3,1.22,1.88,0
Peshawar,Pakistan,16,1,0.65,20.8,18.4,22.3,13.3,1.01,1.13,0
Peshawar,Pakistan,16,1,0.74,19.3,16.5,22.3,13.3,1.22,1.01,0
Peshawar,Pakistan,16,1,0.61,17.3,13.5,33.4,13.3,1.04,0.89,-1
Peshawar,Pakistan,16,1,0.01,15.7,15.7,62.7,13.3,1.04,0.89,-2
Peshawar,Pakistan,16,1,0.04,15.7,14.2,72,13.3,1.3,1.13,-2
Peshawar,Pakistan,16,1,0.15,15.1,15.4,71.2,13.3,1.45,1.01,-2
Peshawar,Pakistan,16,1,0.01,15.7,15.4,71.6,13.3,1.04,0.77,-2
Peshawar,Pakistan,16,1,0.04,15.1,15,73.8,13.3,1.19,0.89,-2
Peshawar,Pakistan,16,1,0.04,15.1,15,74.2,13.3,1.19,0.89,-2
Peshawar,Pakistan,16,1,0.04,14.6,15,74.9,13.3,1.19,1.01,-2
Peshawar,Pakistan,16,1,0.08,15.1,15,74.2,13.3,1.04,1.88,-2
Peshawar,Pakistan,16,1,0.16,15.7,14.5,74.9,13.3,1.04,1.88,-2
Peshawar,Pakistan,16,1,0.22,15.7,14.5,73.8,13.3,1.04,1.88,-2
Peshawar,Pakistan,16,1,0.12,15.1,15.4,71.6,13.3,1.04,0.89,-2
Peshawar,Pakistan,16,1,0.1,14.6,13.8,73.1,13.3,1.01,1.01,-2
Peshawar,Pakistan,16,1,0.06,14.6,16.5,70.1,13.3,0.76,1.88,0
Peshawar,Pakistan,16,1,0.1,14.6,14.3,69.3,13.3,0.76,1.13,0
Peshawar,Pakistan,16,1,0.24,15.1,13.7,65.7,13.3,1.01,1.88,0
Peshawar,Pakistan,16,1,0.18,15.1,15.4,63.1,13.3,1.04,1.13,-2
Peshawar,Pakistan,16,1,0.31,15.7,16.5,64.4,13.3,1.78,1.01,-2
Peshawar,Pakistan,16,1,0.34,16.2,15.3,67.7,13.3,1.78,1.13,-2
Peshawar,Pakistan,16,1,0.34,16.2,15.6,66.9,13.3,1.19,0.89,-2
Peshawar,Pakistan,16,1,0.43,16.8,16.3,66.1,13.3,1.19,0.89,-2
Peshawar,Pakistan,16,1,0.74,17.3,14.4,70.4,13.3,1.16,0.77,-2
Peshawar,Pakistan,16,1,0.46,16.2,16.4,74.2,13.3,1.78,1.88,-2
Peshawar,Pakistan,16,1,0.46,16.2,16.4,74.9,13.3,1.78,0.89,-2
Peshawar,Pakistan,16,1,0.57,16.2,16.4,74.5,13.3,1.78,1.88,-2
Peshawar,Pakistan,16,1,0.57,15.1,15.5,67.7,13.3,1.78,1.13,-2
Peshawar,Pakistan,16,1,0.57,15.1,15.5,66.5,13.3,1.78,1.88,-2
Peshawar,Pakistan,16,1,0.57,15.1,15.5,68.9,13.3,1.04,1.88,0
Peshawar,Pakistan,16,1,0.65,15.7,15.3,73.4,13.3,1.04,1.01,0
Peshawar,Pakistan,16,1,0.84,15.7,15.7,70.1,13.3,0.76,1.88,0
Peshawar,Pakistan,16,1,0.84,15.7,15.7,69.3,13.3,0.76,0.89,0
Peshawar,Pakistan,16,1,1.07,15.7,15.3,69.7,13.3,0.76,1.88,0
Peshawar,Pakistan,16,1,0.15,15.1,16.2,51.8,13.3,1.04,1.01,0
Peshawar,Pakistan,16,1,0.15,14.6,13.8,53.2,13.3,0.76,1.88,0
Peshawar,Pakistan,16,1,0.15,16.8,17.1,58.3,13.3,1.04,1.88,-2
Quetta,Pakistan,58,1,0.29,29,28.7,11.6,13.3,0.73,1.13,0
Quetta,Pakistan,58,1,0.25,30.3,29.9,12.2,13.3,0.62,1.01,2
Quetta,Pakistan,58,1,0.54,31,30.8,12.4,13.3,0.73,0.89,0
Quetta,Pakistan,58,1,0.12,30.4,30.5,12.2,13.3,0.58,0.89,1
Quetta,Pakistan,58,1,0.09,30.6,30.6,12.2,13.3,0.6,0.77,2
Quetta,Pakistan,58,1,0.12,30.4,29.9,13.3,13.3,0.58,0.77,0
Quetta,Pakistan,58,1,0.32,29.1,28.6,12.1,13.3,0.58,0.89,0
Quetta,Pakistan,58,1,0.19,29.5,29.6,12.1,13.3,0.6,0.89,1
Quetta,Pakistan,58,1,0.21,28.8,28,12,13.3,0.73,1.01,2
Quetta,Pakistan,58,1,0.62,30.3,30.2,11.7,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.27,28.7,28.5,12,13.3,0.62,1.01,0
Quetta,Pakistan,58,1,0.35,29.8,29.8,12.2,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,1.03,34.1,31.4,12.2,13.3,0.73,1.01,2
Quetta,Pakistan,58,1,0.67,31.8,31.2,12.2,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.35,31.1,31.2,12.2,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.04,33.3,34.4,12.2,13.3,0.73,1.01,2
Quetta,Pakistan,58,1,0.38,31.8,31.6,12.2,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.25,31.7,31.3,18.6,13.3,0.6,0.89,0
Quetta,Pakistan,58,1,0.23,30.9,30.9,14.9,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.14,30.9,31,19.2,13.3,0.6,0.89,0
Quetta,Pakistan,58,1,0.06,30.9,31,18,13.3,0.6,0.89,1
Quetta,Pakistan,58,1,0.07,30.9,31,17.9,13.3,0.6,0.89,0
Quetta,Pakistan,58,1,0.07,30.8,30.9,19,13.3,0.6,0.89,0
Quetta,Pakistan,58,1,0.21,30.1,30,12.2,13.3,0.58,1.01,0
Quetta,Pakistan,58,1,0.21,30.1,30.1,12.2,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.41,28.8,28.8,15.4,13.3,0.6,1.13,0
Quetta,Pakistan,58,1,0.17,29.9,29.9,12.2,13.3,0.6,1.88,0
Quetta,Pakistan,58,1,0.23,30.8,30.7,12.2,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.23,30.8,30.6,12.3,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.21,30.9,30.9,12.3,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.23,30.8,30.9,12.3,13.3,0.58,1.01,0
Quetta,Pakistan,58,1,0.58,31.1,31.1,12.3,13.3,0.58,0.77,0
Quetta,Pakistan,58,1,0.47,31.3,31.4,12.4,13.3,0.58,0.77,1
Quetta,Pakistan,58,1,0.41,30.8,30.7,12.2,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.23,30.7,30.8,12.7,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.19,30.6,30.7,16.7,13.3,0.6,1.88,0
Quetta,Pakistan,58,1,0.17,29.9,30.3,20.6,13.3,0.6,0.89,0
Quetta,Pakistan,58,1,0.38,28.7,27.5,16.8,13.3,0.62,1.88,1
Quetta,Pakistan,58,1,0.25,30.1,30,14.8,13.3,0.62,1.01,0
Quetta,Pakistan,58,1,0.12,30.3,30.3,11.9,13.3,0.58,0.77,0
Quetta,Pakistan,58,1,0.11,30.4,30.5,11.9,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.04,27,27.2,11.9,13.3,0.65,1.01,0
Quetta,Pakistan,58,1,0.14,29.1,29,12.2,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.29,30.9,31,12.2,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.29,31.9,31.8,12.2,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.25,32.1,31.9,12.2,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.14,31,30.9,12.2,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.11,31.1,31.2,12.2,13.3,0.71,0.77,1
Quetta,Pakistan,58,1,0.15,31.3,31.5,12.2,13.3,0.6,1.01,1
Quetta,Pakistan,58,1,0.11,31.2,31.3,12.2,13.3,0.6,1.01,1
Quetta,Pakistan,58,1,0.09,30.9,31,12.2,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.21,30.9,30.9,12.2,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.35,30.6,30.5,14.8,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.35,30.4,29.8,22.5,13.3,0.52,1.88,0
Quetta,Pakistan,58,1,0.11,29.9,29.9,12,13.3,0.58,0.77,0
Quetta,Pakistan,58,1,0.41,28,27.4,17.3,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.25,28.7,28.4,12.1,13.3,0.71,1.88,2
Quetta,Pakistan,58,1,0.06,30.7,31.1,20.4,13.3,0.71,1.88,2
Quetta,Pakistan,58,1,0.05,34.1,34.9,28.8,13.3,0.6,1.01,1
Quetta,Pakistan,58,1,0.25,30.5,30.4,14.1,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.32,30.9,30.7,15.4,13.3,0.58,1.01,0
Quetta,Pakistan,58,1,0.21,30.9,30.7,18.8,13.3,0.6,1.01,1
Quetta,Pakistan,58,1,0.14,30.3,30.2,19.3,13.3,0.6,1.01,1
Quetta,Pakistan,58,1,0.15,30.2,30.2,21.6,13.3,0.6,1.01,1
Quetta,Pakistan,58,1,0.15,30.1,30.2,20.8,13.3,0.6,1.01,1
Quetta,Pakistan,58,1,0.38,29.9,29.6,25.3,13.3,0.71,1.88,1
Quetta,Pakistan,58,1,0.23,30.3,30.2,22.3,13.3,0.71,1.01,0
Quetta,Pakistan,58,1,0.17,29.9,29.7,24.1,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.23,29.8,29.8,19.2,13.3,0.6,1.01,2
Quetta,Pakistan,58,1,0.19,29.9,29.9,16.7,13.3,0.58,0.77,0
Quetta,Pakistan,58,1,0.19,29.4,29.2,12.2,13.3,0.58,1.01,0
Quetta,Pakistan,58,1,0.27,28.6,28.5,14.8,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.29,29.3,29.4,12.1,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.38,30,30,12.2,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.62,30.3,30.2,15.4,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.14,30.4,30.3,23.5,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.14,29.1,29,17.9,13.3,0.62,1.01,0
Quetta,Pakistan,58,1,0.44,31,30.4,21.6,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.21,30,29.9,19.2,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.23,30.1,29.8,19.2,13.3,0.73,1.01,1
Quetta,Pakistan,58,1,0.23,29.8,29.8,19.8,13.3,0.73,1.01,2
Quetta,Pakistan,58,1,0.25,29.7,29.6,23,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.23,29.4,29.3,23.5,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.17,29.3,29.2,19.6,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.32,29,29.1,17.9,13.3,0.6,1.01,0
Quetta,Pakistan,58,1,0.41,29,28.9,21.7,13.3,0.58,0.77,0
Quetta,Pakistan,58,1,1.1,28.4,29.6,11.7,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.21,29,29.4,11.9,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.23,27.4,30.2,11.9,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.71,28.3,28.1,11.6,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.44,26.5,26.6,11.6,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.58,27.3,27.4,11.6,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.58,24.8,24.9,11.6,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.67,31,30.8,12.2,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.08,32.6,33.9,22.9,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.54,29.5,28.2,12.2,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,1.03,30.8,29.9,12.1,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.35,29.8,29.8,12.1,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.44,29.7,29.8,12,13.3,0.73,1.01,0
Quetta,Pakistan,58,1,0.44,29.4,29.2,13.5,13.3,0.71,1.01,0
Quetta,Pakistan,58,1,0.51,29.1,29.1,11.9,13.3,0.52,1.01,0
Quetta,Pakistan,58,1,0.19,27.9,28.9,19.3,13.3,0.58,0.77,0
Quetta,Pakistan,58,1,0.12,29.5,29.5,24.5,13.3,0.6,1.88,0
Quetta,Pakistan,58,1,0.12,29.9,29.9,25.3,13.3,0.49,1.01,0
Quetta,Pakistan,58,1,0.21,29.9,29.9,22.9,13.3,0.49,1.01,0
Quetta,Pakistan,58,1,0.23,29.9,29.9,17.3,13.3,0.49,1.01,0
Quetta,Pakistan,58,1,0.62,25.3,25.8,16.9,13.3,0.49,1.01,0
Quetta,Pakistan,58,1,0.54,24.3,23.7,15.3,13.3,0.49,1.01,0
Quetta,Pakistan,58,1,0.51,26.6,27,11.6,13.3,0.49,1.01,0
Quetta,Pakistan,58,1,0.51,30.2,29.5,12.2,13.3,0.49,1.01,1
Quetta,Pakistan,58,1,0.67,31.1,30.9,12.3,13.3,0.49,1.01,0
Quetta,Pakistan,58,1,0.21,31,31.1,12.3,13.3,0.49,1.01,0
Quetta,Pakistan,58,1,0.86,32.6,30.3,12.2,13.3,0.49,0.89,0
Quetta,Pakistan,58,1,0.23,29.4,29.3,12.2,13.3,0.52,0.89,0
Quetta,Pakistan,26,1,0.9,28.7,28.7,10.4,13.3,0.6,0.89,2
Quetta,Pakistan,26,1,0.37,30.3,29.8,10.3,13.3,0.6,0.89,1
Quetta,Pakistan,26,1,0.8,30.8,30.7,10.4,13.3,0.6,0.89,0
Quetta,Pakistan,26,1,0.71,33.3,33.4,10.3,13.3,0.6,0.89,2
Quetta,Pakistan,26,1,0.35,29.9,29.9,10.3,13.3,0.6,1.88,1
Quetta,Pakistan,26,1,0.2,29.8,29.6,12.2,13.3,0.6,1.01,1
Quetta,Pakistan,26,1,0.14,29.4,29.5,24.7,13.3,0.6,1.88,1
Quetta,Pakistan,26,1,0.18,28.8,28.8,10.3,13.3,0.58,1.13,0
Quetta,Pakistan,26,1,0.43,29.7,29.9,10.3,13.3,0.52,1.88,1
Quetta,Pakistan,26,1,0.37,29.9,29.9,13.5,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.35,28.7,29,12.2,13.3,0.52,1.88,0
Quetta,Pakistan,26,1,0.35,30.2,30.2,10.3,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.85,33.3,31,10.3,13.3,0.52,1.88,1
Quetta,Pakistan,26,1,0.85,33,31.5,10.3,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.63,31.8,31.8,10.4,13.3,0.52,1.01,2
Quetta,Pakistan,26,1,0.16,33.7,35,10.9,13.3,0.52,1.01,2
Quetta,Pakistan,26,1,0.3,31.7,31.4,10.3,13.3,0.52,0.89,1
Quetta,Pakistan,26,1,0.18,33.7,34.2,16.7,13.3,0.52,0.89,2
Quetta,Pakistan,26,1,0.46,30.6,30.5,10.3,13.3,0.48,1.88,1
Quetta,Pakistan,26,1,0.24,29.9,30.2,11.6,13.3,0.31,0.89,0
Quetta,Pakistan,26,1,0.26,29.8,29.8,12.9,13.3,0.31,1.88,0
Quetta,Pakistan,26,1,0.24,29.6,29.7,15.2,13.3,0.31,0.89,0
Quetta,Pakistan,26,1,0.22,29.2,29.3,10.3,13.3,0.3,1.88,0
Quetta,Pakistan,26,1,0.59,29.5,29.6,10.3,13.3,0.47,1.88,0
Quetta,Pakistan,26,1,0.49,30.8,30.7,10.3,13.3,0.47,1.01,1
Quetta,Pakistan,26,1,0.43,31.5,31.4,10.3,13.3,0.47,1.01,1
Quetta,Pakistan,26,1,0.37,31.8,31.8,10.3,13.3,0.47,1.01,2
Quetta,Pakistan,26,1,0.32,31.8,31.8,12.2,13.3,0.47,1.01,2
Quetta,Pakistan,26,1,0.63,31.4,30.3,10.3,13.3,0.47,0.89,1
Quetta,Pakistan,26,1,0.67,30.3,30.3,10.3,13.3,0.47,1.88,0
Quetta,Pakistan,26,1,0.56,30.3,30.4,10.3,13.3,0.47,1.01,1
Quetta,Pakistan,26,1,0.52,30.3,30.4,10.3,13.3,0.47,0.89,0
Quetta,Pakistan,26,1,0.59,30.3,30.5,10.3,13.3,0.47,1.88,1
Quetta,Pakistan,26,1,0.56,32.3,32.5,17.8,13.3,0.47,0.89,1
Quetta,Pakistan,26,1,0.35,31.9,32.2,16.7,13.3,0.47,1.13,0
Quetta,Pakistan,26,1,0.18,30.5,31.3,23.5,13.3,0.47,0.89,1
Quetta,Pakistan,26,1,0.46,29.5,29.6,11.4,13.3,0.42,1.01,0
Quetta,Pakistan,26,1,0.32,29.3,30,10.3,13.3,0.42,0.77,1
Quetta,Pakistan,26,1,0.14,29.1,29.3,10.4,13.3,0.3,1.88,0
Quetta,Pakistan,26,1,0.14,29.1,29.3,10.4,13.3,0.52,1.88,1
Quetta,Pakistan,26,1,0.52,28.8,28.7,10.4,13.3,0.52,1.01,0
Quetta,Pakistan,26,1,0.67,30.4,30.6,10.4,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.59,31.1,31.3,10.4,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.63,32,32,10.4,13.3,0.52,1.88,2
Quetta,Pakistan,26,1,0.3,32.2,32.3,10.4,13.3,0.52,1.01,2
Quetta,Pakistan,26,1,0.37,30.6,30.6,10.4,13.3,0.52,1.88,1
Quetta,Pakistan,26,1,0.01,40,41.6,21.6,13.3,0.52,0.89,2
Quetta,Pakistan,26,1,0.01,35.1,37.4,16,13.3,0.52,0.89,1
Quetta,Pakistan,26,1,0.59,31,31.6,10.3,13.3,0.52,0.89,1
Quetta,Pakistan,26,1,0.35,24,25.2,43.2,13.3,0.52,0.89,0
Quetta,Pakistan,26,1,0.24,20.5,21.3,63.6,13.3,0.52,1.88,0
Quetta,Pakistan,26,1,0.18,20,20.4,64.8,13.3,0.52,0.89,0
Quetta,Pakistan,26,1,0.22,18.3,18.6,61.8,13.3,0.52,1.88,0
Quetta,Pakistan,26,1,0.16,22.1,22.5,61.1,13.3,0.52,0.77,0
Quetta,Pakistan,26,1,0.28,23.1,23.3,62.3,13.3,0.52,0.89,0
Quetta,Pakistan,26,1,0.59,24.5,26.3,10.9,13.3,0.52,1.88,0
Quetta,Pakistan,26,1,0.67,20.8,21.2,63.6,13.3,0.52,1.88,1
Quetta,Pakistan,26,1,0.12,35.2,36,10.9,13.3,0.52,0.89,1
Quetta,Pakistan,26,1,0.71,23.9,24.8,20.4,13.3,0.52,1.88,0
Quetta,Pakistan,26,1,0.95,27.4,27.3,10.3,13.3,0.52,0.89,1
Quetta,Pakistan,26,1,0.35,32.5,33.1,30,13.3,0.52,0.89,1
Quetta,Pakistan,26,1,0.37,30.2,30.2,18.6,13.3,0.48,1.88,1
Quetta,Pakistan,26,1,0.75,29.9,29.9,10.4,13.3,0.58,0.89,1
Quetta,Pakistan,26,1,0.14,29.3,29.5,18.4,13.3,0.58,1.88,0
Quetta,Pakistan,26,1,0.3,28.8,29.1,16.5,13.3,0.58,1.88,1
Quetta,Pakistan,26,1,0.37,29.4,29.5,13,13.3,0.58,0.77,1
Quetta,Pakistan,26,1,0.71,28.3,28.4,10.3,13.3,0.3,1.88,0
Quetta,Pakistan,26,1,0.46,29.1,29.3,10.3,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.67,30.2,30.2,10.3,13.3,0.52,1.01,1
Quetta,Pakistan,26,1,0.52,30.9,30.9,10.3,13.3,0.52,1.01,1
