City,Country,Age,Sex,Air velocity (m/s),Air temperature (??C),Radiant temperature (??C),Relative humidity (%),Outdoor monthly air temperature (??C),Clo,Met,Thermal sensation
Montreal,Canada,30,2,0.09,23.4,22.6,58.4,13.3,0.6,1.2,-2
Montreal,Canada,45,2,0.1,22.8,22.3,58.6,13.3,0.4,1.2,0
Montreal,Canada,38,2,0.04,23.7,22.9,56.7,13.3,0.5,1.2,-1
Montreal,Canada,50,1,0.08,23.6,22.9,58.4,13.3,0.5,1,0
Montreal,Canada,52,2,0.08,22.9,22.7,60.8,13.3,0.7,1.5,1
Montreal,Canada,42,2,0.07,23.1,22.3,59.3,13.3,0.5,1.2,-2
Montreal,Canada,60,1,0.07,22.6,22.1,61.3,13.3,0.4,1.2,-2
Montreal,Canada,24,2,0.11,22.9,22.3,60.2,13.3,0.7,1.2,0
Montreal,Canada,28,2,0.09,23.5,23.1,58,13.3,0.5,1.2,-1
Montreal,Canada,38,2,0.07,23.3,22.6,59.7,13.3,0.8,1.5,-2
Montreal,Canada,48,1,0.06,23.2,22.7,60.3,13.3,0.5,1.2,0
Montreal,Canada,35,2,0.06,22.4,22,61.4,13.3,0.5,1.2,-1
Montreal,Canada,42,2,0.07,23.3,22.9,57.9,13.3,0.5,1.1,-1
Montreal,Canada,44,1,0.06,23.1,22.4,58.8,13.3,0.3,1.4,-1
Montreal,Canada,55,1,0.07,23.4,22.9,56.6,13.3,0.5,1.1,-2
Montreal,Canada,37,2,0.08,24,23.7,55.4,13.3,0.4,1.1,1
Montreal,Canada,33,2,0.08,22.3,21.6,59.7,13.3,0.9,1.4,-2
Montreal,Canada,32,2,0.07,22.9,22.3,57.5,13.3,0.3,1.1,-1
Montreal,Canada,31,1,0.07,22.5,22.1,57.6,13.3,0.6,1.3,-1
Montreal,Canada,52,2,0.08,22.1,21.7,59.5,13.3,0.4,1,-2
Montreal,Canada,57,1,0.07,22.5,22.1,59.4,13.3,0.7,1.2,0
Montreal,Canada,41,2,0.11,22.4,22.2,59.6,13.3,0.6,1,-2
Montreal,Canada,37,2,0.07,23,22.5,58.9,13.3,0.3,1.4,0
Montreal,Canada,47,1,0.08,22.5,22.2,60.8,13.3,0.5,1.6,-1
Montreal,Canada,41,2,0.1,23,22.5,58.5,13.3,1,1,-1
Montreal,Canada,35,1,0.06,23.1,22.1,58.3,13.3,0.5,1.2,-1
Montreal,Canada,58,1,0.07,23.1,22.5,58.5,13.3,0.5,1.1,1
Montreal,Canada,39,2,0.1,23.1,23.1,58.9,13.3,0.6,1.1,-1
Montreal,Canada,33,1,0.06,26.4,25.3,49.3,13.3,0.4,1.3,2
Montreal,Canada,38,2,0.05,26.4,25.1,48.7,13.3,0.4,1.2,2
Montreal,Canada,28,2,0.07,26.3,25.4,48.6,13.3,0.6,1.2,1
Montreal,Canada,35,2,0.07,26.4,25.1,48.2,13.3,1.3,1.2,2
Montreal,Canada,34,2,0.07,26.7,25.4,47.2,13.3,0.6,1.2,2
Montreal,Canada,38,2,0.07,24.6,23.6,39.9,13.3,0.9,1.5,1
Montreal,Canada,20,2,0.06,25.2,24.4,38.2,13.3,0.5,1.2,1
Montreal,Canada,45,1,0.07,25.1,24.2,39.3,13.3,0.5,1.2,1
Montreal,Canada,37,2,0.11,25,24.6,38.9,13.3,0.4,1,1
Montreal,Canada,28,2,0.05,25.5,24.4,38.5,13.3,0.5,1.3,1
Montreal,Canada,34,2,0.07,25.7,24.4,39.3,13.3,0.5,1,1
Montreal,Canada,36,2,0.08,26.1,25.1,37.8,13.3,0.4,1.1,2
Montreal,Canada,51,1,0.06,26.2,25.4,38.9,13.3,0.8,1.3,-2
