,City,Country,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Clo,Met,Thermal sensation
81995,Cardiff,UK,31,2,0.06,25.1,25.7,49.5,13.3,0.81,2.6,2
81996,Cardiff,UK,31,2,0.06,25.1,25.7,49.5,13.3,0.66,2.6,2
81997,Cardiff,UK,31,2,0.14,20.2,20.7,56.3,13.3,0.82,2.6,1
81998,Cardiff,UK,31,2,0.06,21.8,21.3,57.6,13.3,0.51,2.6,2
81999,Cardiff,UK,31,2,0.06,23.7,22.9,49.5,13.3,0.65,2.6,-2
82000,Cardiff,UK,31,2,0.06,21.5,21.4,44.4,13.3,0.67,2.6,2
82001,Cardiff,UK,31,2,0.06,21.3,21.5,44.6,13.3,0.77,2.6,2
82002,Cardiff,UK,31,2,0.06,21.3,21.5,44.6,13.3,0.67,2.6,2
82003,Cardiff,UK,31,1,0.06,21.2,21.3,44.8,13.3,0.76,2.6,0
82004,Cardiff,UK,31,1,0.06,21.2,21.3,44.8,13.3,0.91,2.6,-2
82005,Cardiff,UK,31,1,0.06,21.5,21.4,44.4,13.3,0.84,2.6,1
82006,Cardiff,UK,31,1,0.06,21.2,21.3,44.8,13.3,0.31,2.6,0
82007,Cardiff,UK,31,1,0.06,21.5,21.6,44.9,13.3,0.76,2.6,1
82008,Cardiff,UK,31,1,0.06,21.3,21.5,44.6,13.3,0.4,2.6,2
82009,Cardiff,UK,31,1,0.06,21.4,21.5,45.2,13.3,0.4,2.6,-1
82010,Cardiff,UK,31,1,0.06,21.3,21.5,44.6,13.3,0.42,2.6,2
82011,Cardiff,UK,31,1,0.06,21.3,21.5,44.6,13.3,0.76,2.6,0
82012,Cardiff,UK,31,1,0.06,21.2,21.4,45.4,13.3,0.92,2.6,2
82013,Cardiff,UK,31,1,0.06,21.5,21.7,44.6,13.3,0.85,2.6,-1
82014,Cardiff,UK,31,1,0.06,21.3,21.5,44.6,13.3,0.83,2.6,1
82015,Cardiff,UK,31,2,0.06,24.1,24.2,49.1,13.3,0.29,2.6,0
82016,Cardiff,UK,31,2,0.06,22.6,23.6,47.8,13.3,0.69,2.6,-1
82017,Cardiff,UK,31,2,0.06,19,20.3,50.7,13.3,0.7,2.6,0
82018,Cardiff,UK,31,2,0.06,24.1,24.2,49.1,13.3,0.29,2.6,2
82019,Cardiff,UK,31,2,0.06,23.6,23.3,50.9,13.3,0.38,3.1,2
82020,Cardiff,UK,31,2,0.06,24.1,24,49.2,13.3,0.52,2.3,2
82021,Cardiff,UK,31,2,0.06,24.1,24.2,49.1,13.3,0.42,2.6,2
82022,Cardiff,UK,31,2,0.06,23.1,22.6,54.1,13.3,0.29,2.3,2
82023,Cardiff,UK,31,2,0.06,24.1,24.2,49.1,13.3,0.31,2.6,2
82024,Cardiff,UK,31,2,0.06,23.6,23.3,50.9,13.3,0.68,2.3,2
82025,Cardiff,UK,31,2,0.06,23.5,24.1,45.9,13.3,0.84,2.3,2
82026,Cardiff,UK,31,2,0.06,24.2,23.9,48.4,13.3,0.65,2.3,2
82027,Cardiff,UK,31,2,0.06,23.8,23.8,50,13.3,0.56,2.3,2
82028,Cardiff,UK,31,2,0.06,23.5,23.2,52.1,13.3,0.29,2.3,1
82029,Cardiff,UK,31,2,0.06,23.7,23.5,51.1,13.3,0.34,3.1,1
82030,Cardiff,UK,31,2,0.06,23.5,24.1,45.9,13.3,0.39,2.3,0
82031,Cardiff,UK,31,2,0.06,23.8,23.8,50,13.3,0.81,2.3,-2
82032,Cardiff,UK,31,2,0.06,23.7,23.3,51.3,13.3,0.29,2.3,2
82033,Cardiff,UK,31,2,0.06,23.1,22.6,54.1,13.3,0.31,2.3,2
82034,Cardiff,UK,31,2,0.06,23.6,23.3,50.9,13.3,0.39,3.1,2
82035,Cardiff,UK,31,2,0.06,23.5,23.2,52.1,13.3,1,2.3,2
82036,Cardiff,UK,31,2,0.06,23.8,23.8,50,13.3,0.67,2.3,2
82037,Cardiff,UK,31,2,0.06,23.9,24.3,46.1,13.3,0.67,2.3,2
82038,Cardiff,UK,31,2,0.06,23.6,23.3,50.9,13.3,0.63,3.1,2
82039,Cardiff,UK,31,2,0.06,22.8,21.8,56.2,13.3,0.7,2.3,0
82040,Cardiff,UK,31,2,0.06,24.2,23.9,48.4,13.3,0.58,2.3,0
82041,Cardiff,UK,31,2,0.06,24.2,24.2,48.6,13.3,0.3,2.3,2
82042,Cardiff,UK,31,2,0.06,24.2,23.9,48.4,13.3,0.39,2.3,2
82043,Cardiff,UK,31,2,0.06,22.8,21.8,56.2,13.3,0.56,2.3,2
82044,Cardiff,UK,31,2,0.06,24.2,24.2,48.6,13.3,0.87,2.3,2
82045,Cardiff,UK,31,2,0.06,22.8,21.8,56.2,13.3,0.45,2.3,2
82046,Cardiff,UK,31,2,0.06,24.1,24.2,49.1,13.3,0.31,2.3,2
82047,Cardiff,UK,31,1,0.06,19,20.2,43.8,13.3,1.07,1.2,-2
82048,Cardiff,UK,31,1,0.06,18.9,20.1,43.8,13.3,0.8,1.4,-2
82049,Cardiff,UK,31,2,0.06,18.6,19.8,44.5,13.3,0.59,1.4,0
82050,Cardiff,UK,31,2,0.06,18.9,20.1,43.8,13.3,0.69,1.4,0
82051,Cardiff,UK,31,2,0.06,18.1,19.1,45.7,13.3,0.62,1.4,-2
82052,Cardiff,UK,31,2,0.06,18.9,20.1,43.8,13.3,0.75,1.4,0
82053,Cardiff,UK,31,1,0.06,22.4,22.7,33.3,13.3,0.7,2.6,-1
82054,Cardiff,UK,31,2,0.06,22.4,22.9,31.5,13.3,0.76,2.3,2
82055,Cardiff,UK,31,2,0.06,22.4,22.9,31.5,13.3,0.96,1.4,0
82056,Cardiff,UK,31,2,0.06,22.3,22.8,31.8,13.3,0.7,2.3,2
82057,Cardiff,UK,31,2,0.06,22.3,22.8,31.8,13.3,0.67,2.6,2
82059,Cardiff,UK,31,2,0.06,22.3,22.8,31.8,13.3,0.67,2.3,1
82060,Cardiff,UK,31,2,0.1,23.1,22.5,32.4,13.3,0.7,3.1,0
82061,Cardiff,UK,31,2,0.06,22.3,22.8,31.8,13.3,0.71,2.3,1
82062,Cardiff,UK,31,2,0.06,20,19.4,49.9,13.3,0.97,2.3,-2
82063,Cardiff,UK,31,2,0.06,18.7,19.2,47.7,13.3,0.96,2.6,2
82064,Cardiff,UK,31,2,0.06,18.8,19.3,48,13.3,0.77,2.6,-1
82065,Cardiff,UK,31,1,0.06,18.7,19.2,47.7,13.3,0.97,2.4,2
82066,Cardiff,UK,31,2,0.06,18.7,19.2,47.7,13.3,1.1,2.3,2
82067,Cardiff,UK,31,2,0.06,18.7,19.2,47.7,13.3,0.74,2.3,2
82068,Cardiff,UK,31,2,0.06,18.5,19,47.4,13.3,0.58,2.3,2
82069,Cardiff,UK,31,2,0.06,22.1,20.1,46.5,13.3,1.03,2.6,-1
82070,Cardiff,UK,31,2,0.06,22.1,20.1,46.5,13.3,0.94,2.6,0
82071,Cardiff,UK,31,2,0.06,18.5,19,47.5,13.3,1.25,2.3,0
82072,Cardiff,UK,31,2,0.06,18.5,19,47.5,13.3,0.72,2.6,1
82073,Cardiff,UK,31,2,0.06,18.8,19.3,48,13.3,0.58,2.6,2
82074,Cardiff,UK,31,1,0.06,18.7,19.2,47.7,13.3,0.39,2.4,0
82075,Cardiff,UK,31,1,0.06,17.4,18.4,47.8,13.3,0.42,4.5,2
82076,Cardiff,UK,31,1,0.06,17.4,18.4,47.8,13.3,0.4,4.5,0
82077,Cardiff,UK,31,1,0.06,17.4,18.4,47.8,13.3,1.1,2.4,-2
82078,Cardiff,UK,31,1,0.06,20.5,20.3,54.5,13.3,1.2,2.6,0
82079,Cardiff,UK,31,1,0.06,21.3,21.3,51.3,13.3,0.31,2.6,-1
82080,Cardiff,UK,31,1,0.06,20.6,20.7,52.4,13.3,0.73,2.6,2
82081,Cardiff,UK,31,1,0.06,20.9,20.8,52.9,13.3,0.48,2.6,2
82082,Cardiff,UK,31,1,0.06,20,20.8,48.1,13.3,0.67,1.4,1
82083,Cardiff,UK,31,2,0.06,20.2,20.6,49.5,13.3,0.66,1.4,1
82084,Cardiff,UK,31,2,0.06,20.3,20.7,48.8,13.3,0.43,1.4,1
82085,Bangkok,Thailand,37,1,0.14,23.8,24.9,62,13.3,0.65,1.1,0
82086,Bangkok,Thailand,26,1,0.09,24.3,25.4,61.3,13.3,0.56,1.1,1
82087,Bangkok,Thailand,26,1,0.24,23.5,25,62,13.3,0.56,1.1,1
82088,Bangkok,Thailand,37,1,0.12,23.6,24.6,61.4,13.3,0.65,1.1,1
82089,Bangkok,Thailand,31,1,0.11,24.5,25.7,58.3,13.3,0.56,1.1,1
82090,Bangkok,Thailand,39,1,0.12,24.9,25.8,57,13.3,0.56,1.1,1
82091,Bangkok,Thailand,27,2,0.12,24.3,24.7,60.6,13.3,0.69,1.1,-1
82092,Bangkok,Thailand,51,1,0.15,23.9,24.4,60,13.3,0.84,1.1,1
82093,Bangkok,Thailand,75,1,0.1,24.4,24.7,59.1,13.3,0.65,1.1,-2
82094,Bangkok,Thailand,31,2,0.1,24.6,25.2,59.3,13.3,0.47,1.1,1
82095,Bangkok,Thailand,28,2,0.11,24.6,25.5,58.4,13.3,0.88,1.1,0
82096,Bangkok,Thailand,31,2,0.11,24.9,25.7,58,13.3,0.63,1.1,0
82097,Bangkok,Thailand,34,2,0.11,24.9,25.7,57.6,13.3,0.41,1.1,0
82098,Bangkok,Thailand,31,1,0.11,23.8,24.9,58.4,13.3,0.61,1.1,0
82099,Bangkok,Thailand,37,1,0.1,23,24.2,58.9,13.3,0.61,1.1,0
82100,Bangkok,Thailand,31,1,0.11,23.1,24.3,58.9,13.3,0.61,1.1,1
82101,Bangkok,Thailand,30,1,0.14,24.6,25.3,59.6,13.3,0.61,1.1,1
82102,Bangkok,Thailand,26,1,0.11,25.1,25.6,59.2,13.3,0.61,1.1,0
82103,Bangkok,Thailand,38,1,0.1,24.9,25.8,58.3,13.3,0.65,1.1,-1
82104,Bangkok,Thailand,24,2,0.14,25.3,26.3,58.8,13.3,0.51,1.1,1
82105,Bangkok,Thailand,28,2,0.12,24.7,25.7,58.4,13.3,0.66,1.1,1
82106,Bangkok,Thailand,36,2,0.13,24.3,25.1,59.9,13.3,0.55,1.1,2
82107,Bangkok,Thailand,53,1,0.15,24,25,60.2,13.3,0.84,1.1,0
82108,Bangkok,Thailand,29,1,0.11,24.2,25,59.8,13.3,0.56,1.1,0
82109,Bangkok,Thailand,35,1,0.13,24.2,25.2,59.4,13.3,0.56,1.1,0
82110,Bangkok,Thailand,52,1,0.14,23.8,25.2,59.7,13.3,0.65,1.1,-1
82111,Bangkok,Thailand,34,2,0.15,24.8,25.6,63.8,13.3,0.34,1.1,0
82112,Bangkok,Thailand,32,1,0.17,25.8,26.7,64.8,13.3,0.56,1.1,1
82113,Bangkok,Thailand,29,1,0.12,24.9,26,63.6,13.3,0.65,1.1,1
82114,Bangkok,Thailand,24,2,0.13,24.7,25.4,61.9,13.3,0.63,1.1,1
82115,Bangkok,Thailand,28,2,0.17,23.9,25,61.2,13.3,0.64,1.1,0
82116,Bangkok,Thailand,28,1,0.17,23.5,24.5,61,13.3,0.65,1.1,0
82117,Bangkok,Thailand,26,1,0.21,23.3,24.2,61.6,13.3,0.56,1.1,0
82118,Bangkok,Thailand,54,1,0.11,23.6,24.4,62.4,13.3,0.56,1.1,-1
82119,Bangkok,Thailand,24,2,0.15,24.1,25,61.7,13.3,0.55,1.1,1
82120,Bangkok,Thailand,29,2,0.12,23.7,24.7,57,13.3,0.55,1.1,-1
82121,Bangkok,Thailand,23,2,0.13,23.6,24.4,57.1,13.3,0.34,1.1,1
82122,Bangkok,Thailand,27,2,0.13,23.7,24.2,56.6,13.3,0.34,1.1,-1
82123,Bangkok,Thailand,25,2,0.15,23.1,24.1,57.1,13.3,0.46,1.1,0
82124,Bangkok,Thailand,27,1,0.11,23.1,23.7,56.9,13.3,0.56,1.1,0
82125,Bangkok,Thailand,23,2,0.12,23,23.5,57.1,13.3,0.46,1.1,0
82126,Bangkok,Thailand,25,2,0.11,22.5,23.1,57.1,13.3,0.63,1.1,0
82127,Bangkok,Thailand,31,1,0.15,22,22.9,57.9,13.3,0.65,1.1,0
82128,Bangkok,Thailand,38,2,0.13,21.6,22.7,58.2,13.3,0.41,1.1,0
82129,Bangkok,Thailand,21,2,0.1,22.3,22.9,58,13.3,0.57,1.1,0
82130,Bangkok,Thailand,21,2,0.13,22.6,23.4,57.8,13.3,0.68,1.1,0
82131,Bangkok,Thailand,31,1,0.12,22.2,23.2,56.8,13.3,0.65,1.1,0
82132,Bangkok,Thailand,46,1,0.16,21.8,23,56.7,13.3,0.65,1.1,-2
82133,Bangkok,Thailand,28,1,0.15,21.5,22.6,57.5,13.3,0.56,1.1,-1
82134,Bangkok,Thailand,26,2,0.13,21.7,22.8,57.1,13.3,0.34,1.1,0
82135,Bangkok,Thailand,29,1,0.11,21.7,22.9,57.7,13.3,0.56,1.1,0
82136,Bangkok,Thailand,29,2,0.1,22.3,23.2,56.9,13.3,0.96,1.1,-2
82137,Bangkok,Thailand,44,2,0.12,24.5,25.7,37.7,13.3,0.46,1.1,1
82138,Bangkok,Thailand,30,2,0.11,24.5,25.9,36.6,13.3,0.59,1.1,0
82139,Bangkok,Thailand,26,2,0.11,24.6,25.8,36.5,13.3,0.55,1.1,0
82140,Bangkok,Thailand,24,1,0.11,24.5,25.3,36.5,13.3,0.56,1.1,0
82141,Bangkok,Thailand,27,2,0.21,23.3,24.5,37.3,13.3,0.57,1.1,-1
82142,Bangkok,Thailand,22,1,0.15,22.6,23.8,37.8,13.3,0.56,1.1,-1
82143,Bangkok,Thailand,25,2,0.11,22.8,24,37.6,13.3,0.67,1.1,0
82144,Bangkok,Thailand,31,1,0.15,23.2,24.6,37,13.3,0.56,1.1,0
82145,Bangkok,Thailand,26,1,0.1,23.6,24.7,36.6,13.3,0.56,1.1,1
82146,Bangkok,Thailand,27,1,0.13,23.6,24.3,36.3,13.3,0.56,1.1,0
82147,Bangkok,Thailand,28,2,0.12,23.7,24.5,35.6,13.3,0.46,1.1,0
82148,Bangkok,Thailand,25,1,0.11,23.4,24.6,35.4,13.3,0.56,1.1,1
82149,Bangkok,Thailand,22,1,0.11,23.4,24.7,35.2,13.3,0.65,1.1,0
82150,Bangkok,Thailand,28,1,0.14,23.5,24.6,35.1,13.3,0.56,1.1,0
82151,Bangkok,Thailand,30,2,0.12,23.3,24.4,35.3,13.3,0.47,1.1,-1
82152,Bangkok,Thailand,35,2,0.15,22.8,24.1,35.3,13.3,0.43,1.1,-1
82153,Bangkok,Thailand,36,2,0.12,22.5,23.6,35.5,13.3,0.55,1.1,1
82154,Bangkok,Thailand,24,1,0.12,22.8,23.8,35.3,13.3,0.56,1.1,0
82155,Bangkok,Thailand,38,2,0.11,22.8,23.7,35.4,13.3,0.38,1.1,0
82156,Bangkok,Thailand,26,1,0.12,21,21.9,47,13.3,1.14,1.1,-1
82157,Bangkok,Thailand,28,1,0.11,21.4,22.8,44.5,13.3,0.56,1.1,-1
82158,Bangkok,Thailand,27,1,0.1,21.3,23,44,13.3,1.14,1.1,-2
82159,Bangkok,Thailand,26,1,0.1,21.1,22.7,44.3,13.3,1.14,1.1,-1
82160,Bangkok,Thailand,29,1,0.12,20.9,22.4,45.1,13.3,0.45,1.1,-1
82161,Bangkok,Thailand,29,2,0.15,20.9,21.9,45.7,13.3,0.8,1.1,-2
82162,Bangkok,Thailand,28,2,0.14,20,21,47.1,13.3,0.72,1.1,-1
82163,Bangkok,Thailand,27,1,0.11,19.5,20.5,48.5,13.3,0.99,1.1,0
82164,Bangkok,Thailand,26,1,0.11,24.6,25.7,39.8,13.3,0.51,1.1,1
82165,Bangkok,Thailand,27,2,0.25,25.1,25.7,38.1,13.3,0.85,1.1,0
82166,Bangkok,Thailand,22,2,0.19,25.1,25.2,37.6,13.3,0.43,1.1,-1
82167,Bangkok,Thailand,27,2,0.25,24.8,24.8,37.6,13.3,0.51,1.1,-1
82168,Bangkok,Thailand,26,2,0.1,22.2,23.2,38.4,13.3,0.34,1.1,0
82169,Bangkok,Thailand,34,1,0.11,22.8,23.7,37.4,13.3,0.56,1.1,-1
82170,Bangkok,Thailand,29,1,0.11,23,23.9,37.1,13.3,0.56,1.1,0
82171,Bangkok,Thailand,35,2,0.14,22.3,23.6,36.9,13.3,0.43,1.1,0
82172,Bangkok,Thailand,38,1,0.11,21.6,22.8,37.4,13.3,0.65,1.1,-1
82173,Bangkok,Thailand,35,1,0.12,21.7,22.9,37.3,13.3,0.51,1.1,0
82174,Bangkok,Thailand,24,1,0.11,22.2,23.3,36.6,13.3,0.6,1.1,-1
82175,Bangkok,Thailand,31,2,0.13,22.4,23.6,36.3,13.3,0.46,1.1,1
82176,Bangkok,Thailand,28,1,0.12,22.2,23.3,36.1,13.3,0.65,1.1,0
82177,Bangkok,Thailand,24,2,0.13,22.5,23.4,35.9,13.3,0.55,1.1,-1
82179,Bangkok,Thailand,29,2,0.11,21.9,23.2,36,13.3,0.67,1.1,0
82180,Bangkok,Thailand,33,2,0.12,21.9,23,35.8,13.3,0.56,1.1,0
82181,Bangkok,Thailand,29,2,0.11,22.2,23.1,35.6,13.3,0.8,1.1,-1
82182,Bangkok,Thailand,26,2,0.13,21.6,23.2,35.9,13.3,0.46,1.1,-1
82183,Bangkok,Thailand,39,2,0.31,21.6,23.2,35.7,13.3,0.27,1.1,0
82184,Bangkok,Thailand,28,2,0.16,22.2,23.2,35.7,13.3,0.55,1.1,0
82185,Bangkok,Thailand,33,1,0.18,21.4,22.3,36,13.3,0.56,1.1,0
82186,Bangkok,Thailand,26,2,0.13,21.7,22.5,35.4,13.3,0.63,1.1,-2
82187,Bangkok,Thailand,31,1,0.13,22.1,23.1,35.4,13.3,0.65,1.1,0
82188,Bangkok,Thailand,31,2,0.11,22.3,23.3,34.8,13.3,0.64,1.1,-1
82189,Bangkok,Thailand,34,2,0.16,22.7,22.9,73.8,13.3,0.63,1.1,0
82190,Bangkok,Thailand,24,2,0.19,22.1,22.9,75.3,13.3,0.55,1.1,-2
82191,Bangkok,Thailand,22,2,0.1,24.1,24.7,73.7,13.3,0.55,1.1,1
82192,Bangkok,Thailand,31,2,0.15,24.3,25.2,71.1,13.3,0.46,1.1,1
82193,Bangkok,Thailand,31,2,0.11,24.5,25.1,70.4,13.3,0.46,1.1,2
82194,Bangkok,Thailand,49,2,0.1,24.4,25.5,69.7,13.3,0.46,1.1,1
82195,Bangkok,Thailand,30,2,0.13,23.7,24.4,70.3,13.3,0.75,1.1,-1
82196,Bangkok,Thailand,27,2,0.14,22.3,23.2,68.7,13.3,0.46,1.1,0
82197,Bangkok,Thailand,25,2,0.11,21.9,22.5,69.3,13.3,0.43,1.1,0
82198,Bangkok,Thailand,32,2,0.13,22,22.9,66.5,13.3,0.87,1.1,-1
82199,Bangkok,Thailand,25,2,0.13,23.6,24.3,72.6,13.3,0.31,1.1,0
82200,Bangkok,Thailand,26,1,0.14,24.1,25,72.1,13.3,0.45,1.1,-1
82201,Bangkok,Thailand,32,1,0.1,23.4,24.4,70.7,13.3,0.45,1.1,0
82202,Bangkok,Thailand,30,2,0.13,23.6,24.4,73.2,13.3,0.46,1.1,0
82203,Bangkok,Thailand,27,1,0.12,23.7,24.4,73.2,13.3,0.56,1.1,1
82204,Bangkok,Thailand,27,2,0.11,23,24,70.6,13.3,0.46,1.1,0
82205,Bangkok,Thailand,29,1,0.16,22.2,22.6,70.4,13.3,0.65,1.1,0
82206,Bangkok,Thailand,37,2,0.11,22.7,23.2,69.3,13.3,0.78,1.1,-1
82207,Bangkok,Thailand,25,2,0.12,23,23.7,68.6,13.3,0.56,1.1,-1
82208,Bangkok,Thailand,31,1,0.13,22.9,23.7,68.3,13.3,0.45,1.1,0
82209,Bangkok,Thailand,28,2,0.11,24,25.2,64.1,13.3,0.55,1.1,0
82210,Bangkok,Thailand,25,2,0.13,23.7,24.2,70.1,13.3,0.55,1.1,0
82211,Bangkok,Thailand,32,2,0.14,23.2,23.6,70.3,13.3,0.29,1.1,-1
82212,Bangkok,Thailand,30,2,0.12,23.3,23.7,70.4,13.3,0.46,1.1,1
82213,Bangkok,Thailand,28,2,0.11,24,24.6,69.7,13.3,0.41,1.1,1
82214,Bangkok,Thailand,22,2,0.16,23.8,24,70.2,13.3,0.52,1.1,0
82215,Bangkok,Thailand,29,2,0.1,24.7,25,69.5,13.3,0.55,1.1,1
82216,Bangkok,Thailand,31,1,0.11,24.4,24.7,68.9,13.3,0.56,1.1,2
82217,Bangkok,Thailand,25,1,0.14,24.4,24.7,69.3,13.3,0.56,1.1,2
82218,Bangkok,Thailand,26,1,0.11,23.1,23.3,70.8,13.3,0.78,1.1,-2
82219,Bangkok,Thailand,33,2,0.11,21.9,22.8,71.7,13.3,0.41,1.1,0
82220,Bangkok,Thailand,29,2,0.11,21.6,22.8,66.9,13.3,0.63,1.1,-1
82221,Bangkok,Thailand,23,2,0.13,21.5,22.5,67.7,13.3,0.67,1.1,-1
82222,Bangkok,Thailand,28,1,0.11,21.5,21.9,69.4,13.3,0.56,1.1,-1
82223,Bangkok,Thailand,41,1,0.11,22.2,22.4,72.6,13.3,0.65,1.1,-1
82224,Bangkok,Thailand,24,1,0.13,22.9,23.4,72.1,13.3,0.65,1.1,0
82225,Bangkok,Thailand,31,2,0.11,22.9,23.4,71.6,13.3,0.59,1.1,1
82226,Bangkok,Thailand,31,1,0.13,23,23.2,71.4,13.3,0.56,1.1,0
82227,Bangkok,Thailand,65,1,0.12,21.7,22.2,72.8,13.3,0.51,1.1,-1
82228,Bangkok,Thailand,30,2,0.11,23,23.5,73.3,13.3,0.55,1.1,0
82229,Bangkok,Thailand,31,1,0.15,22.1,22.3,72.3,13.3,0.56,1.1,0
82230,Bangkok,Thailand,32,1,0.1,24.1,24.7,69.4,13.3,0.65,1.1,1
82231,Bangkok,Thailand,33,2,0.14,23.4,24.2,65.1,13.3,0.55,1.1,1
82232,Bangkok,Thailand,33,2,0.11,23.2,24.1,65.5,13.3,0.67,1.1,0
82233,Bangkok,Thailand,32,2,0.12,23,24.1,66.3,13.3,0.51,1.1,-2
82234,Bangkok,Thailand,31,2,0.13,23.3,24.3,65.8,13.3,0.51,1.1,0
82235,Bangkok,Thailand,30,2,0.11,23.6,24.4,66.2,13.3,0.55,1.1,0
82236,Bangkok,Thailand,29,2,0.13,23.6,24.4,66.4,13.3,0.51,1.1,0
82237,Bangkok,Thailand,36,2,0.12,23.8,24.5,67.6,13.3,0.6,1.1,1
82238,Bangkok,Thailand,26,2,0.13,23.8,24.1,66.7,13.3,0.47,1.1,1
82239,Bangkok,Thailand,28,2,0.12,23,23.7,67.1,13.3,0.51,1.1,0
82240,Bangkok,Thailand,30,2,0.13,23.9,24.2,68.1,13.3,0.55,1.1,-1
82241,Bangkok,Thailand,29,2,0.18,24.1,24.7,68.5,13.3,0.55,1.1,-1
82242,Bangkok,Thailand,24,1,0.11,23.8,24.4,68.3,13.3,0.56,1.1,0
82243,Bangkok,Thailand,31,1,0.12,23.3,24,67,13.3,0.56,1.1,0
82244,Bangkok,Thailand,28,2,0.12,22.6,23.5,64.2,13.3,0.55,1.1,-1
82245,Bangkok,Thailand,29,1,0.12,22.5,23.5,64.7,13.3,0.45,1.1,-1
82246,Bangkok,Thailand,29,1,0.14,22.5,23.4,63.8,13.3,0.56,1.1,0
82247,Bangkok,Thailand,27,2,0.11,22.4,23.2,63.6,13.3,0.46,1.1,-1
82248,Bangkok,Thailand,25,2,0.13,22.2,23,64.1,13.3,0.4,1.1,0
82249,Bangkok,Thailand,24,1,0.12,21.8,22.8,64.7,13.3,0.56,1.1,-1
82250,Bangkok,Thailand,38,1,0.12,22.3,23.4,65.1,13.3,0.51,1.1,0
82251,Bangkok,Thailand,40,1,0.11,23,23.9,63.8,13.3,0.56,1.1,0
82252,Bangkok,Thailand,30,2,0.09,22.2,23.1,63.4,13.3,0.63,1.1,-1
82253,Bangkok,Thailand,30,2,0.11,22.2,22.7,63.4,13.3,0.63,1.1,0
82254,Bangkok,Thailand,25,1,0.12,21.9,22.3,64.2,13.3,0.65,1.1,-1
82255,Bangkok,Thailand,37,1,0.12,22.8,23.8,62.1,13.3,0.56,1.1,0
82256,Bangkok,Thailand,25,1,0.14,22.3,23.3,63.7,13.3,0.56,1.1,-1
82257,Bangkok,Thailand,20,2,0.16,22.2,23.2,64.2,13.3,0.51,1.1,2
82258,Bangkok,Thailand,21,2,0.13,22.4,23.2,64,13.3,0.57,1.1,-1
82259,Bangkok,Thailand,55,1,0.12,22.6,23.3,64.1,13.3,0.44,1.1,0
82260,Bangkok,Thailand,29,2,0.15,22.7,23.2,63.7,13.3,0.63,1.1,0
82261,Bangkok,Thailand,36,1,0.13,22.4,23.1,63.8,13.3,0.45,1.1,0
82262,Bangkok,Thailand,28,2,0.13,23.2,24.1,64,13.3,0.55,1.1,0
82263,Bangkok,Thailand,26,1,0.11,23.3,24.3,63.5,13.3,0.56,1.1,2
82264,Bangkok,Thailand,25,2,0.1,23.6,24.7,62.9,13.3,0.55,1.1,1
82265,Bangkok,Thailand,19,1,0.12,23.5,24.6,62.7,13.3,0.65,1.1,-1
82266,Bangkok,Thailand,27,1,0.13,23.5,24.3,62.4,13.3,0.56,1.1,0
82267,Bangkok,Thailand,36,1,0.14,23.4,24.2,63,13.3,0.56,1.1,1
82268,Bangkok,Thailand,31,1,0.12,23,23.5,63.4,13.3,0.56,1.1,0
82269,Bangkok,Thailand,35,2,0.13,23,23.7,63.2,13.3,0.45,1.1,-1
82270,Bangkok,Thailand,22,2,0.16,22.4,23.2,64.5,13.3,0.52,1.1,0
82271,Bangkok,Thailand,28,2,0.12,22.1,22.5,65.6,13.3,0.55,1.1,0
82272,Bangkok,Thailand,23,2,0.13,22,22.7,65.9,13.3,0.49,1.1,0
82273,Bangkok,Thailand,26,2,0.12,22.4,23.1,65.3,13.3,0.7,1.1,-1
82275,Bangkok,Thailand,32,2,0.14,22.6,23.8,62.2,13.3,0.55,1.1,-1
82276,Bangkok,Thailand,26,1,0.12,22.3,23.4,62.1,13.3,0.65,1.1,0
82277,Bangkok,Thailand,24,2,0.11,23.3,23.8,65.5,13.3,0.59,1.1,0
82278,Bangkok,Thailand,29,2,0.12,23.1,24.1,65.1,13.3,0.47,1.1,0
82279,Bangkok,Thailand,26,2,0.12,22.9,23.9,65.3,13.3,0.66,1.1,0
82280,Bangkok,Thailand,29,2,0.12,23.5,24.4,65.2,13.3,0.79,1.1,0
82281,Bangkok,Thailand,25,2,0.12,22.9,23.4,63.6,13.3,0.46,1.1,-1
82284,Bangkok,Thailand,30,2,0.09,21.7,22.8,70.3,13.3,0.55,1.1,-1
82285,Bangkok,Thailand,36,2,0.13,21.4,22.1,71.5,13.3,0.52,1.1,-1
82286,Bangkok,Thailand,25,2,0.14,21.4,21.7,71.7,13.3,0.43,1.1,0
82287,Bangkok,Thailand,25,2,0.12,22.5,23.4,69.7,13.3,0.46,1.1,-1
82288,Bangkok,Thailand,26,2,0.14,23.2,24.3,67.8,13.3,0.43,1.1,2
82289,Bangkok,Thailand,25,2,0.21,22.9,23.7,68.1,13.3,0.56,1.1,0
82290,Bangkok,Thailand,21,2,0.13,22.7,23.1,68.6,13.3,0.6,1.1,-2
82291,Bangkok,Thailand,30,2,0.11,22.9,23.3,67.8,13.3,0.63,1.1,0
82292,Bangkok,Thailand,25,1,0.1,23.2,24,67.5,13.3,0.45,1.1,1
82293,Bangkok,Thailand,30,2,0.11,23.2,24.3,66.7,13.3,0.59,1.1,-1
