,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,Air temperature (¡F),Tg_h (¡C),Tg_h (¡F),Air velocity (fpm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
116,Philippines,0.5,10,27.29,0.67,1.7,24.1,46.3,0.19,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,more,4,75.4,23.5,74.4,37.03,25.9,78.6,Database 2
117,Philippines,-0.4,8,23.91,0.73,1,24.6,45.8,0.24,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,,4,76.2,24.3,75.8,47.74,25.9,78.6,Database 2
118,Philippines,0.3,7,25.67,0.57,1.6,24.6,45.5,0.24,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,cooler,1,more,4,76.3,24.3,75.7,46.75,25.9,78.6,Database 2
119,Philippines,0.6,11,27.51,0.63,1.6,24.2,46.9,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,cooler,1,more,4,75.5,23.7,74.6,14.33,25.9,78.6,Database 2
120,Philippines,0.8,18,29.52,0.91,1.5,25.1,49.2,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,1,cooler,1,more,5,77.1,24,75.2,19.62,25.9,78.6,Database 2
121,Philippines,-0.9,22,21.23,0.49,1.3,23.6,46.5,0.28,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,1,less,3,74.5,22.4,72.2,54.99,25.9,78.6,Database 2
122,Philippines,0,5,25.18,0.73,1.3,22.8,48.4,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,1,less,5,73,22.1,71.8,18.7,25.9,78.6,Database 2
123,Philippines,-0.8,20,21.68,0.73,1.2,23.2,46.9,0.28,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,more,4,73.7,21.6,70.9,55.06,25.9,78.6,Database 2
124,Philippines,0.3,7,26.62,0.73,1.2,23.8,50.8,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,more,5,74.8,24.7,76.4,20.61,25.9,78.6,Database 2
125,Philippines,-0.6,12,22.73,0.73,1.2,23.8,47.9,0.32,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,74.8,22.8,73.1,62.32,25.9,78.6,Database 2
126,Philippines,-0.2,6,24.35,0.57,1.1,24.4,60.7,0.04,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,75.9,23.8,74.9,7.01,25.9,78.6,Database 2
127,Philippines,0.1,5,25.89,0.75,1.1,24.5,59.8,0.19,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,76.1,24.8,76.6,36.6,25.9,78.6,Database 2
128,Philippines,0.3,7,26.45,0.67,1.2,24.4,58.9,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,5,75.9,24.2,75.6,18.15,25.9,78.6,Database 2
129,Philippines,0.6,12,28.47,0.73,1.4,24.5,61.5,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,76,24.3,75.8,24.91,25.9,78.6,Database 2
130,Philippines,0,5,25.5,0.9,1.2,24.3,47.8,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,warmer,1,no change,4,75.7,22.9,73.2,27.93,25.9,78.6,Database 2
131,Philippines,0.5,10,27.44,0.99,1.2,24.7,44.7,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,76.4,23.9,75,16.73,25.9,78.6,Database 2
132,Philippines,0.5,9,27.29,0.59,1.2,25.2,70.1,0.18,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,6,77.4,26,78.9,34.69,25.9,78.6,Database 2
133,Philippines,0.1,5,24.93,0.65,1.1,25.8,48.6,0.32,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,78.4,25.8,78.4,63.18,25.9,78.6,Database 2
134,Philippines,0.8,18,28.44,0.7,1.4,24.9,42.2,0.03,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,5,76.8,25.9,78.6,5.6,25.9,78.6,Database 2
135,Philippines,-0.6,12,22.99,0.49,1.2,24,64.9,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,4,75.2,23,73.4,23.99,25.9,78.6,Database 2
136,Philippines,0.5,10,28.39,1.01,1.2,23.3,70.3,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,73.9,23,73.3,23.99,25.9,78.6,Database 2
137,Philippines,-0.5,11,22.87,0.59,1.3,23.1,72,0.28,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,73.6,22.7,72.8,55.49,25.9,78.6,Database 2
138,Philippines,0.1,5,24.42,0.59,1.7,24.4,48.5,0.32,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,76,23.1,73.6,62.75,25.9,78.6,Database 2
139,Philippines,0,5,25.44,0.84,1.3,22,49.7,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,71.7,21.4,70.6,22.64,25.9,78.6,Database 2
140,Philippines,-0.4,8,23.81,0.73,1.1,22.2,49.1,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,71.9,22.4,72.2,19.13,25.9,78.6,Database 2
141,Philippines,-0.7,17,22.47,0.59,1.2,22.2,48.1,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,,,6,72,21.8,71.3,21.1,25.9,78.6,Database 2
142,Philippines,0.5,11,27.8,0.73,1.5,23.4,56.4,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,cooler,1,,5,74.2,23.4,74.2,17.29,25.9,78.6,Database 2
143,Philippines,-0.2,6,24.44,0.59,1.2,23.4,55.9,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,5,74.1,23.4,74.1,16.79,25.9,78.6,Database 2
144,Philippines,0.4,8,26.77,0.65,1.4,23.4,56.4,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,warmer,1,less,6,74.2,23.4,74.2,17.29,25.9,78.6,Database 2
145,Philippines,0.6,12,28.24,0.84,1.4,23.5,56.9,0.09,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,more,5,74.2,23.5,74.2,18.21,25.9,78.6,Database 2
146,Philippines,0.2,6,26.58,0.84,1.2,23.8,59.1,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,74.8,23.2,73.7,27.37,25.9,78.6,Database 2
147,Philippines,-0.5,11,23.4,0.59,1.1,23.7,58.7,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,74.6,23,73.3,27.37,25.9,78.6,Database 2
148,Philippines,0,5,25.44,0.73,1.2,23.7,58.7,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,warmer,1,no change,5,74.6,23,73.3,27.37,25.9,78.6,Database 2
149,Philippines,0,5,25.58,0.65,1.3,23.8,59.1,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,cooler,1,no change,6,74.8,23.2,73.7,27.37,25.9,78.6,Database 2
150,Philippines,-0.1,5,25.31,0.67,1.2,23.6,71.5,0.19,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,2,0,cooler,,,3,74.5,23.7,74.6,37.59,25.9,78.6,Database 2
151,Philippines,0.6,12,27.98,0.65,1.6,24,53.1,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,warmer,1,no change,5,75.1,23.8,74.9,19.69,25.9,78.6,Database 2
152,Philippines,0.1,5,25.78,0.67,1.2,24.1,48.7,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,0,cooler,0,more,4,75.3,23.9,75,25.47,25.9,78.6,Database 2
153,Philippines,0.3,7,26.68,0.65,1.3,24,57.1,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,0,cooler,1,more,3,75.2,23.9,75.1,19.25,25.9,78.6,Database 2
154,Philippines,-0.6,13,22.31,0.59,1.2,25.3,48.6,0.29,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,5,77.5,23.6,74.6,56.47,25.9,78.6,Database 2
155,Philippines,0.1,5,25.35,0.67,1.6,23.1,38.7,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,6,73.5,21.4,70.5,20.61,25.9,78.6,Database 2
156,Philippines,-0.1,5,24.83,0.59,1.1,23.7,63.6,0.07,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,74.6,24.1,75.3,14.33,25.9,78.6,Database 2
157,Philippines,0.8,18,28.83,0.73,1.4,25.3,59.5,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,0,cooler,1,no change,6,77.5,24.9,76.8,15.81,25.9,78.6,Database 2
158,Philippines,0.1,5,25.54,0.67,1,25.2,59.6,0.1,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,less,4,77.4,24.9,76.8,19.69,25.9,78.6,Database 2
159,Philippines,-0.8,19,22.31,0.51,1.1,25.3,39.1,0.2,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,0,cooler,1,more,5,77.6,23.9,75.1,39.49,25.9,78.6,Database 2
160,Philippines,-0.1,5,24.73,0.42,1.2,25,43.3,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,more,4,77,25.2,77.4,24.98,25.9,78.6,Database 2
161,Philippines,0.9,22,29.3,1.01,1.2,25.6,41.3,0.05,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,0,no change,1,no change,5,78.1,25.4,77.7,10.4,25.9,78.6,Database 2
162,Philippines,0.5,11,27.25,0.78,1.2,25.6,41.4,0.08,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,cooler,1,no change,5,78,25.2,77.4,16.3,25.9,78.6,Database 2
163,Philippines,0.2,6,25.9,0.5,1.6,23.5,46.5,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,6,74.2,23.4,74.2,25.47,25.9,78.6,Database 2
164,Philippines,-0.6,11,23.66,0.42,1.1,24,45.7,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,75.2,24.5,76.2,29.77,25.9,78.6,Database 2
165,Philippines,0.2,6,25.73,0.56,1.1,26.3,38.6,0.17,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,0,cooler,1,no change,4,79.4,26.3,79.4,33.77,25.9,78.6,Database 2
166,Philippines,0.2,6,25.47,0.56,1.1,26.4,38.2,0.2,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,0,cooler,1,no change,3,79.4,26.3,79.3,39,25.9,78.6,Database 2
167,Philippines,0.1,5,25.52,0.75,1.3,25.4,41.7,0.19,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,77.7,24.1,75.4,37.52,25.9,78.6,Database 2
168,Philippines,-0.7,15,22.6,0.56,1.2,23.9,44.7,0.31,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,4,75,23.7,74.6,60.35,25.9,78.6,Database 2
169,Philippines,-0.2,6,24.81,0.67,1.2,23.5,44.9,0.16,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,no change,1,no change,5,74.3,23.4,74,31.25,25.9,78.6,Database 2
170,Philippines,-0.3,7,24.18,0.61,1.2,23.5,44.9,0.12,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,74.2,23.4,74,24.48,25.9,78.6,Database 2
171,Philippines,0,5,25.74,0.76,1.2,23.7,43.9,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,74.7,23.8,74.8,25.96,25.9,78.6,Database 2
172,Philippines,0.2,6,26.36,0.81,1.3,23.6,46.4,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,1,0,cooler,1,no change,4,74.5,23,73.4,26.45,25.9,78.6,Database 2
173,Philippines,-0.5,10,23.44,0.5,1.3,23.4,46.3,0.14,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,6,74.1,22.7,72.9,27.87,25.9,78.6,Database 2
174,Philippines,0.3,7,26.1,0.54,1.4,25.9,39.7,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,no change,5,78.5,24.7,76.4,26.51,25.9,78.6,Database 2
175,Philippines,-0.9,21,22.61,0.4,1.1,24.5,47,0.15,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,4,76.1,24.3,75.7,29.77,25.9,78.6,Database 2
176,Philippines,-0.1,5,24.7,0.56,1.1,24.7,45.9,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,5,76.4,24.6,76.3,21.04,25.9,78.6,Database 2
177,Philippines,-2.1,81,19.13,0.4,1.1,24.3,46.4,0.49,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,0,1,cooler,1,more,5,75.8,23.7,74.7,96.58,25.9,78.6,Database 2
178,Philippines,-0.4,8,23.38,0.41,1.5,23.6,43.8,0.17,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,more,5,74.5,23.1,73.6,34.2,25.9,78.6,Database 2
179,Philippines,0,5,25.19,0.78,1.4,23,46.2,0.24,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,more,4,73.4,22.7,72.8,47.74,25.9,78.6,Database 2
180,Philippines,0,5,25.23,0.67,1.3,24.1,43.2,0.13,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,no change,1,no change,5,75.3,23.4,74.1,25.9,25.9,78.6,Database 2
181,Philippines,-1.1,30,21.52,0.39,1.1,23.1,45.5,0.11,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,warmer,0,more,3,73.6,22.9,73.2,20.67,25.9,78.6,Database 2
182,Philippines,-0.7,15,22.65,0.5,1.2,23.6,41.3,0.3,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-1,1,cooler,1,more,4,74.5,23.8,74.9,58.38,25.9,78.6,Database 2
183,Philippines,0.2,6,25.3,0.45,1.6,24.4,48.9,0.23,"Andamon, Mary Myla. ""Thermal comfort and building energy consumption in the Philippine context."" PLEA 2006-The 23rd Conference on Passive and Low Energy Architecture. 2006.",Myla Mary Andamon,2003,Summer,Aw,Tropical wet savanna,Makati,Office,Air Conditioned,-2,1,no change,1,no change,5,76,24.6,76.3,45.28,25.9,78.6,Database 2
