,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Thermal comfort,activity_10,activity_20,activity_30,activity_60,Air temperature (¡F),Ta_h (¡C),Ta_h (¡F),Ta_m (¡C),Ta_m (¡F),Ta_l (¡C),Ta_l (¡F),Tg_h (¡C),Tg_h (¡F),Tg_m (¡C),Tg_m (¡F),Tg_l (¡C),Tg_l (¡F),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (¡F)
176,-0.7,17.0,22.37,1.05,1.0,25.5,17.1,0.79,0.0,4.0,1.0,1.0,1.0,1.0,77.9,25.5,77.9,23.7,74.6,24.3,75.7,24.0,75.3,24.0,75.3,23.1,73.5,155.51,0.79,155.51,0.91,179.27,0.1,19.7,0.0,0.0,0.0,1.0,1.0,50.0
177,-0.9,23.0,21.03,0.76,1.2,25.5,17.1,0.79,0.0,5.0,1.0,1.2,1.2,1.2,77.9,25.5,77.9,23.7,74.6,24.3,75.7,24.0,75.3,24.0,75.3,23.1,73.5,155.51,0.79,155.51,0.91,179.27,0.1,19.7,0.0,0.0,0.0,1.0,1.0,50.0
178,-0.4,9.0,21.06,0.53,1.7,25.5,17.1,0.79,-1.0,4.0,1.0,1.0,2.0,2.0,77.9,25.5,77.9,23.7,74.6,24.3,75.7,24.0,75.3,24.0,75.3,23.1,73.5,155.51,0.79,155.51,0.91,179.27,0.1,19.7,0.0,0.0,0.0,1.0,1.0,50.0
179,-2.2,83.0,18.42,0.6,1.0,25.5,17.1,0.79,0.0,5.0,1.0,1.0,1.0,1.0,77.9,25.5,77.9,23.7,74.6,24.3,75.7,24.0,75.3,24.0,75.3,23.1,73.5,155.51,0.79,155.51,0.91,179.27,0.1,19.7,0.0,0.0,0.0,1.0,1.0,50.0
180,0.3,7.0,26.0,1.33,1.3,25.5,17.1,0.79,-2.0,4.0,1.0,1.2,2.0,1.2,77.9,25.5,77.9,23.7,74.6,24.3,75.7,24.0,75.3,24.0,75.3,23.1,73.5,155.51,0.79,155.51,0.91,179.27,0.1,19.7,0.0,0.0,0.0,1.0,1.0,50.0
181,-1.6,56.0,19.79,0.74,1.0,25.5,17.1,0.79,0.0,5.0,1.0,1.0,1.0,1.0,77.9,25.5,77.9,23.7,74.6,24.3,75.7,24.0,75.3,24.0,75.3,23.1,73.5,155.51,0.79,155.51,0.91,179.27,0.1,19.7,0.0,0.0,0.0,1.0,1.0,50.0
182,-1.2,37.0,20.5,1.11,1.0,24.3,16.2,1.95,0.0,4.0,1.0,1.0,1.0,1.0,75.7,24.3,75.7,23.0,73.4,23.4,74.1,23.0,73.3,23.0,73.5,22.2,71.9,383.86,1.95,383.86,3.42,673.74,0.1,19.7,0.0,0.0,0.0,1.0,0.0,50.0
183,-2.4,91.0,16.43,0.6,1.2,24.3,16.2,1.95,0.0,5.0,1.0,1.2,1.2,1.2,75.7,24.3,75.7,23.0,73.4,23.4,74.1,23.0,73.3,23.0,73.5,22.2,71.9,383.86,1.95,383.86,3.42,673.74,0.1,19.7,0.0,0.0,0.0,1.0,1.0,50.0
184,0.2,6.0,26.34,1.17,1.1,24.3,17.7,0.02,-1.0,4.0,1.0,1.6,1.0,1.0,75.8,24.3,75.8,22.6,72.7,22.9,73.1,23.0,73.4,23.0,73.4,21.8,71.2,3.94,0.02,3.94,0.02,3.94,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.0
185,0.8,19.0,27.78,0.39,1.5,26.3,50.6,0.08,1.0,5.0,2.0,2.0,1.2,1.2,79.3,26.3,79.3,26.7,80.1,27.2,80.9,26.9,80.3,26.7,80.1,26.4,79.6,16.58,0.08,16.58,0.08,16.59,0.05,10.66,1.0,0.0,1.0,1.0,0.0,77.0
186,0.2,6.0,25.51,0.39,1.1,26.6,45.8,0.09,0.0,5.0,1.6,1.0,1.0,1.0,80.0,26.6,80.0,26.3,79.3,26.7,80.0,27.2,81.0,26.8,80.2,26.3,79.3,18.54,0.09,18.54,0.09,17.16,0.06,11.51,1.0,0.0,1.0,1.0,0.0,77.0
187,0.7,14.0,27.12,0.39,1.4,26.5,45.7,0.1,1.0,5.0,1.2,1.9,1.9,1.2,79.6,26.5,79.6,26.0,78.8,26.3,79.4,27.0,80.6,26.4,79.6,25.9,78.6,19.58,0.1,19.58,0.1,20.27,0.06,12.17,0.0,0.0,1.0,1.0,0.0,77.0
188,-0.1,5.0,24.3,0.28,1.1,26.5,45.7,0.1,2.0,2.0,1.0,1.0,1.0,1.2,79.6,26.5,79.6,26.0,78.8,26.3,79.4,27.0,80.6,26.4,79.6,25.9,78.6,19.58,0.1,19.58,0.1,20.27,0.06,12.17,0.0,0.0,0.0,1.0,0.0,77.0
189,-0.1,5.0,24.72,0.34,1.0,26.8,47.3,0.1,0.0,5.0,1.0,1.0,1.0,1.0,80.2,26.8,80.2,26.4,79.5,26.7,80.1,27.3,81.2,26.8,80.2,26.3,79.3,18.78,0.1,18.78,0.09,18.04,0.04,7.99,0.0,0.0,1.0,1.0,0.0,77.0
190,0.7,15.0,27.27,0.39,1.5,26.2,47.9,0.09,0.0,4.0,1.0,1.0,1.0,1.9,79.2,26.2,79.2,26.0,78.9,26.6,79.9,26.6,79.9,26.4,79.6,26.1,79.0,18.62,0.09,18.62,0.09,18.19,0.05,9.65,1.0,0.0,1.0,1.0,0.0,77.0
191,-0.1,5.0,24.53,0.42,1.5,22.0,52.6,0.08,0.0,3.0,1.0,1.2,1.0,2.0,71.6,22.0,71.6,22.5,72.5,23.3,73.9,22.4,72.4,22.9,73.1,22.9,73.3,16.04,0.08,16.04,0.08,16.04,0.05,9.89,1.0,1.0,0.0,1.0,0.0,77.0
192,-0.4,8.0,23.58,0.44,1.3,22.1,52.4,0.08,0.0,5.0,1.2,1.2,2.0,1.2,71.9,22.1,71.9,22.6,72.6,23.3,74.0,22.6,72.7,23.0,73.4,23.0,73.4,16.01,0.08,16.01,0.08,15.87,0.04,8.06,1.0,1.0,0.0,1.0,0.0,77.0
193,-0.5,11.0,23.13,0.44,1.3,22.1,52.4,0.08,0.0,4.0,1.0,1.0,2.0,1.2,71.9,22.1,71.9,22.6,72.6,23.3,74.0,22.6,72.7,23.0,73.4,23.0,73.4,16.01,0.08,16.01,0.08,15.87,0.04,8.06,1.0,1.0,0.0,1.0,0.0,77.0
194,-0.2,6.0,24.45,0.42,1.0,25.9,48.1,0.07,0.0,5.0,1.0,1.0,1.0,1.0,78.5,25.9,78.5,25.6,78.2,25.9,78.6,26.4,79.5,26.0,78.8,25.5,78.0,13.65,0.07,13.65,0.07,14.14,0.03,5.63,1.0,0.0,0.0,1.0,0.0,77.0
195,0.5,11.0,26.37,0.43,1.5,26.1,23.7,0.09,0.0,4.0,1.0,1.0,1.0,1.9,78.9,26.1,78.9,25.8,78.5,26.3,79.4,26.5,79.6,26.2,79.2,25.9,78.6,17.68,0.09,17.68,0.08,16.07,0.06,11.16,1.0,0.0,1.0,1.0,0.0,77.0
196,0.0,5.0,24.92,0.47,1.1,26.1,23.7,0.09,1.0,4.0,1.0,1.0,1.0,1.2,78.9,26.1,78.9,25.8,78.5,26.3,79.4,26.5,79.6,26.2,79.2,25.9,78.6,17.68,0.09,17.68,0.08,16.07,0.06,11.16,1.0,0.0,1.0,1.0,0.0,77.0
197,-0.4,8.0,24.13,0.4,1.0,26.1,23.7,0.09,1.0,5.0,1.0,1.0,1.0,1.0,78.9,26.1,78.9,25.8,78.5,26.3,79.4,26.5,79.6,26.2,79.2,25.9,78.6,17.68,0.09,17.68,0.08,16.07,0.06,11.16,1.0,0.0,1.0,1.0,0.0,77.0
198,0.4,9.0,25.72,0.39,1.2,27.2,27.1,0.08,1.0,5.0,1.2,1.2,1.2,1.2,81.0,27.2,81.0,26.9,80.4,26.9,80.4,27.7,81.8,27.1,80.8,26.4,79.4,15.52,0.08,15.52,0.08,15.08,0.03,5.84,1.0,0.0,1.0,1.0,0.0,77.0
199,0.4,8.0,26.03,0.38,1.4,25.8,43.4,0.1,2.0,4.0,1.0,1.2,1.2,1.6,78.5,25.8,78.5,25.6,78.0,26.0,78.7,26.3,79.4,25.9,78.6,25.5,77.9,19.06,0.1,19.06,0.08,16.26,0.03,6.74,1.0,0.0,1.0,1.0,0.0,77.0
200,-0.1,5.0,24.78,0.4,1.1,25.7,40.5,0.1,0.0,5.0,1.0,1.0,1.0,1.2,78.3,25.7,78.3,25.6,78.1,26.1,79.0,26.4,79.6,26.1,79.0,25.8,78.4,20.36,0.1,20.36,0.09,18.12,0.08,16.0,1.0,0.0,1.0,1.0,0.0,77.0
201,0.4,9.0,26.15,0.45,1.2,26.4,49.4,0.07,0.0,4.0,1.2,1.2,1.2,1.2,79.6,26.4,79.6,25.9,78.6,25.8,78.4,27.0,80.6,26.2,79.1,25.4,77.7,13.77,0.07,13.77,0.07,14.34,0.02,4.2,1.0,0.0,1.0,1.0,0.0,77.0
202,0.3,7.0,25.18,0.42,1.5,25.1,57.4,0.32,1.0,4.0,1.0,1.0,1.2,2.0,77.1,25.1,77.1,25.0,76.9,25.4,77.8,25.7,78.3,25.4,77.7,25.2,77.4,62.32,0.32,62.32,0.12,24.06,0.28,54.94,0.0,0.0,1.0,1.0,0.0,77.0
203,-1.0,27.0,22.27,0.39,1.0,23.5,63.2,0.09,0.0,5.0,1.0,1.0,1.0,1.0,74.3,23.5,74.3,23.6,74.4,24.4,76.0,23.8,74.8,24.0,75.2,24.0,75.2,17.28,0.09,17.28,0.08,15.17,0.03,5.69,0.0,0.0,0.0,1.0,0.0,77.0
204,-0.8,18.0,22.88,0.47,1.0,23.5,63.2,0.09,0.0,4.0,1.0,1.0,1.0,1.0,74.3,23.5,74.3,23.6,74.4,24.4,76.0,23.8,74.8,24.0,75.2,24.0,75.2,17.28,0.09,17.28,0.08,15.17,0.03,5.69,0.0,0.0,0.0,1.0,0.0,77.0
205,-1.1,31.0,22.69,0.37,1.0,24.4,40.2,0.14,0.0,5.0,1.0,1.0,1.0,1.0,76.0,24.4,76.0,24.5,76.1,25.0,77.0,24.9,76.8,24.8,76.6,24.6,76.3,28.2,0.14,28.2,0.08,16.07,0.09,17.05,1.0,0.0,0.0,1.0,0.0,77.0
206,-1.1,30.0,22.77,0.38,1.0,24.4,40.2,0.14,-2.0,5.0,1.0,1.0,1.0,1.0,76.0,24.4,76.0,24.5,76.1,25.0,77.0,24.9,76.8,24.8,76.6,24.6,76.3,28.2,0.14,28.2,0.08,16.07,0.09,17.05,0.0,0.0,1.0,1.0,0.0,77.0
207,-0.5,9.0,23.67,0.37,1.0,25.6,47.4,0.07,0.0,5.0,1.0,1.0,1.0,1.0,78.1,25.6,78.1,25.2,77.4,25.4,77.6,26.4,79.5,25.6,78.0,24.9,76.8,14.1,0.07,14.1,0.07,14.38,0.03,4.97,0.0,0.0,0.0,1.0,0.0,77.0
208,-0.4,9.0,23.75,0.38,1.0,25.6,47.4,0.07,0.0,5.0,1.0,1.0,1.0,1.0,78.1,25.6,78.1,25.2,77.4,25.4,77.6,26.4,79.5,25.6,78.0,24.9,76.8,14.1,0.07,14.1,0.07,14.38,0.03,4.97,1.0,0.0,0.0,1.0,0.0,77.0
209,-0.1,5.0,24.55,0.45,1.1,25.6,47.4,0.07,0.0,4.0,1.2,1.0,1.2,1.0,78.1,25.6,78.1,25.2,77.4,25.4,77.6,26.4,79.5,25.6,78.0,24.9,76.8,14.1,0.07,14.1,0.07,14.38,0.03,4.97,1.0,0.0,0.0,1.0,0.0,77.0
210,0.7,15.0,26.87,0.24,1.7,25.9,52.6,0.09,2.0,5.0,1.0,1.0,2.0,2.0,78.6,25.9,78.6,25.6,78.0,26.0,78.9,26.3,79.4,26.0,78.9,25.7,78.3,17.16,0.09,17.16,0.11,22.22,0.06,11.62,1.0,0.0,1.0,1.0,0.0,77.0
211,-0.7,14.0,23.21,0.26,1.0,25.8,46.1,0.07,0.0,4.0,1.0,1.0,1.0,1.0,78.5,25.8,78.5,25.6,78.0,26.0,78.8,26.2,79.2,26.0,78.8,25.6,78.1,14.6,0.07,14.6,0.09,18.26,0.07,14.05,0.0,0.0,1.0,1.0,0.0,77.0
212,-0.1,5.0,24.47,0.34,1.2,25.2,45.0,0.07,0.0,5.0,1.2,1.2,1.2,1.2,77.4,25.2,77.4,25.1,77.1,25.8,78.4,25.9,78.5,25.6,78.1,25.3,77.6,14.07,0.07,14.07,0.07,14.34,0.04,7.99,1.0,0.0,0.0,1.0,0.0,77.0
213,0.1,5.0,25.08,0.39,1.0,26.7,51.6,0.08,2.0,4.0,1.0,1.0,1.0,1.0,80.0,26.7,80.0,26.3,79.3,26.4,79.6,27.2,80.9,26.9,80.4,26.0,78.7,16.0,0.08,16.0,0.09,18.17,0.04,7.53,1.0,0.0,1.0,1.0,0.0,77.0
214,0.0,5.0,25.42,0.47,1.0,26.1,54.9,0.12,0.0,4.0,1.0,1.0,1.0,1.0,79.1,26.1,79.1,26.0,78.8,26.4,79.6,26.6,79.9,26.4,79.5,26.0,78.8,23.63,0.12,23.63,0.09,17.69,0.06,10.99,0.0,0.0,1.0,1.0,0.0,77.0
215,0.6,13.0,26.83,0.24,1.6,26.6,51.2,0.15,0.0,5.0,1.6,1.6,1.6,1.6,79.9,26.6,79.9,26.5,79.7,26.9,80.5,27.0,80.6,26.8,80.3,26.5,79.7,30.47,0.15,30.47,0.11,20.71,0.08,15.13,0.0,0.0,0.0,1.0,0.0,77.0
216,0.6,12.0,26.8,0.45,1.2,26.7,54.6,0.08,0.0,4.0,1.2,1.0,1.2,1.2,80.1,26.7,80.1,26.5,79.7,26.7,80.1,27.2,81.0,26.8,80.3,26.3,79.4,15.33,0.08,15.33,0.08,15.98,0.04,8.54,0.0,0.0,1.0,1.0,0.0,77.0
217,1.1,31.0,29.25,0.34,1.8,26.7,54.6,0.08,0.0,5.0,1.0,1.9,1.9,1.9,80.1,26.7,80.1,26.5,79.7,26.7,80.1,27.2,81.0,26.8,80.3,26.3,79.4,15.33,0.08,15.33,0.08,15.98,0.04,8.54,0.0,0.0,1.0,1.0,0.0,77.0
218,-0.5,11.0,23.53,0.45,1.0,24.5,58.1,0.07,0.0,4.0,1.0,1.0,1.0,1.0,76.1,24.5,76.1,24.4,75.8,25.2,77.4,24.8,76.6,24.8,76.6,24.7,76.5,14.06,0.07,14.06,0.08,15.02,0.05,9.81,0.0,0.0,0.0,1.0,0.0,77.0
219,0.4,8.0,26.16,0.34,1.6,24.5,58.1,0.07,0.0,5.0,1.0,1.0,1.6,1.9,76.1,24.5,76.1,24.4,75.8,25.2,77.4,24.8,76.6,24.8,76.6,24.7,76.5,14.06,0.07,14.06,0.08,15.02,0.05,9.81,0.0,0.0,0.0,1.0,0.0,77.0
220,1.0,27.0,29.14,0.38,1.9,25.2,53.7,0.07,0.0,5.0,1.9,1.6,2.0,2.0,77.4,25.2,77.4,25.0,76.9,25.7,78.3,25.9,78.6,25.5,77.9,25.2,77.4,14.06,0.07,14.06,0.07,14.58,0.05,9.52,0.0,0.0,0.0,1.0,0.0,77.0
221,-0.4,8.0,23.8,0.6,1.2,22.0,47.7,0.1,0.0,5.0,1.2,1.2,1.2,1.2,71.6,22.0,71.6,22.3,72.2,23.3,73.9,22.4,72.3,22.8,73.1,22.9,73.2,19.53,0.1,19.53,0.09,17.16,0.02,3.46,0.0,0.0,0.0,1.0,0.0,77.0
222,0.26666666666666666,7.0,25.313333333333333,0.31,1.1333333333333333,28.2,51.4,0.02,2.0,2.0,2.0,1.0,1.0,1.0666666666666667,82.8,28.2,82.8,27.0,80.5,27.6,81.6,27.4,81.3,27.4,81.3,26.5,79.8,3.94,0.02,3.94,0.02,3.94,0.05,9.85,1.0,0.0,0.0,1.0,0.0,77.0
223,0.4,9.0,25.81,0.22,1.4,27.9,46.6,0.12,2.0,5.0,1.2,1.6,1.9,1.2,82.3,27.9,82.3,26.0,78.8,27.6,81.7,27.3,81.1,27.2,81.0,26.4,79.6,23.62,0.12,23.62,0.2,39.4,0.05,9.85,1.0,0.0,0.0,1.0,0.0,77.0
224,0.0,5.0,24.513333333333335,0.43,1.2,26.0,48.4,0.04,0.0,4.0,1.2,1.0,1.2,1.2,78.8,26.0,78.8,25.1,77.2,26.1,78.9,25.4,77.8,25.8,78.5,25.1,77.2,7.87,0.04,7.87,0.02,3.94,0.05,9.85,1.0,1.0,0.0,1.0,0.0,77.0
225,0.4,9.0,26.11,0.29,1.3,27.9,44.5,0.13,2.0,4.0,2.0,1.2,1.2,1.2,82.2,27.9,82.2,25.9,78.6,27.7,81.8,27.3,81.1,27.3,81.2,26.5,79.7,25.59,0.13,25.59,0.21,41.37,0.05,9.85,1.0,1.0,0.0,1.0,0.0,77.0
226,1.1,31.0,29.11,0.43,1.6,28.3,45.4,0.08,0.0,5.0,1.2,1.2,1.2,2.0,82.9,28.3,82.9,26.7,80.1,27.9,82.2,27.4,81.3,27.5,81.5,26.5,79.8,15.75,0.08,15.75,0.03,5.91,0.05,9.85,1.0,1.0,0.0,1.0,0.0,77.0
227,0.5666666666666668,13.333333333333334,26.41333333333333,0.43,1.3,27.4,40.7,0.03,1.0,5.0,1.3333333333333333,1.2,1.1333333333333333,1.2,81.3,27.4,81.3,26.0,78.8,27.2,80.9,26.5,79.7,26.7,80.1,25.8,78.5,5.91,0.03,5.91,0.02,3.94,0.05,9.85,1.0,0.0,0.0,0.0,0.0,77.0
228,0.9,23.0,27.9,0.39,1.5,27.7,43.0,0.05,2.0,5.0,1.6,2.0,2.0,1.2,81.8,27.7,81.8,26.2,79.1,27.4,81.3,26.9,80.5,27.0,80.6,26.1,79.1,9.84,0.05,9.84,0.03,5.91,0.05,9.85,1.0,0.0,0.0,1.0,0.0,77.0
229,0.2,6.0,25.53,0.38,1.2,27.5,39.5,0.12,1.0,5.0,1.2,1.2,1.2,1.2,81.5,27.5,81.5,25.5,77.8,27.4,81.4,26.8,80.3,26.9,80.5,26.2,79.1,23.62,0.12,23.62,0.14,27.58,0.05,9.85,1.0,1.0,0.0,1.0,0.0,77.0
230,0.8,17.0,27.54,0.43,1.5,27.4,43.9,0.09,1.0,5.0,2.0,1.2,2.0,1.2,81.3,27.4,81.3,25.5,77.9,27.2,81.0,26.6,79.9,26.7,80.1,25.9,78.7,17.72,0.09,17.72,0.11,21.67,0.05,9.85,1.0,0.0,0.0,0.0,0.0,77.0
231,0.4,8.0,25.54,0.34,1.2,27.8,41.6,0.09,1.0,5.0,1.2,1.2,1.2,1.2,82.1,27.8,82.1,25.9,78.7,27.5,81.5,27.0,80.7,27.1,80.8,26.3,79.3,17.72,0.09,17.72,0.1,19.7,0.05,9.85,1.0,0.0,0.0,0.0,0.0,77.0
232,0.3,7.333333333333333,25.313333333333333,0.37,1.1333333333333333,28.0,40.2,0.02,2.0,3.0,1.2,1.9,1.2,1.0666666666666667,82.4,28.0,82.4,26.5,79.8,27.5,81.5,27.2,80.9,27.2,81.0,26.3,79.3,3.94,0.02,3.94,0.01,1.97,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
233,0.5,10.0,25.71,0.26,1.2,28.8,35.4,0.09,1.0,4.0,1.2,1.2,1.2,1.2,83.9,28.8,83.9,26.6,79.9,28.6,83.5,28.0,82.5,28.1,82.6,27.3,81.1,17.72,0.09,17.72,0.11,21.67,0.05,9.85,1.0,0.0,0.0,1.0,0.0,77.0
234,0.5,11.0,25.95,0.35,1.2,29.1,37.1,0.17,2.0,1.0,1.2,1.2,1.2,1.2,84.3,29.1,84.3,26.9,80.4,29.0,84.1,28.2,82.7,28.4,83.0,27.5,81.6,33.46,0.17,33.46,0.18,35.46,0.05,9.85,1.0,0.0,0.0,1.0,0.0,77.0
235,1.0,25.0,27.22,0.38,1.2,29.8,35.8,0.06,2.0,2.0,1.0,1.2,1.2,1.2,85.6,29.8,85.6,27.9,82.2,29.2,84.6,28.8,83.8,28.8,83.9,27.8,82.1,11.81,0.06,11.81,0.03,5.91,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
236,0.7,16.0,26.72,0.22,1.3,28.4,53.5,0.09,2.0,4.0,1.2,1.2,2.0,1.2,83.1,28.4,83.1,27.1,80.7,28.4,83.1,27.6,81.8,28.0,82.3,27.2,80.9,17.72,0.09,17.72,0.05,9.85,0.05,9.85,1.0,0.0,0.0,0.0,0.0,77.0
237,0.0,5.0,24.37,0.37,1.2,26.3,52.3,0.05,0.0,5.0,1.2,1.2,1.2,1.2,79.3,26.3,79.3,25.3,77.5,25.6,78.0,25.3,77.5,25.3,77.6,24.3,75.7,9.84,0.05,9.84,0.02,3.94,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
238,0.5,10.0,26.53,0.46,1.4,26.3,52.3,0.05,0.0,5.0,1.2,1.6,2.0,1.2,79.3,26.3,79.3,25.3,77.5,25.6,78.0,25.3,77.5,25.3,77.6,24.3,75.7,9.84,0.05,9.84,0.02,3.94,0.05,9.85,0.0,0.0,0.0,0.0,0.0,77.0
239,0.1,5.0,25.0,0.47,1.2,26.3,52.3,0.05,0.0,3.0,1.2,1.2,1.0,1.2,79.3,26.3,79.3,25.3,77.5,25.6,78.0,25.3,77.5,25.3,77.6,24.3,75.7,9.84,0.05,9.84,0.02,3.94,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
240,1.0,26.0,28.82,0.34,2.0,26.3,52.3,0.05,0.0,2.0,1.2,1.2,1.2,2.8,79.3,26.3,79.3,25.3,77.5,25.6,78.0,25.3,77.5,25.3,77.6,24.3,75.7,9.84,0.05,9.84,0.02,3.94,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
241,-0.1,5.0,24.17,0.34,1.2,26.3,52.4,0.04,-1.0,5.0,1.2,1.2,1.2,1.2,79.3,26.3,79.3,25.3,77.5,25.5,78.0,25.3,77.5,25.3,77.6,24.3,75.7,7.87,0.04,7.87,0.01,1.97,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
242,0.6,12.0,26.61,0.45,1.2,27.3,55.1,0.03,0.0,5.0,1.2,1.2,1.2,1.2,81.2,27.3,81.2,26.5,79.6,26.9,80.5,26.3,79.3,26.5,79.6,25.6,78.0,5.91,0.03,5.91,0.01,1.97,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
243,0.3,7.0,25.58,0.4,1.0,27.8,57.2,0.03,2.0,2.0,1.0,1.0,1.0,1.0,82.1,27.8,82.1,26.9,80.4,27.4,81.4,26.8,80.3,27.0,80.6,26.1,79.0,5.91,0.03,5.91,0.02,3.94,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
244,0.2,6.0,24.98,0.36,1.2,26.6,51.6,0.06,0.0,4.0,1.2,1.2,1.2,1.2,80.0,26.6,80.0,25.9,78.5,26.6,79.8,25.7,78.3,26.1,78.9,25.3,77.5,11.81,0.06,11.81,0.02,3.94,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
245,0.1,5.0,24.6,0.28,1.1,28.0,46.0,0.02,1.0,2.0,1.0,1.2,1.2,1.0,82.4,28.0,82.4,26.9,80.5,27.3,81.1,26.9,80.3,27.0,80.5,26.0,78.7,3.94,0.02,3.94,0.01,1.97,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
246,0.4,9.0,25.76,0.4,1.1,28.0,46.0,0.02,2.0,4.0,1.2,1.2,1.2,1.0,82.4,28.0,82.4,26.9,80.5,27.3,81.1,26.9,80.3,27.0,80.5,26.0,78.7,3.94,0.02,3.94,0.01,1.97,0.05,9.85,1.0,0.0,0.0,0.0,0.0,77.0
247,0.4,8.0,25.58,0.38,1.2,28.0,40.3,0.04,0.0,5.0,1.2,1.2,1.0,1.2,82.3,28.0,82.3,26.9,80.4,27.2,81.0,26.8,80.3,26.9,80.3,25.9,78.6,7.87,0.04,7.87,0.03,5.91,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
248,0.3,6.0,25.03,0.34,1.2,27.6,35.3,0.06,0.0,5.0,1.2,1.2,1.2,1.2,81.8,27.6,81.8,26.8,80.2,27.2,80.9,26.6,79.9,26.8,80.2,25.8,78.5,11.81,0.06,11.81,0.02,3.94,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
249,0.2,6.0,24.72,0.33,1.2,27.6,33.9,0.06,0.0,5.0,1.2,1.2,1.0,1.2,81.7,27.6,81.7,26.7,80.0,27.2,81.0,26.6,79.8,26.8,80.2,25.8,78.5,11.81,0.06,11.81,0.05,9.85,0.05,9.85,0.0,0.0,1.0,1.0,0.0,77.0
250,1.1,32.0,30.34,1.0,1.3,27.6,33.9,0.06,0.0,3.0,1.2,2.0,1.2,1.2,81.7,27.6,81.7,26.7,80.0,27.2,81.0,26.6,79.8,26.8,80.2,25.8,78.5,11.81,0.06,11.81,0.05,9.85,0.05,9.85,0.0,0.0,0.0,1.0,0.0,77.0
251,-0.19999999999999998,12.333333333333334,23.83,0.83,1.7,26.566666666666663,24.366666666666664,0.25666666666666665,-2.0,5.0,1.2,1.2,2.0,2.0,79.8,26.566666666666663,79.8,22.700000000000003,72.83333333333333,23.233333333333334,73.83333333333333,22.633333333333336,72.83333333333333,22.933333333333334,73.26666666666667,22.066666666666663,71.66666666666667,50.526666666666664,0.25666666666666665,50.526666666666664,0.030000000000000002,5.91,0.10000000000000002,19.7,0.0,0.0,0.0,1.0,0.0,41.0
252,-0.033333333333333326,8.333333333333334,24.763333333333335,0.98,1.3,26.8,22.1,0.01,0.0,5.0,1.2,1.1333333333333335,1.2,1.4000000000000001,80.3,26.8,80.3,23.2,73.7,23.6,74.5,22.8,73.0,23.2,73.8,22.5,72.6,1.97,0.01,1.97,0.01,1.97,0.1,19.7,0.0,0.0,0.0,1.0,0.0,41.0
253,0.1,5.0,25.23,0.77,1.2,26.9,32.0,0.01,2.0,1.0,1.2,1.2,1.2,1.2,80.4,26.9,80.4,23.0,73.4,22.5,72.6,22.8,73.1,22.6,72.7,19.9,67.9,1.97,0.01,1.97,0.01,1.97,0.1,19.7,0.0,0.0,0.0,1.0,1.0,41.0
254,-0.1,5.0,24.55,0.76,1.0,27.2,30.4,0.01,2.0,5.0,1.0,1.0,1.0,1.0,80.9,27.2,80.9,23.3,73.9,23.5,74.2,23.1,73.5,23.4,74.0,22.3,72.1,1.97,0.01,1.97,0.01,1.97,0.1,19.7,1.0,0.0,0.0,0.0,0.0,41.0
255,1.0,25.0,29.88,0.88,1.7,27.2,30.4,0.01,1.0,4.0,1.2,1.2,2.0,1.9,80.9,27.2,80.9,23.3,73.9,23.5,74.2,23.1,73.5,23.4,74.0,22.3,72.1,1.97,0.01,1.97,0.01,1.97,0.1,19.7,1.0,1.0,0.0,1.0,1.0,41.0
256,-0.6,13.0,22.9,0.68,1.0,26.0,28.4,0.01,0.0,5.0,1.0,1.0,1.0,1.0,78.7,26.0,78.7,22.1,71.8,22.6,72.8,21.9,71.5,22.2,71.9,21.3,70.3,1.97,0.01,1.97,0.0,0.0,0.1,19.7,0.0,0.0,0.0,1.0,1.0,41.0
257,-0.6,12.0,23.17,0.65,1.0,26.3,24.8,0.01,-1.0,5.0,1.0,1.0,1.0,1.0,79.4,26.3,79.4,22.6,72.7,23.3,73.9,22.3,72.1,22.8,73.0,22.2,71.9,1.97,0.01,1.97,0.01,1.97,0.1,19.7,0.0,0.0,0.0,0.0,0.0,41.0
258,0.4,9.0,26.3,0.77,1.2,27.6,28.4,0.01,2.0,2.0,1.2,1.2,1.2,1.2,81.6,27.6,81.6,23.9,75.1,24.2,75.5,23.5,74.2,23.8,74.9,23.0,73.3,1.97,0.01,1.97,0.03,5.91,0.1,19.7,0.0,0.0,0.0,1.0,1.0,41.0
