PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation
0,5,25.23,0.68,1,25.4,45,0.04,1
0,5,25.23,0.68,1,25.4,45,0.04,0
0.1,5,25.5,0.72,1,25.4,45,0.04,2
0,5,25.23,0.68,1,25.4,45,0.04,-1
0,5,25.23,0.68,1,25.4,45,0.04,2
0.8,19,27.42,0.68,1,28.7,47,0.21,2
0,5,25.33,0.63,1,26.4,36,0.2,0
0.1,5,25.64,0.68,1,26.4,36,0.2,2
0,5,25.33,0.63,1,26.4,36,0.2,0
0.1,5,25.64,0.68,1,26.4,36,0.2,1
0.8,19,27.42,0.68,1,28.7,47,0.21,2
0.8,19,27.42,0.68,1,28.7,47,0.21,2
0.9,21,27.68,0.72,1,28.7,47,0.21,2
0.8,19,27.42,0.68,1,28.7,47,0.21,2
0.8,19,27.42,0.68,1,28.7,47,0.21,-1
0.8,19,27.42,0.68,1,28.7,47,0.21,2
0.7,16,27.09,0.63,1,28.7,47,0.21,1
1.1,29,28.49,0.68,1,28.7,33,0.12,0
1.1,29,28.49,0.68,1,28.7,33,0.12,2
1,26,28.16,0.62,1,28.7,33,0.12,1
0.1,5,25.58,0.62,1,27.1,35,0.14,0
0.2,6,25.96,0.68,1,27.1,35,0.14,0
0.2,6,25.96,0.68,1,27.1,35,0.14,0
0.8,17,27.41,0.68,1,28,36,0.08,2
0.8,17,27.41,0.68,1,28,36,0.08,2
0.7,15,27.05,0.62,1,28,36,0.08,2
0.8,17,27.41,0.68,1,28,36,0.08,1
1.1,28,28.93,0.95,1,28,36,0.08,1
0.7,16,27.48,0.68,1,26,34,0.05,2
0.6,13,27.14,0.62,1,26,34,0.05,0
0.7,16,27.48,0.68,1,26,34,0.05,0
0.6,13,27.14,0.62,1,26,34,0.05,-1
0.7,16,27.48,0.68,1,26,34,0.05,1
0.3,7,26.18,0.68,1,26,36,0.04,-1
0.2,6,25.81,0.62,1,26,36,0.04,-1
0.3,7,26.18,0.68,1,26,36,0.04,-1
0.3,7,26.18,0.68,1,26,36,0.04,-1
0.2,6,25.87,0.63,1,26,36,0.04,-2
0.2,6,25.79,0.68,1,26.4,36,0.09,0
0.2,6,25.79,0.68,1,26.4,36,0.09,0
0.2,6,25.79,0.68,1,26.4,36,0.09,-1
1.3,39,28.5,0.62,1,30.1,34,0.04,0
1.3,39,28.55,0.63,1,30.1,34,0.04,1
1.3,39,28.55,0.63,1,30.1,34,0.04,-1
1.3,41,28.83,0.68,1,30.1,34,0.04,1
1.3,39,28.55,0.63,1,30.1,34,0.04,2
1.3,39,28.55,0.63,1,30.1,34,0.04,1
1.3,39,28.55,0.63,1,30.1,34,0.04,-1
2.9,99,32.44,0.63,1,35.1,23,0.08,2
2.9,99,32.44,0.63,1,35.1,23,0.08,2
2.9,99,32.44,0.63,1,35.1,23,0.08,2
2.9,99,32.4,0.62,1,35.1,23,0.08,2
2.9,99,32.64,0.68,1,35.1,23,0.08,2
2.9,99,32.64,0.68,1,35.1,23,0.08,1
2.9,99,32.64,0.68,1,34.9,25,0.11,2
2.9,99,32.43,0.63,1,34.9,25,0.11,2
2.9,99,32.43,0.63,1,34.9,25,0.11,2
2.9,99,32.64,0.68,1,34.9,25,0.11,2
2.9,99,32.64,0.68,1,34.9,25,0.11,2
1.6,58,29.48,0.68,1,30.9,25,0.01,2
1.6,56,29.23,0.63,1,30.9,25,0.01,0
1.6,58,29.48,0.68,1,30.9,25,0.01,2
1.6,58,29.48,0.68,1,30.9,25,0.01,2
1.6,58,29.48,0.68,1,30.9,25,0.01,2
0.8,17,27.46,0.68,1,29.2,28,0.13,0
0.8,17,27.46,0.68,1,29.2,28,0.13,0
0.8,17,27.46,0.68,1,29.2,28,0.13,1
3,99,32.98,0.63,1,36.5,20,0.05,2
3,99,32.98,0.63,1,36.5,20,0.05,2
3,99,33.17,0.68,1,36.5,20,0.05,2
3,99,33.17,0.68,1,36.5,20,0.05,2
3,99,33.17,0.68,1,36.5,20,0.05,2
2,76,30.31,0.68,1,33.4,20,0.06,2
2,76,30.31,0.68,1,33.4,20,0.06,0
2,76,30.31,0.68,1,33.4,20,0.06,1
2,76,30.31,0.68,1,33.4,20,0.06,-1
2,76,30.31,0.68,1,33.4,20,0.06,2
2,76,30.31,0.68,1,33.4,20,0.06,0
1.7,61,29.72,0.62,1,30.9,25,0.14,2
1.7,63,30.01,0.68,1,30.9,25,0.14,2
1.7,63,30.01,0.68,1,30.9,25,0.14,1
1.7,63,30.01,0.68,1,30.9,25,0.14,1
1.7,63,30.01,0.68,1,30.9,25,0.14,1
1.4,43,29.56,0.88,1,29.7,29,0.09,2
1.1,31,28.2,0.62,1,29.7,29,0.09,2
1.2,34,28.52,0.68,1,29.7,29,0.09,0
1.2,34,28.52,0.68,1,29.7,29,0.09,-1
1.2,34,28.52,0.68,1,29.7,29,0.09,2
1.2,34,28.52,0.68,1,29.7,29,0.09,-1
1.2,34,28.33,0.68,1,29.4,29,0.05,2
1.2,34,28.33,0.68,1,29.4,29,0.05,2
1.2,34,28.33,0.68,1,29.4,29,0.05,2
1.2,34,28.33,0.68,1,29.4,29,0.05,-2
1.2,34,28.33,0.68,1,29.4,29,0.05,2
1.1,31,28,0.62,1,29.4,29,0.05,0
1.1,31,28,0.62,1,29.4,29,0.05,1
1,28,28.29,0.68,1,27,31,0.03,2
1,28,28.29,0.68,1,27,31,0.03,1
1,28,28.29,0.68,1,27,31,0.03,-1
1,28,28.29,0.68,1,27,31,0.03,-1
1,28,28.29,0.68,1,27,31,0.03,-2
1,28,28.29,0.68,1,27,31,0.03,0
1,28,28.29,0.68,1,27,31,0.03,0
0.3,7,26.11,0.68,1,26.6,32,0.05,-1
0.3,7,26.11,0.68,1,26.6,32,0.05,-1
0.3,7,26.11,0.68,1,26.6,32,0.05,-1
0.3,7,26.11,0.68,1,26.6,32,0.05,1
0.2,6,25.75,0.62,1,26.6,32,0.05,2
0.3,7,26.11,0.68,1,26.6,32,0.05,-2
0.4,8,26.35,0.72,1,26.6,32,0.05,-1
1.1,33,28.27,0.68,1,29.9,31,0.04,1
1.1,33,28.27,0.68,1,29.9,31,0.04,0
1.1,33,28.27,0.68,1,29.9,31,0.04,2
1.1,30,27.93,0.62,1,29.9,31,0.04,0
1.1,33,28.27,0.68,1,29.9,31,0.04,2
1.1,33,28.27,0.68,1,29.9,31,0.04,-1
0.7,16,27.09,0.62,1,28.2,36,0.03,2
0.7,17,27.15,0.63,1,28.2,36,0.03,2
0.7,16,27.09,0.62,1,28.2,36,0.03,2
0.8,19,27.45,0.68,1,28.2,36,0.03,-1
0.8,19,27.45,0.68,1,28.2,36,0.03,0
0.7,16,27.09,0.62,1,28.2,36,0.03,2
0.8,19,27.5,0.68,1,27.9,37,0.04,1
0.6,12,26.81,0.68,1,27.4,37,0.03,0
0.6,12,26.81,0.68,1,27.4,37,0.03,0
0.6,12,26.81,0.68,1,27.4,37,0.03,-1
0.6,12,26.81,0.68,1,27.4,37,0.03,0
0.6,12,26.81,0.68,1,27.4,37,0.03,1
0.6,12,26.81,0.68,1,27.4,37,0.03,1
0.6,12,26.81,0.68,1,27.4,37,0.03,-1
0.7,16,27.16,0.63,1,27.6,37,0.04,0
0.8,18,27.46,0.68,1,27.6,37,0.04,-1
0.7,16,27.1,0.62,1,27.6,37,0.04,0
0.7,16,27.1,0.62,1,27.6,37,0.04,0
0.7,16,27.1,0.62,1,27.6,37,0.04,1
0.8,20,27.61,0.72,1,28,37,0.03,0
0.8,18,27.37,0.68,1,28,37,0.03,1
0.8,18,27.37,0.68,1,28,37,0.03,1
0.8,18,27.37,0.68,1,28,37,0.03,2
0.8,18,27.37,0.68,1,28,37,0.03,0
0.8,18,27.37,0.68,1,28,37,0.03,0
0.8,18,27.37,0.68,1,28,37,0.03,1
0.8,18,27.37,0.68,1,28,37,0.03,0
0.7,15,27.01,0.62,1,28,37,0.03,-1
0.8,17,27.32,0.68,1,27.8,35,0.04,-1
0.8,17,27.32,0.68,1,27.8,35,0.04,-1
0.8,17,27.32,0.68,1,27.8,35,0.04,0
0.8,17,27.32,0.68,1,27.8,35,0.04,1
0.8,17,27.32,0.68,1,27.8,35,0.04,2
0.8,17,27.32,0.68,1,27.8,35,0.04,2
0.8,17,27.32,0.68,1,27.8,35,0.04,1
0.7,15,27.17,0.68,1,27.7,39,0.03,0
0.7,15,27.17,0.68,1,27.7,39,0.03,0
0.6,13,26.8,0.62,1,27.7,39,0.03,-1
0.7,15,27.17,0.68,1,27.7,39,0.03,2
0.6,13,26.86,0.63,1,27.7,39,0.03,1
0.7,15,27.17,0.68,1,27.7,39,0.03,0
0.7,15,27.17,0.68,1,27.7,39,0.03,0
0.7,15,27.17,0.68,1,27.7,39,0.03,0
0.5,11,26.67,0.68,1,27.2,34,0,0
0.4,9,26.31,0.62,1,27.2,34,0,2
0.5,11,26.67,0.68,1,27.2,34,0,-1
0.9,22,27.66,0.68,1,28.6,34,0.03,0
0.8,19,27.31,0.62,1,28.6,34,0.03,-1
0.9,22,27.66,0.68,1,28.6,34,0.03,0
0.9,22,27.66,0.68,1,28.6,34,0.03,0
0.8,19,27.5,0.68,1,27.9,37,0.04,1
0.9,21,27.64,0.68,1,28,36,0.03,0
0.8,19,27.34,0.63,1,28,36,0.03,2
0.8,19,27.34,0.63,1,28,36,0.03,-1
0.9,21,27.64,0.68,1,28,36,0.03,0
0.7,15,27.09,0.68,1,27.7,36,0.02,1
0.6,12,26.72,0.62,1,27.7,36,0.02,0
0.7,15,27.09,0.68,1,27.7,36,0.02,0
0.7,15,27.09,0.68,1,27.7,36,0.02,1
0.7,15,27.09,0.68,1,27.7,36,0.02,2
0.2,6,25.62,0.62,1,27.2,37,0.04,0
0.3,7,26,0.68,1,27.2,37,0.04,-1
0.3,7,26,0.68,1,27.2,37,0.04,-2
0.3,7,26,0.68,1,27.2,37,0.04,0
0.3,7,26,0.68,1,27.2,37,0.04,0
0.3,7,26,0.68,1,27.2,37,0.04,0
0.7,15,27.64,0.95,1,27.2,37,0.04,0
0.4,9,26.35,0.68,1,27.2,32,0.02,0
0.4,9,26.35,0.68,1,27.2,32,0.02,2
0.4,9,26.35,0.68,1,27.2,32,0.02,1
0.4,9,26.35,0.68,1,27.2,32,0.02,0
0.4,9,26.35,0.68,1,27.2,32,0.02,-1
0.4,9,26.35,0.68,1,27.2,32,0.02,0
0.4,9,26.35,0.68,1,27.2,32,0.02,-1
1,27,28.28,0.68,1,27.2,37,0.03,1
1,27,28.28,0.68,1,27.2,37,0.03,0
1,27,28.28,0.68,1,27.2,37,0.03,0
1,27,28.28,0.68,1,27.2,37,0.03,-1
1,27,28.28,0.68,1,27.2,37,0.03,0
1,27,28.28,0.68,1,27.2,37,0.03,0
0.8,19,27.5,0.68,1,27.9,37,0.04,2
0.5,10,26.41,0.62,1,27.4,36,0.03,-1
0.6,12,26.77,0.68,1,27.4,36,0.03,-1
0.6,12,26.77,0.68,1,27.4,36,0.03,0
0.6,12,26.77,0.68,1,27.4,36,0.03,-1
0.6,12,26.77,0.68,1,27.4,36,0.03,0
0.6,12,26.77,0.68,1,27.4,36,0.03,-1
0.6,12,26.77,0.68,1,27.4,36,0.03,0
0.3,7,25.94,0.68,1,27.7,36,0.04,-1
0.3,7,25.94,0.68,1,27.7,36,0.04,0
0.3,7,25.94,0.68,1,27.7,36,0.04,0
0.3,7,25.94,0.68,1,27.7,36,0.04,-1
0.3,7,25.94,0.68,1,27.7,36,0.04,1
0.3,7,25.94,0.68,1,27.7,36,0.04,-1
0.2,6,25.55,0.62,1,27.7,36,0.04,1
0.3,7,25.94,0.68,1,27.7,36,0.04,0
0.3,7,25.94,0.68,1,27.7,36,0.04,-1
0.3,7,25.94,0.68,1,27.7,36,0.04,-1
0.3,6,25.85,0.68,1,26.6,37,0.04,1
0.3,6,25.85,0.68,1,26.6,37,0.04,0
0.3,7,26.1,0.72,1,26.6,37,0.04,0
0.2,6,25.47,0.62,1,26.6,37,0.04,2
0.3,7,26.1,0.72,1,26.6,37,0.04,0
0.3,7,26.1,0.72,1,26.6,37,0.04,1
0.2,6,25.47,0.62,1,26.6,37,0.04,0
0.1,5,25.31,0.68,1,26.1,38,0.04,-2
0.1,5,25.31,0.68,1,26.1,38,0.04,-1
0.1,5,25.31,0.68,1,26.1,38,0.04,0
0.1,5,25.31,0.68,1,26.1,38,0.04,0
0.1,5,25.31,0.68,1,26.1,38,0.04,-1
0,5,24.92,0.62,1,26.1,38,0.04,-2
0.1,5,25.31,0.68,1,26.1,38,0.04,2
0.1,5,25.31,0.68,1,26.1,38,0.04,-2
0.1,5,25.31,0.68,1,26.1,38,0.04,1
0,5,25.08,0.68,1,25.8,35,0.03,-2
0,5,25.08,0.68,1,25.8,35,0.03,-2
-0.1,5,24.69,0.62,1,25.8,35,0.03,0
0,5,25.08,0.68,1,25.8,35,0.03,0
0,5,25.08,0.68,1,25.8,35,0.03,2
0.8,19,27.5,0.68,1,27.9,37,0.04,2
0.7,16,27.14,0.62,1,27.9,37,0.04,0
0.3,7,26,0.62,1,26.7,34,0.03,2
0.7,15,27.54,0.88,1,26.7,34,0.03,2
0.4,9,26.37,0.68,1,26.7,34,0.03,0
0.4,9,26.37,0.68,1,26.7,34,0.03,-1
0.4,9,26.37,0.68,1,26.7,34,0.03,-1
0.4,9,26.37,0.68,1,26.7,34,0.03,2
0.4,8,26.33,0.68,1,26.7,34,0.07,0
0.4,8,26.33,0.68,1,26.7,34,0.07,0
0.3,7,25.97,0.62,1,26.7,34,0.07,0
0.4,8,26.33,0.68,1,26.7,34,0.07,0
0.4,8,26.33,0.68,1,26.7,34,0.07,2
-0.1,5,24.73,0.62,1,25.4,37,0.05,-1
0,5,25.12,0.68,1,25.4,37,0.05,0
0,5,25.12,0.68,1,25.4,37,0.05,1
-0.1,5,24.73,0.62,1,25.4,37,0.05,1
0,5,25.14,0.72,1,25.5,37,0.04,0
-0.2,6,24.49,0.62,1,25.5,37,0.04,0
-0.2,6,24.55,0.63,1,25.5,37,0.04,2
0,5,25.14,0.72,1,25.5,37,0.04,0
-0.1,5,24.88,0.68,1,25.5,37,0.04,2
-0.2,6,24.45,0.68,1,24.9,38,0.06,0
-0.2,6,24.45,0.68,1,24.9,38,0.06,0
-0.2,6,24.45,0.68,1,24.9,38,0.06,0
-0.2,6,24.45,0.68,1,24.9,38,0.06,0
-0.2,6,24.45,0.68,1,24.9,38,0.06,0
-0.2,6,24.45,0.68,1,24.9,38,0.06,-1
-0.5,10,23.74,0.62,1,24.5,38,0.03,-1
-0.3,7,24.14,0.68,1,24.5,38,0.03,-1
-0.3,7,24.14,0.68,1,24.5,38,0.03,0
-0.3,7,24.14,0.68,1,24.5,38,0.03,-1
-0.3,7,24.14,0.68,1,24.5,38,0.03,0
-0.5,10,23.74,0.62,1,24.5,38,0.03,-1
-0.3,7,24.14,0.68,1,24.5,38,0.03,-1
-0.6,13,23.26,0.68,1,23.9,39,0.04,-2
-0.8,17,22.84,0.62,1,23.9,39,0.04,-1
-0.6,13,23.26,0.68,1,23.9,39,0.04,0
-0.8,17,22.84,0.62,1,23.9,39,0.04,0
-0.5,11,23.54,0.72,1,23.9,39,0.04,-1
-0.6,12,23.41,0.68,1,23.8,39,0.05,-2
-0.7,16,22.99,0.62,1,23.8,39,0.05,-1
-0.5,10,23.69,0.72,1,23.8,39,0.05,-2
-0.7,15,23.06,0.63,1,23.8,39,0.05,-1
-0.6,12,23.41,0.68,1,23.8,39,0.05,0
-0.6,12,23.41,0.68,1,23.8,39,0.05,-2
-0.6,12,23.41,0.68,1,23.8,39,0.05,0
-0.3,6,24.46,0.68,1,24.3,39,0.03,-1
-0.3,6,24.46,0.68,1,24.3,39,0.03,0
-0.4,8,24.13,0.63,1,24.3,39,0.03,-2
-0.4,8,24.13,0.63,1,24.3,39,0.03,-1
-0.7,16,22.99,0.63,1,23.9,39,0.08,0
-0.6,12,23.34,0.68,1,23.9,39,0.08,0
-0.7,16,22.92,0.62,1,23.9,39,0.08,0
-0.6,12,23.34,0.68,1,23.9,39,0.08,0
-0.7,16,22.99,0.63,1,23.9,39,0.08,-1
-0.6,12,23.34,0.68,1,23.9,39,0.08,-1
0.8,19,27.5,0.68,1,27.9,37,0.04,2
-0.9,22,22.53,0.68,1,22.5,42,0.08,1
-0.5,9,23.91,0.88,1,22.5,42,0.08,0
-0.9,22,22.53,0.68,1,22.5,42,0.08,-1
-0.9,22,22.53,0.68,1,22.5,42,0.08,-1
-1,26,22.3,0.62,1,22.6,42,0.06,-1
-0.8,20,22.74,0.68,1,22.6,42,0.06,-1
-0.8,20,22.74,0.68,1,22.6,42,0.06,-1
-0.8,20,22.74,0.68,1,22.6,42,0.06,-1
-0.8,20,22.74,0.68,1,22.6,42,0.06,-1
-1,26,22.3,0.62,1,22.6,42,0.06,-2
-0.8,20,22.74,0.68,1,22.6,42,0.06,-1
-0.6,12,23.38,0.68,1,23.7,40,0.01,-1
-0.7,16,22.95,0.62,1,23.7,40,0.01,-1
-0.7,16,22.95,0.62,1,23.7,40,0.01,-1
-0.6,12,23.38,0.68,1,23.7,40,0.01,-1
-0.6,12,23.38,0.68,1,23.7,40,0.01,-1
-0.6,12,23.38,0.68,1,23.7,40,0.01,2
-0.6,12,23.38,0.68,1,23.7,40,0.01,-1
-0.8,20,22.59,0.62,1,23.5,41,0.06,-2
-0.8,20,22.59,0.62,1,23.5,41,0.06,-1
-0.7,15,23.01,0.68,1,23.5,41,0.06,-1
-0.7,15,23.01,0.68,1,23.5,41,0.06,0
-0.8,20,22.59,0.62,1,23.5,41,0.06,0
-0.7,15,23.01,0.68,1,23.5,41,0.06,-1
-0.8,20,22.59,0.62,1,23.5,41,0.06,2
-0.5,10,23.7,0.68,1,23.9,41,0.02,-1
-0.6,13,23.28,0.62,1,23.9,41,0.02,-1
-0.5,10,23.7,0.68,1,23.9,41,0.02,0
-0.6,13,23.28,0.62,1,23.9,41,0.02,0
-0.6,13,23.28,0.62,1,23.9,41,0.02,-1
-0.5,10,23.7,0.68,1,23.9,41,0.02,-1
-0.6,13,23.29,0.68,1,23.8,41,0.07,-2
-0.6,13,23.29,0.68,1,23.8,41,0.07,0
-0.6,13,23.29,0.68,1,23.8,41,0.07,0
-0.6,13,23.29,0.68,1,23.8,41,0.07,-1
-0.6,12,23.44,0.68,1,23.8,41,0.05,-2
0,5,25.41,0.95,1,24.1,41,0.06,0
-0.5,10,23.62,0.68,1,24.1,41,0.06,0
-0.5,10,23.62,0.68,1,24.1,41,0.06,0
-0.5,10,23.62,0.68,1,24.1,41,0.06,-1
-0.6,13,23.2,0.62,1,24.1,41,0.06,-1
-0.5,10,23.74,0.68,1,24,41,0.05,0
-0.5,10,23.74,0.68,1,24,41,0.05,0
-0.5,10,23.74,0.68,1,24,41,0.05,-2
-0.5,10,23.74,0.68,1,24,41,0.05,0
-0.6,13,23.32,0.62,1,24,41,0.05,-1
-0.8,19,22.6,0.68,1,23.5,40,0.06,-1
-0.8,19,22.6,0.68,1,23.5,40,0.06,-1
-0.8,19,22.6,0.68,1,23.5,40,0.06,-1
-1,24,22.16,0.62,1,23.5,40,0.06,-2
-0.8,19,22.6,0.68,1,23.5,40,0.06,-1
-0.8,19,22.6,0.68,1,23.5,40,0.06,-1
0.1,5,25.56,0.68,1,25.2,38,0.04,0
0,5,25.18,0.62,1,25.2,38,0.04,0
0.1,5,25.56,0.68,1,25.2,38,0.04,-1
0.1,5,25.56,0.68,1,25.2,38,0.04,0
0.1,5,25.56,0.68,1,25.2,38,0.04,0
-0.2,6,24.49,0.68,1,24.8,39,0.05,0
-0.2,6,24.49,0.68,1,24.8,39,0.05,-2
-0.2,6,24.49,0.68,1,24.8,39,0.05,-1
-0.2,6,24.49,0.68,1,24.8,39,0.05,-1
-0.2,6,24.49,0.68,1,24.8,39,0.05,0
-0.2,6,24.49,0.68,1,24.8,39,0.05,-2
-0.2,6,24.49,0.68,1,24.8,39,0.05,-1
-0.1,5,24.77,0.68,1,24.9,39,0.05,-1
-0.1,5,24.77,0.68,1,24.9,39,0.05,0
-0.1,5,24.77,0.68,1,24.9,39,0.05,-1
-0.1,5,24.77,0.68,1,24.9,39,0.05,0
-0.1,5,24.77,0.68,1,24.9,39,0.05,0
-0.1,5,24.77,0.68,1,24.9,39,0.05,0
-0.1,5,24.77,0.68,1,24.9,39,0.05,0
-0.2,6,24.66,0.68,1,25,37,0.04,1
-0.2,6,24.66,0.68,1,25,37,0.04,-1
-0.2,6,24.66,0.68,1,25,37,0.04,-2
-0.2,6,24.66,0.68,1,25,37,0.04,-1
-0.2,6,24.66,0.68,1,25,37,0.04,-1
-0.2,6,24.66,0.68,1,25,37,0.04,1
-0.5,10,23.71,0.63,1,24.6,32,0.04,-1
-0.4,8,24.03,0.68,1,24.6,32,0.04,-1
-0.4,8,24.03,0.68,1,24.6,32,0.04,0
-0.4,8,24.03,0.68,1,24.6,32,0.04,-1
-0.4,8,24.03,0.68,1,24.6,32,0.04,1
-0.5,11,23.65,0.62,1,24.6,32,0.04,-1
-0.4,8,24.03,0.68,1,24.6,32,0.04,-1
-0.4,8,24.03,0.68,1,24.6,32,0.04,-2
0.2,6,25.61,0.62,1,26.5,37,0.05,1
0.3,7,25.99,0.68,1,26.5,37,0.05,2
0.3,7,25.99,0.68,1,26.5,37,0.05,2
0.3,7,25.99,0.68,1,26.5,37,0.05,2
0.4,8,26.24,0.72,1,26.5,37,0.05,0
0.3,7,25.99,0.68,1,26.5,37,0.05,2
0.2,6,25.68,0.68,1,26.1,38,0.01,-1
0.1,5,25.29,0.62,1,26.1,38,0.01,2
0.1,5,25.29,0.62,1,26.1,38,0.01,2
0.1,5,25.29,0.62,1,26.1,38,0.01,-1
0.1,5,25.29,0.62,1,26.1,38,0.01,2
0.1,5,25.29,0.62,1,26.1,38,0.01,1
0,5,25.1,0.68,1,25.8,39,0.08,0
-0.1,5,24.7,0.62,1,25.8,39,0.08,1
0,5,25.1,0.68,1,25.8,39,0.08,1
0.2,6,25.84,0.68,1,26.1,39,0.01,-1
0.3,7,26.09,0.72,1,26.1,39,0.01,0
0.2,6,25.84,0.68,1,26.1,39,0.01,0
0.1,5,25.52,0.63,1,26.1,39,0.01,2
0.2,6,25.84,0.68,1,26.1,39,0.01,1
0.3,7,25.94,0.68,1,26.3,38,0.01,1
0.2,6,25.62,0.63,1,26.3,38,0.01,-2
0.3,7,25.94,0.68,1,26.3,38,0.01,2
0.3,7,25.94,0.68,1,26.3,38,0.01,-1
0.5,11,26.72,0.68,1,27,36,0.02,0
0.5,11,26.72,0.68,1,27,36,0.02,2
0.5,11,26.72,0.68,1,27,36,0.02,0
0.4,9,26.35,0.62,1,27,36,0.02,1
0.5,11,26.72,0.68,1,27,36,0.02,1
0.5,11,26.72,0.68,1,27,36,0.02,2
0.7,16,27.18,0.68,1,27.6,33,0.01,0
0.7,16,27.18,0.68,1,27.6,33,0.01,-1
0.8,17,27.41,0.72,1,27.6,33,0.01,0
0.7,16,27.18,0.68,1,27.6,33,0.01,0
0.7,16,27.18,0.68,1,27.6,33,0.01,0
0.7,16,27.18,0.68,1,27.6,33,0.01,-1
0.5,10,26.5,0.68,1,27.8,33,0.02,-1
0.5,10,26.5,0.68,1,27.8,33,0.02,-1
0.4,9,26.35,0.68,1,27.3,33,0.05,0
0.4,9,26.35,0.68,1,27.3,33,0.05,-1
0.8,20,27.51,0.62,1,27.6,30,0.08,-1
0.9,23,27.84,0.68,1,27.6,30,0.08,-1
0.8,20,27.51,0.62,1,27.6,30,0.08,-1
0.1,5,24.71,0.68,1,27.9,31,0.67,-1
0.9,23,27.84,0.68,1,27.6,30,0.08,-1
1.3,42,29.66,0.47,1.7,28.6,30,0.03,-1
1,28,28.25,0.62,1.2,28.6,30,0.03,0
1.1,31,28.62,0.68,1.2,28.6,30,0.03,-1
1.1,31,28.62,0.68,1.2,28.6,30,0.03,2
0.3,7,26,0.68,1,27.2,30,0.02,-1
0.2,6,25.64,0.62,1,27.2,30,0.02,1
0.7,15,27.11,0.68,1,28.4,31,0.18,-1
0.6,13,26.82,0.63,1,28.4,31,0.18,-1
0.7,16,27.34,0.72,1,28.4,31,0.18,-1
0.6,12,26.76,0.62,1,28.4,31,0.18,2
0.6,12,26.76,0.62,1,28.4,31,0.18,0
0.6,12,26.76,0.62,1,28.4,31,0.18,0
0.7,15,27.11,0.68,1,28.4,31,0.18,0
0.7,15,27.11,0.68,1,28.4,31,0.18,1
0.1,5,24.99,0.62,1,27.7,32,0.37,-1
0.1,5,25.06,0.63,1,27.7,32,0.37,-1
0.1,5,24.99,0.62,1,27.7,32,0.37,1
0.1,5,25.06,0.63,1,27.7,32,0.37,2
0,5,24.46,0.68,1,28.3,31,0.57,0
-0.1,5,24.08,0.62,1,28.3,31,0.57,0
-0.1,5,24.08,0.62,1,28.3,31,0.57,2
-0.1,5,24.14,0.63,1,28.3,31,0.57,0
-0.1,5,24.14,0.63,1,28.3,31,0.57,0
0,5,24.46,0.68,1,28.3,31,0.57,-1
-0.1,5,24.08,0.62,1,28.3,31,0.57,-1
0.5,10,26.9,0.72,1,27.7,31,0.13,2
0.7,14,27.38,0.62,1.2,27.7,31,0.13,0
0.7,14,27.38,0.62,1.2,27.7,31,0.13,2
0.4,9,26.67,0.68,1,27.7,31,0.13,1
0.8,18,28.03,0.72,1.2,27.7,31,0.13,0
0.7,17,27.78,0.68,1.2,27.7,31,0.13,-2
0.3,7,26.31,0.62,1,27.7,31,0.13,1
0.4,9,26.67,0.68,1,27.7,31,0.13,0
-0.5,10,24.06,0.62,1,25.4,34,0.15,0
-0.3,7,24.7,0.72,1,25.4,34,0.15,1
-0.5,10,24.06,0.62,1,25.4,34,0.15,0
-0.5,10,24.06,0.62,1,25.4,34,0.15,-2
-0.5,10,24.06,0.62,1,25.4,34,0.15,-1
-0.5,10,24.06,0.62,1,25.4,34,0.15,-2
-0.5,10,24.06,0.62,1,25.4,34,0.15,-1
0,5,25.27,0.62,1,27,32,0.21,-1
0.2,5,25.64,0.68,1,27,32,0.21,-1
0.2,5,25.64,0.68,1,27,32,0.21,-1
0.2,6,25.88,0.72,1,27,32,0.21,1
0.2,6,25.88,0.72,1,27,32,0.21,1
0,5,25.27,0.62,1,27,32,0.21,1
0.1,5,25.34,0.63,1,27,32,0.21,0
0.2,5,25.64,0.68,1,27,32,0.21,-2
-1.4,47,21.52,0.68,1,22.3,46,0.57,-2
-1.4,47,21.52,0.68,1,22.3,46,0.57,-1
-1.4,47,21.52,0.68,1,22.3,46,0.57,-1
0.5,10,26.58,0.68,1,26.7,34,0.01,0
-0.2,6,24.49,0.63,1,26.1,27,0.02,0
-0.2,6,24.42,0.62,1,26.1,27,0.02,0
-0.2,6,24.42,0.62,1,26.1,27,0.02,0
-0.1,5,24.8,0.68,1,26.1,27,0.02,-2
-0.4,8,23.97,0.62,1,25.6,27,0.03,0
-0.3,6,24.35,0.68,1,25.6,27,0.03,-1
-0.4,8,23.97,0.62,1,25.6,27,0.03,-2
-0.4,8,23.97,0.62,1,25.6,27,0.03,-1
-0.4,8,23.97,0.62,1,25.6,27,0.03,-1
-0.4,9,24,0.63,1,25.9,28,0.3,-1
-0.3,7,24.3,0.68,1,25.9,28,0.3,-1
-0.4,9,24,0.63,1,25.9,28,0.3,-2
-0.3,7,24.3,0.68,1,25.9,28,0.3,0
-0.3,7,24.3,0.68,1,25.9,28,0.3,1
0,5,25.3,0.68,1,25.9,27,0.01,-2
-0.1,5,24.93,0.62,1,25.9,27,0.01,-1
0,5,25.3,0.68,1,25.9,27,0.01,-2
-0.2,6,24.56,0.62,1,25.6,27,0.02,-1
-0.2,6,24.62,0.63,1,25.6,27,0.02,-2
