PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation
0.966666667,25.66666667,28.14,0.51,1.2,24.1,39,0.28,0
0.966666667,25.66666667,28.14,0.57,1.2,23.1,39.7,0.27,0
0.966666667,25.66666667,28.14,0.57,1.2,24.4,42.7,0.31,0
0.966666667,25.66666667,28.14,0.57,1.2,23.4,40.5,0.34,-1
0.966666667,25.66666667,28.14,0.14,1.2,22.7,41.4,0.32,-2
0.966666667,25.66666667,28.14,0.59,1.2,22.5,41.4,0.4,0
0.966666667,25.66666667,28.14,0.57,1.2,22.8,39.8,0.26,-2
0.966666667,25.66666667,28.14,0.57,1.2,23.8,39.7,0.38,-1
0.966666667,25.66666667,28.14,0.76,1.2,22.8,41.3,0.3,-1
0.966666667,25.66666667,28.14,0.37,1.2,22.1,42.4,0.3,0
0.966666667,25.66666667,28.14,0.76,1,23.1,40.8,0.26,0
0.966666667,25.66666667,28.14,0.57,1.2,24.4,38.2,0.49,0
0.966666667,25.66666667,28.14,0.74,1.2,24,38.7,0.49,0
0.966666667,25.66666667,28.14,0.57,1.2,24.4,37.6,0.25,-1
0.966666667,25.66666667,28.14,0.38,1.2,23.4,38.7,0.34,0
0.966666667,25.66666667,28.14,0.57,1.2,24.3,34.3,0.28,0
0.966666667,25.66666667,28.14,0.57,1.2,24,35.8,0.35,0
0.966666667,25.66666667,28.14,0.57,1.2,23.8,36.6,0.39,0
0.966666667,25.66666667,28.14,0.57,1.2,24.4,35.8,0.28,0
0.966666667,25.66666667,28.14,0.57,1.2,27.6,27.1,0.26,1
0.966666667,25.66666667,28.14,0.53,1.2,27.3,28.5,0.29,0
0.966666667,25.66666667,28.14,0.57,1.2,27.3,28.5,0.29,0
0.966666667,25.66666667,28.14,0.57,1.2,26,28.7,0.37,0
0.966666667,25.66666667,28.14,0.55,1.2,27.2,28.5,0.34,0
0.966666667,25.66666667,28.14,0.57,1.2,27.6,27.7,0.4,0
0.966666667,25.66666667,28.14,0.76,1.2,28.6,30,0.38,0
0.966666667,25.66666667,28.14,0.57,1.2,22.5,26.9,0.36,0
0.966666667,25.66666667,28.14,0.51,1.2,25.9,26.6,0.36,0
0.966666667,25.66666667,28.14,0.57,1.2,23,27.7,0.27,0
0.966666667,25.66666667,28.14,0.57,1.2,23.9,27.5,0.28,0
0.966666667,25.66666667,28.14,0.57,1.2,24.6,27.1,0.29,0
0.966666667,25.66666667,28.14,0.57,1.2,23.6,27,0.33,-2
0.966666667,25.66666667,28.14,0.51,1.2,21.4,32.7,0.26,0
0.966666667,25.66666667,28.14,0.72,1.2,23.4,39.5,0.33,0
0.966666667,25.66666667,28.14,0.51,1.2,26.9,42.2,0.33,0
0.966666667,25.66666667,28.14,0.49,1.2,27.2,41.5,0.3,1
0.966666667,25.66666667,28.14,0.57,1.2,27.4,41.8,0.25,1
0.966666667,25.66666667,28.14,0.57,1.2,26.1,42,0.27,1
0.966666667,25.66666667,28.14,0.57,1.2,26.7,41.6,0.27,0
0.966666667,25.66666667,28.14,0.55,1.2,26.7,41.8,0.28,0
0.966666667,25.66666667,28.14,0.51,1.2,25.1,42.9,0.41,0
0.966666667,25.66666667,28.14,0.57,1.2,25.9,40.6,0.35,0
0.966666667,25.66666667,28.14,0.57,1.2,25.3,42.1,0.51,0
0.966666667,25.66666667,28.14,0.51,1.2,25.4,41.1,0.27,0
0.966666667,25.66666667,28.14,0.57,1.2,25.5,40.5,0.26,1
0.966666667,25.66666667,28.14,0.57,1.2,25.2,41.4,0.4,1
0.966666667,25.66666667,28.14,0.57,1.2,23,44,0.5,2
0.966666667,25.66666667,28.14,0.53,1.2,26.9,31.5,0.39,1
0.966666667,25.66666667,28.14,0.51,1.2,26.6,31.3,0.51,1
0.966666667,25.66666667,28.14,0.51,1.2,25.8,33,0.7,1
0.966666667,25.66666667,28.14,0.57,1.2,24.4,32.8,0.7,0
0.966666667,25.66666667,28.14,0.4,1.2,26.2,31.5,0.41,0
0.966666667,25.66666667,28.14,0.52,1.2,26.2,31.3,0.64,0
0.966666667,25.66666667,28.14,0.57,1.2,21.5,41.1,0.31,0
0.966666667,25.66666667,28.14,0.4,1.2,26.1,29.3,0.28,0
0.966666667,25.66666667,28.14,0.57,1.2,24.7,30.6,0.37,1
0.966666667,25.66666667,28.14,0.55,1.2,26,37.2,0.29,0
0.966666667,25.66666667,28.14,0.57,1.2,28,35.2,0.32,0
0.966666667,25.66666667,28.14,0.57,1.2,26.4,36.4,0.26,0
0.966666667,25.66666667,28.14,0.57,1.2,27.3,34.6,0.29,0
0.966666667,25.66666667,28.14,0.57,1.2,26.8,36,0.32,0
0.966666667,25.66666667,28.14,0.51,1.2,27.1,35,0.27,1
0.966666667,25.66666667,28.14,0.55,1.2,27.5,34.8,0.34,0
0.966666667,25.66666667,28.14,0.55,1.2,28.3,34.3,0.53,0
0.966666667,25.66666667,28.14,0.57,1.2,27.1,35.2,0.31,0
0.966666667,25.66666667,28.14,0.57,1.2,27.1,35.2,0.49,0
0.966666667,25.66666667,28.14,0.57,1.2,25.8,31.9,0.29,0
0.966666667,25.66666667,28.14,0.57,1.2,25.9,33.3,0.41,0
0.966666667,25.66666667,28.14,0.57,1.2,25.9,32.7,0.28,0
0.966666667,25.66666667,28.14,0.57,1.2,23.4,36.3,0.34,0
0.966666667,25.66666667,28.14,0.57,1.2,24.6,26.6,0.27,0
0.966666667,25.66666667,28.14,0.57,1.2,24.8,27.5,0.42,0
0.966666667,25.66666667,28.14,0.49,1.2,24.5,27.5,0.46,0
0.966666667,25.66666667,28.14,0.53,1.2,23.1,28.6,0.66,0
0.966666667,25.66666667,28.14,0.57,1.2,23,30.6,0.99,0
0.966666667,25.66666667,28.14,0.57,1.2,22.8,30.8,0.79,-1
0.966666667,25.66666667,28.14,0.4,1.2,22.2,31,0.71,0
0.966666667,25.66666667,28.14,0.57,1.2,21.1,32.7,0.46,-2
0.966666667,25.66666667,28.14,0.57,1.2,25.7,35,0.31,0
0.966666667,25.66666667,28.14,0.57,1.2,25,36.2,0.34,0
0.966666667,25.66666667,28.14,0.57,1.2,25.2,37.7,0.37,0
0.966666667,25.66666667,28.14,0.4,1.2,21.1,38.9,0.85,0
0.4,19.66666667,26.00666667,0.57,1.2,25.3,35.3,1.42,-1
0.966666667,25.66666667,28.14,0.82,1.2,16.8,45.4,0,-1
0.966666667,25.66666667,28.14,0.82,1.2,18.2,42.7,0.03,-2
0.966666667,25.66666667,28.14,0.77,1.2,19.3,41.2,0.02,-1
0.966666667,25.66666667,28.14,0.82,1.2,20.7,32.2,0.02,0
0.966666667,25.66666667,28.14,0.77,1.2,20.7,31.5,0.06,-1
0.966666667,25.66666667,28.14,0.57,1.2,20.8,33.5,0.04,0
0.966666667,25.66666667,28.14,0.82,1.2,18.5,33,0.06,-1
0.966666667,25.66666667,28.14,0.8,1.2,19.1,34.1,0.08,-1
0.966666667,25.66666667,28.14,1.02,1.2,18.8,34.3,0.06,0
0.966666667,25.66666667,28.14,0.76,1.2,18.4,33.2,0.1,-1
0.966666667,25.66666667,28.14,1.22,1.2,18.6,35.6,0.05,-1
0.966666667,25.66666667,28.14,0.82,1.2,16.8,48.5,0.07,-1
0.966666667,25.66666667,28.14,1.02,1.2,17.1,42.8,0.02,-1
0.966666667,25.66666667,28.14,0.82,1.2,18.5,33.1,0.03,-1
0.966666667,25.66666667,28.14,0.82,1.2,18.8,33.8,0.04,-2
0.966666667,25.66666667,28.14,1.02,1.2,18.4,32.7,0.02,-1
0.966666667,25.66666667,28.14,0.82,1.2,19.2,31.8,0.04,-1
0.966666667,25.66666667,28.14,0.82,1.2,17.9,38,0.02,0
0.966666667,25.66666667,28.14,0.76,1.2,18,38.3,0.02,-1
0.966666667,25.66666667,28.14,1.17,1.2,18.1,36.8,0.02,-1
0.966666667,25.66666667,28.14,0.82,1.2,14.1,36.2,0.07,-1
0.966666667,25.66666667,28.14,1.07,1.2,14.1,36.5,0.07,-1
0.966666667,25.66666667,28.14,1.17,1.2,14.9,34.4,0.08,-1
0.966666667,25.66666667,28.14,0.82,1.2,14.9,33.8,0.05,-2
0.966666667,25.66666667,28.14,1.17,1.2,19.1,27.7,0.09,-1
0.966666667,25.66666667,28.14,0.82,1.2,18.6,26,0.06,-1
0.966666667,25.66666667,28.14,0.74,1.2,19.2,27.2,0.06,-2
0.966666667,25.66666667,28.14,1.07,1.2,19.2,27.2,0.09,-1
0.966666667,25.66666667,28.14,0.57,1.2,18.6,25.7,0.09,0
0.966666667,25.66666667,28.14,0.97,1.2,17,34.2,0.07,-2
0.966666667,25.66666667,28.14,0.82,1.2,16.9,34.5,0.09,-1
0.966666667,25.66666667,28.14,0.82,1.2,17,34.2,0.06,-1
0.966666667,25.66666667,28.14,1.02,1.2,17,34.8,0.07,-1
0.966666667,25.66666667,28.14,1.07,1.2,16.5,34.6,0.09,0
0.966666667,25.66666667,28.14,0.82,1.2,20.2,27.5,0.06,0
0.966666667,25.66666667,28.14,1.02,1.2,20.3,28.6,0.06,-1
0.966666667,25.66666667,28.14,0.82,1.2,20.2,27.8,0.07,-1
0.966666667,25.66666667,28.14,1.02,1.2,22,41.8,0.11,0
0.966666667,25.66666667,28.14,0.82,1.2,22.2,43.4,0.11,-1
0.966666667,25.66666667,28.14,0.82,1.2,21.8,41.3,0.11,0
0.966666667,25.66666667,28.14,1.22,1.2,19.9,51.4,0.06,-1
0.966666667,25.66666667,28.14,0.82,1.2,19.3,51.7,0.07,-1
0.966666667,25.66666667,28.14,0.84,1.2,19.4,51.6,0.1,-1
0.966666667,25.66666667,28.14,0.76,1.2,19.6,52,0.08,0
0.966666667,25.66666667,28.14,0.57,1.2,23.1,38.5,0.25,-1
0.966666667,25.66666667,28.14,0.57,1.2,23.7,33.1,0.45,-2
0.966666667,25.66666667,28.14,0.51,1.2,23.8,36.6,0.35,-1
0.966666667,25.66666667,28.14,0.57,1.2,23.1,38.5,0.25,0
0.966666667,25.66666667,28.14,0.57,1.2,24.8,35,0.33,0
0.966666667,25.66666667,28.14,0.57,1.2,24.4,37.2,0.25,0
0.966666667,25.66666667,28.14,0.51,1.2,24.1,36.2,0.3,-2
0.966666667,25.66666667,28.14,0.51,1.2,24,35.8,0.28,-1
0.966666667,25.66666667,28.14,0.57,1.2,23.4,36.1,0.27,0
0.966666667,25.66666667,28.14,0.49,1.2,24.3,35.6,0.33,0
0.966666667,25.66666667,28.14,0.57,1.2,24.4,36.6,0.38,0
0.966666667,25.66666667,28.14,0.4,1.2,23.7,39.3,0.27,-1
0.966666667,25.66666667,28.14,0.57,1.2,23.9,34.7,0.34,-1
0.966666667,25.66666667,28.14,0.4,1.2,24.2,33.4,0.29,-1
0.966666667,25.66666667,28.14,0.49,1.2,23.9,34.7,0.34,1
0.966666667,25.66666667,28.14,0.57,1.2,25.9,54.3,0.33,-1
0.966666667,25.66666667,28.14,0.51,1.2,26.6,50.6,0.27,1
0.966666667,25.66666667,28.14,0.57,1.2,24.8,50.8,0.25,0
0.966666667,25.66666667,28.14,0.37,1.2,24.5,51.7,0.38,0
0.4,19.66666667,26.00666667,0.57,1.2,38.9,24.9,2.17,2
0.966666667,25.66666667,28.14,0.57,1.2,39.6,24.1,0.75,2
0.966666667,25.66666667,28.14,0.57,1.2,40.5,23.7,0.51,2
0.4,19.66666667,26.00666667,0.57,1.2,35.4,45,1.24,2
0.966666667,25.66666667,28.14,0.57,1.2,36.7,41.5,0.94,1
0.966666667,25.66666667,28.14,0.51,1.2,36.7,41.5,0.94,2
0.966666667,25.66666667,28.14,0.5,1.2,37.3,41.2,0.68,2
0.4,19.66666667,26.00666667,0.57,1.2,35.8,36.7,1.72,1
0.966666667,25.66666667,28.14,0.5,1.2,37.1,36.3,1.13,-1
0.966666667,25.66666667,28.14,0.51,1.2,23.5,41.9,0.27,0
0.966666667,25.66666667,28.14,0.48,1.2,23.4,38.4,0.44,1
0.966666667,25.66666667,28.14,0.49,1.2,38.4,34.2,0.79,2
0.4,19.66666667,26.00666667,0.49,1.2,22.5,57.1,1.8,0
0.966666667,25.66666667,28.14,0.57,1.2,24.5,49.1,0.34,0
0.4,19.66666667,26.00666667,0.51,1.2,22.8,52.7,1.41,0
0.4,19.66666667,26.00666667,0.47,1.2,36.4,40.4,1.31,2
0.966666667,25.66666667,28.14,0.49,1.2,32.4,57.6,0.64,-1
0.966666667,25.66666667,28.14,0.57,1.2,33.8,48.5,0.56,1
0.966666667,25.66666667,28.14,0.57,1.2,23.1,53,0.38,0
0.966666667,25.66666667,28.14,0.38,1.2,24.7,49.7,0.24,0
0.966666667,25.66666667,28.14,0.57,1.2,37.9,46.8,0.42,2
0.4,19.66666667,26.00666667,0.59,1.2,36.3,46.9,2.24,2
0.966666667,25.66666667,28.14,0.53,1.2,32.9,57.7,1.15,1
0.966666667,25.66666667,28.14,0.57,1.2,34.6,44.5,0.66,1
0.966666667,25.66666667,28.14,0.38,1.2,26.4,49.5,1.12,0
0.966666667,25.66666667,28.14,0.57,1.2,25.7,56.2,0.25,1
0.966666667,25.66666667,28.14,0.57,1.2,23.9,54,0.32,-2
0.966666667,25.66666667,28.14,0.57,1.2,23.8,57.2,0.26,0
0.966666667,25.66666667,28.14,0.57,1.2,24.7,64.6,0.51,0
0.966666667,25.66666667,28.14,0.51,1.2,28.2,61.2,0.47,0
0.4,19.66666667,26.00666667,0.49,1.2,37.2,53.8,1.65,2
0.966666667,25.66666667,28.14,0.51,1.2,35.4,55.4,0.53,2
0.966666667,25.66666667,28.14,0.57,1.2,34.8,58.6,0.66,1
0.4,19.66666667,26.00666667,0.57,1.2,34.8,57.7,2.5,2
0.966666667,25.66666667,28.14,0.57,1.2,33.7,60.6,0.85,2
0.4,19.66666667,26.00666667,0.49,1.2,34.6,57.9,2.23,2
0.966666667,25.66666667,28.14,0.57,1.2,34,60.2,0.74,0
0.966666667,25.66666667,28.14,0.49,1.2,25.4,66.2,0.39,0
0.966666667,25.66666667,28.14,0.57,1.2,27.3,64.9,0.31,0
0.966666667,25.66666667,28.14,0.49,1.2,31.3,73.9,0.67,1
0.966666667,25.66666667,28.14,0.48,1.2,31.5,67.4,0.34,0
0.966666667,25.66666667,28.14,0.57,1.2,31.1,72.6,0.82,0
0.966666667,25.66666667,28.14,0.57,1.2,32.2,58.6,0.8,2
0.966666667,25.66666667,28.14,0.57,1.2,31.2,58.4,0.67,2
0.966666667,25.66666667,28.14,0.57,1.2,34.5,50.5,1.07,0
0.966666667,25.66666667,28.14,0.55,1.2,35,55.3,0.42,2
0.966666667,25.66666667,28.14,0.49,1.2,35,54.4,0.52,2
0.4,19.66666667,26.00666667,0.57,1.2,34.6,51,1.77,1
0.966666667,25.66666667,28.14,0.38,1.2,36.6,43.1,0.86,1
0.966666667,25.66666667,28.14,0.49,1.2,36.3,42.7,0.86,2
0.966666667,25.66666667,28.14,0.49,1.2,36.4,44.2,0.29,2
0.966666667,25.66666667,28.14,0.49,1.2,35.7,45.6,0.42,1
0.966666667,25.66666667,28.14,0.49,1.2,37.7,36.5,0.32,1
0.966666667,25.66666667,28.14,0.57,1.2,38,35.4,0.32,2
0.966666667,25.66666667,28.14,0.51,1.2,36.5,44.7,0.32,1
0.966666667,25.66666667,28.14,0.51,1.2,36.8,44.2,1.06,-2
0.4,19.66666667,26.00666667,0.49,1.2,37.1,43.3,1.77,2
0.4,19.66666667,26.00666667,0.49,1.2,34.5,54.6,2.48,2
0.4,19.66666667,26.00666667,0.57,1.2,33.1,57.4,1.91,1
0.966666667,25.66666667,28.14,0.37,1.2,33,58.1,0.61,1
0.4,19.66666667,26.00666667,0.49,1.2,35.5,51.5,2.22,2
0.966666667,25.66666667,28.14,0.57,1.2,34.2,54.3,0.8,1
0.4,19.66666667,26.00666667,0.57,1.2,34.4,54.4,1.33,1
0.966666667,25.66666667,28.14,0.49,1.2,31.9,68.1,0.38,2
0.4,19.66666667,26.00666667,0.49,1.2,31.2,70.5,1.56,0
0.966666667,25.66666667,28.14,0.57,1.2,31.8,68.9,0.54,1
0.4,19.66666667,26.00666667,0.57,1.2,34,61.2,2.84,0
0.4,19.66666667,26.00666667,0.49,1.2,33.9,60.4,1.32,2
0.966666667,25.66666667,28.14,0.51,1.2,33.7,60.8,1.05,-1
0.4,19.66666667,26.00666667,0.49,1.2,32.7,63.9,1.64,1
0.4,19.66666667,26.00666667,0.57,1.2,36.5,52.3,1.5,1
0.4,19.66666667,26.00666667,0.49,1.2,33.5,60.3,1.23,1
0.966666667,25.66666667,28.14,0.55,1.2,33.4,61,0.91,1
0.966666667,25.66666667,28.14,0.31,1.2,33.3,61.2,0.87,1
0.4,19.66666667,26.00666667,0.49,1.2,37.3,53.9,1.29,2
0.966666667,25.66666667,28.14,0.55,1.2,35.6,55.3,0.57,2
0.4,19.66666667,26.00666667,0.31,1.2,35.9,55.3,1.54,1
0.4,19.66666667,26.00666667,0.57,1.2,35.6,53.6,2.52,2
0.4,19.66666667,26.00666667,0.49,1.2,36,58.4,2.15,2
0.966666667,25.66666667,28.14,0.51,1.2,34.9,58.9,1.17,0
0.4,19.66666667,26.00666667,0.57,1.2,34.7,58.7,2.68,2
0.966666667,25.66666667,28.14,0.49,1.2,34.6,59.1,0.84,1
0.966666667,25.66666667,28.14,0.49,1.2,35.1,55.8,0.76,2
0.966666667,25.66666667,28.14,0.57,1.2,35.2,55.3,0.97,0
0.966666667,25.66666667,28.14,0.49,1.2,34.6,56.3,0.52,0
0.966666667,25.66666667,28.14,0.55,1.2,34.8,55.2,0.39,2
0.966666667,25.66666667,28.14,0.49,1.2,34.5,56.3,1.01,1
0.966666667,25.66666667,28.14,0.57,1.2,34.7,55.4,0.93,2
0.4,19.66666667,26.00666667,0.59,1.2,34.9,53.6,1.99,1
0.4,19.66666667,26.00666667,0.57,1.2,27.5,49.8,1.93,0
0.966666667,25.66666667,28.14,0.57,1.2,27.7,46.3,1.01,0
0.966666667,25.66666667,28.14,0.57,1.2,35.8,56,0.56,0
0.966666667,25.66666667,28.14,0.57,1.2,35.2,55.9,0.5,1
0.4,19.66666667,26.00666667,0.69,1.2,34.7,55.5,2.39,1
0.966666667,25.66666667,28.14,0.68,1.2,34.7,55.4,0.92,-1
0.4,19.66666667,26.00666667,0.57,1.2,34.9,54.9,1.2,0
0.4,19.66666667,26.00666667,0.57,1.2,33.6,65.2,2.11,1
0.4,19.66666667,26.00666667,0.49,1.2,33.4,64.6,2.18,1
0.966666667,25.66666667,28.14,0.57,1.2,31.6,65.5,0.96,0
0.966666667,25.66666667,28.14,0.57,1.2,31.8,65.5,0.42,0
0.4,19.66666667,26.00666667,0.57,1.2,32.8,64.7,1.21,0
0.4,19.66666667,26.00666667,0.57,1.2,30,69.5,1.29,0
0.4,19.66666667,26.00666667,0.57,1.2,32.5,63.8,2.2,0
0.4,19.66666667,26.00666667,0.57,1.2,32.7,64.7,1.62,1
0.4,19.66666667,26.00666667,0.55,1.2,32.8,64.4,2.14,1
0.966666667,25.66666667,28.14,0.4,1.2,32.7,65.5,0.97,1
0.966666667,25.66666667,28.14,0.57,1.2,32.7,65.5,0.97,0
0.4,19.66666667,26.00666667,0.49,1.2,31.8,63.9,1.41,1
0.966666667,25.66666667,28.14,0.55,1.2,32,64.2,0.41,2
0.966666667,25.66666667,28.14,0.49,1.2,31.8,67.6,0.57,1
0.966666667,25.66666667,28.14,0.54,1.2,31.9,66.9,0.63,0
0.966666667,25.66666667,28.14,0.57,1.2,32.1,67.5,0.66,1
0.966666667,25.66666667,28.14,0.55,1.2,32,67.4,0.72,1
0.966666667,25.66666667,28.14,0.57,1.2,32,67.2,1.14,0
0.966666667,25.66666667,28.14,0.57,1.2,32.7,63.7,0.41,2
0.4,19.66666667,26.00666667,0.57,1.2,31.9,67,1.58,0
0.966666667,25.66666667,28.14,0.57,1.2,32.2,67.3,0.6,0
0.966666667,25.66666667,28.14,0.66,1.2,32.1,66.1,0.72,0
0.4,19.66666667,26.00666667,0.66,1.2,32,66.1,1.24,0
0.966666667,25.66666667,28.14,0.49,1.2,32.2,65.8,0.52,1
0.4,19.66666667,26.00666667,0.58,1.2,31.9,63,2.45,2
0.966666667,25.66666667,28.14,0.51,1.2,32.1,63,0.65,1
0.4,19.66666667,26.00666667,0.57,1.2,32.9,64.7,1.98,2
0.4,19.66666667,26.00666667,0.51,1.2,32.2,64.9,1.75,0
0.4,19.66666667,26.00666667,0.55,1.2,29.9,73.8,1.28,2
0.4,19.66666667,26.00666667,0.57,1.2,30.3,75.7,2.54,0
0.4,19.66666667,26.00666667,0.49,1.2,30.1,74.8,1.37,1
0.4,19.66666667,26.00666667,0.48,1.2,30.4,73.3,1.31,0
0.966666667,25.66666667,28.14,0.49,1.2,30.5,73.3,0.96,2
0.4,19.66666667,26.00666667,0.55,1.2,30.6,73.3,1.24,2
0.966666667,25.66666667,28.14,0.55,1.2,31.3,74.2,1.04,1
0.966666667,25.66666667,28.14,0.38,1.2,31,74.4,0.8,2
0.4,19.66666667,26.00666667,0.38,1.2,31.7,77,1.4,1
0.4,19.66666667,26.00666667,0.51,1.2,30.3,75.4,2.14,1
0.966666667,25.66666667,28.14,0.5,1.2,31,75.3,0.88,2
0.4,19.66666667,26.00666667,0.57,1.2,30.1,82.4,1.5,2
0.4,19.66666667,26.00666667,0.57,1.2,30.3,76,1.86,2
0.966666667,25.66666667,28.14,0.57,1.2,32.8,68.7,1.14,-1
0.966666667,25.66666667,28.14,0.57,1.2,32.6,65.9,0.83,1
0.966666667,25.66666667,28.14,0.4,1.2,31.8,68.4,0.89,2
0.4,19.66666667,26.00666667,0.4,1.2,29.2,71.2,1.4,-1
0.4,19.66666667,26.00666667,0.51,1.2,32.1,66.1,1.21,2
0.966666667,25.66666667,28.14,0.4,1.2,32.3,65.6,0.55,0
0.4,19.66666667,26.00666667,0.57,1.2,29.9,72.4,1.52,0
0.4,19.66666667,26.00666667,0.57,1.2,30.9,72.4,1.24,2
0.966666667,25.66666667,28.14,0.48,1.2,31.2,71.6,1.07,2
0.4,19.66666667,26.00666667,0.57,1.2,30.4,71.4,1.4,1
0.4,19.66666667,26.00666667,0.49,1.2,30.4,70.4,1.26,1
0.966666667,25.66666667,28.14,0.57,1.2,32.3,69.7,1.15,2
0.4,19.66666667,26.00666667,0.57,1.2,32.2,69.2,1.53,1
0.4,19.66666667,26.00666667,0.47,1.2,31.6,70.5,2.8,2
0.4,19.66666667,26.00666667,0.2,1.2,32.2,64.9,1.45,1
0.966666667,25.66666667,28.14,0.19,1.2,31.6,68.8,0.75,1
0.4,19.66666667,26.00666667,0.04,1.2,31.5,70.2,1.38,1
0.966666667,25.66666667,28.14,0.19,1.333333333,30.1,74.7,1.03,1
0.966666667,25.66666667,28.14,0.54,1.6,31.1,72.1,0.94,1
0.4,19.66666667,26.00666667,0.48,1.2,32,68.7,1.25,0
0.4,19.66666667,26.00666667,0.19,1.2,32.5,65,1.65,2
0.4,19.66666667,26.00666667,0.54,1.2,31.9,66.5,1.35,2
0.4,19.66666667,26.00666667,0.55,1.2,32.1,65.8,2.16,0
0.4,19.66666667,26.00666667,0.19,1.2,32,67.7,1.41,2
0.966666667,25.66666667,28.14,0.04,1.2,29.9,78.7,0.6,-2
0.4,19.66666667,26.00666667,0.46,1.2,32.7,65.5,1.32,0
0.4,19.66666667,26.00666667,0.38,1.2,32.3,65.9,1.82,1
0.966666667,25.66666667,28.14,0.2,1.2,32.4,65,0.77,1
0.966666667,25.66666667,28.14,0.44,1.2,32.3,66.2,1.15,-1
0.966666667,25.66666667,28.14,0.55,1.2,32.6,65.8,0.53,1
0.966666667,25.66666667,28.14,0.36,1.2,32.6,65.8,0.53,1
0.966666667,25.66666667,28.14,0.54,1.2,32.6,65.8,0.53,1
0.4,19.66666667,26.00666667,0.28,1.2,33.6,64.9,1.44,1
0.4,19.66666667,26.00666667,0.27,1.2,32.9,61,1.58,2
0.966666667,25.66666667,28.14,0.19,1.333333333,32.8,62.6,0.98,0
0.4,19.66666667,26.00666667,0.54,1.2,32.6,53.5,1.35,1
0.966666667,25.66666667,28.14,0.04,1.333333333,30.2,70.5,0.99,1
0.4,19.66666667,26.00666667,0.27,1.2,33.2,63.2,1.63,0
0.966666667,25.66666667,28.14,0.04,1.333333333,33.8,58.1,1.09,2
0.966666667,25.66666667,28.14,0.27,1.2,32.6,63.3,0.72,1
0.966666667,25.66666667,28.14,0.13,1.333333333,33.6,62.1,0.77,0
0.966666667,25.66666667,28.14,0.55,1.333333333,34.1,61.4,0.63,1
0.966666667,25.66666667,28.14,0.27,1.333333333,31.7,66,0.44,1
0.4,19.66666667,26.00666667,0.27,1.2,34.1,61.7,2.39,0
0.966666667,25.66666667,28.14,0.19,1.2,31.8,66.6,0.7,0
0.966666667,25.66666667,28.14,0.27,1.333333333,31.9,66.5,0.61,2
0.966666667,25.66666667,28.14,0.54,1.333333333,31.9,66.8,0.56,1
0.966666667,25.66666667,28.14,0.54,1.333333333,32.3,65.9,0.81,2
0.966666667,25.66666667,28.14,0.38,1.333333333,32.7,63.4,0.58,1
0.966666667,25.66666667,28.14,0.19,1.466666667,32.7,63.1,1.04,2
0.966666667,25.66666667,28.14,0.27,1.333333333,32.2,62.1,0.49,-1
0.966666667,25.66666667,28.14,0.28,1.466666667,34.8,51,0.58,1
0.4,19.66666667,26.00666667,0.27,1.333333333,34.6,50.7,1.37,1
0.4,19.66666667,26.00666667,0.27,1.333333333,34.6,50,1.27,1
0.4,19.66666667,26.00666667,0.28,1.2,34.6,52.3,3.28,2
0.966666667,25.66666667,28.14,0.46,1.466666667,34,51.9,0.58,0
0.966666667,25.66666667,28.14,0.19,1.466666667,34.1,52,0.87,2
0.4,19.66666667,26.00666667,0.19,1.333333333,33.6,53.2,1.33,2
0.966666667,25.66666667,28.14,0.46,1.466666667,33.7,53.9,0.64,2
0.966666667,25.66666667,28.14,0.37,1.466666667,31.7,61.3,0.66,0
0.4,19.66666667,26.00666667,0.27,1.333333333,33.9,52,1.43,2
0.4,19.66666667,26.00666667,0.36,1.333333333,33.4,53.5,1.71,0
0.4,19.66666667,26.00666667,0.46,1.2,33.5,53.4,2.24,1
0.966666667,25.66666667,28.14,0.57,1.6,26.8,24,0.6,-1
0.966666667,25.66666667,28.14,0.4,1.6,27.4,24,0.6,-2
0.966666667,25.66666667,28.14,0.57,1.466666667,30.1,21.9,0.1,-1
0.966666667,25.66666667,28.14,0.4,1.466666667,29.3,21.1,0.1,-1
0.966666667,25.66666667,28.14,0.57,1.466666667,28.4,22.9,0.3,-1
0.966666667,25.66666667,28.14,0.4,1.466666667,29.8,22.5,0.3,-1
0.966666667,25.66666667,28.14,0.49,1.466666667,28.3,23.7,0.4,-1
0.966666667,25.66666667,28.14,0.57,1.6,28,24.1,0.6,0
0.966666667,25.66666667,28.14,0.57,1.466666667,27.4,24.1,0.1,-1
0.966666667,25.66666667,28.14,0.55,1.466666667,27.3,24.4,0.1,1
0.966666667,25.66666667,28.14,0.38,1.466666667,28.2,23.8,0.3,-2
0.966666667,25.66666667,28.14,0.4,1.466666667,27.8,23.7,0.3,0
0.966666667,25.66666667,28.14,0.51,1.466666667,28.1,23.7,0.5,-1
0.966666667,25.66666667,28.14,0.57,1.6,28.2,23.6,0.6,0
0.4,19.66666667,26.00666667,0.57,1.2,28.5,23.4,2.1,-1
0.966666667,25.66666667,28.14,0.54,1.6,31.3,24.9,1.1,0
0.4,19.66666667,26.00666667,0.57,1.6,30.7,25.2,1.2,1
0.966666667,25.66666667,28.14,0.4,1.466666667,29.2,24.8,0.4,0
0.966666667,25.66666667,28.14,0.4,1.6,29.4,25.4,0.6,1
0.4,19.66666667,26.00666667,0.57,1.2,29.3,26,2.4,-1
